osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,access,junction,tunnel
"[25994994, 334350350]",2,Rruga Fushë Çelë,residential,20,False,"[False, True]",133.223,"LINESTRING (19.5129526 42.0675396, 19.5130278 42.0676067, 19.5130748 42.0676524, 19.5134524 42.0680205, 19.5135752 42.0681379, 19.5138426 42.0683974, 19.5138827 42.0684387, 19.5139079 42.0684602, 19.5139369 42.0684889)",,,,
"[369908113, 608561931]",2,Rruga Teuta,primary,40,False,False,78.426,"LINESTRING (19.5129526 42.0675396, 19.5134651 42.0671581, 19.5135037 42.0671294, 19.5136235 42.0670402)",SH5,,,
"[537942514, 174651493, 334001223]",2,Rruga Teuta,primary,40,False,"[False, True]",66.411,"LINESTRING (19.5129526 42.0675396, 19.5126931 42.0677327, 19.5126576 42.0677592, 19.5126355 42.0677756, 19.5125829 42.0678148, 19.5125422 42.0678451, 19.5123845 42.0679625)",SH5,,,
332591257,1,Rruga 28 Nëntori,living_street,10,False,True,31.783,"LINESTRING (19.5123238 42.0651988, 19.5122871 42.0651768, 19.5121206 42.0650424, 19.5120815 42.0650258, 19.5120371 42.0650147)",Rruga 28 Nëntori,,,
"[372240889, 372240891, 554845807]",1,Rruga 28 Nëntori,living_street,10,False,False,152.24,"LINESTRING (19.5123238 42.0651988, 19.5125403 42.0653626, 19.5127824 42.065577, 19.5130036 42.0658653, 19.5131021 42.0659916, 19.5133598 42.0663224)",Rruga 28 Nëntori,permissive,,
332591257,1,Rruga 28 Nëntori,living_street,10,False,False,31.783,"LINESTRING (19.5120371 42.0650147, 19.5120815 42.0650258, 19.5121206 42.0650424, 19.5122871 42.0651768, 19.5123238 42.0651988)",Rruga 28 Nëntori,,,
372324960,1,Rruga 13 Dhjetori,living_street,10,False,True,150.65,"LINESTRING (19.5120371 42.0650147, 19.5112827 42.0649291, 19.5107382 42.0648673, 19.5102331 42.06481)",,permissive,,
173342981,1,Rruga Besnik Sykja,residential,,True,False,18.992,"LINESTRING (19.5121401 42.0648622, 19.5120837 42.0649364, 19.5120641 42.0649693, 19.5120371 42.0650147)",,,,
455483222,,,residential,,False,True,28.458,"LINESTRING (19.5121401 42.0648622, 19.5121784 42.06483, 19.5122815 42.0647404, 19.5123207 42.0646996, 19.5123505 42.0646604)",,,,
497361221,1,Rruga Besnik Sykja,residential,,True,False,50.606,"LINESTRING (19.5118674 42.0644546, 19.5121401 42.0648622)",,,,
497361235,,Rruga Besnik Sykja,residential,,False,True,23.547,"LINESTRING (19.5118674 42.0644546, 19.5120198 42.0642756)",,,,
497361221,1,Rruga Besnik Sykja,residential,,True,False,31.331,"LINESTRING (19.5116323 42.0642334, 19.5118674 42.0644546)",,,,
372240895,1,Rruga Besnik Sykja,residential,,True,False,77.316,"LINESTRING (19.5109696 42.0637512, 19.5113564 42.0639666, 19.5116323 42.0642334)",,,,
58583930,2,Rruga Hamz Kazazi,residential,20,False,True,54.372,"LINESTRING (19.5075507 42.0659937, 19.5074886 42.0664805)",,,,
"[760738376, 372324972]",2,Rruga Hamz Kazazi,residential,20,False,False,119.06299999999999,"LINESTRING (19.5075507 42.0659937, 19.5076457 42.065927, 19.5082176 42.0655256, 19.5085389 42.0652178)",,,,
58583930,2,Rruga Hamz Kazazi,residential,20,False,False,15.504,"LINESTRING (19.5074708 42.0666193, 19.5074886 42.0664805)",,,,
334350352,2,Rruga Hamz Kazazi,residential,20,False,False,32.559,"LINESTRING (19.5074708 42.0666193, 19.5076668 42.0668734)",,,,
334350352,2,Rruga Hamz Kazazi,residential,20,False,True,32.559,"LINESTRING (19.5076668 42.0668734, 19.5074708 42.0666193)",,,,
80727530,1,Rruga Kongresi i Manastirit,residential,20,True,False,24.175,"LINESTRING (19.5076668 42.0668734, 19.5077879 42.0669405, 19.5078387 42.0669795, 19.5078652 42.0669999, 19.5078861 42.0670164)",,,,
334350354,2,Rruga Hamz Kazazi,residential,20,False,False,49.144000000000005,"LINESTRING (19.5076668 42.0668734, 19.5077013 42.0670431, 19.5076874 42.0671862, 19.5076512 42.0673102)",,,,
173354329,2,Rruga Dervishej,residential,,False,False,168.426,"LINESTRING (19.5090973 42.0703401, 19.5090628 42.0703988, 19.5090029 42.070505, 19.5088365 42.0708827, 19.5086064 42.0714435, 19.5085117 42.0716561, 19.5084459 42.0717744)",,,,
"[760738373, 372324991]",,Rruga Nazmi Kryeziu,residential,30,False,False,38.316,"LINESTRING (19.5090973 42.0703401, 19.5089636 42.0702238, 19.5089253 42.070183, 19.5088919 42.0701356, 19.5088818 42.0701139, 19.508847 42.0700537)",,,,
372324991,,Rruga Nazmi Kryeziu,residential,30,False,True,70.505,"LINESTRING (19.5090973 42.0703401, 19.5091708 42.0703939, 19.5092536 42.0704397, 19.5094336 42.0705251, 19.5098078 42.0706884)",,,,
74714024,1,Rruga Nazmi Kryeziu,living_street,,False,True,36.164,"LINESTRING (19.5127823 42.0722635, 19.5130619 42.0720131)",,,,
372324991,,Rruga Nazmi Kryeziu,residential,30,False,False,40.306,"LINESTRING (19.5127823 42.0722635, 19.5125938 42.072163, 19.51239 42.0720477)",,,,
173354329,2,Rruga Dervishej,residential,,False,True,168.426,"LINESTRING (19.5084459 42.0717744, 19.5085117 42.0716561, 19.5086064 42.0714435, 19.5088365 42.0708827, 19.5090029 42.070505, 19.5090628 42.0703988, 19.5090973 42.0703401)",,,,
372324965,2,Rruga Dervishej,residential,,False,False,98.263,"LINESTRING (19.5084459 42.0717744, 19.5082175 42.0720626, 19.5080978 42.0722103, 19.5079771 42.0723725, 19.5079087 42.0724651, 19.5078684 42.0725458)",,,,
608252361,1,Rruga Kadukej,residential,,False,True,110.472,"LINESTRING (19.5084459 42.0717744, 19.5094772 42.0722356, 19.5096039 42.0722689)",,,,
173354445,1,Rruga Dr. Abdulla Mehmeti,residential,,False,False,131.93699999999998,"LINESTRING (19.5078684 42.0725458, 19.5077707 42.0725292, 19.5076662 42.0725084, 19.5069966 42.0724663, 19.5064948 42.0724284, 19.5062812 42.0724319)",,,,
372324965,2,Rruga Dervishej,residential,,False,True,98.263,"LINESTRING (19.5078684 42.0725458, 19.5079087 42.0724651, 19.5079771 42.0723725, 19.5080978 42.0722103, 19.5082175 42.0720626, 19.5084459 42.0717744)",,,,
372324991,,Rruga Nazmi Kryeziu,residential,30,False,True,34.079,"LINESTRING (19.5098078 42.0706884, 19.510182 42.0708179)",,,,
173354449,2,Rruga e Tafilicve,residential,,False,False,81.778,"LINESTRING (19.5098078 42.0706884, 19.5097623 42.0707537, 19.5097103 42.0708388, 19.5096614 42.0709442, 19.5096011 42.0710724, 19.509569 42.0711585, 19.5095596 42.0712401, 19.5095643 42.0713417, 19.5095717 42.0713897)",,,,
372324991,,Rruga Nazmi Kryeziu,residential,30,False,False,70.505,"LINESTRING (19.5098078 42.0706884, 19.5094336 42.0705251, 19.5092536 42.0704397, 19.5091708 42.0703939, 19.5090973 42.0703401)",,,,
67363939,1,Rruga Evija Çelebiu,residential,20,True,False,73.727,"LINESTRING (19.5078002 42.0687419, 19.5076616 42.068676, 19.5070589 42.0683721)",,,,
314841910,2,Rruga Evija Çelebiu,residential,20,False,False,89.925,"LINESTRING (19.5078002 42.0687419, 19.5079011 42.0688308, 19.5079388 42.068873, 19.508083 42.0690475, 19.5081621 42.0691635, 19.508248 42.0693183, 19.5083151 42.0694488)",,,,
"[372240889, 372240891, 554845807]",1,Rruga 28 Nëntori,living_street,10,False,True,152.24,"LINESTRING (19.5133598 42.0663224, 19.5131021 42.0659916, 19.5130036 42.0658653, 19.5127824 42.065577, 19.5125403 42.0653626, 19.5123238 42.0651988)",Rruga 28 Nëntori,permissive,,
"[372240890, 497822173]",1,Rruga 28 Nëntori,living_street,10,False,False,77.446,"LINESTRING (19.5133598 42.0663224, 19.5135216 42.0665653, 19.5135454 42.066601, 19.5135897 42.0666681, 19.513607 42.0666934, 19.5137301 42.0669608)",Rruga 28 Nëntori,,,
