osmid,oneway,name,highway,reversed,length,geometry,ref,bridge,tunnel,junction
169346109,True,Shëtitorja Kryesore,tertiary,False,36.506,"LINESTRING (20.5483068 41.0712459, 20.5485218 41.0709604)",,,,
463972525,False,Rruga për Gjimnaz,tertiary,False,51.563,"LINESTRING (20.5483068 41.0712459, 20.5488522 41.0714603)",,,,
463972525,False,Rruga për Gjimnaz,tertiary,True,119.575,"LINESTRING (20.5483068 41.0712459, 20.5470727 41.0707694, 20.54704 41.0707522)",,,,
169346546,False,,tertiary,True,53.449,"LINESTRING (20.5477193 41.0689087, 20.5476816 41.0689632, 20.5476584 41.0690042, 20.5475285 41.0693658)",,,,
333300700,False,,primary,False,163.56,"LINESTRING (20.5477193 41.0689087, 20.548919 41.0694051, 20.5493601 41.0695976, 20.5494238 41.0696243)",SH3,,,
333300700,False,,primary,True,401.81699999999995,"LINESTRING (20.5477193 41.0689087, 20.5473877 41.0687631, 20.5463424 41.0683164, 20.545355 41.0678945, 20.5445493 41.0675626, 20.5440316 41.0673786, 20.5435019 41.0671962)",SH3,,,
333300700,False,,primary,False,102.69399999999999,"LINESTRING (20.5494238 41.0696243, 20.5497013 41.069745, 20.5498702 41.0698142, 20.5499963 41.0698636, 20.5500929 41.0698931, 20.5502055 41.0699212, 20.5503365 41.0699455, 20.5505404 41.0699908)",SH3,,,
333300700,False,,primary,True,163.56,"LINESTRING (20.5494238 41.0696243, 20.5493601 41.0695976, 20.548919 41.0694051, 20.5477193 41.0689087)",SH3,,,
732683017,False,Rruga për Gjimnaz,residential,False,19.457,"LINESTRING (20.5468325 41.0706738, 20.54704 41.0707522)",,,,
169346104,False,,residential,True,159.344,"LINESTRING (20.5468325 41.0706738, 20.5462398 41.0715649, 20.5459805 41.0719548)",,,,
732683017,False,Rruga për Gjimnaz,residential,True,317.4200000000001,"LINESTRING (20.5468325 41.0706738, 20.5467547 41.0706307, 20.5465498 41.0705362, 20.5464855 41.0705079, 20.5464211 41.0704745, 20.5463312 41.070424, 20.5461261 41.0703097, 20.545941 41.0702076, 20.5457076 41.0700671, 20.5449982 41.0696283, 20.544911 41.0695779, 20.5448668 41.0695524, 20.5447407 41.0694847, 20.5445959 41.0694139, 20.5443617 41.06931, 20.5440628 41.0691773, 20.5439615 41.0691359, 20.5438308 41.0690944, 20.5437496 41.0690631, 20.5437287 41.0690535)",,,,
732683017,False,Rruga për Gjimnaz,residential,True,19.457,"LINESTRING (20.54704 41.0707522, 20.5468325 41.0706738)",,,,
169346546,False,,tertiary,False,50.877,"LINESTRING (20.54704 41.0707522, 20.5470427 41.0707284, 20.5470457 41.0707045, 20.5471883 41.0703092)",,,,
463972525,False,Rruga për Gjimnaz,tertiary,False,119.575,"LINESTRING (20.54704 41.0707522, 20.5470727 41.0707694, 20.5483068 41.0712459)",,,,
169346106,False,,residential,False,121.976,"LINESTRING (20.5486199 41.071791, 20.5499157 41.07229)",,,,
169346113,False,,residential,False,41.61,"LINESTRING (20.5486199 41.071791, 20.5488522 41.0714603)",,,,
169346113,False,,residential,True,34.546,"LINESTRING (20.5486199 41.071791, 20.548437 41.0720694)",,,,
463972492,False,Rruga Lagja Karriqit,residential,True,3.523,"LINESTRING (20.5459805 41.0719548, 20.5460182 41.0719688)",,,,
169346104,False,,residential,False,159.344,"LINESTRING (20.5459805 41.0719548, 20.5462398 41.0715649, 20.5468325 41.0706738)",,,,
"[169346545, 463972491, 463972492]",False,Rruga Lagja Karriqit,residential,False,172.849,"LINESTRING (20.5459805 41.0719548, 20.5456888 41.0718447, 20.5455277 41.0717849, 20.5454398 41.0717555, 20.5453728 41.0717363, 20.5452977 41.0717207, 20.545236 41.0717121, 20.5451575 41.071706, 20.5450683 41.071703, 20.5449758 41.071707, 20.5445879 41.0717545, 20.544521 41.0717641, 20.5444763 41.0717747, 20.5444369 41.0717873, 20.5444036 41.0718004, 20.5441219 41.071936, 20.544081 41.0719517, 20.5440634 41.0719557)",,yes,,
169346103,False,,residential,False,120.963,"LINESTRING (20.548437 41.0720694, 20.5497164 41.0725725)",,,,
169346113,False,,residential,False,34.546,"LINESTRING (20.548437 41.0720694, 20.5486199 41.071791)",,,,
169346113,False,,residential,True,35.945,"LINESTRING (20.548437 41.0720694, 20.5482433 41.0723578)",,,,
169346106,False,,residential,True,121.976,"LINESTRING (20.5499157 41.07229, 20.5486199 41.071791)",,,,
732683014,False,Unaza e Qytetit,tertiary,False,35.579,"LINESTRING (20.5499157 41.07229, 20.5497164 41.0725725)",,,,
732683014,False,Unaza e Qytetit,tertiary,True,41.681,"LINESTRING (20.5499157 41.07229, 20.5499849 41.0721981, 20.5501549 41.0719614)",,,,
169346107,False,,residential,False,120.9,"LINESTRING (20.5482433 41.0723578, 20.5495264 41.0728543)",,,,
169346113,False,,residential,False,35.945,"LINESTRING (20.5482433 41.0723578, 20.548437 41.0720694)",,,,
169346113,False,,residential,True,43.195,"LINESTRING (20.5482433 41.0723578, 20.5480146 41.0727059)",,,,
