osmid,name,highway,oneway,reversed,length,geometry,lanes,junction,maxspeed,ref,access,tunnel
156249134,Rruga Demir Bungo,residential,False,False,18.939,"LINESTRING (20.0795818 41.1104741, 20.0796672 41.1103852, 20.0797143 41.1103361)",,,,,,
240268353,,primary,True,False,16.399,"LINESTRING (20.0795818 41.1104741, 20.079603 41.1104989, 20.0796183 41.110526, 20.0796272 41.1105548, 20.0796295 41.1105842, 20.0796249 41.1106135)",2,roundabout,,,,
172638180,Rruga Rinia,secondary,True,False,87.80799999999999,"LINESTRING (20.0830185 41.1150608, 20.0831365 41.1148347, 20.0833114 41.1144976, 20.0834007 41.1143255)",,,40,,,
240256896,Rruga Kadri Hoxha,secondary,False,True,3.006,"LINESTRING (20.0750677 41.1123609, 20.0750336 41.1123693)",,,40,,,
150092523,,residential,False,False,173.424,"LINESTRING (20.0750677 41.1123609, 20.0750752 41.1124028, 20.0750845 41.1124546, 20.0751512 41.1126224, 20.0756632 41.1138533)",,,,Rruga Isuf Myzyri,,
240256896,Rruga Kadri Hoxha,secondary,False,False,73.953,"LINESTRING (20.0750677 41.1123609, 20.0754836 41.1122567, 20.0759122 41.1121681)",,,40,,,
356888070,Rruga Kadri Abdihoxha,residential,False,True,70.782,"LINESTRING (20.0750677 41.1123609, 20.0750668 41.1122808, 20.0750025 41.1120769, 20.0748627 41.1117464)",,,,,,
240256896,Rruga Kadri Hoxha,secondary,False,False,3.006,"LINESTRING (20.0750336 41.1123693, 20.0750677 41.1123609)",,,40,,,
"[1262765505, 240256903]",Rruga Kadri Hoxha,secondary,True,False,64.902,"LINESTRING (20.0750336 41.1123693, 20.0746084 41.1124982, 20.0744998 41.112541, 20.0744469 41.1125678, 20.0743751 41.1126123, 20.0743463 41.1126299)",,,,,,
255948435,Rruga Xhaferr Kongoli,residential,False,False,4.88,"LINESTRING (20.0817264 41.1131197, 20.0817654 41.1130871)",,,5,,,
172638185,Rruga Kol Papajani,residential,False,True,164.294,"LINESTRING (20.0817264 41.1131197, 20.0817538 41.1131836, 20.0817175 41.1133379, 20.0814635 41.1138276, 20.0814731 41.1140571, 20.0814718 41.1143518, 20.0814728 41.1145554)",,,5,,,
255948435,Rruga Xhaferr Kongoli,residential,False,True,68.124,"LINESTRING (20.0817264 41.1131197, 20.0815128 41.1133315, 20.0814208 41.1134228, 20.0812313 41.1136057)",,,5,,,
156319012,Rruga Hysen Dylgjeri,residential,False,True,112.18400000000001,"LINESTRING (20.0812313 41.1136057, 20.0811542 41.1136121, 20.0811178 41.1136117, 20.0810904 41.113616, 20.081071 41.1136251, 20.0810368 41.1136593, 20.0809801 41.1136895, 20.0809154 41.1137096, 20.0808316 41.1137183, 20.080642 41.1137111, 20.0806046 41.1137106, 20.0805853 41.1137136, 20.0805693 41.1137196, 20.0805531 41.1137284, 20.0805433 41.1137397, 20.0805284 41.1137635, 20.0803025 41.1141461)",,,5,,,
255948435,Rruga Xhaferr Kongoli,residential,False,False,68.124,"LINESTRING (20.0812313 41.1136057, 20.0814208 41.1134228, 20.0815128 41.1133315, 20.0817264 41.1131197)",,,5,,,
255948435,Rruga Xhaferr Kongoli,residential,False,True,85.669,"LINESTRING (20.0812313 41.1136057, 20.0811576 41.1138378, 20.0808643 41.1143215)",,,5,,,
156318962,Rruga Egnatia,residential,True,False,57.351,"LINESTRING (20.0808643 41.1143215, 20.0811386 41.1144458, 20.0814728 41.1145554)",,,5,,,
255948435,Rruga Xhaferr Kongoli,residential,False,False,85.669,"LINESTRING (20.0808643 41.1143215, 20.0811576 41.1138378, 20.0812313 41.1136057)",,,5,,,
156249135,Rruga Mehmet Bajraktari,residential,False,False,62.844,"LINESTRING (20.0809743 41.1064967, 20.081122 41.1066609, 20.081219 41.1067831, 20.0812989 41.106856, 20.0813632 41.1069012, 20.0814309 41.1069392)",,,,,,
156249135,Rruga Mehmet Bajraktari,residential,False,True,95.031,"LINESTRING (20.0809743 41.1064967, 20.0808771 41.1064524, 20.0807748 41.1064248, 20.0806013 41.1064233, 20.0803952 41.1064565, 20.0801534 41.1065116, 20.0798849 41.1065567)",,,,,,
156249136,Rruga Mehmet Bajraktari,residential,False,False,34.166,"LINESTRING (20.079483 41.1065058, 20.0797437 41.1065336, 20.0798849 41.1065567)",,,,,,
156249136,Rruga Mehmet Bajraktari,residential,False,True,38.841,"LINESTRING (20.079483 41.1065058, 20.0792527 41.1065697, 20.079132 41.106592, 20.0790383 41.1065966)",,,,,,
156249134,Rruga Demir Bungo,residential,False,True,34.557,"LINESTRING (20.0798849 41.1065567, 20.0798795 41.106639, 20.0798734 41.1067566, 20.079839 41.1068642)",,,,,,
156249135,Rruga Mehmet Bajraktari,residential,False,False,95.03099999999999,"LINESTRING (20.0798849 41.1065567, 20.0801534 41.1065116, 20.0803952 41.1064565, 20.0806013 41.1064233, 20.0807748 41.1064248, 20.0808771 41.1064524, 20.0809743 41.1064967)",,,,,,
156249136,Rruga Mehmet Bajraktari,residential,False,True,34.166,"LINESTRING (20.0798849 41.1065567, 20.0797437 41.1065336, 20.079483 41.1065058)",,,,,,
156249136,Rruga Mehmet Bajraktari,residential,False,False,170.25399999999996,"LINESTRING (20.0770241 41.1066049, 20.0772386 41.1065892, 20.0773196 41.106591, 20.0775502 41.1065879, 20.0777635 41.1065665, 20.0779564 41.1065275, 20.0781869 41.1065157, 20.0784201 41.1065303, 20.0786971 41.1065694, 20.0790383 41.1065966)",,,,,,
156249137,Rruga Ismail Xhaja,residential,False,True,272.55100000000004,"LINESTRING (20.0770241 41.1066049, 20.0772105 41.1067804, 20.0774204 41.106996, 20.0775481 41.1071363, 20.0777332 41.1073423, 20.0779044 41.1075368, 20.078148 41.1077679, 20.0781967 41.1078429, 20.0782501 41.1079513, 20.0782721 41.1080097, 20.0783268 41.1081586, 20.0783524 41.108213, 20.0784356 41.108338, 20.0785059 41.1083793, 20.0785583 41.1084289, 20.0786115 41.1084798, 20.0787285 41.1086641)",,,,,,
156249136,Rruga Mehmet Bajraktari,residential,False,False,38.841,"LINESTRING (20.0790383 41.1065966, 20.079132 41.106592, 20.0792527 41.1065697, 20.079483 41.1065058)",,,,,,
156249136,Rruga Mehmet Bajraktari,residential,False,True,170.25400000000002,"LINESTRING (20.0790383 41.1065966, 20.0786971 41.1065694, 20.0784201 41.1065303, 20.0781869 41.1065157, 20.0779564 41.1065275, 20.0777635 41.1065665, 20.0775502 41.1065879, 20.0773196 41.106591, 20.0772386 41.1065892, 20.0770241 41.1066049)",,,,,,
241943350,,living_street,False,True,147.97500000000002,"LINESTRING (20.0790383 41.1065966, 20.0790277 41.1068177, 20.0789655 41.106939, 20.0789745 41.1071726, 20.0784541 41.1072734, 20.0783784 41.1072386, 20.0783406 41.1071921, 20.0783182 41.1071319, 20.0783014 41.1070939, 20.0782566 41.107077, 20.0781515 41.1070802)",,,,,,
156249134,Rruga Demir Bungo,residential,False,False,34.557,"LINESTRING (20.079839 41.1068642, 20.0798734 41.1067566, 20.0798795 41.106639, 20.0798849 41.1065567)",,,,,,
156249134,Rruga Demir Bungo,residential,False,True,39.968,"LINESTRING (20.079839 41.1068642, 20.0798179 41.1070103, 20.0797903 41.107141, 20.0797842 41.107221)",,,,,,
242470109,,living_street,False,False,34.283,"LINESTRING (20.079839 41.1068642, 20.0800605 41.1068614, 20.0802478 41.1068527)",,,,,,
