osmid,lanes,name,highway,oneway,reversed,length,maxspeed,geometry,bridge,ref
33835867,2,Strada Republicii,residential,False,True,37.046,,"LINESTRING (22.558499 46.4873406, 22.5582321 46.4870627)",,
24027560,2,Strada Mihai Eminescu,residential,False,False,186.512,RO:urban,"LINESTRING (22.558499 46.4873406, 22.5575843 46.4878947, 22.5566859 46.4884608)",,
"[33835867, 81156268, 81156270]",2,Strada Republicii,residential,False,False,182.719,,"LINESTRING (22.558499 46.4873406, 22.5587717 46.4876504, 22.5589803 46.487862, 22.5596814 46.4886099, 22.5597878 46.4887234)",yes,
24027560,2,Strada Mihai Eminescu,residential,False,True,290.628,RO:urban,"LINESTRING (22.5538717 46.490215, 22.5566859 46.4884608)",,
24027584,2,Strada Fruntasilor,residential,False,False,64.509,RO:urban,"LINESTRING (22.5538717 46.490215, 22.5532958 46.4897915)",,
24027576,2,,residential,False,False,33.53,,"LINESTRING (22.557433 46.4862369, 22.5576755 46.486488)",,
33835905,2,Strada Crișului,residential,False,True,33.501,RO:urban,"LINESTRING (22.557433 46.4862369, 22.5571037 46.4864353)",,
33835905,2,Strada Crișului,residential,False,False,290.25899999999996,RO:urban,"LINESTRING (22.557433 46.4862369, 22.5587216 46.4854514, 22.5590891 46.4852335, 22.5593895 46.4850654, 22.5597419 46.4848777, 22.5600627 46.4847311, 22.5603685 46.4845908)",,
33835724,2,Strada Parcul Tineretului,primary,False,False,255.895,50,"LINESTRING (22.5597878 46.4887234, 22.5605331 46.488109, 22.5607024 46.4879695, 22.5614682 46.487373, 22.561965 46.4869775)",,DN75
"[33835867, 81156268, 81156270]",2,Strada Republicii,residential,False,True,182.71900000000002,,"LINESTRING (22.5597878 46.4887234, 22.5596814 46.4886099, 22.5589803 46.487862, 22.5587717 46.4876504, 22.558499 46.4873406)",yes,
33835905,2,Strada Crișului,residential,False,False,63.268,RO:urban,"LINESTRING (22.5644374 46.4829238, 22.565175 46.4826673)",,
81156271,2,Strada Republicii,residential,False,True,80.066,RO:urban,"LINESTRING (22.5644374 46.4829238, 22.5648867 46.483574)",,
33835905,2,Strada Crișului,residential,False,True,308.725,RO:urban,"LINESTRING (22.5644374 46.4829238, 22.5635348 46.4832176, 22.563154 46.4833405, 22.5624941 46.4835796, 22.5622246 46.483683, 22.5619175 46.4838123, 22.5615527 46.4839961, 22.5609478 46.484298)",,
24027603,2,,residential,False,True,76.656,RO:urban,"LINESTRING (22.5609478 46.484298, 22.5614761 46.4848836)",,
