osmid,oneway,name,highway,maxspeed,reversed,length,lanes,ref,geometry,access
34605925,True,Strada Sănătății,residential,RO:urban,False,60.955,,,"LINESTRING (23.3795289 45.1807596, 23.378765 45.1806568)",
45026507,False,Strada Parângului,trunk,50,False,118.018,2,DN66,"LINESTRING (23.3795289 45.1807596, 23.379813 45.1797173)",
336958873,False,Strada Gării,residential,30,True,79.523,,,"LINESTRING (23.3795289 45.1807596, 23.3797558 45.1807888, 23.3801502 45.180841, 23.3805263 45.1808907)",
"[45026280, 1165652233, 215036802]",True,"['Strada Trandafirilor', 'Strada Grigore Alexandru Ghica', 'Strada Jiului']",residential,40,False,781.1569999999999,,,"LINESTRING (23.3820046 45.1810917, 23.3821416 45.1808113, 23.3824831 45.1801068, 23.3826509 45.1797508, 23.3827452 45.1795368, 23.3828833 45.1789846, 23.3830556 45.1782956, 23.3813832 45.1780832, 23.3813056 45.1780728, 23.381009 45.1791377, 23.3809637 45.1793003, 23.3808918 45.179561, 23.3807999 45.1798947, 23.3806754 45.1803478, 23.3805263 45.1808907)",
336958873,False,Strada Gării,residential,30,False,118.00300000000001,,,"LINESTRING (23.3820046 45.1810917, 23.381582 45.1810357, 23.3812717 45.1809945, 23.3811047 45.1809712, 23.3805263 45.1808907)",
"[1026812248, 336958873]",False,"['Strada Gheorghe Tătărăscu', 'Strada Gării']",residential,"['30', '50']",True,475.78000000000003,2,,"LINESTRING (23.3820046 45.1810917, 23.3821469 45.1811247, 23.3822123 45.181166, 23.3822499 45.1812095, 23.3822606 45.1812605, 23.3822579 45.1813229, 23.3822284 45.1814345, 23.3822257 45.1814779, 23.3822338 45.181529, 23.3822552 45.1815781, 23.3822848 45.1816311, 23.3824003 45.1817539, 23.3824752 45.1818334, 23.3826576 45.1820357, 23.3827139 45.1820848, 23.382781 45.1821132, 23.3828587 45.1821283, 23.3829419 45.1821283, 23.3829929 45.1821207, 23.3830519 45.1820999, 23.3831994 45.1819808, 23.3834002 45.1818323, 23.3835036 45.1817261, 23.383661 45.1815569, 23.3837423 45.1814352, 23.3845861 45.1796144, 23.3846239 45.1795328)",
34605889,False,,residential,RO:urban,False,17.474,,,"LINESTRING (23.3780619 45.1782149, 23.3780219 45.1783695)",
45026284,False,,residential,RO:urban,False,16.669,,,"LINESTRING (23.3780761 45.1788982, 23.378285 45.1789263)",
"[34605889, 34606087]",False,Aleea Stadionului,residential,RO:urban,False,81.675,,,"LINESTRING (23.3780761 45.1788982, 23.3779202 45.1794343, 23.3780423 45.1794589, 23.3781773 45.1794813)",
34605889,False,,residential,RO:urban,True,63.793,,,"LINESTRING (23.3780761 45.1788982, 23.3779684 45.178821, 23.37792 45.1787422, 23.3780219 45.1783695)",
34606087,False,Aleea Stadionului,residential,RO:urban,True,57.511,,,"LINESTRING (23.379813 45.1797173, 23.3790945 45.1796124)",
45026507,False,Strada Parângului,trunk,50,False,64.633,2,DN66,"LINESTRING (23.379813 45.1797173, 23.379965 45.179146)",
45026507,False,Strada Parângului,trunk,50,True,118.018,2,DN66,"LINESTRING (23.379813 45.1797173, 23.3795289 45.1807596)",
45026282,False,,residential,RO:urban,False,118.675,,,"LINESTRING (23.377901 45.1805289, 23.3778945 45.1805067, 23.3781773 45.1794813)",
34606087,False,Aleea Stadionului,residential,RO:urban,False,73.355,,,"LINESTRING (23.3781773 45.1794813, 23.3785562 45.1795332, 23.3790945 45.1796124)",
"[34605889, 34606087]",False,Aleea Stadionului,residential,RO:urban,True,81.675,,,"LINESTRING (23.3781773 45.1794813, 23.3780423 45.1794589, 23.3779202 45.1794343, 23.3780761 45.1788982)",
45026282,False,,residential,RO:urban,True,118.675,,,"LINESTRING (23.3781773 45.1794813, 23.3778945 45.1805067, 23.377901 45.1805289)",
34606011,False,Strada Castanului,residential,RO:urban,False,118.969,,,"LINESTRING (23.378765 45.1806568, 23.3790945 45.1796124)",
34605925,True,Strada Sănătății,residential,RO:urban,False,69.36,,,"LINESTRING (23.378765 45.1806568, 23.3785022 45.1806206, 23.3779318 45.180542, 23.377901 45.1805289)",
34606011,False,Strada Castanului,residential,RO:urban,True,118.969,,,"LINESTRING (23.3790945 45.1796124, 23.378765 45.1806568)",
34606087,False,Aleea Stadionului,residential,RO:urban,False,57.511,,,"LINESTRING (23.3790945 45.1796124, 23.379813 45.1797173)",
34606087,False,Aleea Stadionului,residential,RO:urban,True,73.355,,,"LINESTRING (23.3790945 45.1796124, 23.3785562 45.1795332, 23.3781773 45.1794813)",
45026250,False,Aleea Castanilor,residential,40,False,133.753,,,"LINESTRING (23.3795968 45.1778783, 23.3794073 45.1785491, 23.3792635 45.179058)",
45026263,True,Strada Muzeului,residential,RO:urban,False,138.893,,,"LINESTRING (23.3795968 45.1778783, 23.3792144 45.1778282, 23.3790547 45.1778076, 23.3789364 45.1778229, 23.3787881 45.1778513, 23.3786781 45.1778851, 23.37859 45.1779396, 23.378528 45.1780359, 23.3784194 45.1784228)",
45026284,False,,residential,RO:urban,False,55.848,,,"LINESTRING (23.3792635 45.179058, 23.379965 45.179146)",
45026250,False,Aleea Castanilor,residential,40,True,133.753,,,"LINESTRING (23.3792635 45.179058, 23.3794073 45.1785491, 23.3795968 45.1778783)",
45026284,False,,residential,RO:urban,True,78.081,,,"LINESTRING (23.3792635 45.179058, 23.3787126 45.1789839, 23.378285 45.1789263)",
719320101,False,Strada Gheorghe Dumitrescu Bumbești,tertiary,50,True,96.364,2,,"LINESTRING (23.3810063 45.1752761, 23.3814269 45.1753311, 23.3818588 45.1753783, 23.3822197 45.1754144)",
"[45026507, 719320102]",False,Strada Parângului,trunk,50,True,206.16699999999997,2,DN66,"LINESTRING (23.3810063 45.1752761, 23.3808714 45.1757747, 23.3806903 45.1764476, 23.380516 45.1770977)",
336958873,False,Strada Gării,residential,30,False,79.523,,,"LINESTRING (23.3805263 45.1808907, 23.3801502 45.180841, 23.3797558 45.1807888, 23.3795289 45.1807596)",
336958873,False,Strada Gării,residential,30,True,118.00300000000001,,,"LINESTRING (23.3805263 45.1808907, 23.3811047 45.1809712, 23.3812717 45.1809945, 23.381582 45.1810357, 23.3820046 45.1810917)",
45026263,True,Strada Muzeului,residential,RO:urban,False,56.969,,,"LINESTRING (23.3784194 45.1784228, 23.378285 45.1789263)",
45026286,False,,residential,RO:urban,False,31.715,,,"LINESTRING (23.3784194 45.1784228, 23.3780219 45.1783695)",
45026284,False,,residential,RO:urban,True,16.669,,,"LINESTRING (23.378285 45.1789263, 23.3780761 45.1788982)",
45026284,False,,residential,RO:urban,False,78.081,,,"LINESTRING (23.378285 45.1789263, 23.3787126 45.1789839, 23.3792635 45.179058)",
45026284,False,,residential,RO:urban,True,55.848,,,"LINESTRING (23.379965 45.179146, 23.3792635 45.179058)",
45026507,False,Strada Parângului,trunk,50,True,64.633,2,DN66,"LINESTRING (23.379965 45.179146, 23.379813 45.1797173)",
45026507,False,Strada Parângului,trunk,50,False,134.67399999999998,2,DN66,"LINESTRING (23.379965 45.179146, 23.3802751 45.1779942, 23.3802854 45.1779561)",
45026285,True,Strada Muzeului,residential,RO:urban,False,54.663,,,"LINESTRING (23.3802854 45.1779561, 23.3795968 45.1778783)",
45026507,False,Strada Parângului,trunk,50,False,97.146,2,DN66,"LINESTRING (23.3802854 45.1779561, 23.3804925 45.177186, 23.380516 45.1770977)",
45026507,False,Strada Parângului,trunk,50,True,134.67399999999998,2,DN66,"LINESTRING (23.3802854 45.1779561, 23.3802751 45.1779942, 23.379965 45.179146)",
34605889,False,,residential,RO:urban,True,17.474,,,"LINESTRING (23.3780219 45.1783695, 23.3780619 45.1782149)",
45026286,False,,residential,RO:urban,True,31.715,,,"LINESTRING (23.3780219 45.1783695, 23.3784194 45.1784228)",
34605889,False,,residential,RO:urban,False,63.793,,,"LINESTRING (23.3780219 45.1783695, 23.37792 45.1787422, 23.3779684 45.178821, 23.3780761 45.1788982)",
"[1026812248, 336958873]",False,"['Strada Gheorghe Tătărăscu', 'Strada Gării']",residential,"['50', '30']",False,475.78000000000003,2,,"LINESTRING (23.3846239 45.1795328, 23.3845861 45.1796144, 23.3837423 45.1814352, 23.383661 45.1815569, 23.3835036 45.1817261, 23.3834002 45.1818323, 23.3831994 45.1819808, 23.3830519 45.1820999, 23.3829929 45.1821207, 23.3829419 45.1821283, 23.3828587 45.1821283, 23.382781 45.1821132, 23.3827139 45.1820848, 23.3826576 45.1820357, 23.3824752 45.1818334, 23.3824003 45.1817539, 23.3822848 45.1816311, 23.3822552 45.1815781, 23.3822338 45.181529, 23.3822257 45.1814779, 23.3822284 45.1814345, 23.3822579 45.1813229, 23.3822606 45.1812605, 23.3822499 45.1812095, 23.3822123 45.181166, 23.3821469 45.1811247, 23.3820046 45.1810917)",
719320101,False,Strada Gheorghe Dumitrescu Bumbești,tertiary,50,False,96.364,2,,"LINESTRING (23.3822197 45.1754144, 23.3818588 45.1753783, 23.3814269 45.1753311, 23.3810063 45.1752761)",
"[337167086, 218838687]",False,Aleea Pleșa,tertiary,50,False,688.3529999999997,2,DC149,"LINESTRING (23.3734407 45.1800093, 23.3737196 45.1799583, 23.3741246 45.1798921, 23.3744009 45.1798429, 23.3744626 45.1798297, 23.3745149 45.1798146, 23.3746021 45.1797824, 23.3746504 45.179755, 23.3747067 45.1797125, 23.3747496 45.179669, 23.3747831 45.1796217, 23.3748038 45.1795819, 23.3748167 45.1795385, 23.3748274 45.1794535, 23.3748355 45.1793344, 23.3748408 45.179219, 23.3748569 45.1791074, 23.3748756 45.1790394, 23.3748998 45.1789714, 23.3749347 45.1789071, 23.3749803 45.1788466, 23.3750473 45.1787974, 23.3751841 45.1787388, 23.3753558 45.1786953, 23.3755033 45.1786556, 23.3756776 45.1786064, 23.375852 45.1785592, 23.3760896 45.1785001, 23.3763455 45.1784401, 23.3765493 45.1784004, 23.3766271 45.1783815, 23.3767022 45.1783588, 23.3767773 45.1783191, 23.3768846 45.1782567, 23.3769624 45.1782, 23.3770456 45.1781413, 23.3771394 45.1780789, 23.377236 45.178026, 23.3772992 45.1780047, 23.3773797 45.1779914, 23.3774446 45.1779856, 23.3775219 45.1779707, 23.3775847 45.1779466, 23.377692 45.177888, 23.3778234 45.1778142, 23.3780326 45.1777065, 23.3781774 45.1776516, 23.3783277 45.17761, 23.3787756 45.1774909, 23.3791296 45.1774021, 23.3795051 45.1773056, 23.3799316 45.1771979, 23.3801891 45.1771449, 23.380516 45.1770977)",yes
"[45026507, 719320102]",False,Strada Parângului,trunk,50,False,206.167,2,DN66,"LINESTRING (23.380516 45.1770977, 23.3806903 45.1764476, 23.3808714 45.1757747, 23.3810063 45.1752761)",
45026507,False,Strada Parângului,trunk,50,True,97.146,2,DN66,"LINESTRING (23.380516 45.1770977, 23.3804925 45.177186, 23.3802854 45.1779561)",
"[337167086, 218838687]",False,Aleea Pleșa,tertiary,50,True,688.3530000000001,2,DC149,"LINESTRING (23.380516 45.1770977, 23.3801891 45.1771449, 23.3799316 45.1771979, 23.3795051 45.1773056, 23.3791296 45.1774021, 23.3787756 45.1774909, 23.3783277 45.17761, 23.3781774 45.1776516, 23.3780326 45.1777065, 23.3778234 45.1778142, 23.377692 45.177888, 23.3775847 45.1779466, 23.3775219 45.1779707, 23.3774446 45.1779856, 23.3773797 45.1779914, 23.3772992 45.1780047, 23.377236 45.178026, 23.3771394 45.1780789, 23.3770456 45.1781413, 23.3769624 45.1782, 23.3768846 45.1782567, 23.3767773 45.1783191, 23.3767022 45.1783588, 23.3766271 45.1783815, 23.3765493 45.1784004, 23.3763455 45.1784401, 23.3760896 45.1785001, 23.375852 45.1785592, 23.3756776 45.1786064, 23.3755033 45.1786556, 23.3753558 45.1786953, 23.3751841 45.1787388, 23.3750473 45.1787974, 23.3749803 45.1788466, 23.3749347 45.1789071, 23.3748998 45.1789714, 23.3748756 45.1790394, 23.3748569 45.1791074, 23.3748408 45.179219, 23.3748355 45.1793344, 23.3748274 45.1794535, 23.3748167 45.1795385, 23.3748038 45.1795819, 23.3747831 45.1796217, 23.3747496 45.179669, 23.3747067 45.1797125, 23.3746504 45.179755, 23.3746021 45.1797824, 23.3745149 45.1798146, 23.3744626 45.1798297, 23.3744009 45.1798429, 23.3741246 45.1798921, 23.3737196 45.1799583, 23.3734407 45.1800093)",yes
