osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,junction,access,ref
664180031,Strada Maior Gheorghe Pastia,secondary,RO:urban,False,True,23.417,,"LINESTRING (27.1857379 45.6942908, 27.1854833 45.694178)",,,
664180033,Strada Maior Gheorghe Pastia,secondary,RO:urban,False,False,34.566,2,"LINESTRING (27.1857379 45.6942908, 27.1860888 45.694482)",,,
25544465,Bulevardul Brăilei,secondary,RO:urban,False,True,44.842999999999996,2,"LINESTRING (27.1857379 45.6942908, 27.1858685 45.6941924, 27.1861772 45.6940314)",,,
664180033,Strada Maior Gheorghe Pastia,secondary,RO:urban,False,False,67.591,2,"LINESTRING (27.1874877 45.695278, 27.1877359 45.6953665, 27.1880204 45.6954387, 27.1881571 45.6954709, 27.1882962 45.6954986)",,,
664180033,Strada Maior Gheorghe Pastia,secondary,RO:urban,False,True,140.192,2,"LINESTRING (27.1874877 45.695278, 27.1870364 45.6950155, 27.1867867 45.6948591, 27.1860888 45.694482)",,,
664180031,Strada Maior Gheorghe Pastia,secondary,RO:urban,False,False,23.417,,"LINESTRING (27.1854833 45.694178, 27.1857379 45.6942908)",,,
15242318,Strada Maior Gheorghe Pastia,secondary,RO:urban,False,True,43.325,,"LINESTRING (27.1854833 45.694178, 27.185133 45.6940338, 27.1849986 45.6939854)",,,
664180032,,primary_link,50,True,False,54.096000000000004,1,"LINESTRING (27.1854833 45.694178, 27.185339 45.6941743, 27.1852055 45.694179, 27.1851285 45.6941893, 27.18507 45.6942017, 27.1849545 45.6942516, 27.1848551 45.6943235)",,,
15243032,Strada Cuza Vodă,primary,RO:urban,False,False,117.60499999999999,4,"LINESTRING (27.1889979 45.6955633, 27.1890254 45.6957126, 27.1891252 45.6965168, 27.1891318 45.6966166)",,,
31025780,Strada Alexandru Vlahuță,tertiary,RO:urban,False,False,148.36599999999999,,"LINESTRING (27.1889979 45.6955633, 27.1891196 45.6955506, 27.1891746 45.6955448, 27.1903402 45.6954443, 27.1908159 45.6953953, 27.1908914 45.6953875)",,,
228722098,Strada Bucegi,primary,RO:urban,False,True,42.943,2,"LINESTRING (27.1889979 45.6955633, 27.1889751 45.6954417, 27.1889169 45.6951813)",,,
228722100,Strada Maior Gheorghe Pastia,secondary,RO:urban,False,True,55.375,,"LINESTRING (27.1889979 45.6955633, 27.1888381 45.6955688, 27.1887105 45.6955627, 27.1885669 45.6955491, 27.1884147 45.6955207, 27.1882962 45.6954986)",,,
228722098,Strada Bucegi,primary,RO:urban,False,False,42.943,2,"LINESTRING (27.1889169 45.6951813, 27.1889751 45.6954417, 27.1889979 45.6955633)",,,
