osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction
32554579,2,Strada Fortificației,residential,50,False,False,111.513,"LINESTRING (27.9732303 45.2751855, 27.9745853 45.2754962)",,
32554108,2,Strada Catolică,residential,50,False,True,69.05199999999999,"LINESTRING (27.9732303 45.2751855, 27.9731333 45.2751706, 27.9730179 45.2751083, 27.9726168 45.2747594)",,
429940749,2,Calea Galați,primary,50,False,False,83.08,"LINESTRING (27.9732303 45.2751855, 27.973359 45.2745955, 27.9733816 45.2744461)",DJ221B,
4488274,2,Piața Traian,primary,RO:urban,True,False,29.13,"LINESTRING (27.9740909 45.2719747, 27.9737187 45.2719703)",,
679971871,1,Calea Galați,primary,50,True,False,21.777,"LINESTRING (27.9740909 45.2719747, 27.9740117 45.2720116, 27.9739636 45.2720418, 27.973927 45.2720706, 27.9738951 45.2721096)",DJ221B,
4488274,2,Piața Traian,primary,RO:urban,True,False,78.83200000000001,"LINESTRING (27.9750457 45.2718767, 27.9750274 45.2718994, 27.9749953 45.2719256, 27.9749626 45.2719469, 27.9749026 45.2719623, 27.9748335 45.2719706, 27.9743946 45.2719742, 27.9741821 45.2719741, 27.9740909 45.2719747)",,
32555599,2,Piața Traian,residential,50,False,False,90.964,"LINESTRING (27.9750457 45.2718767, 27.9754767 45.2721505, 27.9758958 45.2724345)",,
209084039,2,Strada Nicolae Bălcescu,residential,50,False,False,64.562,"LINESTRING (27.9699538 45.2757456, 27.9692313 45.276026)",,
209084039,2,Strada Nicolae Bălcescu,residential,50,False,True,16.248,"LINESTRING (27.9699538 45.2757456, 27.970136 45.2756755)",,
508097409,2,Bulevardul Alexandru Ioan Cuza,primary,50,True,False,96.786,"LINESTRING (27.9699538 45.2757456, 27.9693484 45.2750756, 27.9692901 45.2750111)",,
508097414,2,Bulevardul Alexandru Ioan Cuza,primary,50,True,False,142.136,"LINESTRING (27.9691595 45.2745985, 27.9694717 45.2749804, 27.970136 45.2756755)",,
209084039,2,Strada Nicolae Bălcescu,residential,50,False,False,16.248,"LINESTRING (27.970136 45.2756755, 27.9699538 45.2757456)",,
32554101,2,Strada Mărășești,residential,50,False,True,119.112,"LINESTRING (27.9723911 45.2760438, 27.9716222 45.2751193)",,
32554080,2,Strada Pictor Nicolae Grigorescu,residential,50,False,False,120.858,"LINESTRING (27.9745853 45.2754962, 27.9749822 45.2744458)",,
32554579,2,Strada Fortificației,residential,50,False,False,63.613,"LINESTRING (27.9745853 45.2754962, 27.9753587 45.2756725)",,
32554579,2,Strada Fortificației,residential,50,False,True,111.513,"LINESTRING (27.9745853 45.2754962, 27.9732303 45.2751855)",,
32554080,2,Strada Pictor Nicolae Grigorescu,residential,50,False,True,120.858,"LINESTRING (27.9749822 45.2744458, 27.9745853 45.2754962)",,
209082945,2,Strada Golești,residential,50,False,False,74.515,"LINESTRING (27.9749822 45.2744458, 27.9756175 45.274945)",,
209082945,2,Strada Golești,residential,50,False,True,161.868,"LINESTRING (27.9749822 45.2744458, 27.9736082 45.2733576)",,
209082945,2,Strada Golești,residential,50,False,False,161.868,"LINESTRING (27.9736082 45.2733576, 27.9749822 45.2744458)",,
429940749,2,Calea Galați,primary,50,False,False,59.112,"LINESTRING (27.9736082 45.2733576, 27.9737287 45.2728328)",DJ221B,
829266794,2,Strada Golești,residential,50,False,True,74.602,"LINESTRING (27.9736082 45.2733576, 27.9729953 45.2728437)",,
32664400,2,Strada Edmond Nicolau,residential,50,False,False,56.133,"LINESTRING (27.9736082 45.2733576, 27.9737078 45.2732986, 27.9738086 45.2732358, 27.9739487 45.2731745, 27.9740893 45.2731306, 27.9742138 45.2730962)",,
429940749,2,Calea Galați,primary,50,False,True,49.221000000000004,"LINESTRING (27.9736082 45.2733576, 27.9735734 45.2735496, 27.9735186 45.2737957)",DJ221B,
209082945,2,Strada Golești,residential,50,False,True,75.645,"LINESTRING (27.976298 45.2754282, 27.9756175 45.274945)",,
32555305,2,Strada Grădinii Publice,residential,50,False,True,124.507,"LINESTRING (27.976298 45.2754282, 27.9763479 45.2753442, 27.9768676 45.274575, 27.9769487 45.2744728, 27.9769902 45.2744205)",,
61819199,,Bulevardul Panai Istrati,residential,RO:urban,False,True,46.566,"LINESTRING (27.976298 45.2754282, 27.9761888 45.2756951, 27.9761384 45.2758316)",,
209082945,2,Strada Golești,residential,50,False,False,79.179,"LINESTRING (27.976298 45.2754282, 27.9765489 45.2756184, 27.9769864 45.2759501)",,
32554108,2,Strada Catolică,residential,50,False,False,86.969,"LINESTRING (27.97215 45.2740496, 27.9726168 45.2747594)",,
32554108,2,Strada Catolică,residential,50,False,True,50.133,"LINESTRING (27.97215 45.2740496, 27.9719099 45.2736316)",,
32554145,2,Strada Ion Luca Caragiale,residential,50,True,False,97.942,"LINESTRING (27.97215 45.2740496, 27.9709386 45.2742712)",,
31957887,2,Strada Nicolae Bălcescu,residential,50,True,False,87.512,"LINESTRING (27.9726168 45.2747594, 27.9716222 45.2751193)",,
32554108,2,Strada Catolică,residential,50,False,True,86.969,"LINESTRING (27.9726168 45.2747594, 27.97215 45.2740496)",,
32554108,2,Strada Catolică,residential,50,False,False,69.052,"LINESTRING (27.9726168 45.2747594, 27.9730179 45.2751083, 27.9731333 45.2751706, 27.9732303 45.2751855)",,
32554101,2,Strada Mărășești,residential,50,False,False,108.419,"LINESTRING (27.9709386 45.2742712, 27.9716222 45.2751193)",,
32554101,2,Strada Mărășești,residential,50,False,True,62.649,"LINESTRING (27.9709386 45.2742712, 27.970557 45.2737759)",,
829593601,2,Strada Ion Luca Caragiale,residential,50,True,False,143.892,"LINESTRING (27.9709386 45.2742712, 27.9691595 45.2745985)",,
31957887,2,Strada Nicolae Bălcescu,residential,50,True,False,131.715,"LINESTRING (27.9716222 45.2751193, 27.970136 45.2756755)",,
32554101,2,Strada Mărășești,residential,50,False,False,119.112,"LINESTRING (27.9716222 45.2751193, 27.9723911 45.2760438)",,
32554101,2,Strada Mărășești,residential,50,False,True,108.419,"LINESTRING (27.9716222 45.2751193, 27.9709386 45.2742712)",,
32554145,2,Strada Ion Luca Caragiale,residential,50,True,False,110.752,"LINESTRING (27.9735186 45.2737957, 27.97215 45.2740496)",,
429940749,2,Calea Galați,primary,50,False,True,73.111,"LINESTRING (27.9735186 45.2737957, 27.9733816 45.2744461)",DJ221B,
429940749,2,Calea Galați,primary,50,False,False,49.221000000000004,"LINESTRING (27.9735186 45.2737957, 27.9735734 45.2735496, 27.9736082 45.2733576)",DJ221B,
32554108,2,Strada Catolică,residential,50,False,False,89.674,"LINESTRING (27.9714805 45.2728839, 27.9719099 45.2736316)",,
32554153,2,Strada Polonă,residential,50,True,False,102.147,"LINESTRING (27.9714805 45.2728839, 27.9727422 45.2726483)",,
32554153,2,Strada Polonă,residential,50,True,False,85.311,"LINESTRING (27.9727422 45.2726483, 27.9737934 45.2724449)",,
829266794,2,Strada Golești,residential,50,False,False,29.4,"LINESTRING (27.9727422 45.2726483, 27.9729953 45.2728437)",,
"[32554124, 32554308]",2,"['Strada Ana Aslan', 'Strada Golești']",residential,"['50', 'RO:urban']",True,False,245.54299999999998,"LINESTRING (27.9727422 45.2726483, 27.972093 45.2721627, 27.9715481 45.271755, 27.9714945 45.2717059, 27.9714745 45.2716635, 27.9714704 45.271621, 27.9714705 45.2715142, 27.9714931 45.2707886)",,
32554153,2,Strada Polonă,residential,50,True,False,15.516,"LINESTRING (27.9684196 45.273572, 27.9686068 45.273526)",,
429940749,2,Calea Galați,primary,50,False,False,38.124,"LINESTRING (27.9737934 45.2724449, 27.9738951 45.2721096)",DJ221B,
429940749,2,Calea Galați,primary,50,False,True,43.429,"LINESTRING (27.9737934 45.2724449, 27.9737287 45.2728328)",DJ221B,
"[679971873, 429940746]",2,Piața Traian,primary,RO:urban,True,False,48.995000000000005,"LINESTRING (27.9750323 45.2711151, 27.9750447 45.2714816, 27.9750427 45.2715556)",,
208598447,2,Calea Călărașilor,primary,50,True,False,27.749,"LINESTRING (27.9747485 45.2693123, 27.9749621 45.2695115)",,
32554160,,Strada Roșie,residential,RO:urban,False,False,78.485,"LINESTRING (27.9747485 45.2693123, 27.974579 45.2693483, 27.9744861 45.2693673, 27.9743307 45.2693819, 27.9737626 45.2694309)",,
32554186,,Strada Brașoveni,residential,RO:urban,False,False,75.186,"LINESTRING (27.9737626 45.2694309, 27.9738539 45.270104)",,
32554186,,Strada Brașoveni,residential,RO:urban,False,True,49.63,"LINESTRING (27.9737626 45.2694309, 27.9736864 45.2689878)",,
32554160,,Strada Roșie,residential,RO:urban,False,True,78.485,"LINESTRING (27.9737626 45.2694309, 27.9743307 45.2693819, 27.9744861 45.2693673, 27.974579 45.2693483, 27.9747485 45.2693123)",,
32554162,,Strada Albastră,residential,RO:urban,False,False,32.178,"LINESTRING (27.9738539 45.270104, 27.9734727 45.2702125)",,
32554186,,Strada Brașoveni,residential,RO:urban,False,False,18.461,"LINESTRING (27.9738539 45.270104, 27.9738787 45.2702691)",,
32554186,,Strada Brașoveni,residential,RO:urban,False,True,75.186,"LINESTRING (27.9738539 45.270104, 27.9737626 45.2694309)",,
32554186,,Strada Brașoveni,residential,RO:urban,False,True,81.228,"LINESTRING (27.9740158 45.2709932, 27.9738787 45.2702691)",,
429940747,2,Piața Traian,primary,RO:urban,True,False,86.793,"LINESTRING (27.9740158 45.2709932, 27.9742539 45.2709942, 27.9743502 45.2709946, 27.9748873 45.2710073, 27.9749452 45.2710167, 27.9749832 45.2710302, 27.9750198 45.2710598, 27.9750323 45.2711151)",,
32554162,,Strada Albastră,residential,RO:urban,False,False,35.664,"LINESTRING (27.9734727 45.2702125, 27.9730393 45.2703117)",,
32554162,,Strada Albastră,residential,RO:urban,False,True,32.178,"LINESTRING (27.9734727 45.2702125, 27.9738539 45.270104)",,
"[32554168, 32592918]",,"['Strada Cojocari', 'Strada Colței']",residential,RO:urban,False,False,60.868,"LINESTRING (27.9734727 45.2702125, 27.9735691 45.2705196, 27.9735683 45.2705404, 27.9735597 45.2705597, 27.9735449 45.2705759, 27.9735169 45.2705923, 27.9733439 45.2706746)",,
32554162,,Strada Albastră,residential,RO:urban,False,True,35.664,"LINESTRING (27.9730393 45.2703117, 27.9734727 45.2702125)",,
