osmid,oneway,lanes,ref,name,highway,maxspeed,width,reversed,length,geometry,bridge,access
188514745,False,2,DN76,Strada Miron Pompiliu,trunk,50,2,False,348.02,"LINESTRING (22.4581045 46.539923, 22.4585656 46.5395256, 22.4590158 46.5391346, 22.4594567 46.5388009, 22.4595818 46.5386992, 22.4597642 46.5385184, 22.4599358 46.5383458, 22.460023 46.5382591, 22.4601353 46.5381661, 22.4602483 46.5380811, 22.460408 46.5379914, 22.460654 46.5378888, 22.4609973 46.5377799, 22.4611993 46.5376855)",,
"[188514808, 1173518519]",False,2,,Strada Tineretului,residential,RO:urban,,False,239.702,"LINESTRING (22.4581045 46.539923, 22.4580574 46.5398974, 22.4579349 46.5397923, 22.4576697 46.5394596, 22.4576166 46.5393624, 22.4576189 46.539271, 22.4577829 46.5389682, 22.458332 46.5379544)",,
931385102,True,2,,Strada Lucian Blaga,residential,RO:urban,,False,17.689,"LINESTRING (22.4613099 46.5375352, 22.4614014 46.5376813)",,
188514745,False,2,DN76,Strada Miron Pompiliu,trunk,50,2,False,213.264,"LINESTRING (22.4613099 46.5375352, 22.4613376 46.5374331, 22.4612981 46.5372906, 22.4611083 46.5368333, 22.4609068 46.5363209, 22.460778 46.5359839, 22.4606771 46.5356775)",,
188514745,False,2,DN76,Strada Miron Pompiliu,trunk,50,2,True,18.936,"LINESTRING (22.4613099 46.5375352, 22.461285 46.5375949, 22.4612488 46.5376374, 22.4611993 46.5376855)",,
706629080,False,2,DN76,,trunk,50,,False,8.1,"LINESTRING (22.4585439 46.5318212, 22.4584812 46.5317625)",,
188514745,False,2,DN76,Strada Miron Pompiliu,trunk,50,2,True,52.05,"LINESTRING (22.4585439 46.5318212, 22.4587019 46.5319548, 22.4587608 46.531997, 22.4589998 46.5321682)",,
"[693584093, 1173454438]",True,,DC47,Strada Andrei Mureșanu,tertiary,50,,False,53.794,"LINESTRING (22.4585439 46.5318212, 22.4583171 46.5319333, 22.457919 46.5320336)",,
1099944058,False,2,DC47,Strada Andrei Mureșanu,tertiary,50,,False,35.661,"LINESTRING (22.457919 46.5320336, 22.4575171 46.5321961)",,
1173454437,True,,DC47,Strada Andrei Mureșanu,tertiary,50,,False,12.045,"LINESTRING (22.457919 46.5320336, 22.458013 46.5319467)",,
188323059,False,2,DC47,,tertiary,50,,True,61.269000000000005,"LINESTRING (22.4541818 46.5352712, 22.4538319 46.5351648, 22.4534567 46.5350374)",,
454911448,False,2,,Strada Andrei Mureșanu,residential,50,,False,451.67,"LINESTRING (22.4541818 46.5352712, 22.4540639 46.5354415, 22.4539069 46.5357125, 22.453865 46.5357904, 22.4536432 46.5361845, 22.4532786 46.536832, 22.4532004 46.536963, 22.4531459 46.5370541, 22.4527719 46.5377123, 22.4526825 46.5378705, 22.4520063 46.5390469)",,
1099944058,False,2,DC47,Strada Andrei Mureșanu,tertiary,50,,True,53.423,"LINESTRING (22.4541818 46.5352712, 22.4542786 46.535159, 22.4545687 46.5348715)",,
188514745,False,2,DN76,Strada Miron Pompiliu,trunk,50,2,False,187.553,"LINESTRING (22.4599131 46.5337188, 22.4597065 46.533353, 22.4595931 46.5331464, 22.4594986 46.5329199, 22.4593538 46.5325624, 22.4592876 46.5324613, 22.4592023 46.5323575, 22.4590976 46.5322376, 22.4590283 46.5321884, 22.4589998 46.5321682)",,
188514745,False,2,DN76,Strada Miron Pompiliu,trunk,50,2,True,225.90800000000002,"LINESTRING (22.4599131 46.5337188, 22.4600882 46.5340099, 22.4601806 46.5342244, 22.4602704 46.5344514, 22.4606771 46.5356775)",,
188514778,False,2,,Strada Bisericii,residential,RO:urban,,True,205.68699999999998,"LINESTRING (22.4599131 46.5337188, 22.4598607 46.5337336, 22.4597555 46.5337642, 22.4593645 46.5338208, 22.4589072 46.5338318, 22.4586066 46.5338255, 22.4581067 46.5337869, 22.4578263 46.5337576, 22.4573328 46.533807, 22.457258 46.5338054)",,
188514778,False,2,,Strada Bisericii,residential,RO:urban,,False,205.68699999999998,"LINESTRING (22.457258 46.5338054, 22.4573328 46.533807, 22.4578263 46.5337576, 22.4581067 46.5337869, 22.4586066 46.5338255, 22.4589072 46.5338318, 22.4593645 46.5338208, 22.4597555 46.5337642, 22.4598607 46.5337336, 22.4599131 46.5337188)",,
188514785,True,2,,Strada George Enescu,residential,RO:urban,,False,188.56799999999998,"LINESTRING (22.457258 46.5338054, 22.4577138 46.5329874, 22.4577579 46.5328124, 22.4577179 46.5326038, 22.4577075 46.5325759, 22.4576335 46.5323802, 22.4575171 46.5321961)",,
1099944058,False,2,DC47,Strada Andrei Mureșanu,tertiary,50,,True,17.939,"LINESTRING (22.4545687 46.5348715, 22.454687 46.5347322)",,
188514809,False,2,,Strada Trandafirului,residential,RO:urban,,False,121.282,"LINESTRING (22.4545687 46.5348715, 22.4546177 46.5349961, 22.4546091 46.535382, 22.455403 46.5355641)",,
1099944058,False,2,DC47,Strada Andrei Mureșanu,tertiary,50,,False,53.423,"LINESTRING (22.4545687 46.5348715, 22.4542786 46.535159, 22.4541818 46.5352712)",,
188514785,True,2,,Strada George Enescu,residential,RO:urban,,False,143.434,"LINESTRING (22.4565736 46.5350063, 22.456615 46.5349391, 22.4568342 46.5345498, 22.4569999 46.5342556, 22.457258 46.5338054)",,
967560361,False,2,,Strada Cuza Vodă,living_street,,,False,165.227,"LINESTRING (22.4565736 46.5350063, 22.456655 46.5350302, 22.4572402 46.5351824, 22.457353 46.535215, 22.4575744 46.5352758, 22.4578258 46.5353425, 22.4579207 46.5353684, 22.4584744 46.53552, 22.4585828 46.5355515)",,
967560362,False,2,,Strada Cuza Vodă,residential,50,,True,40.284,"LINESTRING (22.4565736 46.5350063, 22.4564743 46.5349785, 22.4560846 46.5348718)",,
188323059,False,2,DC47,,tertiary,50,,False,61.269000000000005,"LINESTRING (22.4534567 46.5350374, 22.4538319 46.5351648, 22.4541818 46.5352712)",,
"[188514773, 454578510]",False,,,,residential,50,,False,407.69699999999995,"LINESTRING (22.4534567 46.5350374, 22.4537074 46.5346032, 22.4542685 46.5341041, 22.4543461 46.5340413, 22.4544914 46.5339053, 22.4546573 46.5336796, 22.4548171 46.5334289, 22.4550142 46.5329968, 22.4552845 46.5324804, 22.4554141 46.5325416, 22.4555532 46.5326137, 22.4556883 46.53271, 22.4561076 46.5330248)",,
188514809,False,2,,Strada Trandafirului,residential,RO:urban,,True,121.282,"LINESTRING (22.455403 46.5355641, 22.4546091 46.535382, 22.4546177 46.5349961, 22.4545687 46.5348715)",,
454570600,False,,,,residential,50,,False,162.064,"LINESTRING (22.455403 46.5355641, 22.4553131 46.5357426, 22.4551488 46.5360238, 22.4548239 46.5365585, 22.4546497 46.5369254)",,
454570600,False,,,,residential,50,,True,94.94100000000002,"LINESTRING (22.455403 46.5355641, 22.4558042 46.5353029, 22.4558774 46.5352245, 22.4559779 46.5350714, 22.45606 46.5349196, 22.4560846 46.5348718)",,
188514801,True,2,,Strada Nicolae Iorga,residential,50,,False,130.098,"LINESTRING (22.4585828 46.5355515, 22.4585425 46.5356191, 22.4579662 46.5366419)",,
454573868,False,2,,Strada Cuza Vodă,residential,50,,False,78.685,"LINESTRING (22.4585828 46.5355515, 22.4587487 46.5355933, 22.4595405 46.5358097)",,
967560361,False,2,,Strada Cuza Vodă,living_street,,,True,165.227,"LINESTRING (22.4585828 46.5355515, 22.4584744 46.53552, 22.4579207 46.5353684, 22.4578258 46.5353425, 22.4575744 46.5352758, 22.457353 46.535215, 22.4572402 46.5351824, 22.456655 46.5350302, 22.4565736 46.5350063)",,
188514808,False,2,,Strada Tineretului,residential,RO:urban,,True,129.317,"LINESTRING (22.4595405 46.5358097, 22.4595229 46.5358414, 22.4589285 46.5368938)",,
454573868,False,2,,Strada Cuza Vodă,residential,50,,False,92.005,"LINESTRING (22.4595405 46.5358097, 22.4596473 46.5358352, 22.4597722 46.5358573, 22.4598313 46.5358642, 22.4599 46.5358654, 22.4599768 46.5358665, 22.4600411 46.5358624, 22.4601132 46.5358454, 22.4602024 46.5358214, 22.4606771 46.5356775)",,
454573868,False,2,,Strada Cuza Vodă,residential,50,,True,78.685,"LINESTRING (22.4595405 46.5358097, 22.4587487 46.5355933, 22.4585828 46.5355515)",,
188514787,True,2,,Strada Independenței,residential,50,,False,130.498,"LINESTRING (22.4559486 46.5360983, 22.4562754 46.5355287, 22.4565332 46.5350793, 22.4565736 46.5350063)",,
188514799,False,2,,Strada Mihai Eminescu,living_street,,,False,165.754,"LINESTRING (22.4559486 46.5360983, 22.4560011 46.5361107, 22.4569578 46.536362, 22.4578794 46.5366178, 22.4579662 46.5366419)",,
188514801,True,2,,Strada Nicolae Iorga,residential,50,,False,126.583,"LINESTRING (22.4579662 46.5366419, 22.4573721 46.5377044)",,
967560363,False,2,,Strada Mihai Eminescu,residential,RO:urban,,False,78.756,"LINESTRING (22.4579662 46.5366419, 22.4589285 46.5368938)",,
188514799,False,2,,Strada Mihai Eminescu,living_street,,,True,165.754,"LINESTRING (22.4579662 46.5366419, 22.4578794 46.5366178, 22.4569578 46.536362, 22.4560011 46.5361107, 22.4559486 46.5360983)",,
188514808,False,2,,Strada Tineretului,residential,RO:urban,,True,126.452,"LINESTRING (22.4589285 46.5368938, 22.458332 46.5379544)",,
967560363,False,2,,Strada Mihai Eminescu,residential,RO:urban,,True,78.756,"LINESTRING (22.4589285 46.5368938, 22.4579662 46.5366419)",,
188514808,False,2,,Strada Tineretului,residential,RO:urban,,False,129.317,"LINESTRING (22.4589285 46.5368938, 22.4595229 46.5358414, 22.4595405 46.5358097)",,
188514787,True,2,,Strada Independenței,residential,50,,False,126.005,"LINESTRING (22.4553555 46.5371555, 22.4556828 46.5365722, 22.4559486 46.5360983)",,
