osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,junction
34129034,Strada Vasile Alecsandri,secondary,RO:urban,False,True,62.447,,,"LINESTRING (27.4237235 45.8442873, 27.4235691 45.8448385)",
229804704,Strada Nicorești,secondary,50,False,False,7.601,2,,"LINESTRING (27.4237235 45.8442873, 27.4238018 45.8442461)",
644931209,Strada Elena Doamna,residential,RO:urban,True,False,15.926,2,,"LINESTRING (27.4305877 45.8446089, 27.4303828 45.8445971)",
909005729,Strada 1 Decembrie 1918,primary,RO:urban,True,False,67.615,,DN25,"LINESTRING (27.4305877 45.8446089, 27.4303306 45.84519)",
128964881,Strada 1 Decembrie 1918,primary,50,False,False,91.546,2,DN25,"LINESTRING (27.4303306 45.84519, 27.4301564 45.8460043)",
909005728,Strada 1 Decembrie 1918,primary,RO:urban,True,False,66.051,,DN25,"LINESTRING (27.4303306 45.84519, 27.4303828 45.8445971)",
145479238,Strada Ștefan cel Mare,secondary,50,False,False,75.441,2,,"LINESTRING (27.4346207 45.8439719, 27.4344647 45.8433022)",
231344949,Strada Cuza Vodă,secondary,50,False,False,60.422,2,DJ251,"LINESTRING (27.4346207 45.8439719, 27.4338469 45.8440405)",
231344949,Strada Cuza Vodă,secondary,50,False,True,47.506,2,DJ251,"LINESTRING (27.4346207 45.8439719, 27.435229 45.8439175)",
145482445,Strada Ștefan cel Mare,tertiary,50,True,False,343.23699999999997,2,,"LINESTRING (27.4346207 45.8439719, 27.4347744 45.8447618, 27.4348115 45.8450877, 27.4347987 45.8453185, 27.434738 45.8457599, 27.4347443 45.8458849, 27.4347506 45.8460099, 27.4349671 45.8470371)",
231672047,Strada Mihai Eminescu,residential,RO:urban,False,True,53.67,,,"LINESTRING (27.4337836 45.8488846, 27.4336851 45.8488511, 27.4331608 45.848673)",
232270014,Strada Ștefan cel Mare,tertiary,50,False,True,92.196,2,,"LINESTRING (27.4337836 45.8488846, 27.4336961 45.8489804, 27.4331452 45.8495844)",
336044307,Strada Mihai Eminescu,residential,50,False,True,71.81,2,,"LINESTRING (27.4337836 45.8488846, 27.4338695 45.8489114, 27.4346298 45.8491485)",
231344949,Strada Cuza Vodă,secondary,50,False,True,60.422,2,DJ251,"LINESTRING (27.4338469 45.8440405, 27.4346207 45.8439719)",
48059541,Strada Unirii,secondary,RO:urban,False,False,70.708,,DJ251,"LINESTRING (27.4338469 45.8440405, 27.4337486 45.8435478, 27.4337558 45.8434712, 27.4337724 45.8434106)",
145477390,Strada Unirii,residential,RO:urban,False,False,71.73400000000001,,,"LINESTRING (27.4338469 45.8440405, 27.433859 45.8441249, 27.4339044 45.8444693, 27.4339401 45.8446823)",
128512302,Strada Ion Petrovici,residential,RO:urban,False,True,54.964,,,"LINESTRING (27.4337724 45.8434106, 27.4344647 45.8433022)",
48059540,Strada Ion Petrovici,secondary,RO:urban,False,False,228.21800000000002,,DJ251,"LINESTRING (27.4337724 45.8434106, 27.4335191 45.8434309, 27.433489 45.8434333, 27.433233 45.8434396, 27.4331081 45.8434426, 27.4330381 45.8434422, 27.4327517 45.8434405, 27.4325674 45.8434394, 27.4323119 45.8434298, 27.4322654 45.8434272, 27.4322394 45.8434253, 27.4321299 45.8434173, 27.4312733 45.84335, 27.4311175 45.8433378, 27.4309792 45.8433263, 27.430838 45.8433143)",
48059541,Strada Unirii,secondary,RO:urban,False,True,70.708,,DJ251,"LINESTRING (27.4337724 45.8434106, 27.4337558 45.8434712, 27.4337486 45.8435478, 27.4338469 45.8440405)",
119279043,Strada Unirii,residential,RO:urban,True,False,110.827,,,"LINESTRING (27.4337724 45.8434106, 27.4337937 45.8433332, 27.4338005 45.843252, 27.4338081 45.8431621, 27.4338276 45.8427908, 27.4338472 45.8424161)",
128964881,Strada 1 Decembrie 1918,primary,50,False,True,72.07,2,DN25,"LINESTRING (27.4298451 45.8469879, 27.4300758 45.84636)",
