osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,access,geometry,bridge
24043113,False,2,DJ581,Strada 24 Ianuarie 1859,secondary,RO:urban,True,35.644,,"LINESTRING (21.8815752 45.2907716, 21.8820266 45.2908153)",
24044407,True,,DN58,Strada Mihail Sadoveanu,primary_link,RO:urban,False,27.629,,"LINESTRING (21.8875607 45.2871111, 21.8874991 45.2871372, 21.8874321 45.2871542, 21.887365 45.2871617, 21.8872229 45.2871617)",
670062362,True,2,DN58,Strada Valea Domanului,primary,60,False,17.235,,"LINESTRING (21.8875607 45.2871111, 21.8875787 45.2870376, 21.8875968 45.2869582)",
24044391,True,1,DN58,Strada Ion Luca Caragiale,primary_link,RO:urban,False,117.31299999999996,,"LINESTRING (21.8866107 45.2868979, 21.8867991 45.2867428, 21.8868997 45.2866725, 21.8870056 45.2866308, 21.8872118 45.2865949, 21.8873906 45.2865612, 21.8875448 45.2865253, 21.8876662 45.2864894, 21.8877738 45.286451, 21.8878871 45.2864005)",
213529156,False,,,,residential,,False,60.535,,"LINESTRING (21.8866107 45.2868979, 21.8864481 45.2867183, 21.8860404 45.2865522)",
853527274,False,4,DN58,Strada Valea Domanului,primary,60,True,44.265,,"LINESTRING (21.8880893 45.2862125, 21.8883115 45.2858464)",
670062361,True,2,DN58,Strada Valea Domanului,primary,60,False,91.289,,"LINESTRING (21.8880893 45.2862125, 21.8880682 45.2863336, 21.8879985 45.2864683, 21.8877262 45.2869076, 21.8876866 45.2869787)",
24044426,True,,,Strada Valea Domanului,primary_link,RO:urban,False,63.242,,"LINESTRING (21.8887585 45.2864593, 21.889064 45.2868801, 21.8891072 45.2869173, 21.8891521 45.2869537)",
471160211,False,,,Strada Valea Domanului,primary_link,RO:urban,True,76.844,,"LINESTRING (21.8887585 45.2864593, 21.8885314 45.2860885, 21.8883115 45.2858464)",
32975644,False,,,Strada Petru Rareș,residential,RO:urban,False,102.101,,"LINESTRING (21.8869652 45.2853529, 21.887841 45.2856834, 21.8881204 45.2857799)",
1036375822,False,,,,residential,RO:urban,False,86.838,,"LINESTRING (21.8869652 45.2853529, 21.8868336 45.2855007, 21.8864159 45.2860313)",
32975644,False,,,Strada Petru Rareș,residential,RO:urban,True,16.679,,"LINESTRING (21.8883115 45.2858464, 21.8881204 45.2857799)",
853527274,False,4,DN58,Strada Valea Domanului,primary,60,False,44.265,,"LINESTRING (21.8883115 45.2858464, 21.8880893 45.2862125)",
471160211,False,,,Strada Valea Domanului,primary_link,RO:urban,False,76.844,,"LINESTRING (21.8883115 45.2858464, 21.8885314 45.2860885, 21.8887585 45.2864593)",
"[290537883, 24564502]",False,,,,"['unclassified', 'residential']",RO:urban,"[False, True]",170.127,,"LINESTRING (21.8875547 45.2877623, 21.8877419 45.2877717, 21.8879982 45.2877756, 21.8880463 45.2877033, 21.888336 45.287324, 21.8883856 45.2872957, 21.8885086 45.2873151, 21.8892234 45.2875909)",
220384534,False,,,Strada Mihail Sadoveanu,residential,RO:urban,True,42.683,,"LINESTRING (21.8875547 45.2877623, 21.8875498 45.2876048, 21.8875444 45.2874463, 21.8875532 45.2873788)",
471133356,False,2,,,residential,RO:urban,False,81.952,,"LINESTRING (21.8875547 45.2877623, 21.8874732 45.2878962, 21.8874348 45.2879335, 21.8873785 45.2879656, 21.8872859 45.2879722, 21.8871813 45.287942, 21.8867465 45.2877734)",
1233040056,False,2,,,residential,50,False,27.593,,"LINESTRING (21.8869385 45.2901112, 21.8867986 45.290339)",
213388402,False,,,Strada Golului,residential,RO:urban,False,251.345,,"LINESTRING (21.8869385 45.2901112, 21.8873816 45.290284, 21.8877226 45.2900708, 21.887996 45.2898332, 21.8882377 45.2897327, 21.8886351 45.2895841, 21.8889308 45.2894736, 21.8892964 45.2890129)",
467578087,False,2,,,residential,50,True,209.07500000000002,,"LINESTRING (21.8869385 45.2901112, 21.8866569 45.289998, 21.8865323 45.2899967, 21.8862991 45.2899407, 21.8860944 45.2898318, 21.8859507 45.2897173, 21.8858498 45.2896027, 21.8857738 45.2893636, 21.8858147 45.2890214, 21.8860303 45.2887232)",
25380231,False,,,Strada Bega,residential,50,True,80.596,,"LINESTRING (21.8910275 45.2901601, 21.8906775 45.2900691, 21.8902709 45.2899555, 21.8900562 45.2899229)",
32975571,False,,,Strada Crișan,tertiary,RO:urban,False,124.03800000000001,,"LINESTRING (21.8910275 45.2901601, 21.8912202 45.2902566, 21.8914419 45.2903486, 21.8923088 45.2908154)",
33841363,False,,,Strada G.A. Petculescu,tertiary,50,False,82.612,,"LINESTRING (21.8910275 45.2901601, 21.8911324 45.290027, 21.8913952 45.2896852, 21.8915301 45.2895067)",
33841363,False,,,Strada G.A. Petculescu,tertiary,50,True,304.502,,"LINESTRING (21.8910275 45.2901601, 21.8899618 45.2913776, 21.8897647 45.2915759, 21.8895705 45.291751, 21.8894383 45.2918485, 21.8891881 45.2920204, 21.8889091 45.2922025, 21.8886929 45.2923262)",
32975571,False,,,Strada Crișan,tertiary,RO:urban,True,101.472,,"LINESTRING (21.8932967 45.2914068, 21.8923088 45.2908154)",
33841149,False,,,Strada Independenței,tertiary,RO:urban,True,50.506,,"LINESTRING (21.8932967 45.2914068, 21.8936142 45.2910113)",
853536872,False,,,Strada Independenței,residential,RO:urban,False,132.382,,"LINESTRING (21.8932967 45.2914068, 21.8931968 45.2915311, 21.8930696 45.2916586, 21.8923498 45.2923929)",
25380218,True,,,Strada Păcii,residential,RO:urban,False,91.23499999999999,,"LINESTRING (21.8886929 45.2923262, 21.8884712 45.2922346, 21.8878846 45.2920062, 21.887678 45.291922)",
33841363,False,,,Strada G.A. Petculescu,tertiary,50,False,304.502,,"LINESTRING (21.8886929 45.2923262, 21.8889091 45.2922025, 21.8891881 45.2920204, 21.8894383 45.2918485, 21.8895705 45.291751, 21.8897647 45.2915759, 21.8899618 45.2913776, 21.8910275 45.2901601)",
32975583,False,,,Strada Horia,residential,50,False,62.623,,"LINESTRING (21.887678 45.291922, 21.88798 45.2916789, 21.8880867 45.2914506)",
"[214580333, 212726222]",False,,,,residential,RO:urban,True,102.358,,"LINESTRING (21.887678 45.291922, 21.8875682 45.2919044, 21.8874073 45.2918214, 21.8873107 45.2917421, 21.8872624 45.2916176, 21.887359 45.2914629, 21.8875253 45.2913298, 21.8876337 45.2912355)",
32975583,False,,,Strada Horia,residential,50,False,42.754000000000005,,"LINESTRING (21.8880867 45.2914506, 21.887796 45.2913109, 21.8876337 45.2912355)",
32975583,False,,,Strada Horia,residential,50,True,62.623,,"LINESTRING (21.8880867 45.2914506, 21.88798 45.2916789, 21.887678 45.291922)",
670037628,False,,,,residential,,False,131.093,,"LINESTRING (21.8880867 45.2914506, 21.8884603 45.2910325, 21.8885167 45.2909939, 21.8885784 45.290975, 21.8887769 45.2909288, 21.8888614 45.2909004, 21.8889311 45.2908514, 21.8891537 45.2905954)",
32975583,False,,,Strada Horia,residential,50,False,124.51,,"LINESTRING (21.8876337 45.2912355, 21.8883791 45.2906283, 21.8886889 45.2903975)",
32975583,False,,,Strada Horia,residential,50,True,42.754000000000005,,"LINESTRING (21.8876337 45.2912355, 21.887796 45.2913109, 21.8880867 45.2914506)",
"[214580333, 212726222]",False,,,,residential,RO:urban,False,102.35799999999999,,"LINESTRING (21.8876337 45.2912355, 21.8875253 45.2913298, 21.887359 45.2914629, 21.8872624 45.2916176, 21.8873107 45.2917421, 21.8874073 45.2918214, 21.8875682 45.2919044, 21.887678 45.291922)",
210209319,True,,,Strada Eftimie Murgu,residential,50,False,90.325,,"LINESTRING (21.8826974 45.2930335, 21.8829374 45.2926891, 21.8829928 45.2926097, 21.8832018 45.2923028)",
210209318,True,,,Strada Parâng,residential,50,False,73.601,,"LINESTRING (21.8835219 45.2933524, 21.8826974 45.2930335)",
33841237,False,,,Strada Cloșca,residential,RO:urban,True,180.317,,"LINESTRING (21.8923498 45.2923929, 21.8921972 45.2922342, 21.8921417 45.2921076, 21.8923088 45.2908154)",
853536872,False,,,Strada Independenței,residential,RO:urban,True,132.382,,"LINESTRING (21.8923498 45.2923929, 21.8930696 45.2916586, 21.8931968 45.2915311, 21.8932967 45.2914068)",
32975571,False,,,Strada Crișan,tertiary,RO:urban,False,101.472,,"LINESTRING (21.8923088 45.2908154, 21.8932967 45.2914068)",
32975571,False,,,Strada Crișan,tertiary,RO:urban,True,124.03800000000001,,"LINESTRING (21.8923088 45.2908154, 21.8914419 45.2903486, 21.8912202 45.2902566, 21.8910275 45.2901601)",
33841237,False,,,Strada Cloșca,residential,RO:urban,False,180.317,,"LINESTRING (21.8923088 45.2908154, 21.8921417 45.2921076, 21.8921972 45.2922342, 21.8923498 45.2923929)",
33841149,False,,,Strada Independenței,tertiary,RO:urban,False,50.506,,"LINESTRING (21.8936142 45.2910113, 21.8932967 45.2914068)",
33841149,False,,,Strada Independenței,tertiary,RO:urban,True,71.389,,"LINESTRING (21.8936142 45.2910113, 21.8940502 45.2904473)",
210214167,False,,,Strada George Coșbuc,residential,50,False,257.745,,"LINESTRING (21.8814207 45.289279, 21.8839119 45.290796)",
210214423,False,,,Strada Pandurilor,residential,50,False,143.734,,"LINESTRING (21.8814207 45.289279, 21.8820086 45.288831, 21.8825933 45.2882859)",
33840939,True,2,,,residential,RO:urban,False,119.555,,"LINESTRING (21.8860303 45.2887232, 21.8867465 45.2877734)",
58379366,False,,,,residential,RO:urban,True,42.5,,"LINESTRING (21.8860303 45.2887232, 21.8855535 45.28854)",
467578087,False,2,,,residential,50,False,209.075,,"LINESTRING (21.8860303 45.2887232, 21.8858147 45.2890214, 21.8857738 45.2893636, 21.8858498 45.2896027, 21.8859507 45.2897173, 21.8860944 45.2898318, 21.8862991 45.2899407, 21.8865323 45.2899967, 21.8866569 45.289998, 21.8869385 45.2901112)",
33841149,False,,,Strada Independenței,tertiary,RO:urban,False,13.896,,"LINESTRING (21.8941376 45.2903385, 21.8940502 45.2904473)",
"[214574945, 214574946, 236013716, 24033287]",True,4,DJ582,Strada Libertății,secondary,50,False,338.72999999999996,,"LINESTRING (21.8941376 45.2903385, 21.8933194 45.2899244, 21.8930393 45.2897748, 21.8928503 45.2896555, 21.8927093 45.2895522, 21.8926194 45.2894389, 21.8921257 45.2886277, 21.8920138 45.2884637, 21.8917447 45.2880622, 21.8916613 45.2879463)",yes
210212086,False,2,,Piața Traian Vuia,primary,50,False,44.677,,"LINESTRING (21.8846401 45.292375, 21.8852111 45.2923837)",
210212088,False,2,,Piața Traian Vuia,primary,50,True,112.845,,"LINESTRING (21.8846401 45.292375, 21.8838088 45.2923186, 21.8833939 45.2923078, 21.8832018 45.2923028)",
210214167,False,,,Strada George Coșbuc,residential,50,True,257.745,,"LINESTRING (21.8839119 45.290796, 21.8814207 45.289279)",
24033194,False,2,DJ581,Strada Spitalului,secondary,RO:urban,False,65.956,,"LINESTRING (21.8839119 45.290796, 21.8840736 45.2906543, 21.884204 45.2905301, 21.8843551 45.2903792, 21.8844093 45.2903176)",
"[24033194, 210212098, 24033252]",False,2,DJ581,"['Strada Lucian Blaga', 'Strada Spitalului']",secondary,RO:urban,True,154.628,,"LINESTRING (21.8839119 45.290796, 21.8838241 45.2908538, 21.8837322 45.2909087, 21.8836362 45.2909345, 21.883488 45.2909615, 21.8833433 45.2909673, 21.8831667 45.2909578, 21.8820266 45.2908153)",
210214423,False,,,Strada Pandurilor,residential,50,False,64.035,,"LINESTRING (21.8828669 45.2880271, 21.8832585 45.2875214)",
210214423,False,,,Strada Pandurilor,residential,50,True,35.864,,"LINESTRING (21.8828669 45.2880271, 21.8825933 45.2882859)",
214573569,False,,,Strada Ion Creangă,residential,50,False,213.166,,"LINESTRING (21.8828669 45.2880271, 21.8830989 45.2881248, 21.883925 45.288506, 21.8842898 45.2886645, 21.8844346 45.2887135, 21.8844964 45.2886862, 21.8848678 45.2882701, 21.8849174 45.2882044)",
210214423,False,,,Strada Pandurilor,residential,50,False,35.864,,"LINESTRING (21.8825933 45.2882859, 21.8828669 45.2880271)",
210214422,False,,,Strada Mihai Eminescu,residential,RO:urban,False,197.52999999999997,,"LINESTRING (21.8825933 45.2882859, 21.8834926 45.2888355, 21.8840269 45.2891674, 21.8845028 45.2894481)",
210214423,False,,,Strada Pandurilor,residential,50,True,143.734,,"LINESTRING (21.8825933 45.2882859, 21.8820086 45.288831, 21.8814207 45.289279)",
210214423,False,,,Strada Pandurilor,residential,50,True,64.035,,"LINESTRING (21.8832585 45.2875214, 21.8828669 45.2880271)",
220384529,False,,,Strada Roșiorilor,residential,RO:urban,True,112.174,,"LINESTRING (21.8832585 45.2875214, 21.8845046 45.2880205)",
467578095,False,,,Strada Pandurilor,residential,RO:urban,False,74.68,,"LINESTRING (21.8832585 45.2875214, 21.8832241 45.2872919, 21.8833422 45.287029, 21.8833315 45.286974, 21.8831994 45.2869159)",
33841149,False,,,Strada Independenței,tertiary,RO:urban,False,71.389,,"LINESTRING (21.8940502 45.2904473, 21.8936142 45.2910113)",
33841149,False,,,Strada Independenței,tertiary,RO:urban,True,13.896,,"LINESTRING (21.8940502 45.2904473, 21.8941376 45.2903385)",
471133366,False,,,Strada Libertății,residential,,True,224.07399999999998,,"LINESTRING (21.8940502 45.2904473, 21.8933393 45.2901598, 21.8932521 45.2900966, 21.8929108 45.2899413, 21.8924408 45.2897863, 21.8915301 45.2895067)",
213388402,False,,,Strada Golului,residential,RO:urban,True,251.34500000000003,,"LINESTRING (21.8892964 45.2890129, 21.8889308 45.2894736, 21.8886351 45.2895841, 21.8882377 45.2897327, 21.887996 45.2898332, 21.8877226 45.2900708, 21.8873816 45.290284, 21.8869385 45.2901112)",
467578099,False,,,Strada Murelor,residential,,False,20.152,,"LINESTRING (21.8831994 45.2869159, 21.8829829 45.2868177)",
467578095,False,,,Strada Pandurilor,residential,RO:urban,False,16.08,,"LINESTRING (21.8831994 45.2869159, 21.8832187 45.2868353, 21.883267 45.2867824)",
467578095,False,,,Strada Pandurilor,residential,RO:urban,True,74.68,,"LINESTRING (21.8831994 45.2869159, 21.8833315 45.286974, 21.8833422 45.287029, 21.8832241 45.2872919, 21.8832585 45.2875214)",
224018793,False,,,Strada Fragilor,residential,50,True,128.6,,"LINESTRING (21.883267 45.2867824, 21.8831457 45.2866854, 21.8830921 45.2866495, 21.8827836 45.2865325, 21.8823196 45.2863551, 21.8818741 45.2861839)",
467578095,False,,,Strada Pandurilor,residential,RO:urban,False,111.072,,"LINESTRING (21.883267 45.2867824, 21.8833367 45.2867786, 21.8839536 45.2870353, 21.8843292 45.2866767)",
467578095,False,,,Strada Pandurilor,residential,RO:urban,True,16.08,,"LINESTRING (21.883267 45.2867824, 21.8832187 45.2868353, 21.8831994 45.2869159)",
220384531,False,,,,residential,RO:urban,False,201.86700000000005,,"LINESTRING (21.8843292 45.2866767, 21.8854863 45.2871505, 21.8855737 45.2871862, 21.8855814 45.2873693, 21.8856028 45.2875524, 21.8856431 45.2877033, 21.8856783 45.2877861, 21.8857208 45.2878637, 21.885805 45.2879592)",
467578095,False,,,Strada Pandurilor,residential,RO:urban,False,65.071,,"LINESTRING (21.8843292 45.2866767, 21.8845246 45.2864673, 21.8847848 45.2861871)",
467578095,False,,,Strada Pandurilor,residential,RO:urban,True,111.07199999999999,,"LINESTRING (21.8843292 45.2866767, 21.8839536 45.2870353, 21.8833367 45.2867786, 21.883267 45.2867824)",
213528746,False,,,,residential,RO:urban,False,64.945,,"LINESTRING (21.8864159 45.2860313, 21.8860404 45.2865522)",
1036375822,False,,,,residential,RO:urban,True,86.838,,"LINESTRING (21.8864159 45.2860313, 21.8868336 45.2855007, 21.8869652 45.2853529)",
213528746,False,,,,residential,RO:urban,False,105.155,,"LINESTRING (21.8860404 45.2865522, 21.8848817 45.2860729)",
213528746,False,,,,residential,RO:urban,True,64.945,,"LINESTRING (21.8860404 45.2865522, 21.8864159 45.2860313)",
213529156,False,,,,residential,,True,60.535,,"LINESTRING (21.8860404 45.2865522, 21.8864481 45.2867183, 21.8866107 45.2868979)",
213528746,False,,,,residential,RO:urban,True,105.155,,"LINESTRING (21.8848817 45.2860729, 21.8860404 45.2865522)",
25380231,False,,,Strada Bega,residential,50,False,80.59599999999999,,"LINESTRING (21.8900562 45.2899229, 21.8902709 45.2899555, 21.8906775 45.2900691, 21.8910275 45.2901601)",
"[32975583, 25380231]",False,,,"['Strada Horia', 'Strada Bega']",residential,50,True,137.386,,"LINESTRING (21.8900562 45.2899229, 21.8897358 45.2898378, 21.8895867 45.2898114, 21.8894624 45.289818, 21.8891636 45.2899882, 21.8886889 45.2903975)",
214574418,False,,,,living_street,,True,119.497,,"LINESTRING (21.8900562 45.2899229, 21.890019 45.2899778, 21.889783 45.290242, 21.8894518 45.2906432, 21.8893979 45.2906667, 21.8893322 45.2906714, 21.8891537 45.2905954)",
33841363,False,,,Strada G.A. Petculescu,tertiary,50,True,82.612,,"LINESTRING (21.8915301 45.2895067, 21.8913952 45.2896852, 21.8911324 45.290027, 21.8910275 45.2901601)",
471133366,False,,,Strada Libertății,residential,,False,224.074,,"LINESTRING (21.8915301 45.2895067, 21.8924408 45.2897863, 21.8929108 45.2899413, 21.8932521 45.2900966, 21.8933393 45.2901598, 21.8940502 45.2904473)",
471133368,False,,DJ582,Strada Oțelului,tertiary,RO:urban,False,215.614,,"LINESTRING (21.8915301 45.2895067, 21.8916535 45.2893861, 21.8917946 45.2893136, 21.8921058 45.2892192, 21.8926368 45.2891211, 21.8930586 45.2890808, 21.8931964 45.289084, 21.8933203 45.2891072, 21.8937582 45.2892818, 21.8938692 45.2893687, 21.8939255 45.2894442)",
214575835,False,2,,Strada Golului,residential,50,False,44.146,,"LINESTRING (21.8908666 45.2887362, 21.8903516 45.2888985)",
214575833,False,2,,,residential,50,False,26.913,,"LINESTRING (21.8908666 45.2887362, 21.8908183 45.288638, 21.8907808 45.2885588, 21.8907583 45.2885065)",
24033287,True,4,DJ582,Strada Libertății,secondary,50,False,44.403000000000006,,"LINESTRING (21.8916613 45.2879463, 21.8915333 45.2877793, 21.8914652 45.2877149, 21.8913343 45.2876241)",
214575830,True,2,,,residential,50,False,40.673,,"LINESTRING (21.8916613 45.2879463, 21.8914781 45.287921, 21.8913226 45.287921, 21.891167 45.2879814)",
214575833,False,2,,,residential,50,False,66.774,,"LINESTRING (21.8907583 45.2885065, 21.8908398 45.2883588, 21.891167 45.2879814)",
214575833,False,2,,,residential,50,True,26.913,,"LINESTRING (21.8907583 45.2885065, 21.8907808 45.2885588, 21.8908183 45.288638, 21.8908666 45.2887362)",
224020371,False,2,,,residential,50,False,57.547,,"LINESTRING (21.8907583 45.2885065, 21.8904056 45.2884095, 21.8901075 45.2882714)",
214575833,False,2,,,residential,50,True,66.774,,"LINESTRING (21.891167 45.2879814, 21.8908398 45.2883588, 21.8907583 45.2885065)",
471133359,True,2,,,residential,50,False,42.162,,"LINESTRING (21.891167 45.2879814, 21.8912582 45.2878342, 21.8913279 45.2876945, 21.8913343 45.2876241)",
"[24033121, 1233040053, 1233040063]",True,4,"['DJ582', 'DN58']",Strada Ion Luca Caragiale,"['secondary', 'primary']",50,False,357.31000000000006,,"LINESTRING (21.8913343 45.2876241, 21.8912732 45.2875921, 21.8911962 45.2875522, 21.8910909 45.2875174, 21.8909927 45.2874837, 21.8908555 45.2874508, 21.8906768 45.2874134, 21.8901468 45.287315, 21.8896858 45.2872254, 21.8895885 45.2871999, 21.8890481 45.2870152, 21.888497 45.2868495, 21.8884312 45.2868315, 21.8882864 45.2867909, 21.8880734 45.2867475, 21.8879958 45.2867356, 21.8878723 45.2867216, 21.8876552 45.2867172, 21.887584 45.2867189, 21.8875078 45.2867202, 21.8874313 45.2867245, 21.8872622 45.2867432, 21.8871564 45.2867695, 21.8870939 45.2867891, 21.8870424 45.2868137)",yes
214575835,False,2,,Strada Golului,residential,50,True,44.146,,"LINESTRING (21.8903516 45.2888985, 21.8908666 45.2887362)",
467578095,False,,,Strada Pandurilor,residential,RO:urban,True,65.071,,"LINESTRING (21.8847848 45.2861871, 21.8845246 45.2864673, 21.8843292 45.2866767)",
670062362,True,2,DN58,Strada Valea Domanului,primary,60,False,66.062,,"LINESTRING (21.8875968 45.2869582, 21.8876249 45.2868901, 21.8878871 45.2864005)",
24564501,True,,,Strada Mihail Sadoveanu,residential,RO:urban,False,29.773,,"LINESTRING (21.8875532 45.2873788, 21.8875607 45.2871111)",
220384528,True,,,Strada Mihail Sadoveanu,residential,50,False,37.632000000000005,,"LINESTRING (21.8875532 45.2873788, 21.8875152 45.2873014, 21.8874482 45.2872353, 21.8873785 45.2872051, 21.8872229 45.2871617)",
220384534,False,,,Strada Mihail Sadoveanu,residential,RO:urban,False,42.683,,"LINESTRING (21.8875532 45.2873788, 21.8875444 45.2874463, 21.8875498 45.2876048, 21.8875547 45.2877623)",
220384531,False,,,,residential,RO:urban,True,201.86700000000002,,"LINESTRING (21.885805 45.2879592, 21.8857208 45.2878637, 21.8856783 45.2877861, 21.8856431 45.2877033, 21.8856028 45.2875524, 21.8855814 45.2873693, 21.8855737 45.2871862, 21.8854863 45.2871505, 21.8843292 45.2866767)",
669859955,True,2,DN58,Strada Ion Luca Caragiale,primary,50,False,92.54599999999999,,"LINESTRING (21.885805 45.2879592, 21.8862215 45.287366, 21.8863395 45.2872169)",
24033014,True,1,DN58,Strada Mihai Eminescu,residential,60,False,32.849,,"LINESTRING (21.8852619 45.2898863, 21.8849366 45.2896995)",
220384530,True,1,,Strada Spitalului,primary_link,50,False,44.540000000000006,,"LINESTRING (21.8852619 45.2898863, 21.88512 45.2898912, 21.8849931 45.289903, 21.8848706 45.2899262, 21.8847957 45.2899479, 21.8847141 45.2899769)",
471160206,True,2,DN58,Strada Ion Luca Caragiale,primary,,False,25.154,,"LINESTRING (21.8852619 45.2898863, 21.8851407 45.2897959, 21.8850479 45.2897176)",
1233040054,True,2,,Strada Ion Luca Caragiale,primary,50,False,13.034,,"LINESTRING (21.8853 45.2896417, 21.8853613 45.2897507)",
711645703,True,2,DJ581,Strada Spitalului,secondary,RO:urban,False,11.6,,"LINESTRING (21.8845908 45.290109, 21.884616 45.2900062)",
24033194,False,2,DJ581,Strada Spitalului,secondary,RO:urban,True,27.195999999999998,,"LINESTRING (21.8845908 45.290109, 21.8844634 45.2902562, 21.8844093 45.2903176)",
670062362,True,2,DN58,Strada Valea Domanului,primary,60,False,26.335,,"LINESTRING (21.8878871 45.2864005, 21.8879742 45.2863008, 21.8880893 45.2862125)",
220384529,False,,,Strada Roșiorilor,residential,RO:urban,False,38.223,,"LINESTRING (21.8849174 45.2882044, 21.8845046 45.2880205)",
220384529,False,,,Strada Roșiorilor,residential,RO:urban,True,50.145,,"LINESTRING (21.8849174 45.2882044, 21.8854767 45.2884247)",
214573569,False,,,Strada Ion Creangă,residential,50,True,213.166,,"LINESTRING (21.8849174 45.2882044, 21.8848678 45.2882701, 21.8844964 45.2886862, 21.8844346 45.2887135, 21.8842898 45.2886645, 21.883925 45.288506, 21.8830989 45.2881248, 21.8828669 45.2880271)",
669859954,True,2,DJ581,Strada Spitalului,secondary,RO:urban,False,33.335,,"LINESTRING (21.884645 45.2898957, 21.884809 45.289619)",
220384535,True,1,,Strada Mihai Eminescu,secondary_link,50,False,52.514999999999986,,"LINESTRING (21.884645 45.2898957, 21.884658 45.2898022, 21.8846567 45.2897278, 21.8846418 45.2896493, 21.8846106 45.2895829, 21.8845702 45.2895262, 21.8845028 45.2894481)",
669859955,True,2,DN58,Strada Ion Luca Caragiale,primary,50,False,109.38699999999999,,"LINESTRING (21.8849673 45.2893391, 21.8850511 45.2891422, 21.8852282 45.2888019, 21.8854034 45.2885284, 21.8854767 45.2884247)",
853539529,False,3,,Strada Mihai Eminescu,residential,RO:urban,False,30.576,,"LINESTRING (21.8845028 45.2894481, 21.884809 45.289619)",
210214422,False,,,Strada Mihai Eminescu,residential,RO:urban,True,197.53,,"LINESTRING (21.8845028 45.2894481, 21.8840269 45.2891674, 21.8834926 45.2888355, 21.8825933 45.2882859)",
220384539,True,1,,Strada Ion Luca Caragiale,secondary_link,50,False,39.971999999999994,,"LINESTRING (21.8845028 45.2894481, 21.8846124 45.2894479, 21.8846828 45.2894413, 21.8847989 45.2894234, 21.8848894 45.2893974, 21.8849673 45.2893391)",
24044407,True,,DN58,Strada Mihail Sadoveanu,primary_link,RO:urban,False,50.589,,"LINESTRING (21.8872229 45.2871617, 21.8870995 45.2871353, 21.8869439 45.2870938, 21.8868366 45.2870787, 21.8867616 45.2870824, 21.8866788 45.2871037, 21.8866104 45.2871308)",
471133356,False,2,,,residential,RO:urban,True,81.952,,"LINESTRING (21.8867465 45.2877734, 21.8871813 45.287942, 21.8872859 45.2879722, 21.8873785 45.2879656, 21.8874348 45.2879335, 21.8874732 45.2878962, 21.8875547 45.2877623)",
220384529,False,,,Strada Roșiorilor,residential,RO:urban,False,112.174,,"LINESTRING (21.8845046 45.2880205, 21.8832585 45.2875214)",
220384529,False,,,Strada Roșiorilor,residential,RO:urban,True,38.223,,"LINESTRING (21.8845046 45.2880205, 21.8849174 45.2882044)",
224017974,False,,,,living_street,,True,30.898,,"LINESTRING (21.8845046 45.2880205, 21.8847068 45.2877818)",
224017974,False,,,,living_street,,False,58.571,,"LINESTRING (21.8852084 45.2875025, 21.8850233 45.2877421, 21.8849643 45.287795, 21.8848865 45.2878063, 21.8848087 45.2878025, 21.8847417 45.2877818, 21.8847068 45.2877818)",
224017974,False,,,,living_street,,False,30.898,,"LINESTRING (21.8847068 45.2877818, 21.8845046 45.2880205)",
