osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry
"[356032348, 356032349, 711665757]",2,DN7,Bulevardul Unirii,primary,40,False,True,127.72299999999998,yes,"LINESTRING (24.2608191 45.6685229, 24.2607097 45.668422, 24.260579 45.6683014, 24.2604385 45.6681673, 24.2603229 45.6680517, 24.2602187 45.667933, 24.260129 45.6678101, 24.2600629 45.6676954, 24.2599979 45.6675392)"
"[67985289, 1225615295]",,,Strada Ștefan Ludwig Roth,residential,RO:urban,False,False,248.471,,"LINESTRING (24.2608191 45.6685229, 24.2613826 45.668128, 24.2617178 45.6678859, 24.261978 45.6676891, 24.2620531 45.6674641, 24.2621209 45.6673947, 24.2622086 45.6673236, 24.2622655 45.6673113, 24.2624089 45.6672802, 24.2626501 45.6671776, 24.2629479 45.6669355)"
"[88917265, 215288418]",2,DN7,Bulevardul Unirii,primary,"['40', 'RO:urban']",False,False,231.201,,"LINESTRING (24.2604698 45.6654287, 24.2601325 45.6663165, 24.2599873 45.6666781, 24.2599418 45.666849, 24.2599269 45.6669961, 24.2599277 45.6671359, 24.2599439 45.6672962, 24.2599746 45.6674581)"
"[255270864, 215288417, 215288418]",2,DN7,Bulevardul Unirii,primary,RO:urban,False,True,228.995,yes,"LINESTRING (24.2604698 45.6654287, 24.2606367 45.6649937, 24.2607719 45.6646541, 24.2610265 45.6640146, 24.2611811 45.6636276, 24.2612531 45.6634434)"
255819703,2,,Strada Mihai Viteazul,tertiary,RO:urban,False,True,77.372,,"LINESTRING (24.2616225 45.666723, 24.2624645 45.6663516)"
67984147,,,Strada Râului,residential,RO:urban,False,False,309.64099999999996,,"LINESTRING (24.2616225 45.666723, 24.2614362 45.6664718, 24.261286 45.6662338, 24.2612163 45.6660763, 24.261176 45.6658945, 24.2611278 45.6655046, 24.2611197 45.6652853, 24.2611358 45.6650791, 24.2611599 45.6649404, 24.2612163 45.6647567, 24.2614013 45.6642581, 24.261485 45.6640327)"
1226137953,2,,Strada Mihai Viteazul,tertiary,RO:urban,False,False,152.328,,"LINESTRING (24.2616225 45.666723, 24.2611745 45.6669398, 24.2606204 45.667212, 24.2604723 45.6672788, 24.2603266 45.6673447, 24.2602181 45.6673862, 24.2600854 45.6674294, 24.2599746 45.6674581)"
88917265,2,DN7,Bulevardul Unirii,primary,40,False,True,9.198,,"LINESTRING (24.2599979 45.6675392, 24.2599746 45.6674581)"
"[356032349, 711665757, 356032348]",2,DN7,Bulevardul Unirii,primary,40,False,False,127.72300000000001,yes,"LINESTRING (24.2599979 45.6675392, 24.2600629 45.6676954, 24.260129 45.6678101, 24.2602187 45.667933, 24.2603229 45.6680517, 24.2604385 45.6681673, 24.260579 45.6683014, 24.2607097 45.668422, 24.2608191 45.6685229)"
67984147,,,Strada Râului,residential,RO:urban,False,False,155.292,,"LINESTRING (24.261485 45.6640327, 24.2615529 45.6640116, 24.26212 45.6640422, 24.2622928 45.6640314, 24.2624432 45.6639984, 24.2626069 45.6639417, 24.2633084 45.663617)"
