osmid,bridge,ref,name,highway,maxspeed,oneway,reversed,length,lanes,geometry
"[23896352, 684892142]",yes,DJ186,Strada Liviu Doru Bindea,secondary,RO:urban,False,False,109.614,2,"LINESTRING (24.3490078 47.6605421, 24.3487073 47.6605265, 24.3484069 47.6604572, 24.3476131 47.6602627)"
256168380,,,Strada Morii,residential,RO:urban,False,True,59.503,,"LINESTRING (24.3490078 47.6605421, 24.349013 47.6606256, 24.3489727 47.6606942, 24.3487313 47.6608948, 24.3486509 47.6610014)"
781831284,,DJ186,Strada Liviu Doru Bindea,secondary,RO:urban,False,True,138.498,,"LINESTRING (24.3490078 47.6605421, 24.3491793 47.6605172, 24.3493295 47.6604738, 24.3497491 47.6603108, 24.3503971 47.6600641, 24.3506506 47.6599814)"
93590795,,DJ186,Strada Liviu Doru Bindea,secondary,RO:urban,False,True,95.768,,"LINESTRING (24.3560828 47.659951, 24.356554 47.659859, 24.3573058 47.6596997)"
781831283,,,Strada Dr. Gavrila Iuga,residential,RO:urban,False,True,131.35399999999998,,"LINESTRING (24.3560828 47.659951, 24.3564143 47.6603997, 24.3567181 47.6610483)"
781831284,,DJ186,Strada Liviu Doru Bindea,secondary,RO:urban,False,False,198.166,,"LINESTRING (24.3560828 47.659951, 24.3558204 47.6599987, 24.3555181 47.6600366, 24.3551901 47.6600601, 24.3548873 47.6600698, 24.3546394 47.6600648, 24.3543532 47.6600421, 24.3537578 47.6599825, 24.3534641 47.6599599)"
87601927,,,,residential,RO:urban,False,False,95.111,,"LINESTRING (24.3534641 47.6599599, 24.3536291 47.660808)"
781831284,,DJ186,Strada Liviu Doru Bindea,secondary,RO:urban,False,False,130.666,,"LINESTRING (24.3534641 47.6599599, 24.3529626 47.6599508, 24.3527397 47.6599409, 24.3524653 47.6599165, 24.3517372 47.6598173)"
781831284,,DJ186,Strada Liviu Doru Bindea,secondary,RO:urban,False,True,198.16599999999997,,"LINESTRING (24.3534641 47.6599599, 24.3537578 47.6599825, 24.3543532 47.6600421, 24.3546394 47.6600648, 24.3548873 47.6600698, 24.3551901 47.6600601, 24.3555181 47.6600366, 24.3558204 47.6599987, 24.3560828 47.659951)"
256168368,,,Strada Băleni,residential,RO:urban,False,True,20.639,,"LINESTRING (24.3499298 47.6580421, 24.3499271 47.6578565)"
"[74464174, 87535431]",,,Strada Seci,residential,RO:urban,False,True,304.20400000000006,,"LINESTRING (24.3499298 47.6580421, 24.3504148 47.6580276, 24.3505298 47.6580046, 24.350606 47.6579633, 24.3506895 47.6579186, 24.3509018 47.6578558, 24.3510349 47.6578235, 24.3513402 47.6577545, 24.3521735 47.6576489, 24.3522542 47.6576236, 24.3522982 47.6575774, 24.3523132 47.657511, 24.3523076 47.6573175, 24.3523247 47.6572186, 24.352383 47.6571265, 24.3525876 47.6569634, 24.3526342 47.6568985, 24.3527799 47.6566257)"
87503312,,,Strada Băleni,residential,RO:urban,False,False,123.084,,"LINESTRING (24.3499298 47.6580421, 24.3499048 47.6581478, 24.3498358 47.6582658, 24.3497951 47.658383, 24.3496118 47.6591255)"
87535428,,,Strada Prund,residential,RO:urban,False,True,27.554,,"LINESTRING (24.3496118 47.6591255, 24.3499761 47.6591601)"
87503312,,,Strada Băleni,residential,RO:urban,False,False,62.20099999999999,,"LINESTRING (24.3496118 47.6591255, 24.3488925 47.6590962, 24.3488319 47.6591063, 24.3487937 47.6591253)"
87503312,,,Strada Băleni,residential,RO:urban,False,True,123.084,,"LINESTRING (24.3496118 47.6591255, 24.3497951 47.658383, 24.3498358 47.6582658, 24.3499048 47.6581478, 24.3499298 47.6580421)"
74464222,,,Strada Cojocarilor,residential,RO:urban,False,True,44.007,,"LINESTRING (24.3487937 47.6591253, 24.3482551 47.6589671)"
87503312,,,Strada Băleni,residential,RO:urban,False,False,155.325,,"LINESTRING (24.3487937 47.6591253, 24.3487732 47.6591538, 24.3486198 47.6593757, 24.3485213 47.6594835, 24.3483672 47.6596129, 24.3479245 47.6599442, 24.3477168 47.6601335, 24.3476131 47.6602627)"
87503312,,,Strada Băleni,residential,RO:urban,False,True,62.201,,"LINESTRING (24.3487937 47.6591253, 24.3488319 47.6591063, 24.3488925 47.6590962, 24.3496118 47.6591255)"
684892142,,DJ186,Strada Liviu Doru Bindea,secondary,RO:urban,False,False,210.765,2,"LINESTRING (24.3476131 47.6602627, 24.3449818 47.6595905)"
87503312,,,Strada Băleni,residential,RO:urban,False,True,155.325,,"LINESTRING (24.3476131 47.6602627, 24.3477168 47.6601335, 24.3479245 47.6599442, 24.3483672 47.6596129, 24.3485213 47.6594835, 24.3486198 47.6593757, 24.3487732 47.6591538, 24.3487937 47.6591253)"
"[23896352, 684892142]",yes,DJ186,Strada Liviu Doru Bindea,secondary,RO:urban,False,True,109.614,2,"LINESTRING (24.3476131 47.6602627, 24.3484069 47.6604572, 24.3487073 47.6605265, 24.3490078 47.6605421)"
74464222,,,Strada Cojocarilor,residential,RO:urban,False,False,44.007,,"LINESTRING (24.3482551 47.6589671, 24.3487937 47.6591253)"
87503261,,,,residential,RO:urban,False,True,84.577,,"LINESTRING (24.3507456 47.654447, 24.3496244 47.6545373)"
256168368,,,Strada Băleni,residential,RO:urban,False,False,55.882999999999996,,"LINESTRING (24.3507456 47.654447, 24.3507456 47.6547035, 24.3506984 47.6549475)"
87503245,,,,residential,RO:urban,False,False,91.762,,"LINESTRING (24.3494742 47.6549637, 24.3500296 47.6549426, 24.3506984 47.6549475)"
