osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,junction,geometry,access
24489623,False,2,Strada Luncii,residential,50,True,55.223,,,"LINESTRING (25.5243994 44.2732102, 25.5250013 44.273457)",
218708066,False,2,Șoseaua Giurgiului,secondary,50,False,22.275,DJ503,,"LINESTRING (25.5243994 44.2732102, 25.5244445 44.2734079)",
218708066,False,2,Șoseaua Giurgiului,secondary,50,True,5.028,DJ503,,"LINESTRING (25.5243994 44.2732102, 25.5243882 44.2731657)",
52873625,True,,Șoseaua Giurgiului,residential,RO:urban,False,38.297,,,"LINESTRING (25.5248913 44.2747807, 25.5247579 44.2751116)",
23340273,True,,Șoseaua Giurgiului,secondary,30,False,16.678,,roundabout,"LINESTRING (25.5248913 44.2747807, 25.5248304 44.2748051, 25.5247626 44.2748172, 25.5246928 44.2748161)",
1156564259,True,,Șoseaua Giurgiului,secondary,30,False,5.414,,roundabout,"LINESTRING (25.5246928 44.2748161, 25.5246275 44.2748025)",
454067819,True,2,Șoseaua Giurgiului,secondary,50,False,21.518,DJ503,,"LINESTRING (25.5245845 44.2744735, 25.5246393 44.274284)",
1156564263,True,,Șoseaua Giurgiului,secondary,30,False,16.197000000000003,,roundabout,"LINESTRING (25.5245845 44.2744735, 25.5246291 44.2744559, 25.5246775 44.2744448, 25.524728 44.2744406, 25.5247787 44.2744434)",
724837791,True,1,Strada Florilor,secondary,50,False,28.111,DJ601D,,"LINESTRING (25.5249375 44.2745098, 25.5252904 44.274518)",
1156564256,True,,Șoseaua Giurgiului,secondary,30,False,16.812,,roundabout,"LINESTRING (25.5249375 44.2745098, 25.5249744 44.2745528, 25.5249941 44.2746011, 25.5249953 44.2746515)",
23340273,True,,Șoseaua Giurgiului,secondary,30,False,16.996000000000002,,roundabout,"LINESTRING (25.5249953 44.2746515, 25.5249776 44.2747009, 25.524942 44.274745, 25.5248913 44.2747807)",
23340405,False,2,Strada Florilor,secondary,50,False,85.737,DJ601D,,"LINESTRING (25.5267211 44.274304, 25.526617 44.2743048, 25.5264999 44.2743087, 25.5263689 44.2743211, 25.5261873 44.2743428, 25.5260533 44.2743606, 25.5258625 44.2743955, 25.5256645 44.2744364)",
23340405,False,2,Strada Florilor,secondary,50,True,64.48,DJ601D,,"LINESTRING (25.5267211 44.274304, 25.5268114 44.2743054, 25.5269073 44.274311, 25.5270313 44.2743213, 25.5275216 44.2743858)",
24489623,False,2,Strada Luncii,residential,50,False,65.412,,,"LINESTRING (25.5267211 44.274304, 25.5266532 44.2742398, 25.5265711 44.2741962, 25.5264272 44.2741372, 25.526049 44.2739747)",
23340415,False,,Strada Băncii,residential,50,False,45.339,,,"LINESTRING (25.5271696 44.2764319, 25.5272293 44.2760264)",
23340415,False,,Strada Băncii,residential,50,True,20.822,,,"LINESTRING (25.5271696 44.2764319, 25.5271406 44.276618)",
996493656,False,,,residential,,False,46.489,,,"LINESTRING (25.5271696 44.2764319, 25.5265871 44.2764026)",
52873651,True,,,residential,30,False,33.263999999999996,,,"LINESTRING (25.5247579 44.2751116, 25.5247115 44.2749009, 25.5246928 44.2748161)",
52873652,False,2,Șoseaua Giurgiului,residential,RO:urban,False,31.005000000000003,,,"LINESTRING (25.5247579 44.2751116, 25.524765 44.2752131, 25.5247783 44.2752931, 25.5248008 44.2753884)",
23340405,False,2,Strada Florilor,secondary,50,True,98.905,DJ601D,,"LINESTRING (25.5307765 44.2748648, 25.5319775 44.2750922)",
23340405,False,2,Strada Florilor,secondary,50,False,92.539,DJ601D,,"LINESTRING (25.5307765 44.2748648, 25.5304546 44.2748021, 25.5296484 44.2746647)",
52873628,False,2,Strada Luncii,residential,50,False,230.87699999999998,,,"LINESTRING (25.5323365 44.2721334, 25.532151 44.272224, 25.5319914 44.272299, 25.531628 44.272455, 25.5312866 44.2726144, 25.5309977 44.2727464, 25.5307294 44.2728424, 25.5301662 44.2730229, 25.5299468 44.2730865, 25.5297937 44.2731104)",
80227588,False,2,Strada Progresului,secondary,50,True,151.49099999999999,DJ601D,,"LINESTRING (25.5323365 44.2721334, 25.5323379 44.2722364, 25.5323577 44.2723162, 25.532393 44.2723892, 25.5324469 44.2724489, 25.5325048 44.2724942, 25.5329187 44.2727598, 25.5333458 44.2730299, 25.5334254 44.2730892, 25.533491 44.2731544)",
23340405,False,2,Strada Florilor,secondary,50,False,61.391,DJ601D,,"LINESTRING (25.5327188 44.2752442, 25.5319775 44.2750922)",
