osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access
1122904650,True,3,DN1,Calea Bucureștilor,trunk,70,False,281.773,"LINESTRING (26.0690949 44.5517639, 26.0690998 44.551907, 26.0691391 44.5529819, 26.069167 44.5536796, 26.0691962 44.5542969)",
250074183,True,2,,Strada Floare de Cais,residential,RO:urban,False,73.829,"LINESTRING (26.0705062 44.5518381, 26.0704993 44.5515316, 26.0704975 44.5514658, 26.0704932 44.551313, 26.0704869 44.5511743)",
687463564,False,2,,Strada Lacul Ursului,residential,RO:urban,True,124.255,"LINESTRING (26.0705062 44.5518381, 26.0706033 44.5518369, 26.0713553 44.5518289, 26.0715142 44.5518375, 26.0720687 44.5518909)",
27239673,True,2,,Strada Lacul Ursului,residential,RO:urban,False,182.21,"LINESTRING (26.0738596 44.5518617, 26.0740552 44.5518556, 26.0743631 44.5518459, 26.0745619 44.5518278, 26.0747111 44.5518067, 26.0748651 44.5517694, 26.07503 44.5517154, 26.0751862 44.5516526, 26.0752887 44.5516046, 26.0753605 44.5515571, 26.0754103 44.5514998, 26.0754111 44.5514081, 26.0754114 44.5512925, 26.0754068 44.5510692)",
28047243,False,2,,Strada Mărgăritarului,residential,RO:urban,True,91.83800000000001,"LINESTRING (26.0738596 44.5518617, 26.0738769 44.5525726, 26.0738797 44.5526875)",
687463565,True,2,,Strada Mărgăritarului,residential,RO:urban,False,84.406,"LINESTRING (26.0738596 44.5518617, 26.073843 44.5514214, 26.073831 44.5511943, 26.0738262 44.551103)",
23784432,False,2,DJ100,Strada 23 August,secondary,50,False,67.948,"LINESTRING (26.0704869 44.5511743, 26.0703049 44.5511768, 26.0696719 44.5511884, 26.0696297 44.5511898)",
23784432,False,2,DJ100,Strada 23 August,secondary,50,True,63.004,"LINESTRING (26.0704869 44.5511743, 26.0706986 44.551168, 26.0712814 44.5511523)",
"[669246908, 250074183]",True,2,,Strada Floare de Cais,residential,RO:urban,False,158.69,"LINESTRING (26.0704869 44.5511743, 26.0704837 44.5510166, 26.0704677 44.5505836, 26.0704652 44.5505163, 26.0704413 44.5498571, 26.0704381 44.5497476)",
27239673,True,2,,Strada Lacul Ursului,residential,RO:urban,False,142.841,"LINESTRING (26.0720687 44.5518909, 26.0721444 44.5518993, 26.0724145 44.5519227, 26.0726703 44.5519423, 26.0727664 44.5519444, 26.0728783 44.5519371, 26.0730147 44.5519217, 26.07345 44.5518779, 26.0736351 44.5518658, 26.0738596 44.5518617)",
413592024,True,2,,Strada Traian,residential,RO:urban,False,91.49600000000001,"LINESTRING (26.0720687 44.5518909, 26.0720722 44.5519316, 26.0720945 44.5521472, 26.0721273 44.5527126)",
687463564,False,2,,Strada Lacul Ursului,residential,RO:urban,False,124.255,"LINESTRING (26.0720687 44.5518909, 26.0715142 44.5518375, 26.0713553 44.5518289, 26.0706033 44.5518369, 26.0705062 44.5518381)",
"[669246897, 27239684]",False,2,,Strada Argeș,residential,RO:urban,False,122.98999999999998,"LINESTRING (26.0703827 44.5481883, 26.0707532 44.5481853, 26.0708388 44.5481849, 26.0714805 44.5481805, 26.0719346 44.5481741)",
"[669246896, 669246907]",True,2,,Strada Floare de Cais,residential,RO:urban,False,74.118,"LINESTRING (26.0703827 44.5481883, 26.0703696 44.5478807, 26.0703565 44.547522)",
27239684,False,2,,Strada Argeș,residential,RO:urban,False,26.17,"LINESTRING (26.0719346 44.5481741, 26.0720566 44.5481725, 26.0722648 44.5481699)",
"[669246897, 27239684]",False,2,,Strada Argeș,residential,RO:urban,True,122.99,"LINESTRING (26.0719346 44.5481741, 26.0714805 44.5481805, 26.0708388 44.5481849, 26.0707532 44.5481853, 26.0703827 44.5481883)",
413592024,True,2,,Strada Traian,residential,RO:urban,False,173.40600000000003,"LINESTRING (26.0719346 44.5481741, 26.0719362 44.5482572, 26.0719531 44.5488064, 26.0719642 44.5493869, 26.0719654 44.549417, 26.0719719 44.5496374, 26.0719748 44.5497333)",
27239684,False,2,,Strada Argeș,residential,RO:urban,False,7.424,"LINESTRING (26.0737976 44.5481518, 26.0738912 44.548149)",
27239684,False,2,,Strada Argeș,residential,RO:urban,True,121.483,"LINESTRING (26.0737976 44.5481518, 26.0732637 44.548158, 26.0723013 44.5481696, 26.0722648 44.5481699)",
250074181,True,2,,Strada Argeș,residential,RO:urban,False,74.235,"LINESTRING (26.073793 44.5488194, 26.073798 44.5482536, 26.0737976 44.5481518)",
"[413807450, 669246899]",False,2,,Strada Argeș,residential,RO:urban,False,125.86799999999998,"LINESTRING (26.073793 44.5488194, 26.073986 44.5488142, 26.074098 44.5488144, 26.0741731 44.5488254, 26.0742243 44.5488393, 26.0742621 44.5488557, 26.0744913 44.5490028, 26.0746662 44.5491237, 26.0747449 44.549173, 26.0748271 44.5492152, 26.0749523 44.5492573, 26.0750563 44.5492818, 26.0751542 44.5493005)",
27447247,False,2,,Strada Polonă,residential,RO:urban,False,41.784,"LINESTRING (26.0751542 44.5493005, 26.0750299 44.5494805, 26.0749215 44.5496377)",
27447247,False,2,,Strada Polonă,residential,RO:urban,True,61.28099999999999,"LINESTRING (26.0751542 44.5493005, 26.0751995 44.5492305, 26.075229 44.549181, 26.0752772 44.5490703, 26.0753127 44.5489813, 26.075377 44.5487745)",
"[413807450, 740667182]",False,2,,Strada Argeș,residential,"['30', 'RO:urban']",False,289.554,"LINESTRING (26.0751542 44.5493005, 26.0752837 44.5493266, 26.0760006 44.5494757, 26.0772235 44.5496217, 26.0774915 44.5496398, 26.077694 44.5496435, 26.0786305 44.5496322, 26.0787548 44.5496317)",
"[413807450, 669246899]",False,2,,Strada Argeș,residential,RO:urban,True,125.868,"LINESTRING (26.0751542 44.5493005, 26.0750563 44.5492818, 26.0749523 44.5492573, 26.0748271 44.5492152, 26.0747449 44.549173, 26.0746662 44.5491237, 26.0744913 44.5490028, 26.0742621 44.5488557, 26.0742243 44.5488393, 26.0741731 44.5488254, 26.074098 44.5488144, 26.073986 44.5488142, 26.073793 44.5488194)",
28047256,False,2,,Strada Eroilor,residential,RO:urban,True,79.46900000000001,"LINESTRING (26.0787548 44.5496317, 26.0787628 44.549559, 26.0787792 44.5492652, 26.0787414 44.5492086, 26.078731 44.549193, 26.0786527 44.5491183, 26.0784637 44.5490073)",
"[413807450, 740667182]",False,2,,Strada Argeș,residential,"['30', 'RO:urban']",True,289.554,"LINESTRING (26.0787548 44.5496317, 26.0786305 44.5496322, 26.077694 44.5496435, 26.0774915 44.5496398, 26.0772235 44.5496217, 26.0760006 44.5494757, 26.0752837 44.5493266, 26.0751542 44.5493005)",
413592024,True,2,,Strada Traian,residential,RO:urban,False,74.452,"LINESTRING (26.0719123 44.5475059, 26.0719245 44.5475339, 26.0719346 44.5481741)",
413807446,False,,,,living_street,30,True,43.621,"LINESTRING (26.0719123 44.5475059, 26.0719208 44.5474823, 26.0719138 44.5471144)",
27246131,False,2,,Strada Oituz,residential,30,False,5.501,"LINESTRING (26.0721753 44.5542315, 26.0721059 44.5542329)",
27246131,False,2,,Strada Oituz,residential,30,True,292.25199999999995,"LINESTRING (26.0721753 44.5542315, 26.0722819 44.5542293, 26.0738901 44.5541956, 26.0758619 44.5541504)",
27246131,False,2,,Strada Oituz,residential,30,False,64.378,"LINESTRING (26.0766743 44.5541437, 26.0765321 44.5541428, 26.0763762 44.5541445, 26.0759771 44.5541491, 26.0758619 44.5541504)",
27246131,False,2,,Strada Oituz,residential,30,True,16.975,"LINESTRING (26.0766743 44.5541437, 26.0767383 44.5541477, 26.076804 44.5541555, 26.0768838 44.5541727)",
28047226,False,2,,Strada Privighetorilor,residential,RO:urban,True,145.329,"LINESTRING (26.0766743 44.5541437, 26.0766802 44.5539208, 26.0766909 44.5534812, 26.07667 44.5534462, 26.0766344 44.5534175, 26.0765916 44.5534037, 26.0765401 44.5533972, 26.0758424 44.5534072)",
1122904652,False,2,,Strada Oituz,residential,30,True,112.164,"LINESTRING (26.0691962 44.5542969, 26.0693429 44.5542927, 26.069367 44.5542919, 26.070611 44.5542639)",
23784432,False,2,DJ100,Strada 23 August,secondary,50,False,125.304,"LINESTRING (26.0754068 44.5510692, 26.0745702 44.5510874, 26.0739893 44.5510996, 26.0738262 44.551103)",
23784432,False,2,DJ100,Strada 23 August,secondary,50,True,34.943000000000005,"LINESTRING (26.0754068 44.5510692, 26.0756932 44.5510623, 26.0757645 44.5510601, 26.0758475 44.5510581)",
27246285,False,,,Strada Garofițelor,residential,RO:urban,False,47.513,"LINESTRING (26.0749215 44.5496377, 26.0748728 44.5496482, 26.0748205 44.549652, 26.0743246 44.5496629)",
27447247,False,2,,Strada Polonă,residential,RO:urban,False,32.035,"LINESTRING (26.0749215 44.5496377, 26.074855 44.5497367, 26.0747462 44.5498973)",
27447247,False,2,,Strada Polonă,residential,RO:urban,True,41.784,"LINESTRING (26.0749215 44.5496377, 26.0750299 44.5494805, 26.0751542 44.5493005)",
27246285,False,,,Strada Garofițelor,residential,RO:urban,False,144.06199999999998,"LINESTRING (26.073791 44.5496788, 26.0736442 44.5496837, 26.0731343 44.5497055, 26.072975 44.5497099, 26.0727385 44.5497164, 26.072333 44.549728, 26.0720863 44.5497316, 26.0719748 44.5497333)",
27246285,False,,,Strada Garofițelor,residential,RO:urban,True,42.321,"LINESTRING (26.073791 44.5496788, 26.0739303 44.549674, 26.0743246 44.5496629)",
27447270,True,2,,Strada Mărgăritarului,residential,RO:urban,False,95.56400000000001,"LINESTRING (26.073791 44.5496788, 26.0737914 44.5495915, 26.0737953 44.5488792, 26.073793 44.5488194)",
27246285,False,,,Strada Garofițelor,residential,RO:urban,True,144.062,"LINESTRING (26.0719748 44.5497333, 26.0720863 44.5497316, 26.072333 44.549728, 26.0727385 44.5497164, 26.072975 44.5497099, 26.0731343 44.5497055, 26.0736442 44.5496837, 26.073791 44.5496788)",
259255281,False,2,,Strada Garofițelor,residential,RO:urban,False,121.78200000000001,"LINESTRING (26.0719748 44.5497333, 26.0718799 44.5497342, 26.0704907 44.5497472, 26.0704381 44.5497476)",
413592024,True,2,,Strada Traian,residential,RO:urban,False,83.37100000000001,"LINESTRING (26.0719748 44.5497333, 26.0719801 44.5498187, 26.0720098 44.5503028, 26.0720172 44.5504261, 26.0720191 44.5504824)",
259255281,False,2,,Strada Garofițelor,residential,RO:urban,True,121.78200000000001,"LINESTRING (26.0704381 44.5497476, 26.0704907 44.5497472, 26.0718799 44.5497342, 26.0719748 44.5497333)",
