osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,ref,junction,bridge
230336617,Strada George Gârda,residential,RO:urban,False,False,228.368,,"LINESTRING (22.1787303 45.8545927, 22.1786691 45.8556798, 22.1792024 45.8557508, 22.1794331 45.85579, 22.1795725 45.8558405, 22.1798139 45.8559637, 22.1799104 45.8560436)",,,
230336617,Strada George Gârda,residential,RO:urban,False,True,285.215,,"LINESTRING (22.1787303 45.8545927, 22.1790603 45.8522519, 22.1790683 45.8522126, 22.1790549 45.852179, 22.1790281 45.8521566, 22.1788753 45.8521321)",,,
230336620,,residential,RO:urban,False,False,55.856,,"LINESTRING (22.1777172 45.8552837, 22.1777246 45.8547814)",,,
230336620,,residential,RO:urban,False,True,38.229,,"LINESTRING (22.1777172 45.8552837, 22.177717 45.8556275)",,,
230336625,,residential,RO:urban,False,True,22.354,,"LINESTRING (22.1777172 45.8552837, 22.1774286 45.8552873)",,,
230336623,,residential,RO:urban,False,False,31.823,,"LINESTRING (22.1774135 45.8555733, 22.1774286 45.8552873)",,,
230336620,,residential,RO:urban,False,True,55.856,,"LINESTRING (22.1777246 45.8547814, 22.1777172 45.8552837)",,,
230336623,,residential,RO:urban,False,True,31.823,,"LINESTRING (22.1774286 45.8552873, 22.1774135 45.8555733)",,,
230336625,,residential,RO:urban,False,False,22.354,,"LINESTRING (22.1774286 45.8552873, 22.1777172 45.8552837)",,,
230336625,,residential,RO:urban,False,True,56.085,,"LINESTRING (22.1774286 45.8552873, 22.1767049 45.8552686)",,,
230336617,Strada George Gârda,residential,RO:urban,False,False,285.215,,"LINESTRING (22.1788753 45.8521321, 22.1790281 45.8521566, 22.1790549 45.852179, 22.1790683 45.8522126, 22.1790603 45.8522519, 22.1787303 45.8545927)",,,
230336617,Strada George Gârda,residential,RO:urban,False,True,54.861,,"LINESTRING (22.1788753 45.8521321, 22.1782463 45.8520576, 22.1781837 45.8520799)",,,
"[467464698, 230336622]",Strada George Gârda,residential,RO:urban,False,"[False, True]",206.53799999999998,,"LINESTRING (22.1788753 45.8521321, 22.1789885 45.8517869, 22.1790295 45.8516649, 22.1790663 45.8515502, 22.1791289 45.8514819, 22.1792688 45.8514821, 22.1794439 45.8514949, 22.179751 45.8516318, 22.1799815 45.8517793, 22.1801924 45.8518869, 22.18043 45.8520066, 22.1805521 45.8520613)",,,
230336617,Strada George Gârda,residential,RO:urban,False,False,54.861,,"LINESTRING (22.1781837 45.8520799, 22.1782463 45.8520576, 22.1788753 45.8521321)",,,
230336626,Strada George Gârda,residential,RO:urban,False,True,93.55699999999999,,"LINESTRING (22.1775614 45.8532083, 22.1768431 45.8537975, 22.1768087 45.8538616)",,,
230336625,,residential,RO:urban,False,False,56.085,,"LINESTRING (22.1767049 45.8552686, 22.1774286 45.8552873)",,,
679541689,Calea Lugojului,primary,50,False,False,65.28999999999999,2,"LINESTRING (22.1767049 45.8552686, 22.1766956 45.8554518, 22.1766848 45.8556635, 22.1766928 45.8557317, 22.1767104 45.8557756, 22.1767491 45.8558488)",DN68A,,
679541689,Calea Lugojului,primary,50,False,True,112.237,2,"LINESTRING (22.1767049 45.8552686, 22.1767434 45.8546227, 22.176765 45.8542601)",DN68A,,
24895651,Strada George Coșbuc,residential,RO:urban,False,True,146.572,,"LINESTRING (22.1819159 45.8529752, 22.1805521 45.8520613)",,,
23875437,Piața Libertății,secondary,30,False,True,222.83200000000002,,"LINESTRING (22.1707658 45.8518552, 22.1707704 45.851934, 22.1708016 45.8520116, 22.1718703 45.8531108, 22.1722417 45.8534668, 22.1722803 45.8535389)",DJ682,,
467464699,Strada Cloșca,residential,,False,True,77.548,,"LINESTRING (22.1811683 45.8515116, 22.1805521 45.8520613)",,,
23875432,Strada Avram Iancu,residential,RO:urban,False,False,188.517,,"LINESTRING (22.1742015 45.8547773, 22.1724969 45.853679, 22.172469 45.8536705, 22.1723942 45.8536478)",,,
23875432,Strada Avram Iancu,residential,RO:urban,False,True,239.442,,"LINESTRING (22.1742015 45.8547773, 22.1752864 45.8555469, 22.175416 45.8556142, 22.175721 45.8557093, 22.1767491 45.8558488)",,,
511472256,Strada Avram Iancu,residential,,False,False,216.20700000000002,,"LINESTRING (22.1742015 45.8547773, 22.1744519 45.8545562, 22.1744718 45.8545311, 22.1744544 45.8545099, 22.1742181 45.8543483, 22.1741915 45.8543265, 22.1742034 45.8543031, 22.1743042 45.8542053, 22.1743202 45.8541836, 22.1743087 45.8541633, 22.1739311 45.8539275, 22.173879 45.8538885, 22.173898 45.8538533, 22.1741625 45.8535813, 22.1741929 45.8535466, 22.1741577 45.8535133, 22.1738173 45.8533224)",,,
511472256,Strada Avram Iancu,residential,,False,True,216.20699999999997,,"LINESTRING (22.1738173 45.8533224, 22.1741577 45.8535133, 22.1741929 45.8535466, 22.1741625 45.8535813, 22.173898 45.8538533, 22.173879 45.8538885, 22.1739311 45.8539275, 22.1743087 45.8541633, 22.1743202 45.8541836, 22.1743042 45.8542053, 22.1742034 45.8543031, 22.1741915 45.8543265, 22.1742181 45.8543483, 22.1744544 45.8545099, 22.1744718 45.8545311, 22.1744519 45.8545562, 22.1742015 45.8547773)",,,
92316626,Strada Coriolan Brediceanu,secondary,RO:urban,False,False,381.82199999999995,,"LINESTRING (22.1731619 45.8569594, 22.1730538 45.8568771, 22.1728174 45.8567256, 22.1727008 45.8566173, 22.1726342 45.8564934, 22.1722695 45.8539197, 22.1722507 45.8537871, 22.172266 45.8536762)",DJ682,,
679541675,,secondary,RO:urban,True,False,12.626999999999999,1,"LINESTRING (22.1731619 45.8569594, 22.1731992 45.8569479, 22.1732393 45.8569529, 22.1732686 45.8569726, 22.173277 45.8570004)",DJ682,roundabout,
"[188560362, 166502949, 679541686]",Strada Ștefan cel Mare,secondary,RO:urban,False,True,94.43700000000001,2,"LINESTRING (22.1731772 45.8570399, 22.1730818 45.8571997, 22.1730633 45.8572306, 22.1727377 45.8577446, 22.1726973 45.8578205)",DJ682,,yes
679541675,,secondary,RO:urban,True,False,10.504,1,"LINESTRING (22.1731772 45.8570399, 22.173145 45.8570178, 22.1731391 45.8569865, 22.1731619 45.8569594)",DJ682,roundabout,
92316626,Strada Coriolan Brediceanu,secondary,RO:urban,False,True,381.82200000000006,,"LINESTRING (22.172266 45.8536762, 22.1722507 45.8537871, 22.1722695 45.8539197, 22.1726342 45.8564934, 22.1727008 45.8566173, 22.1728174 45.8567256, 22.1730538 45.8568771, 22.1731619 45.8569594)",DJ682,,
679541678,Piața Libertății,secondary,30,True,False,19.816,,"LINESTRING (22.172266 45.8536762, 22.1722174 45.8536473, 22.1722022 45.853604, 22.1722262 45.8535627, 22.1722803 45.8535389)",DJ682,roundabout,
24895629,Aleea Independenței,residential,RO:urban,False,False,180.307,,"LINESTRING (22.172351 45.8535438, 22.1724059 45.8534722, 22.1736666 45.8524928, 22.1737049 45.8524621, 22.1738785 45.852323)",,,
679541678,Piața Libertății,secondary,30,True,False,13.413999999999998,,"LINESTRING (22.172351 45.8535438, 22.1723941 45.8535705, 22.1724102 45.8536092, 22.1723942 45.8536478)",DJ682,roundabout,
230336626,Strada George Gârda,residential,RO:urban,False,False,93.55699999999999,,"LINESTRING (22.1768087 45.8538616, 22.1768431 45.8537975, 22.1775614 45.8532083)",,,
679541682,Calea Lugojului,primary,,True,False,29.127,,"LINESTRING (22.1768087 45.8538616, 22.1768818 45.8538841, 22.17693 45.8539284, 22.1769414 45.8539835, 22.176913 45.8540355, 22.1768699 45.854061)",DN68A,roundabout,
679541682,Calea Lugojului,primary,,True,False,10.681000000000001,,"LINESTRING (22.1766875 45.8540607, 22.1766326 45.8540095, 22.1766299 45.8539774)",DN68A,roundabout,
679541682,Calea Lugojului,primary,,True,False,8.205,,"LINESTRING (22.1767074 45.8538765, 22.1767361 45.8538649, 22.1768087 45.8538616)",DN68A,roundabout,
679541671,Strada Ștefan cel Mare,secondary,RO:urban,True,False,10.765,2,"LINESTRING (22.1726568 45.8579226, 22.1726324 45.8579056, 22.1726169 45.8578837, 22.1726205 45.8578614, 22.1726362 45.8578379)",DJ682,roundabout,
679541671,Strada Ștefan cel Mare,secondary,RO:urban,True,False,5.197,2,"LINESTRING (22.1726362 45.8578379, 22.1726642 45.8578254, 22.1726973 45.8578205)",DJ682,roundabout,
230336624,,residential,RO:urban,False,False,56.716,,"LINESTRING (22.1779982 45.8545796, 22.1787303 45.8545927)",,,
23875432,Strada Avram Iancu,residential,RO:urban,False,True,188.517,,"LINESTRING (22.1723942 45.8536478, 22.172469 45.8536705, 22.1724969 45.853679, 22.1742015 45.8547773)",,,
679541678,Piața Libertății,secondary,30,True,False,11.227,,"LINESTRING (22.1723942 45.8536478, 22.1723597 45.8536714, 22.1723137 45.8536816, 22.172266 45.8536762)",DJ682,roundabout,
680975991,Calea Lugojului,primary,50,True,False,23.582,2,"LINESTRING (22.1768699 45.854061, 22.176765 45.8542601)",DN68A,,
679541682,Calea Lugojului,primary,,True,False,15.097,,"LINESTRING (22.1768699 45.854061, 22.1768521 45.8540715, 22.1767738 45.8540824, 22.1766875 45.8540607)",DN68A,roundabout,
679541689,Calea Lugojului,primary,50,False,False,112.237,2,"LINESTRING (22.176765 45.8542601, 22.1767434 45.8546227, 22.1767049 45.8552686)",DN68A,,
680975992,Calea Lugojului,primary,50,True,False,22.971,2,"LINESTRING (22.176765 45.8542601, 22.1767235 45.8541532, 22.1766875 45.8540607)",DN68A,,
679541682,Calea Lugojului,primary,,True,False,13.711,,"LINESTRING (22.1766299 45.8539774, 22.1766272 45.8539457, 22.1766731 45.8538903, 22.1767074 45.8538765)",DN68A,roundabout,
680975993,Calea Lugojului,primary,50,True,False,29.328,2,"LINESTRING (22.1766299 45.8539774, 22.1764493 45.8537874, 22.1764208 45.8537575)",DN68A,,
719132756,Calea Lugojului,primary,50,False,True,253.398,2,"LINESTRING (22.1764208 45.8537575, 22.1738785 45.852323)",DN68A,,
680975994,Calea Lugojului,primary,50,True,False,25.841,2,"LINESTRING (22.1764208 45.8537575, 22.1764633 45.8537751, 22.1767074 45.8538765)",DN68A,,
