osmid,highway,maxspeed,oneway,reversed,length,bridge,geometry
"[172201864, 172192694, 172201831]",residential,RO:urban,False,False,341.264,yes,"LINESTRING (23.3058093 47.1542535, 23.3062533 47.1543, 23.3064155 47.1543246, 23.30672 47.1543921, 23.3071893 47.1545143, 23.3077888 47.154642, 23.3079672 47.1546511, 23.3082019 47.1546365, 23.3086567 47.1545698, 23.3087961 47.1545643, 23.3089571 47.1546017, 23.3096102 47.1550112, 23.3098007 47.1551206, 23.3099057 47.1551593)"
172192696,residential,RO:urban,False,False,29.445,,"LINESTRING (23.3127026 47.155947, 23.3127931 47.1558858, 23.3129996 47.1557764)"
172201856,residential,RO:urban,False,True,210.27800000000005,,"LINESTRING (23.3127026 47.155947, 23.3123097 47.1557509, 23.3121018 47.1556269, 23.3119436 47.155543, 23.3118564 47.155512, 23.3117625 47.1555029, 23.3115989 47.1554947, 23.3115104 47.1554719, 23.3114313 47.1554235, 23.3113562 47.1553615, 23.3111 47.1551208, 23.3109874 47.1550578, 23.3108948 47.1550423, 23.3108076 47.1550405, 23.3104409 47.1550924)"
172201920,residential,RO:urban,False,True,146.598,,"LINESTRING (23.3127026 47.155947, 23.312621 47.1561311, 23.3125333 47.1564012, 23.3125298 47.156412, 23.3124654 47.1565469, 23.3120403 47.1571807)"
172192678,residential,RO:urban,False,False,86.809,,"LINESTRING (23.3138895 47.1579068, 23.3137996 47.1579369, 23.3129299 47.1583344)"
172192700,residential,RO:urban,False,True,131.55,,"LINESTRING (23.3138895 47.1579068, 23.3137943 47.1577782, 23.3137051 47.157717, 23.3131438 47.1574016, 23.3130339 47.1573651, 23.3129467 47.1573496, 23.3128226 47.1573467, 23.312486 47.1573449)"
172192696,residential,RO:urban,False,True,29.445,,"LINESTRING (23.3129996 47.1557764, 23.3127931 47.1558858, 23.3127026 47.155947)"
172201855,residential,RO:urban,False,False,96.61500000000001,,"LINESTRING (23.3129996 47.1557764, 23.3129536 47.155303, 23.3128946 47.1551936, 23.3127113 47.1549452)"
172192664,residential,RO:urban,False,False,115.357,,"LINESTRING (23.3129299 47.1583344, 23.3128931 47.1581949, 23.3128294 47.1579933, 23.3128032 47.1579259, 23.312714 47.1577525, 23.312486 47.1573449)"
172192678,residential,RO:urban,False,True,86.809,,"LINESTRING (23.3129299 47.1583344, 23.3137996 47.1579369, 23.3138895 47.1579068)"
172192664,residential,RO:urban,False,False,38.328,,"LINESTRING (23.312486 47.1573449, 23.3120403 47.1571807)"
