osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,bridge,geometry,junction
"[210050534, 210046845, 34054382]",False,2,DJ720,Strada Alexandru Ioan Cuza,secondary,50,False,320.82700000000006,yes,"LINESTRING (25.6404591 44.9827177, 25.6406361 44.9827613, 25.6408024 44.9827708, 25.6409352 44.9827613, 25.6410518 44.9827405, 25.641301 44.982682, 25.6419504 44.982529, 25.6422403 44.9824671, 25.6427457 44.9823825, 25.6433867 44.9822863, 25.6441986 44.9821514, 25.6444056 44.982117)",
34054382,False,2,DJ720,Strada Alexandru Ioan Cuza,secondary,50,True,56.876999999999995,,"LINESTRING (25.6404591 44.9827177, 25.6403437 44.9826646, 25.6402512 44.9826086, 25.6400943 44.9824938, 25.6399414 44.9823648)",
156280461,False,2,,,tertiary,50,False,31.086,,"LINESTRING (25.6404591 44.9827177, 25.6403196 44.982841, 25.6402108 44.9829352)",
210098858,False,2,DJ710A,Bulevardul Panduri,secondary,50,False,134.58499999999998,,"LINESTRING (25.6434532 44.9877382, 25.6433465 44.9877063, 25.6418779 44.9872653)",
990935803,False,2,,Strada Victoriei,secondary,50,True,56.705,,"LINESTRING (25.6434532 44.9877382, 25.6436014 44.9875982, 25.6437857 44.9874741, 25.6439759 44.9873969)",
15896215,False,,,Strada Ana Ipătescu,residential,RO:urban,False,142.131,,"LINESTRING (25.6483961 44.9857253, 25.6486385 44.9858337, 25.6491628 44.9860282, 25.6493801 44.9861458, 25.649482 44.9863033, 25.6496029 44.9865803)",
34055069,False,2,,Strada Ana Ipătescu,secondary,50,False,142.984,,"LINESTRING (25.6483961 44.9857253, 25.64803 44.9857876, 25.6478382 44.9858203, 25.6466581 44.9860992)",
34055069,False,2,,Strada Ana Ipătescu,secondary,50,True,81.113,,"LINESTRING (25.644235 44.9866194, 25.6452219 44.9864075)",
990935803,False,2,,Strada Victoriei,secondary,50,False,89.69,,"LINESTRING (25.644235 44.9866194, 25.6442079 44.9868939, 25.6441298 44.9871436, 25.6439759 44.9873969)",
990935804,False,2,,Strada Ana Ipătescu,tertiary,50,False,155.976,,"LINESTRING (25.644235 44.9866194, 25.6433865 44.986617, 25.6423478 44.9862938)",
990935805,False,2,,Strada Victoriei,residential,50,True,166.06799999999998,,"LINESTRING (25.644235 44.9866194, 25.6442445 44.9859288, 25.644228 44.9853805, 25.6442232 44.9851261)",
824093248,False,2,DJ710A,Strada Pantea Ion,secondary,50,True,11.069,,"LINESTRING (25.6446748 44.9828543, 25.644725 44.9827613)",
225698596,False,2,DJ710A,Strada Pantea Ion,secondary,50,False,124.261,,"LINESTRING (25.6446748 44.9828543, 25.644569 44.9830431, 25.6444688 44.9832, 25.6441972 44.9836256, 25.6440405 44.9838776)",
15895024,True,2,,Strada Petrolului,tertiary,50,False,98.16,,"LINESTRING (25.6479794 44.9827409, 25.6467327 44.9827821)",
15895036,False,2,,Strada Saturn,residential,50,True,9.474,,"LINESTRING (25.6479794 44.9827409, 25.6479735 44.9826558)",
15895036,False,2,,Strada Saturn,residential,50,False,96.894,,"LINESTRING (25.6479794 44.9827409, 25.6480175 44.9831654, 25.6480017 44.9836113)",
15895062,False,2,,Strada Tineretului,residential,50,True,67.88,,"LINESTRING (25.6442222 44.985073, 25.6450846 44.9850485)",
990935805,False,2,,Strada Victoriei,residential,50,False,5.905,,"LINESTRING (25.6442222 44.985073, 25.6442232 44.9851261)",
225698596,False,2,DJ710A,Strada Pantea Ion,secondary,50,False,6.177,,"LINESTRING (25.6434612 44.9848251, 25.6434288 44.9848757)",
225698596,False,2,DJ710A,Strada Pantea Ion,secondary,50,True,114.78600000000002,,"LINESTRING (25.6434612 44.9848251, 25.6434791 44.9847946, 25.6435132 44.9847389, 25.6439075 44.9840948, 25.6439713 44.9839906, 25.6440001 44.9839436, 25.6440283 44.9838976, 25.6440405 44.9838776)",
474067199,True,2,,Strada Tineretului,residential,50,False,65.894,,"LINESTRING (25.6434612 44.9848251, 25.6435667 44.9848595, 25.6437326 44.9849135, 25.6442222 44.985073)",
15895315,False,2,,Strada Spirești,residential,50,False,67.511,,"LINESTRING (25.6439759 44.9873969, 25.6442523 44.987634, 25.6445268 44.9878625)",
990935803,False,2,,Strada Victoriei,secondary,50,False,56.705,,"LINESTRING (25.6439759 44.9873969, 25.6437857 44.9874741, 25.6436014 44.9875982, 25.6434532 44.9877382)",
990935803,False,2,,Strada Victoriei,secondary,50,True,89.69,,"LINESTRING (25.6439759 44.9873969, 25.6441298 44.9871436, 25.6442079 44.9868939, 25.644235 44.9866194)",
34055069,False,2,,Strada Ana Ipătescu,secondary,50,False,37.994,,"LINESTRING (25.6466581 44.9860992, 25.6461958 44.9861984)",
15896143,False,,,Strada Democrației,residential,RO:urban,False,168.602,,"LINESTRING (25.6466581 44.9860992, 25.6469607 44.9865518, 25.6471847 44.9867548, 25.6477091 44.9871228, 25.647933 44.9872973)",
34055069,False,2,,Strada Ana Ipătescu,secondary,50,True,142.984,,"LINESTRING (25.6466581 44.9860992, 25.6478382 44.9858203, 25.64803 44.9857876, 25.6483961 44.9857253)",
15896143,False,,,Strada Democrației,residential,RO:urban,True,137.64800000000002,,"LINESTRING (25.6493211 44.9880504, 25.6490301 44.987911, 25.6483783 44.987542, 25.647933 44.9872973)",
15896215,False,,,Strada Ana Ipătescu,residential,RO:urban,True,167.234,,"LINESTRING (25.6493211 44.9880504, 25.6494914 44.9877706, 25.649541 44.9876928, 25.6495611 44.9875989, 25.6496029 44.9865803)",
15896215,False,,,Strada Ana Ipătescu,residential,RO:urban,False,167.234,,"LINESTRING (25.6496029 44.9865803, 25.6495611 44.9875989, 25.649541 44.9876928, 25.6494914 44.9877706, 25.6493211 44.9880504)",
15896215,False,,,Strada Ana Ipătescu,residential,RO:urban,True,142.131,,"LINESTRING (25.6496029 44.9865803, 25.649482 44.9863033, 25.6493801 44.9861458, 25.6491628 44.9860282, 25.6486385 44.9858337, 25.6483961 44.9857253)",
15895315,False,2,,Strada Spirești,residential,50,True,234.892,,"LINESTRING (25.6463863 44.9895132, 25.6461591 44.9892619, 25.6451069 44.9883532, 25.6445268 44.9878625)",
15896251,False,,,Strada Ion Negoescu,residential,RO:urban,True,203.14900000000003,,"LINESTRING (25.6463863 44.9895132, 25.6465478 44.9891832, 25.6468115 44.9887032, 25.6470019 44.988352, 25.6472543 44.9880489, 25.6474301 44.9878496)",
15896251,False,,,Strada Ion Negoescu,residential,RO:urban,False,203.149,,"LINESTRING (25.6474301 44.9878496, 25.6472543 44.9880489, 25.6470019 44.988352, 25.6468115 44.9887032, 25.6465478 44.9891832, 25.6463863 44.9895132)",
15896251,False,,,Strada Ion Negoescu,residential,RO:urban,True,73.051,,"LINESTRING (25.6474301 44.9878496, 25.6476239 44.9876307, 25.647933 44.9872973)",
15896321,False,,,Strada Panduri,residential,RO:urban,False,228.511,,"LINESTRING (25.6474301 44.9878496, 25.6471511 44.9878267, 25.6445268 44.9878625)",
15896143,False,,,Strada Democrației,residential,RO:urban,False,137.648,,"LINESTRING (25.647933 44.9872973, 25.6483783 44.987542, 25.6490301 44.987911, 25.6493211 44.9880504)",
15896143,False,,,Strada Democrației,residential,RO:urban,True,168.602,,"LINESTRING (25.647933 44.9872973, 25.6477091 44.9871228, 25.6471847 44.9867548, 25.6469607 44.9865518, 25.6466581 44.9860992)",
15896251,False,,,Strada Ion Negoescu,residential,RO:urban,False,73.051,,"LINESTRING (25.647933 44.9872973, 25.6476239 44.9876307, 25.6474301 44.9878496)",
15895315,False,2,,Strada Spirești,residential,50,False,234.89200000000002,,"LINESTRING (25.6445268 44.9878625, 25.6451069 44.9883532, 25.6461591 44.9892619, 25.6463863 44.9895132)",
15895315,False,2,,Strada Spirești,residential,50,True,67.511,,"LINESTRING (25.6445268 44.9878625, 25.6442523 44.987634, 25.6439759 44.9873969)",
15896321,False,,,Strada Panduri,residential,RO:urban,True,228.511,,"LINESTRING (25.6445268 44.9878625, 25.6471511 44.9878267, 25.6474301 44.9878496)",
210097561,False,2,,Strada Pantea Ion,tertiary,50,False,140.875,,"LINESTRING (25.6406305 44.989439, 25.6412444 44.9882488)",
225064025,False,,,Aleea Prahovei,residential,RO:urban,True,38.816,,"LINESTRING (25.6411113 44.9845813, 25.6414453 44.9843243)",
15896410,False,,,Strada Teilor,residential,RO:urban,True,187.088,,"LINESTRING (25.6411113 44.9845813, 25.6410142 44.9834384, 25.6409738 44.9829016)",
225064025,False,,,Aleea Prahovei,residential,RO:urban,False,197.008,,"LINESTRING (25.6411113 44.9845813, 25.6409513 44.9846889, 25.6400657 44.9852425, 25.63981 44.9854059, 25.6397845 44.985414, 25.6397509 44.9854078, 25.6393164 44.9851536, 25.6392655 44.9851356, 25.6391932 44.9851238)",
15896445,False,2,,Strada Neptun,residential,50,False,63.53,,"LINESTRING (25.6440405 44.9838776, 25.6441382 44.9839052, 25.6443191 44.9839564, 25.644589 44.9840327, 25.6447923 44.9840865)",
225698596,False,2,DJ710A,Strada Pantea Ion,secondary,50,False,114.786,,"LINESTRING (25.6440405 44.9838776, 25.6440283 44.9838976, 25.6440001 44.9839436, 25.6439713 44.9839906, 25.6439075 44.9840948, 25.6435132 44.9847389, 25.6434791 44.9847946, 25.6434612 44.9848251)",
225698596,False,2,DJ710A,Strada Pantea Ion,secondary,50,True,124.261,,"LINESTRING (25.6440405 44.9838776, 25.6441972 44.9836256, 25.6444688 44.9832, 25.644569 44.9830431, 25.6446748 44.9828543)",
15895036,False,2,,Strada Saturn,residential,50,False,46.879,,"LINESTRING (25.6480234 44.9840554, 25.6480523 44.9844765)",
15895036,False,2,,Strada Saturn,residential,50,True,49.411,,"LINESTRING (25.6480234 44.9840554, 25.6480017 44.9836113)",
15896445,False,2,,Strada Neptun,residential,50,True,151.332,,"LINESTRING (25.6480234 44.9840554, 25.6461008 44.98411)",
15895036,False,2,,Strada Saturn,residential,50,False,49.411,,"LINESTRING (25.6480017 44.9836113, 25.6480234 44.9840554)",
303377704,False,1,,,residential,50,True,85.718,,"LINESTRING (25.6480017 44.9836113, 25.6490909 44.9835841)",
15895036,False,2,,Strada Saturn,residential,50,True,96.894,,"LINESTRING (25.6480017 44.9836113, 25.6480175 44.9831654, 25.6479794 44.9827409)",
15896470,False,,,Strada Jupiter,residential,RO:urban,False,197.47,,"LINESTRING (25.6480017 44.9836113, 25.6461453 44.9836767, 25.6461051 44.9836829, 25.646085 44.9837056, 25.6460756 44.9837507, 25.6461008 44.98411)",
15896445,False,2,,Strada Neptun,residential,50,False,151.332,,"LINESTRING (25.6461008 44.98411, 25.6480234 44.9840554)",
15896445,False,2,,Strada Neptun,residential,50,True,38.399,,"LINESTRING (25.6461008 44.98411, 25.6456131 44.9841261)",
15896470,False,,,Strada Jupiter,residential,RO:urban,True,197.47,,"LINESTRING (25.6461008 44.98411, 25.6460756 44.9837507, 25.646085 44.9837056, 25.6461051 44.9836829, 25.6461453 44.9836767, 25.6480017 44.9836113)",
15895036,False,2,,Strada Saturn,residential,50,True,46.879,,"LINESTRING (25.6480523 44.9844765, 25.6480234 44.9840554)",
"[15895036, 15895062]",False,2,,"['Strada Tineretului', 'Strada Saturn']",residential,50,False,168.88600000000002,,"LINESTRING (25.6480523 44.9844765, 25.6480899 44.9848861, 25.6480484 44.9849269, 25.647988 44.9849516, 25.6478869 44.9849641, 25.6476389 44.9849706, 25.6474734 44.9849749, 25.6465642 44.9849985)",
15896509,False,,,,residential,RO:urban,False,132.409,,"LINESTRING (25.6480523 44.9844765, 25.6487088 44.9840117, 25.6489811 44.9838328, 25.6490113 44.9838048, 25.6490522 44.9837664, 25.6490777 44.9837336, 25.6490891 44.9836853, 25.6490909 44.9835841)",
15896509,False,,,,residential,RO:urban,False,37.153,,"LINESTRING (25.6490909 44.9835841, 25.6490737 44.9832502)",
303377704,False,1,,,residential,50,False,85.718,,"LINESTRING (25.6490909 44.9835841, 25.6480017 44.9836113)",
303377704,False,1,,,residential,50,True,68.357,,"LINESTRING (25.6490909 44.9835841, 25.649958 44.983542)",
15896509,False,,,,residential,RO:urban,True,132.409,,"LINESTRING (25.6490909 44.9835841, 25.6490891 44.9836853, 25.6490777 44.9837336, 25.6490522 44.9837664, 25.6490113 44.9838048, 25.6489811 44.9838328, 25.6487088 44.9840117, 25.6480523 44.9844765)",
15896509,False,,,,residential,RO:urban,True,37.153,,"LINESTRING (25.6490737 44.9832502, 25.6490909 44.9835841)",
33144005,False,4,DJ720,Strada Republicii,secondary,50,True,188.542,,"LINESTRING (25.648186 44.9809301, 25.6473664 44.9811975, 25.6460717 44.9815995, 25.6459985 44.9816234)",
225698596,False,2,DJ710A,Strada Pantea Ion,secondary,50,False,89.112,,"LINESTRING (25.6423478 44.9862938, 25.6423027 44.9863651, 25.6422814 44.9863987, 25.6419035 44.987031)",
225698596,False,2,DJ710A,Strada Pantea Ion,secondary,50,True,179.418,,"LINESTRING (25.6423478 44.9862938, 25.642419 44.9862117, 25.6428637 44.9856992, 25.6429943 44.9855345, 25.6431244 44.9853511, 25.6434288 44.9848757)",
990935804,False,2,,Strada Ana Ipătescu,tertiary,50,True,155.976,,"LINESTRING (25.6423478 44.9862938, 25.6433865 44.986617, 25.644235 44.9866194)",
15895062,False,2,,Strada Tineretului,residential,50,False,6.562,,"LINESTRING (25.645168 44.9850468, 25.6450846 44.9850485)",
15895062,False,2,,Strada Tineretului,residential,50,True,33.358,,"LINESTRING (25.645168 44.9850468, 25.6455911 44.9850258)",
