osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,junction,bridge,access
"[1204496729, 4589953]","['2', '4']",DN68A,Strada Victor Vlad Delamarina,primary,RO:urban,False,False,96.33,"LINESTRING (21.9121335 45.6884308, 21.9121499 45.6887456, 21.9122586 45.6890131, 21.9123321 45.689132, 21.9124279 45.6892592)",,,,
4589953,2,DN68A,Strada Victor Vlad Delamarina,primary,RO:urban,False,True,207.669,"LINESTRING (21.9121335 45.6884308, 21.9121 45.6882556, 21.9120937 45.688246, 21.9119766 45.6880673, 21.9117221 45.6878179, 21.9114313 45.6875669, 21.911084 45.6873776, 21.9108845 45.6872733, 21.9107316 45.6872172, 21.9106208 45.6871824, 21.9103866 45.6871477)",,,,
92314950,1,DN6,Strada 20 Decembrie 1989,primary,RO:urban,True,False,57.282000000000004,"LINESTRING (21.906394 45.6866956, 21.906241 45.6867407, 21.9061539 45.6867727, 21.906062 45.6868187, 21.9059548 45.6868925, 21.9058181 45.6870033)",8,,,
953071881,2,DN68A,Piața Victoriei,primary,RO:urban,True,False,33.546,"LINESTRING (21.906394 45.6866956, 21.906334 45.6867055, 21.9062724 45.6867022, 21.9062153 45.6866859, 21.906168 45.6866583, 21.906135 45.6866218, 21.9061195 45.6865801, 21.9061229 45.6865371)",,roundabout,,
23966506,1,DN6,Strada Mitropolit Andrei Șaguna,primary,RO:urban,True,False,33.982,"LINESTRING (21.9061229 45.6865371, 21.9061286 45.6864733, 21.9061219 45.686435, 21.9061051 45.6864087, 21.9060829 45.6863862, 21.9060428 45.6863533, 21.9059465 45.6862743)",,,,
953071881,2,DN68A,Piața Victoriei,primary,RO:urban,True,False,26.307000000000002,"LINESTRING (21.9061229 45.6865371, 21.906148 45.6864931, 21.9061927 45.6864576, 21.9062518 45.6864345, 21.9063186 45.6864265, 21.9063853 45.6864345)",,roundabout,,
92314952,2,DN68A,Strada Victor Vlad Delamarina,primary,RO:urban,True,False,43.629,"LINESTRING (21.9063853 45.6864345, 21.9065743 45.68647, 21.9066737 45.6864778, 21.9067608 45.6864755, 21.9068483 45.6864646, 21.9069308 45.6864504, 21.9069356 45.6864497)",,,,
953071881,2,DN68A,Piața Victoriei,primary,RO:urban,True,False,37.33200000000001,"LINESTRING (21.9063853 45.6864345, 21.9064451 45.686458, 21.9064901 45.6864943, 21.9065148 45.686539, 21.9065163 45.686587, 21.9064946 45.6866325, 21.9064522 45.6866702, 21.906394 45.6866956)",,roundabout,,
4589953,2,DN68A,Strada Victor Vlad Delamarina,primary,RO:urban,False,False,207.669,"LINESTRING (21.9103866 45.6871477, 21.9106208 45.6871824, 21.9107316 45.6872172, 21.9108845 45.6872733, 21.911084 45.6873776, 21.9114313 45.6875669, 21.9117221 45.6878179, 21.9119766 45.6880673, 21.9120937 45.688246, 21.9121 45.6882556, 21.9121335 45.6884308)",,,,
4589953,2,DN68A,Strada Victor Vlad Delamarina,primary,RO:urban,False,True,133.536,"LINESTRING (21.9103866 45.6871477, 21.9102815 45.6871423, 21.9102311 45.6871411, 21.9100595 45.6871352, 21.9098352 45.6871228, 21.9096028 45.6870944, 21.9093763 45.6870612, 21.9091391 45.6870018, 21.9087421 45.6868581)",,,,
23966653,2,,Strada Ștefan cel Mare,residential,RO:urban,False,False,77.028,"LINESTRING (21.9103866 45.6871477, 21.9106751 45.6869462, 21.9111014 45.6866677)",,,,
4589953,2,DN68A,Strada Victor Vlad Delamarina,primary,RO:urban,False,False,117.45299999999999,"LINESTRING (21.9073333 45.6864802, 21.9074104 45.6864958, 21.9075042 45.6865131, 21.9077655 45.6865662, 21.9080081 45.6866305, 21.9084636 45.6867677, 21.9087421 45.6868581)",,,,
23966491,2,DN68A,Strada Victor Vlad Delamarina,primary,RO:urban,True,False,21.328000000000003,"LINESTRING (21.9073333 45.6864802, 21.9072379 45.6864853, 21.9071386 45.6864963, 21.9070639 45.6865128)",,,,
23966668,2,DN6,Strada 20 Decembrie 1989,primary,RO:urban,False,False,25.087,"LINESTRING (21.9058181 45.6870033, 21.9056757 45.6872058)",,,,
226352466,2,DN6,Strada 20 Decembrie 1989,primary,RO:urban,True,False,57.092,"LINESTRING (21.9058181 45.6870033, 21.9058873 45.6868673, 21.9059728 45.6867366, 21.906026 45.6866696, 21.9061229 45.6865371)",,,,
23966495,2,DN6,Strada Mitropolit Andrei Șaguna,primary,RO:urban,True,False,38.659,"LINESTRING (21.9059465 45.6862743, 21.9060691 45.6863326, 21.9061008 45.6863477, 21.90624 45.6863972, 21.9063853 45.6864345)",,,,
953946214,2,DN6,Strada Mitropolit Andrei Șaguna,primary,RO:urban,False,True,50.637,"LINESTRING (21.9059465 45.6862743, 21.9058032 45.6861938, 21.9057775 45.6861793, 21.9056875 45.6861209, 21.9056407 45.6860807, 21.9055765 45.6860255, 21.9055175 45.6859398)",,,,
953946893,2,DN6,Strada Nicolae Bălcescu,primary,RO:urban,False,True,7.736,"LINESTRING (21.903506 45.6835292, 21.9034489 45.6834722)",,,,
"[23966640, 54516311, 953747663]",2,DN6,"['Podul de Fier', 'Strada Unirii']",primary,RO:urban,False,False,92.224,"LINESTRING (21.903506 45.6835292, 21.9036053 45.6835861, 21.9036245 45.6835963, 21.9043583 45.683987, 21.9043895 45.684004, 21.9044454 45.6840362)",,,yes,
953946891,,,Strada Coriolan Brediceanu,residential,RO:urban,True,False,49.475,"LINESTRING (21.903506 45.6835292, 21.9034428 45.6835936, 21.9032891 45.6837564, 21.9031397 45.6838929)",,,,
204644611,2,DN6,Strada Mitropolit Andrei Șaguna,primary,RO:urban,False,True,70.158,"LINESTRING (21.9055175 45.6859398, 21.9055144 45.6858652, 21.9055317 45.6858105, 21.9055562 45.6857584, 21.9058417 45.6854388, 21.9058938 45.6853805)",,,,
953946214,2,DN6,Strada Mitropolit Andrei Șaguna,primary,RO:urban,False,False,50.637,"LINESTRING (21.9055175 45.6859398, 21.9055765 45.6860255, 21.9056407 45.6860807, 21.9056875 45.6861209, 21.9057775 45.6861793, 21.9058032 45.6861938, 21.9059465 45.6862743)",,,,
23966655,,,Strada Filaret Barbu,residential,RO:urban,True,False,69.74499999999999,"LINESTRING (21.9067425 45.6847814, 21.9069202 45.6848109, 21.9071842 45.6848972, 21.9074833 45.6850121, 21.9075555 45.6850398)",,,,
168991328,,,Strada Someșului,residential,RO:urban,False,True,63.202000000000005,"LINESTRING (21.9067425 45.6847814, 21.9064757 45.6849815, 21.9064032 45.6850295, 21.9063114 45.6850902, 21.9062497 45.6851314, 21.9062014 45.6851521, 21.9061478 45.6851483)",8,,,
23966657,2,,Strada Ion Creangă,residential,RO:urban,False,True,124.279,"LINESTRING (21.908517 45.6855282, 21.908096 45.6857981, 21.907332 45.6862791)",,,,
"[240083048, 211450211]",,,Strada Filaret Barbu,residential,RO:urban,False,"[False, True]",44.51,"LINESTRING (21.908517 45.6855282, 21.9088197 45.6856409, 21.9089491 45.6856893, 21.9090233 45.6857156)",,,,
211450211,,,Strada Filaret Barbu,residential,RO:urban,False,True,92.471,"LINESTRING (21.908517 45.6855282, 21.9077483 45.6851597, 21.9075555 45.6850398)",,,,
23966657,2,,Strada Ion Creangă,residential,RO:urban,False,False,124.279,"LINESTRING (21.907332 45.6862791, 21.908096 45.6857981, 21.908517 45.6855282)",,,,
953071878,1,,Strada Ion Creangă,residential,RO:urban,True,False,22.224999999999998,"LINESTRING (21.907332 45.6862791, 21.907321 45.6863256, 21.9072846 45.6863635, 21.907244 45.6864126, 21.9071941 45.686449)",,,,
"[23966690, 953948738, 23966686]",4,DN6,Strada Coloman Wallisch,primary,RO:urban,False,"[False, True]",143.30900000000003,"LINESTRING (21.9008342 45.6888189, 21.901004 45.688864, 21.9010438 45.6888772, 21.9023913 45.6892859, 21.9024117 45.6892917, 21.9025304 45.6893255)",,,yes,
23966900,2,,Strada Coriolan Brediceanu,residential,RO:urban,False,True,121.93799999999999,"LINESTRING (21.9008342 45.6888189, 21.9008482 45.6887287, 21.9010339 45.6880784, 21.901089 45.6877378)",,,,
"[255465252, 717524637]",2,DN6,"['Strada Cuza Vodă', 'Strada Bucegi']",primary,RO:urban,False,False,262.856,"LINESTRING (21.9022433 45.682385, 21.9019525 45.6827824, 21.9019374 45.682803, 21.9019021 45.6828513, 21.9018566 45.6829053, 21.9018259 45.6829416, 21.9013473 45.6835091, 21.9012471 45.6836279, 21.9012348 45.6836425, 21.9011768 45.683712, 21.9006522 45.6843398, 21.9005593 45.6844341)",,,,
202767939,,,Strada Horia,residential,RO:urban,False,False,167.214,"LINESTRING (21.9124279 45.6892592, 21.9123884 45.6893086, 21.9114323 45.6905121, 21.9113831 45.690574)",3,,,destination
"[1204496729, 4589953]","['2', '4']",DN68A,Strada Victor Vlad Delamarina,primary,RO:urban,False,True,96.33,"LINESTRING (21.9124279 45.6892592, 21.9123321 45.689132, 21.9122586 45.6890131, 21.9121499 45.6887456, 21.9121335 45.6884308)",,,,
30278818,2,,Strada 13 Decembrie,residential,RO:urban,False,False,76.36599999999999,"LINESTRING (21.9068726 45.6883712, 21.9069532 45.6883908, 21.9074061 45.6885088, 21.9077889 45.6886197)",,,,
197129196,,,Strada Valentin Rosada,residential,RO:urban,False,True,67.81700000000001,"LINESTRING (21.9068726 45.6883712, 21.9068712 45.6884107, 21.9068697 45.688653, 21.9068507 45.6889808)",,,,
30278818,2,,Strada 13 Decembrie,residential,RO:urban,False,False,218.14000000000001,"LINESTRING (21.9094047 45.6891884, 21.911265 45.6904428, 21.9113566 45.6905326, 21.9113831 45.690574)",,,,
30278818,2,,Strada 13 Decembrie,residential,RO:urban,False,True,141.087,"LINESTRING (21.9094047 45.6891884, 21.9090828 45.6890234, 21.9077889 45.6886197)",,,,
202767918,,,Strada Olari,living_street,RO:urban,False,True,102.363,"LINESTRING (21.9094047 45.6891884, 21.9093765 45.6892251, 21.9089927 45.6897232, 21.9088035 45.6900072)",,,,
4589953,2,DN68A,Strada Victor Vlad Delamarina,primary,RO:urban,False,False,133.536,"LINESTRING (21.9087421 45.6868581, 21.9091391 45.6870018, 21.9093763 45.6870612, 21.9096028 45.6870944, 21.9098352 45.6871228, 21.9100595 45.6871352, 21.9102311 45.6871411, 21.9102815 45.6871423, 21.9103866 45.6871477)",,,,
4589953,2,DN68A,Strada Victor Vlad Delamarina,primary,RO:urban,False,True,117.453,"LINESTRING (21.9087421 45.6868581, 21.9084636 45.6867677, 21.9080081 45.6866305, 21.9077655 45.6865662, 21.9075042 45.6865131, 21.9074104 45.6864958, 21.9073333 45.6864802)",,,,
26435568,,,Strada Narciselor,residential,RO:urban,False,False,209.429,"LINESTRING (21.9087421 45.6868581, 21.9087066 45.6869212, 21.9082658 45.6877737, 21.9077889 45.6886197)",,,,
26435568,,,Strada Narciselor,residential,RO:urban,False,True,209.42899999999997,"LINESTRING (21.9077889 45.6886197, 21.9082658 45.6877737, 21.9087066 45.6869212, 21.9087421 45.6868581)",,,,
