osmid,oneway,highway,maxspeed,reversed,length,geometry,lanes,ref,name,junction
216635079,True,secondary,30,False,32.237,"LINESTRING (23.372905 44.6786795, 23.3730037 44.6786664, 23.3731593 44.6786531, 23.3732264 44.6786492, 23.3732544 44.6786479, 23.3733095 44.6786454)",,,,
724214034,False,secondary,50,False,75.992,"LINESTRING (23.372905 44.6786795, 23.3728526 44.6786842, 23.3725041 44.6787151, 23.3719513 44.6787642)",2,DJ673,Strada Preot Iancu Pompilian,
216635081,True,secondary,30,False,43.708,"LINESTRING (23.3739506 44.6785306, 23.3738427 44.678598, 23.3737387 44.6786607, 23.3736099 44.678737, 23.3735768 44.6787561, 23.3735282 44.6787841)",,,Strada Muncii,
248523178,False,secondary,50,True,363.93199999999996,"LINESTRING (23.3739506 44.6785306, 23.3739883 44.6785201, 23.3743528 44.6784335, 23.374559 44.6783753, 23.3747626 44.6783103, 23.3749645 44.678237, 23.3751235 44.6781696, 23.3752614 44.6781046, 23.3755233 44.6779656, 23.3758308 44.6777836, 23.3760601 44.6776378, 23.3762793 44.6774851, 23.3764558 44.6773507, 23.3766058 44.6772207, 23.3767058 44.677119, 23.3767986 44.6770165, 23.3768971 44.6768959, 23.3770017 44.6767405, 23.37719 44.6764439, 23.3772217 44.6763938)",2,DJ674;DJ673,Strada Sfântul Ilie,
216635088,True,secondary,30,False,25.250000000000004,"LINESTRING (23.3733728 44.6790229, 23.3733517 44.6789554, 23.373329 44.6788976, 23.3733031 44.6788543, 23.3732926 44.6788404, 23.3732692 44.6788095)",,,Strada Muncii,
248492188,False,secondary,50,True,104.632,"LINESTRING (23.3733728 44.6790229, 23.3733654 44.6790455, 23.3732359 44.6794396, 23.3731811 44.6796481, 23.3730933 44.6799425)",2,DJ674,Strada Muncii,
248523178,False,secondary,50,False,363.9320000000001,"LINESTRING (23.3772217 44.6763938, 23.37719 44.6764439, 23.3770017 44.6767405, 23.3768971 44.6768959, 23.3767986 44.6770165, 23.3767058 44.677119, 23.3766058 44.6772207, 23.3764558 44.6773507, 23.3762793 44.6774851, 23.3760601 44.6776378, 23.3758308 44.6777836, 23.3755233 44.6779656, 23.3752614 44.6781046, 23.3751235 44.6781696, 23.3749645 44.678237, 23.3747626 44.6783103, 23.374559 44.6783753, 23.3743528 44.6784335, 23.3739883 44.6785201, 23.3739506 44.6785306)",2,DJ674;DJ673,Strada Sfântul Ilie,
216632794,False,residential,RO:urban,True,294.081,"LINESTRING (23.3732324 44.6785012, 23.3730553 44.6783856, 23.3727228 44.6781709, 23.3725541 44.6780445, 23.3724224 44.6779344, 23.3723672 44.6778795, 23.3723429 44.6778289, 23.3723336 44.67775, 23.3723459 44.677671, 23.3723726 44.6776001, 23.3724117 44.6775457, 23.3725675 44.6774153, 23.3728142 44.6772279, 23.3730601 44.6770453, 23.3732059 44.6769428, 23.3732746 44.6768753, 23.3733329 44.6768072, 23.3733788 44.6767303, 23.3734057 44.6766421, 23.3734141 44.6765494, 23.373412 44.676384)",,,Strada Ionel Dumitru,
216635091,True,residential,50,False,20.658,"LINESTRING (23.3732324 44.6785012, 23.3733031 44.6785369, 23.3733755 44.6785827, 23.3733856 44.6785949, 23.3734151 44.6786302)",,,,
248492241,False,residential,50,True,142.935,"LINESTRING (23.3705695 44.6808837, 23.3706233 44.6808781, 23.3706771 44.6808725, 23.3716787 44.6807828, 23.3720503 44.6807524, 23.3721059 44.6807479, 23.3721506 44.6807357, 23.372302 44.6806305)",,,,
1095686978,False,residential,40,False,52.900000000000006,"LINESTRING (23.3705695 44.6808837, 23.3705157 44.6806653, 23.3704931 44.6805678, 23.3704248 44.6804204)",1,,Strada Sănătății,
1095686978,False,residential,40,True,66.005,"LINESTRING (23.3705695 44.6808837, 23.3705724 44.6808966, 23.3706392 44.6811905, 23.3706639 44.681327, 23.37069 44.681471)",1,,Strada Sănătății,
724214034,False,secondary,50,False,32.88,"LINESTRING (23.3690573 44.6790276, 23.368644 44.6790603)",2,DJ673,Strada Preot Iancu Pompilian,
248492235,False,residential,50,True,126.03899999999999,"LINESTRING (23.3690573 44.6790276, 23.3690843 44.6790664, 23.3691993 44.6792312, 23.3693737 44.6794524, 23.3694313 44.6795163, 23.3694796 44.6795401, 23.3695815 44.6795535, 23.3698069 44.6795287, 23.3699289 44.6795296, 23.3699852 44.679542, 23.3700201 44.6795659, 23.3700429 44.6796134, 23.3700646 44.6796978)",1,,Strada Sănătății,
724214034,False,secondary,50,True,33.726,"LINESTRING (23.3690573 44.6790276, 23.3692867 44.6790095, 23.3694816 44.6789966)",2,DJ673,Strada Preot Iancu Pompilian,
1095636260,False,residential,,True,15.777,"LINESTRING (23.3710274 44.6832437, 23.3710623 44.6833834)",,,,
248492207,False,residential,50,True,74.366,"LINESTRING (23.3710274 44.6832437, 23.3705202 44.6832999, 23.3704431 44.6833079, 23.3700974 44.6833439)",1,,Strada Prometeu,
1095686977,False,residential,50,False,99.018,"LINESTRING (23.3710274 44.6832437, 23.3710089 44.6831508, 23.3709497 44.6828535, 23.3708714 44.6824455, 23.3708559 44.6823616)",1,,Strada Sănătății,
