osmid,highway,maxspeed,oneway,reversed,length,lanes,ref,name,geometry,bridge
39222678,residential,RO:urban,False,True,55.196,,,,"LINESTRING (23.6979196 47.6621886, 23.6978252 47.6616963)",
74306855,primary,RO:urban,False,False,49.066,2,DN18,Strada Săsar,"LINESTRING (23.6979196 47.6621886, 23.6973125 47.6623545)",
74306855,primary,RO:urban,False,True,49.066,2,DN18,Strada Săsar,"LINESTRING (23.6973125 47.6623545, 23.6979196 47.6621886)",
39223141,residential,RO:urban,False,True,58.646,,,,"LINESTRING (23.6973125 47.6623545, 23.6974575 47.6626005, 23.6976861 47.6628134)",
74306855,primary,RO:urban,False,False,132.502,2,DN18,Strada Săsar,"LINESTRING (23.6973125 47.6623545, 23.6971985 47.6623593, 23.6970517 47.6623492, 23.6963429 47.6622869, 23.6955558 47.6622236)",
39212640,residential,RO:urban,False,True,116.22399999999999,,,Strada Olarilor,"LINESTRING (23.6925037 47.6620161, 23.6924107 47.6620668, 23.6922841 47.6621087, 23.6914735 47.662228, 23.6912867 47.6622388, 23.6910129 47.6622318)",
"[39212617, 28994780, 74306855]",primary,RO:urban,False,False,80.054,2,DN18,Strada Săsar,"LINESTRING (23.6925037 47.6620161, 23.6923851 47.6619492, 23.6920341 47.6616948, 23.6917736 47.6614916)",yes
74306855,primary,RO:urban,False,True,37.311,2,DN18,Strada Săsar,"LINESTRING (23.6925037 47.6620161, 23.6927336 47.6620788, 23.6929824 47.6620965)",
28994780,primary,RO:urban,False,False,50.968,2,DN18,Strada Săsar,"LINESTRING (23.6917736 47.6614916, 23.6915479 47.661377, 23.6913731 47.6613047, 23.6911896 47.6612649)",
"[39212617, 28994780, 74306855]",primary,RO:urban,False,True,80.054,2,DN18,Strada Săsar,"LINESTRING (23.6917736 47.6614916, 23.6920341 47.6616948, 23.6923851 47.6619492, 23.6925037 47.6620161)",yes
168101151,residential,RO:urban,False,True,43.413000000000004,,,Aleea Minerilor,"LINESTRING (23.6917736 47.6614916, 23.6918569 47.6614149, 23.6919226 47.6613156, 23.6919428 47.6612125, 23.6919374 47.6611299)",
29186349,secondary,50,False,False,26.326,2,DJ184,Strada Cloșca,"LINESTRING (23.6903961 47.6600223, 23.6904713 47.6599246, 23.6906142 47.6598422)",
29186349,secondary,50,False,True,127.98400000000001,2,DJ184,Strada Cloșca,"LINESTRING (23.6903961 47.6600223, 23.6903299 47.6601643, 23.6903018 47.660296, 23.6903192 47.6603963, 23.690372 47.6604885, 23.6905119 47.6606067, 23.6906471 47.660684, 23.6910306 47.6608633, 23.6911234 47.6609198)",
39221987,residential,RO:urban,False,False,195.189,,,Strada Decebal,"LINESTRING (23.6903961 47.6600223, 23.6906353 47.6601125, 23.6909009 47.6601832, 23.6914841 47.660277, 23.6918213 47.6602973, 23.6921509 47.660293, 23.6929291 47.660274)",
29186349,secondary,50,False,False,88.314,2,DJ184,Strada Cloșca,"LINESTRING (23.6906142 47.6598422, 23.6908183 47.6598056, 23.6910544 47.6598232, 23.6917649 47.6599374)",
29186349,secondary,50,False,True,26.326,2,DJ184,Strada Cloșca,"LINESTRING (23.6906142 47.6598422, 23.6904713 47.6599246, 23.6903961 47.6600223)",
249703587,residential,RO:urban,False,True,32.701,,,Strada Plevnei,"LINESTRING (23.6906142 47.6598422, 23.6904996 47.6597966, 23.6902059 47.659745)",
692971299,primary,RO:urban,False,False,32.001,2,DN18,Strada Săsar,"LINESTRING (23.6911896 47.6612649, 23.6907651 47.661232)",
28994780,primary,RO:urban,False,True,50.968,2,DN18,Strada Săsar,"LINESTRING (23.6911896 47.6612649, 23.6913731 47.6613047, 23.6915479 47.661377, 23.6917736 47.6614916)",
168101153,residential,RO:urban,False,True,58.214,,,Aleea Minerilor,"LINESTRING (23.6911896 47.6612649, 23.6914622 47.6612008, 23.6915374 47.6611831, 23.6917482 47.6611444, 23.6919374 47.6611299)",
39223000,residential,RO:urban,False,True,46.453,,,,"LINESTRING (23.6929824 47.6620965, 23.693036 47.6625127)",
74306855,primary,RO:urban,False,True,19.395,2,DN18,Strada Săsar,"LINESTRING (23.6929824 47.6620965, 23.6932408 47.6621082)",
74306855,primary,RO:urban,False,False,37.311,2,DN18,Strada Săsar,"LINESTRING (23.6929824 47.6620965, 23.6927336 47.6620788, 23.6925037 47.6620161)",
39222999,residential,RO:urban,False,False,43.029,,,Strada Boczor Wolf,"LINESTRING (23.6988209 47.6628698, 23.6982471 47.6628497)",
39222999,residential,RO:urban,False,True,42.206,,,Strada Boczor Wolf,"LINESTRING (23.6976861 47.6628134, 23.6982471 47.6628497)",
39222999,residential,RO:urban,False,False,170.784,,,Strada Boczor Wolf,"LINESTRING (23.6976861 47.6628134, 23.6972156 47.6628539, 23.6966769 47.6628925, 23.6963966 47.6628891, 23.6961298 47.6628531, 23.6954434 47.6627257)",
39223141,residential,RO:urban,False,False,58.646,,,,"LINESTRING (23.6976861 47.6628134, 23.6974575 47.6626005, 23.6973125 47.6623545)",
39223139,residential,RO:urban,False,True,56.462,,,Strada Crișan,"LINESTRING (23.6954434 47.6627257, 23.6955558 47.6622236)",
