osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,access,junction
45675775,2,Strada Furnalistului,residential,50,False,False,461.48199999999997,"LINESTRING (22.9911041 45.735021, 22.9911973 45.7350193, 22.9925362 45.7349928, 22.9934021 45.7349744, 22.9950723 45.7349371, 22.9952907 45.7349334, 22.9961381 45.7349352, 22.9969208 45.7349304, 22.9970482 45.7349307)",,,
321270737,2,Strada Gării,residential,50,False,True,110.635,"LINESTRING (22.9911041 45.735021, 22.9910966 45.7349584, 22.9908944 45.734037)",,,
"[321267729, 1102422654, 1102422655]",2,,trunk,"['30', '50']",False,False,227.969,"LINESTRING (22.9973455 45.7346191, 22.9971547 45.7337905, 22.9971242 45.7336581, 22.9970438 45.7333167, 22.9968741 45.7325955)",DN66,yes,
882043766,2,,trunk,50,True,False,24.044,"LINESTRING (22.9973455 45.7346191, 22.9974636 45.7347873, 22.9974802 45.7348138)",DN66,yes,
251857331,,,living_street,50,False,True,59.764,"LINESTRING (22.9908944 45.734037, 22.991664 45.7340192)",,,
321270737,2,Strada Gării,residential,50,False,False,110.635,"LINESTRING (22.9908944 45.734037, 22.9910966 45.7349584, 22.9911041 45.735021)",,,
251857306,,,living_street,50,False,True,67.267,"LINESTRING (22.9968741 45.7325955, 22.9964572 45.7326357, 22.9960119 45.7326507)",,,
"[321267729, 1102422654, 1102422655]",2,,trunk,"['50', '30']",False,True,227.969,"LINESTRING (22.9968741 45.7325955, 22.9970438 45.7333167, 22.9971242 45.7336581, 22.9971547 45.7337905, 22.9973455 45.7346191)",DN66,yes,
251857331,,,living_street,50,False,False,59.764,"LINESTRING (22.991664 45.7340192, 22.9908944 45.734037)",,,
251857306,,,living_street,50,False,False,67.267,"LINESTRING (22.9960119 45.7326507, 22.9964572 45.7326357, 22.9968741 45.7325955)",,,
882043770,2,Strada Furnalistului,tertiary,50,True,False,19.443,"LINESTRING (22.9978746 45.7349347, 22.9976858 45.7350031, 22.9976522 45.7350152)",DC51A,,
45675775,2,Strada Furnalistului,residential,50,False,True,461.48199999999997,"LINESTRING (22.9970482 45.7349307, 22.9969208 45.7349304, 22.9961381 45.7349352, 22.9952907 45.7349334, 22.9950723 45.7349371, 22.9934021 45.7349744, 22.9925362 45.7349928, 22.9911973 45.7350193, 22.9911041 45.735021)",,,
882043767,1,Strada Furnalistului,residential,30,True,False,15.146,"LINESTRING (22.9970482 45.7349307, 22.9971946 45.7349029, 22.9972365 45.7348949)",,,
882043764,2,,trunk,30,True,False,16.759,"LINESTRING (22.9973367 45.73511, 22.997278 45.735081, 22.9972354 45.7350405, 22.9972131 45.7349927)",,,roundabout
882043768,1,Strada Furnalistului,residential,50,True,False,14.537,"LINESTRING (22.9972131 45.7349927, 22.9970482 45.7349307)",,,
1166207761,2,,trunk,30,True,False,11.168,"LINESTRING (22.9972131 45.7349927, 22.9972135 45.7349424, 22.9972365 45.7348949)",,,roundabout
882043769,1,Strada Furnalistului,tertiary,30,True,False,18.035,"LINESTRING (22.9976453 45.7349084, 22.9978746 45.7349347)",,,
1166207764,2,,trunk,30,True,False,12.064,"LINESTRING (22.9976453 45.7349084, 22.997662 45.7349614, 22.9976522 45.7350152)",,,roundabout
1166207763,2,,trunk,30,True,False,12.05,"LINESTRING (22.9976522 45.7350152, 22.9976168 45.7350635, 22.9975601 45.7351004)",,,roundabout
1166207760,2,,trunk,30,True,False,11.187999999999999,"LINESTRING (22.9972365 45.7348949, 22.9972799 45.7348546, 22.9973391 45.7348261)",,,roundabout
882043765,1,,trunk,30,True,False,23.023,"LINESTRING (22.9973391 45.7348261, 22.9973455 45.7346191)",DN66,,
1166207766,2,,trunk,30,True,False,11.183,"LINESTRING (22.9973391 45.7348261, 22.9974082 45.7348119, 22.9974802 45.7348138)",,,roundabout
1166207765,2,,trunk,30,True,False,17.194000000000003,"LINESTRING (22.9974802 45.7348138, 22.9975477 45.7348312, 22.9976039 45.7348626, 22.9976453 45.7349084)",,,roundabout
882043771,1,,trunk,30,True,False,19.585,"LINESTRING (22.9975601 45.7351004, 22.9975135 45.7352735)",DN66,,
1166207762,2,,trunk,30,True,False,18.09,"LINESTRING (22.9975601 45.7351004, 22.9974889 45.7351219, 22.9974114 45.7351253, 22.9973367 45.73511)",,,roundabout
1010726127,1,,trunk,30,True,False,22.777,"LINESTRING (22.9975135 45.7352735, 22.9973719 45.7351425, 22.9973367 45.73511)",DN66,,
