osmid,bridge,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access
"[345032833, 973278725]",yes,2,DN1,Bulevardul Libertății,trunk,"['70', '30']",False,True,77.485,"LINESTRING (25.5406854 45.4189921, 25.5404135 45.4189383, 25.5400701 45.4188649, 25.5399735 45.4188417, 25.5398867 45.4188184, 25.5398132 45.4187968, 25.5397451 45.4187722)",
180332660,,2,,Strada Valea Albă,tertiary,50,False,False,8.053,"LINESTRING (25.5357382 45.4181583, 25.5358116 45.4181074)",
28778774,,2,,Strada Coștilei,residential,50,True,False,124.194,"LINESTRING (25.5357382 45.4181583, 25.5359854 45.4182692, 25.5365577 45.4185217, 25.5368439 45.4186455, 25.5369073 45.4186859, 25.5369518 45.4187365, 25.5369713 45.4187774, 25.5369737 45.4188152)",
180332660,,2,,Strada Valea Albă,tertiary,50,False,True,28.606,"LINESTRING (25.5357382 45.4181583, 25.5356542 45.4182073, 25.5355895 45.4182361, 25.5355206 45.4182564, 25.5354199 45.4182795)",
180332660,,2,,Strada Valea Albă,tertiary,50,False,False,21.214,"LINESTRING (25.5351548 45.4183216, 25.5354199 45.4182795)",
180332660,,2,,Strada Valea Albă,tertiary,50,False,True,15.383,"LINESTRING (25.5351548 45.4183216, 25.5349645 45.4183576)",
"[35767945, 35767946, 28871655]",yes,2,,Strada Eroul Moldoveanu,residential,"['50', 'RO:urban']",False,False,163.488,"LINESTRING (25.5351548 45.4183216, 25.5351358 45.4182775, 25.5351235 45.4182488, 25.5350763 45.4181359, 25.5350504 45.4180379, 25.53485 45.4175011, 25.5346586 45.4170122, 25.5346155 45.4169013)",
180332660,,2,,Strada Valea Albă,tertiary,50,False,False,15.383,"LINESTRING (25.5349645 45.4183576, 25.5351548 45.4183216)",
180332660,,2,,Strada Valea Albă,tertiary,50,False,True,107.62099999999998,"LINESTRING (25.5349645 45.4183576, 25.5348477 45.4183835, 25.534722 45.4184152, 25.5346002 45.4184551, 25.5344538 45.4185123, 25.5343615 45.4185556, 25.5342858 45.4186025, 25.5342033 45.418665, 25.5341398 45.4187212, 25.5340851 45.4187825, 25.5340457 45.4188411, 25.5340156 45.4188994, 25.5339905 45.4189685)",
217002640,,,,Strada Valea Albă,living_street,,False,True,62.222,"LINESTRING (25.5349645 45.4183576, 25.5349852 45.4184447, 25.5350189 45.4185688, 25.535027 45.4187006, 25.5350189 45.418823, 25.5349921 45.4189115)",permissive
180332660,,2,,Strada Valea Albă,tertiary,50,False,False,107.62100000000001,"LINESTRING (25.5339905 45.4189685, 25.5340156 45.4188994, 25.5340457 45.4188411, 25.5340851 45.4187825, 25.5341398 45.4187212, 25.5342033 45.418665, 25.5342858 45.4186025, 25.5343615 45.4185556, 25.5344538 45.4185123, 25.5346002 45.4184551, 25.534722 45.4184152, 25.5348477 45.4183835, 25.5349645 45.4183576)",
180332660,,2,,Strada Valea Albă,tertiary,50,False,True,20.27,"LINESTRING (25.5339905 45.4189685, 25.533979 45.4190427, 25.5339649 45.4191499)",
28777429,,2,,Strada Paltinului,residential,50,False,False,63.24900000000001,"LINESTRING (25.5339345 45.4139832, 25.5337682 45.4139947, 25.5332814 45.414035, 25.5331302 45.4140515)",
28777429,,2,,Strada Paltinului,residential,50,False,True,93.769,"LINESTRING (25.5339345 45.4139832, 25.5340638 45.4139733, 25.5341627 45.41396, 25.5342557 45.4139388, 25.5343539 45.4139119, 25.534837 45.4137667, 25.5349273 45.4137393, 25.5349555 45.4137309, 25.535059 45.4136994)",
28777445,,,,,residential,RO:urban,False,False,26.044999999999998,"LINESTRING (25.5339345 45.4139832, 25.533933 45.4140727, 25.5339297 45.4142174)",
28777429,,2,,Strada Paltinului,residential,50,False,True,63.24900000000001,"LINESTRING (25.5331302 45.4140515, 25.5332814 45.414035, 25.5337682 45.4139947, 25.5339345 45.4139832)",
28777440,,2,,Strada Paltinului,residential,50,False,False,162.364,"LINESTRING (25.5331302 45.4140515, 25.5329031 45.4140069, 25.5325386 45.4139416, 25.5319322 45.4138656, 25.5317257 45.4138599, 25.5315273 45.4138688, 25.5313557 45.4138914, 25.5311924 45.413946, 25.5311196 45.4139845)",
