osmid,highway,oneway,reversed,length,lanes,name,maxspeed,geometry,junction,access
1083865180,residential,False,False,5.418,,,,"LINESTRING (25.4597146 44.9307656, 25.4596673 44.9307302)",,
"[1062733392, 668999603, 668999619, 1062733391]",primary,True,False,94.88399999999999,2,Calea Domnească,50,"LINESTRING (25.4597146 44.9307656, 25.459456 44.9309052, 25.4591918 44.9310369, 25.4590258 44.9311051, 25.4587505 44.9312065, 25.4587016 44.9312239)",,
229961950,tertiary,False,True,5.861,2,Strada Profesor Nicolae Radian,RO:urban,"LINESTRING (25.4681407 44.9264592, 25.4680897 44.9264208)",,
"[1062733400, 1062733402, 669199362, 1072419227]",primary,True,False,130.425,2,Calea Domnească,50,"LINESTRING (25.4681407 44.9264592, 25.468048 44.9265194, 25.4679116 44.9266037, 25.4678936 44.9266147, 25.467677 44.9267464, 25.4672731 44.926983, 25.4669876 44.9271466, 25.4668718 44.927213)",,
"[1062713656, 1062713654, 1062713655]",secondary,False,False,95.065,2,Strada Colonel Dumitru Băltărețu,50,"LINESTRING (25.4571314 44.9233464, 25.4571408 44.9233726, 25.4571543 44.9234184, 25.4571657 44.9234616, 25.4572208 44.9236873, 25.4573082 44.9241468, 25.457312 44.9241912)",,
38486460,secondary,True,False,27.684,2,Strada Colonel Dumitru Băltărețu,30,"LINESTRING (25.457312 44.9241912, 25.4573946 44.9243771, 25.4574175 44.9244287)",,
"[1062713656, 1062713654, 1062713655]",secondary,False,True,95.065,2,Strada Colonel Dumitru Băltărețu,50,"LINESTRING (25.457312 44.9241912, 25.4573082 44.9241468, 25.4572208 44.9236873, 25.4571657 44.9234616, 25.4571543 44.9234184, 25.4571408 44.9233726, 25.4571314 44.9233464)",,
23927415,tertiary,True,False,17.272,1,Strada Cetății,30,"LINESTRING (25.4571109 44.9244903, 25.4569369 44.9243957)",,
1072407678,secondary,True,False,11.912000000000003,2,,30,"LINESTRING (25.4571109 44.9244903, 25.4571135 44.9244834, 25.4571166 44.9244766, 25.4571202 44.9244699, 25.4571243 44.9244634, 25.4571289 44.9244571, 25.457134 44.9244509, 25.4571396 44.924445, 25.4571457 44.9244393, 25.4571522 44.9244338, 25.4571591 44.9244286, 25.4571664 44.9244237, 25.457174 44.924419, 25.4571821 44.9244147, 25.4571904 44.9244107, 25.4571991 44.924407)",roundabout,
669208790,tertiary,True,False,7.977,1,Bulevardul Libertății,30,"LINESTRING (25.4570156 44.9257159, 25.4571165 44.9257224)",,
1072398214,tertiary,False,True,7.188,4,Strada Grigore Alexandrescu,50,"LINESTRING (25.4570156 44.9257159, 25.4570095 44.9257804)",,
"[1072407677, 1072407679]",tertiary,True,False,125.65900000000002,2,Strada Grigore Alexandrescu,"['50', '30']","LINESTRING (25.4570156 44.9257159, 25.4570273 44.92561, 25.4570567 44.9253446, 25.457104 44.9250795, 25.457129 44.924848, 25.4571358 44.9245898)",,
1074346737,tertiary,False,True,4.293,1,Strada Stelea,RO:urban,"LINESTRING (25.4615163 44.9276301, 25.4615615 44.9276085)",,
41386375,tertiary,False,True,97.488,3,Strada Stelea,50,"LINESTRING (25.4615163 44.9276301, 25.4614454 44.9277019, 25.4613609 44.9277893, 25.4608259 44.9283579)",,
"[1072398211, 1072398212]",tertiary,True,False,162.98,2,Bulevardul Libertății,50,"LINESTRING (25.4615163 44.9276301, 25.4614913 44.9276022, 25.4612987 44.9273359, 25.4612087 44.9272553, 25.4611368 44.9272064, 25.4609651 44.9271119, 25.4601691 44.9267231, 25.4600314 44.9266506)",,
23491977,residential,True,False,4.57,1,,RO:urban,"LINESTRING (25.4630077 44.9282717, 25.4630367 44.9282361)",,
669208788,tertiary,True,False,137.666,1,Bulevardul Libertății,50,"LINESTRING (25.4630077 44.9282717, 25.4625278 44.9280731, 25.4616222 44.9276984, 25.4615708 44.9276718, 25.4615163 44.9276301)",,
668692122,secondary,False,False,72.65199999999999,4,Bulevardul Mircea cel Bătrân,50,"LINESTRING (25.4641524 44.9268811, 25.4643408 44.926996, 25.4644983 44.9271047, 25.4646252 44.9271966, 25.4647176 44.9272684, 25.4648028 44.927343)",,
"[1042434936, 1042434938, 1066850756]",secondary,False,"[False, True]",78.847,4,Bulevardul Mircea cel Bătrân,50,"LINESTRING (25.4641524 44.9268811, 25.4640959 44.9268481, 25.4637901 44.9266945, 25.4633561 44.9265031, 25.4633204 44.9264874)",,
668692126,secondary,False,True,21.608,4,Bulevardul Independenței,50,"LINESTRING (25.464476 44.9248766, 25.4646161 44.9247095)",,
668692134,secondary,False,False,17.596,3,Bulevardul Independenței,50,"LINESTRING (25.464476 44.9248766, 25.4643578 44.9250109)",,
38484782,tertiary,False,False,20.884,4,Strada Locotenent Stancu Ion,50,"LINESTRING (25.464476 44.9248766, 25.4643975 44.9248432, 25.4643363 44.9248172, 25.4642486 44.9247799)",,
668692118,tertiary,False,False,22.104999999999997,2,Strada Profesor Nicolae Radian,RO:urban,"LINESTRING (25.464476 44.9248766, 25.4645966 44.924926, 25.4646523 44.9249488, 25.464719 44.9249762)",,
668692126,secondary,False,False,21.608,4,Bulevardul Independenței,50,"LINESTRING (25.4646161 44.9247095, 25.464476 44.9248766)",,
668692124,secondary_link,True,False,30.817999999999998,1,,,"LINESTRING (25.4646161 44.9247095, 25.4646494 44.9248254, 25.4646577 44.9248541, 25.464719 44.9249762)",,
883756400,secondary,False,True,132.622,4,Bulevardul Independenței,50,"LINESTRING (25.4646161 44.9247095, 25.4649725 44.9242952, 25.4654861 44.9236882)",,
229961950,tertiary,False,False,24.205,2,Strada Profesor Nicolae Radian,RO:urban,"LINESTRING (25.4678579 44.9262778, 25.4680897 44.9264208)",,
342847579,tertiary_link,True,False,30.641000000000002,1,Strada Profesor Nicolae Radian,RO:urban,"LINESTRING (25.4678579 44.9262778, 25.467947 44.9262981, 25.4680067 44.9263088, 25.4680769 44.9263178, 25.4681529 44.9263237, 25.4682391 44.9263223)",,
883756402,tertiary,False,True,14.645,2,Strada Profesor Nicolae Radian,RO:urban,"LINESTRING (25.4678579 44.9262778, 25.4678015 44.9262521, 25.4677014 44.9262066)",,
668999635,residential,False,False,4.6419999999999995,1,Strada Locotenent Popescu Pârvan,50,"LINESTRING (25.4587016 44.9312239, 25.4586852 44.9312082, 25.4586666 44.9311903)",,
41387065,residential,False,False,91.886,2,Strada Ion Alexandru Brătescu-Voinești,RO:urban,"LINESTRING (25.4654651 44.9280745, 25.4654841 44.9281106, 25.4655059 44.928153, 25.4658395 44.9288026, 25.4658519 44.9288268, 25.4658643 44.928851)",,
669215671,primary,True,False,7.307,2,,30,"LINESTRING (25.4654651 44.9280745, 25.4654189 44.9280773, 25.4653732 44.9280714)",roundabout,
295343362,secondary,True,False,24.671,2,Bulevardul Mircea cel Bătrân,30,"LINESTRING (25.4652723 44.9278956, 25.4651606 44.9276883)",,
669215674,primary,True,False,13.714000000000002,2,,30,"LINESTRING (25.4652723 44.9278956, 25.4653019 44.9278651, 25.4653451 44.9278421, 25.4654108 44.92783)",roundabout,
669215672,primary,True,False,14.645,2,,30,"LINESTRING (25.465519 44.9278479, 25.4655583 44.9278692, 25.4655849 44.9278996, 25.4655987 44.9279284, 25.4656021 44.9279588)",roundabout,
"[1083865153, 1121038274, 1083865158]",primary,True,False,127.275,"['2', '3']",Calea Domnească,50,"LINESTRING (25.465519 44.9278479, 25.4657718 44.9277346, 25.4666322 44.9272768, 25.4668187 44.9271685)",,
27761795,living_street,True,False,38.742,1,,RO:urban,"LINESTRING (25.4589277 44.9272161, 25.4589944 44.9268709)",,
295330326,living_street,False,False,96.354,1,,,"LINESTRING (25.4589277 44.9272161, 25.4587255 44.9271285, 25.4587749 44.9268359, 25.4590636 44.9264874)",,
27761792,residential,True,False,5.552,2,Strada Alexandru Ioan Cuza,RO:urban,"LINESTRING (25.460013 44.9305881, 25.4599913 44.9305684, 25.4599695 44.9305488)",,
1062733394,primary,True,False,30.682000000000002,2,Calea Domnească,50,"LINESTRING (25.460013 44.9305881, 25.4598808 44.9306656, 25.4597146 44.9307656)",,
295330326,living_street,False,True,96.35400000000001,1,,,"LINESTRING (25.4590636 44.9264874, 25.4587749 44.9268359, 25.4587255 44.9271285, 25.4589277 44.9272161)",,
1072407668,residential,False,False,30.671,2,,40,"LINESTRING (25.4590636 44.9264874, 25.459217 44.9263124, 25.4592666 44.926252)",,
27761795,living_street,True,False,3.965,1,,RO:urban,"LINESTRING (25.4602197 44.9278418, 25.4601783 44.9278215)",,
41338513,living_street,True,False,22.111,1,,RO:urban,"LINESTRING (25.4602197 44.9278418, 25.4601147 44.9279582, 25.4600998 44.9279747, 25.4600697 44.9280099)",,
31765574,living_street,False,True,11.042,2,Strada Revoluției,RO:urban,"LINESTRING (25.4575825 44.9269889, 25.457699 44.9270442)",,
31765574,living_street,False,False,57.16,2,Strada Revoluției,RO:urban,"LINESTRING (25.4575825 44.9269889, 25.457209 44.9268116, 25.4569791 44.926703)",,
996952662,living_street,False,True,56.556,,,RO:urban,"LINESTRING (25.4575825 44.9269889, 25.4578567 44.9267583, 25.4578809 44.9267279, 25.457897 44.9266938, 25.457905 44.9266596, 25.4579214 44.9265586)",,
1072407683,living_street,False,True,1.922,2,Strada Revoluției,RO:urban,"LINESTRING (25.4569588 44.9266934, 25.4569791 44.926703)",,
1072407685,tertiary,True,False,11.754,2,Strada Grigore Alexandrescu,50,"LINESTRING (25.4569588 44.9266934, 25.4569576 44.9265877)",,
1072407686,tertiary,False,True,7.006,2,Strada Grigore Alexandrescu,50,"LINESTRING (25.4569588 44.9266934, 25.4569604 44.9267564)",,
296179509,residential,False,False,93.10100000000001,2,Strada Locotenent Pârvan Popescu,50,"LINESTRING (25.4573288 44.9308534, 25.4574811 44.930883, 25.4579716 44.9309771, 25.4582349 44.9310327, 25.4583538 44.9310591, 25.4584109 44.9310736, 25.4584636 44.931088)",,
324087369,residential,False,True,53.005,2,,30,"LINESTRING (25.4664738 44.9225385, 25.4670471 44.9227884)",,
1065442763,secondary,False,False,149.636,4,Bulevardul Independenței,50,"LINESTRING (25.4664738 44.9225385, 25.4655478 44.9236147, 25.4654861 44.9236882)",,
883756400,secondary,False,False,132.622,4,Bulevardul Independenței,50,"LINESTRING (25.4654861 44.9236882, 25.4649725 44.9242952, 25.4646161 44.9247095)",,
1065442763,secondary,False,True,149.636,4,Bulevardul Independenței,50,"LINESTRING (25.4654861 44.9236882, 25.4655478 44.9236147, 25.4664738 44.9225385)",,
1158243739,residential,False,False,53.92100000000001,2,Strada Boerescu Zaharia,RO:urban,"LINESTRING (25.4654861 44.9236882, 25.4655736 44.9237254, 25.4660732 44.9239379)",,
38485081,residential,False,False,41.215,2,,RO:urban,"LINESTRING (25.4655791 44.9248968, 25.4653624 44.9251423, 25.4653016 44.9252111)",,
41673702,residential,False,True,130.049,2,,RO:urban,"LINESTRING (25.4655791 44.9248968, 25.4654275 44.9248337, 25.4654007 44.9248163, 25.4653792 44.9247894, 25.4653802 44.9247519, 25.4653897 44.9247328, 25.4660457 44.9239699, 25.4660732 44.9239379)",,
38485089,residential,False,False,80.167,2,Strada Boerescu Zaharia,RO:urban,"LINESTRING (25.4670044 44.9243359, 25.4671691 44.9243825, 25.4673384 44.9244227, 25.4677523 44.9245141, 25.4678059 44.924527, 25.4679679 44.9245682)",,
38485089,residential,False,True,85.636,2,Strada Boerescu Zaharia,RO:urban,"LINESTRING (25.4670044 44.9243359, 25.4663968 44.9240762, 25.4660732 44.9239379)",,
669009245,residential,True,False,171.19500000000002,1,,RO:urban,"LINESTRING (25.4670044 44.9243359, 25.4663755 44.9250749, 25.4663104 44.9251449, 25.4662718 44.9251592, 25.4662284 44.9251612, 25.4661861 44.9251528, 25.4657313 44.924962, 25.4656168 44.9249129, 25.4655791 44.9248968)",,
23491981,secondary,True,False,23.376,2,Bulevardul Mircea cel Bătrân,30,"LINESTRING (25.4574701 44.9245141, 25.457725 44.9246219)",,
1072407678,secondary,True,False,16.699,2,,30,"LINESTRING (25.4574701 44.9245141, 25.4574702 44.9245216, 25.4574697 44.9245291, 25.4574686 44.9245366, 25.4574669 44.924544, 25.4574646 44.9245513, 25.4574616 44.9245585, 25.4574581 44.9245656, 25.457454 44.9245725, 25.4574494 44.9245793, 25.4574442 44.9245858, 25.4574384 44.9245922, 25.4574322 44.9245982, 25.4574255 44.924604, 25.4574183 44.9246096, 25.4574106 44.9246148, 25.4574026 44.9246197, 25.4573941 44.9246242, 25.4573853 44.9246284, 25.4573762 44.9246322, 25.4573668 44.9246356)",roundabout,
1072407678,secondary,True,False,10.598999999999998,2,,30,"LINESTRING (25.4574175 44.9244287, 25.4574246 44.924434, 25.4574312 44.9244396, 25.4574374 44.9244455, 25.4574431 44.9244517, 25.4574483 44.924458, 25.4574529 44.9244646, 25.4574571 44.9244713, 25.4574607 44.9244782, 25.4574637 44.9244852, 25.4574662 44.9244923, 25.4574681 44.9244995, 25.4574694 44.9245068, 25.4574701 44.9245141)",roundabout,
668692122,secondary,False,True,72.65200000000002,4,Bulevardul Mircea cel Bătrân,50,"LINESTRING (25.4648028 44.927343, 25.4647176 44.9272684, 25.4646252 44.9271966, 25.4644983 44.9271047, 25.4643408 44.926996, 25.4641524 44.9268811)",,
1026078005,tertiary,False,False,45.787,2,Strada Nicolae Filipescu,RO:urban,"LINESTRING (25.4648028 44.927343, 25.4649426 44.9272639, 25.4652571 44.9270859)",,
1065446401,secondary,False,False,47.64,4,Bulevardul Mircea cel Bătrân,50,"LINESTRING (25.4648028 44.927343, 25.464974 44.9274979, 25.4651606 44.9276883)",,
883756401,tertiary,False,True,129.563,2,Strada Profesor Nicolae Radian,RO:urban,"LINESTRING (25.466746 44.9257695, 25.4653016 44.9252111)",,
1133094431,tertiary,False,False,89.554,2,Strada Profesor Nicolae Radian,RO:urban,"LINESTRING (25.466746 44.9257695, 25.4677014 44.9262066)",,
38484387,tertiary,True,False,188.33100000000002,2,Strada Nicolae Filipescu,RO:urban,"LINESTRING (25.466746 44.9257695, 25.4662228 44.9263038, 25.4660276 44.9264955, 25.4658446 44.9266642, 25.4656497 44.926834, 25.4655484 44.9269086, 25.465445 44.9269775, 25.4653393 44.9270414, 25.465303 44.927062, 25.4652571 44.9270859)",,
38485091,tertiary,False,True,165.158,2,Strada Nicolae Filipescu,50,"LINESTRING (25.466746 44.9257695, 25.4668074 44.9257071, 25.4669802 44.9255315, 25.4674918 44.9249897, 25.467739 44.9247284, 25.4677989 44.9246731, 25.4678782 44.9246188, 25.4679679 44.9245682)",,
295343367,tertiary,True,False,20.680999999999997,1,Strada Cetății,30,"LINESTRING (25.4569369 44.9243957, 25.4571394 44.9244044, 25.4571991 44.924407)",,
38484782,tertiary,False,True,20.884,4,Strada Locotenent Stancu Ion,50,"LINESTRING (25.4642486 44.9247799, 25.4643363 44.9248172, 25.4643975 44.9248432, 25.464476 44.9248766)",,
668692127,secondary_link,True,False,30.013,1,,,"LINESTRING (25.4642486 44.9247799, 25.4643733 44.9247628, 25.4646161 44.9247095)",,
41333715,secondary_link,True,False,37.698,2,,50,"LINESTRING (25.457596 44.9232644, 25.4571776 44.9233382, 25.4571314 44.9233464)",,
883782232,secondary,False,False,144.415,2,Bulevardul Regele Carol I,50,"LINESTRING (25.457596 44.9232644, 25.4577911 44.9237916, 25.4580398 44.9244596, 25.4580643 44.9245201)",,
"[350837729, 1062713653]",secondary,True,False,28.69,2,Bulevardul Regele Carol I,30,"LINESTRING (25.4580643 44.9245201, 25.4580838 44.924568, 25.4581639 44.9247057, 25.4581957 44.9247605)",,
883782232,secondary,False,True,144.41500000000002,2,Bulevardul Regele Carol I,50,"LINESTRING (25.4580643 44.9245201, 25.4580398 44.9244596, 25.4577911 44.9237916, 25.457596 44.9232644)",,
38485045,residential,True,False,72.73599999999999,1,,RO:urban,"LINESTRING (25.4652571 44.9270859, 25.4651833 44.9270763, 25.4651232 44.9270509, 25.4648314 44.9268382, 25.4647136 44.9267523, 25.4646906 44.9267236, 25.4646889 44.9267063, 25.4646942 44.9266765, 25.4647188 44.9266245)",,
1026078005,tertiary,False,True,45.787,2,Strada Nicolae Filipescu,RO:urban,"LINESTRING (25.4652571 44.9270859, 25.4649426 44.9272639, 25.4648028 44.927343)",,
41333716,residential,False,True,192.613,2,Strada Nicolae Iorga,RO:urban,"LINESTRING (25.4647188 44.9266245, 25.4647369 44.9265982, 25.4650867 44.9262103, 25.4651499 44.9261259, 25.465157 44.9260775, 25.4650953 44.926034, 25.4648636 44.9259186, 25.4648114 44.9258903, 25.4647802 44.925862, 25.4647842 44.9258219, 25.4648023 44.9257794, 25.4650237 44.9255267, 25.4652485 44.9252714, 25.4653016 44.9252111)",,
495761135,residential,True,False,67.213,1,,RO:urban,"LINESTRING (25.4647188 44.9266245, 25.4647468 44.9266629, 25.4647836 44.926695, 25.4649031 44.9267823, 25.4651833 44.9269901, 25.4652223 44.9270201, 25.4652571 44.9270859)",,
23491987,tertiary,False,True,52.783,2,Strada Profesor Nicolae Radian,RO:urban,"LINESTRING (25.4653016 44.9252111, 25.464719 44.9249762)",,
883756401,tertiary,False,False,129.563,2,Strada Profesor Nicolae Radian,RO:urban,"LINESTRING (25.4653016 44.9252111, 25.466746 44.9257695)",,
38485081,residential,False,True,41.215,2,,RO:urban,"LINESTRING (25.4653016 44.9252111, 25.4653624 44.9251423, 25.4655791 44.9248968)",,
