osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,access,width,bridge
107608392,Strada Zăvoiului,residential,RO:urban,False,False,65.582,"LINESTRING (23.9893411 45.1442273, 23.9893641 45.1441747, 23.9895875 45.1436637)",,,,,
514551518,Strada Tudor Vladimirescu,primary,40,False,False,163.07199999999997,"LINESTRING (23.9893411 45.1442273, 23.9894475 45.1442648, 23.9895419 45.1443013, 23.9909966 45.1449313, 23.9911209 45.1449848)",2,DN67,yes,,
"[514551518, 248239366]",Strada Tudor Vladimirescu,primary,"['40', '50']",False,True,173.119,"LINESTRING (23.9893411 45.1442273, 23.98925 45.1442024, 23.9891167 45.1441781, 23.9890004 45.1441676, 23.9888871 45.1441689, 23.9887722 45.1441775, 23.9886723 45.1441951, 23.9885785 45.1442181, 23.9884948 45.1442455, 23.9883815 45.1442886, 23.9882812 45.1443289, 23.9881694 45.1443764, 23.9874964 45.1446747, 23.9874062 45.1447127, 23.9873575 45.1447332)",2,DN67,yes,,
264577001,Strada Tudor Vladimirescu,primary,40,False,False,23.122,"LINESTRING (23.9911209 45.1449848, 23.9913766 45.1450883)",2,DN67,yes,,
514551518,Strada Tudor Vladimirescu,primary,40,False,True,163.072,"LINESTRING (23.9911209 45.1449848, 23.9909966 45.1449313, 23.9895419 45.1443013, 23.9894475 45.1442648, 23.9893411 45.1442273)",2,DN67,yes,,
721174354,Strada 1 Decembrie,secondary,50,False,False,100.348,"LINESTRING (23.9911209 45.1449848, 23.9910412 45.1450247, 23.9909882 45.1450515, 23.990599 45.1452485, 23.9900797 45.1455093)",2,DJ665,,,
"[514551518, 248239366]",Strada Tudor Vladimirescu,primary,"['40', '50']",False,False,173.11900000000003,"LINESTRING (23.9873575 45.1447332, 23.9874062 45.1447127, 23.9874964 45.1446747, 23.9881694 45.1443764, 23.9882812 45.1443289, 23.9883815 45.1442886, 23.9884948 45.1442455, 23.9885785 45.1442181, 23.9886723 45.1441951, 23.9887722 45.1441775, 23.9888871 45.1441689, 23.9890004 45.1441676, 23.9891167 45.1441781, 23.98925 45.1442024, 23.9893411 45.1442273)",2,DN67,yes,,
248239366,Strada Tudor Vladimirescu,primary,50,False,True,122.07100000000003,"LINESTRING (23.9873575 45.1447332, 23.9872916 45.1447577, 23.987141 45.1448165, 23.9869172 45.1448935, 23.9867369 45.1449497, 23.986571 45.1449989, 23.9863973 45.1450439, 23.9862982 45.1450636, 23.9861915 45.1450705, 23.9861003 45.145061, 23.9860149 45.1450358, 23.9859321 45.1449916)",2,DN67,yes,,
107608387,Strada Mircea cel Bătrân,living_street,20,False,False,278.912,"LINESTRING (23.9913827 45.1471988, 23.9912734 45.1472595, 23.9905932 45.1476308, 23.9900549 45.1479185, 23.9896836 45.1481115, 23.9895788 45.1481462, 23.9894908 45.1481596, 23.9893952 45.1481596, 23.9893234 45.148152, 23.9884266 45.1480512, 23.9882899 45.1480357)",2,,,,
295122835,Strada Nicolae Iorga,residential,50,False,False,136.982,"LINESTRING (23.9913827 45.1471988, 23.9920283 45.1468683, 23.9922094 45.1467663, 23.9923791 45.1466633, 23.9924344 45.1466204, 23.9925055 45.1465587, 23.9925661 45.1464969, 23.9926084 45.1464473, 23.9926631 45.1463802)",2,,,,
832942477,Strada Nicolae Iorga,residential,50,False,True,65.07,"LINESTRING (23.9913827 45.1471988, 23.9909455 45.146765, 23.9909073 45.1467194)",2,,,,
107608380,Strada Eroilor,residential,RO:urban,True,False,140.431,"LINESTRING (23.9885513 45.1461513, 23.9885028 45.1460936, 23.9877719 45.1452252, 23.9876373 45.1450653)",2,,yes,,
721174354,Strada 1 Decembrie,secondary,50,False,True,42.762,"LINESTRING (23.9885513 45.1461513, 23.9886706 45.1461265, 23.9887971 45.1460938, 23.9889256 45.1460536, 23.9890536 45.1460047)",2,DJ665,,,
1080267022,Strada 1 Decembrie,secondary,50,False,False,156.762,"LINESTRING (23.9885513 45.1461513, 23.9884386 45.1461673, 23.9867913 45.1463804, 23.9865868 45.1464112)",2,DJ665,,,
107608413,Strada Mihai Viteazul,residential,50,False,False,260.65000000000003,"LINESTRING (23.9863376 45.1464581, 23.9871692 45.1476825, 23.9872112 45.1477309, 23.9872535 45.1477642, 23.9873016 45.1477869, 23.9873566 45.1477971, 23.9874215 45.1477968, 23.987488 45.1477889, 23.9875844 45.1477627, 23.9882148 45.1475676, 23.9882896 45.1475486, 23.9883417 45.147541, 23.9883792 45.1475467, 23.9884221 45.1475561)",1,,,3,
1012131011,Strada 1 Decembrie,secondary,50,False,False,66.84599999999999,"LINESTRING (23.9863376 45.1464581, 23.9861887 45.1464929, 23.9858387 45.1465753, 23.9856502 45.1466233, 23.9855338 45.1466575)",2,DJ665,,,
1012131011,Strada 1 Decembrie,secondary,50,False,True,20.233,"LINESTRING (23.9863376 45.1464581, 23.9864542 45.1464339, 23.9865868 45.1464112)",2,DJ665,,,
"[107608376, 120059929]","['Strada Anton Pann', 'Strada Unirii']",tertiary,50,False,"[False, True]",233.29600000000002,"LINESTRING (23.9890536 45.1460047, 23.9891107 45.1460537, 23.9895982 45.1464723, 23.9896766 45.1465396, 23.9894797 45.1466137, 23.9891475 45.1467487, 23.9890341 45.1468058, 23.9889256 45.1468775, 23.9888138 45.1469695, 23.9887277 45.1470485, 23.9886598 45.1471224, 23.9885946 45.1472107, 23.9885469 45.1472886, 23.9884221 45.1475561)","['1', '2']",DC143,,,
721174354,Strada 1 Decembrie,secondary,50,False,False,42.762,"LINESTRING (23.9890536 45.1460047, 23.9889256 45.1460536, 23.9887971 45.1460938, 23.9886706 45.1461265, 23.9885513 45.1461513)",2,DJ665,,,
721174354,Strada 1 Decembrie,secondary,50,False,True,97.53,"LINESTRING (23.9890536 45.1460047, 23.9891593 45.1459575, 23.989473 45.1458046, 23.9896475 45.1457186, 23.9898159 45.1456357, 23.9900662 45.1455165, 23.9900797 45.1455093)",2,DJ665,,,
107608392,Strada Zăvoiului,residential,RO:urban,False,True,65.582,"LINESTRING (23.9895875 45.1436637, 23.9893641 45.1441747, 23.9893411 45.1442273)",,,,,
107608387,Strada Mircea cel Bătrân,living_street,20,False,True,278.91200000000003,"LINESTRING (23.9882899 45.1480357, 23.9884266 45.1480512, 23.9893234 45.148152, 23.9893952 45.1481596, 23.9894908 45.1481596, 23.9895788 45.1481462, 23.9896836 45.1481115, 23.9900549 45.1479185, 23.9905932 45.1476308, 23.9912734 45.1472595, 23.9913827 45.1471988)",2,,,,
295122843,Strada Unirii,tertiary,50,False,True,54.488,"LINESTRING (23.9882899 45.1480357, 23.9882984 45.1479568, 23.9883069 45.1478935, 23.988333 45.1477903, 23.9884221 45.1475561)",2,DC143,,,
1003999247,Strada Unirii,tertiary,50,False,False,53.646,"LINESTRING (23.9882899 45.1480357, 23.9882976 45.1481412, 23.988322 45.1482343, 23.9883895 45.1483377, 23.9885215 45.1484779)",2,DC143,,,
678166531,Strada Alexandru Ioan Cuza,tertiary,50,False,False,81.673,"LINESTRING (23.9917611 45.1442281, 23.9920702 45.1435267)",2,DC139,,,
107608384,Strada Florilor,residential,RO:urban,True,False,181.65800000000002,"LINESTRING (23.9917611 45.1442281, 23.9908104 45.1439812, 23.9895875 45.1436637)",1,,yes,,
107608389,Strada Alexandru Ioan Cuza,tertiary,50,False,True,100.291,"LINESTRING (23.9917611 45.1442281, 23.9916041 45.1445794, 23.9914741 45.1448703, 23.9914124 45.1450082, 23.9913976 45.1450413, 23.9913766 45.1450883)",2,DC139,,,
"[510821496, 1003558976, 510821495]",Strada Olari,tertiary,50,False,True,186.19299999999996,"LINESTRING (23.9885215 45.1484779, 23.9887812 45.1487718, 23.9888816 45.1488761, 23.9889794 45.1489777, 23.9890634 45.1490475, 23.9891889 45.1491258, 23.9894073 45.1492251, 23.9896215 45.1493202, 23.9897754 45.149397, 23.9898645 45.1494556, 23.9899369 45.1495295, 23.9899955 45.149618, 23.9900389 45.1497147)",2,DC143,,,yes
510824118,Strada Mihai Eminescu,residential,RO:urban,False,True,150.79,"LINESTRING (23.9885215 45.1484779, 23.9883529 45.1486127, 23.9881416 45.1487539, 23.9879243 45.1488875, 23.9876812 45.1490147, 23.9874412 45.1491407, 23.9871538 45.1492573, 23.9870121 45.1493018)",2,,,3,
1003999247,Strada Unirii,tertiary,50,False,True,53.646,"LINESTRING (23.9885215 45.1484779, 23.9883895 45.1483377, 23.988322 45.1482343, 23.9882976 45.1481412, 23.9882899 45.1480357)",2,DC143,,,
107608413,Strada Mihai Viteazul,residential,50,False,True,260.65,"LINESTRING (23.9884221 45.1475561, 23.9883792 45.1475467, 23.9883417 45.147541, 23.9882896 45.1475486, 23.9882148 45.1475676, 23.9875844 45.1477627, 23.987488 45.1477889, 23.9874215 45.1477968, 23.9873566 45.1477971, 23.9873016 45.1477869, 23.9872535 45.1477642, 23.9872112 45.1477309, 23.9871692 45.1476825, 23.9863376 45.1464581)",1,,,3,
"[107608376, 120059929]","['Strada Anton Pann', 'Strada Unirii']",tertiary,50,False,"[False, True]",233.29600000000005,"LINESTRING (23.9884221 45.1475561, 23.9885469 45.1472886, 23.9885946 45.1472107, 23.9886598 45.1471224, 23.9887277 45.1470485, 23.9888138 45.1469695, 23.9889256 45.1468775, 23.9890341 45.1468058, 23.9891475 45.1467487, 23.9894797 45.1466137, 23.9896766 45.1465396, 23.9895982 45.1464723, 23.9891107 45.1460537, 23.9890536 45.1460047)","['1', '2']",DC143,,,
295122843,Strada Unirii,tertiary,50,False,False,54.488,"LINESTRING (23.9884221 45.1475561, 23.988333 45.1477903, 23.9883069 45.1478935, 23.9882984 45.1479568, 23.9882899 45.1480357)",2,DC143,,,
678166531,Strada Alexandru Ioan Cuza,tertiary,50,False,True,116.80099999999999,"LINESTRING (23.9925694 45.1425401, 23.9925612 45.1425892, 23.9925407 45.1426426, 23.9922958 45.1430333, 23.9922651 45.1430929, 23.9920911 45.1434792, 23.9920702 45.1435267)",2,DC139,,,
107608390,Strada Independenței,residential,RO:urban,True,False,106.398,"LINESTRING (23.9914769 45.145851, 23.9912824 45.1461549, 23.9912262 45.1462388, 23.9911763 45.1463129, 23.9909073 45.1467194)",1,,yes,,
