osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,bridge
24862279,False,Strada Maior Roșiță,tertiary,50,False,35.156,"LINESTRING (26.6038864 46.2806853, 26.6039003 46.280735, 26.6039203 46.2807747, 26.6039561 46.2808198, 26.6040255 46.2808823, 26.6041179 46.2809503)",,,
24862279,False,Strada Maior Roșiță,tertiary,50,True,67.15,"LINESTRING (26.6038864 46.2806853, 26.6039067 46.2801811, 26.6039131 46.2800817)",,,
527198270,False,,living_street,,True,72.62100000000001,"LINESTRING (26.6038864 46.2806853, 26.6034216 46.2805937, 26.603207 46.2805659, 26.6030864 46.2805536, 26.6029653 46.2805476)",,,
24862279,False,Strada Maior Roșiță,tertiary,50,False,54.638,"LINESTRING (26.6042384 46.281462, 26.6042698 46.281525, 26.6043213 46.281591, 26.6044028 46.2816731, 26.6045188 46.2817598, 26.6046629 46.2818466)",,,
24862279,False,Strada Maior Roșiță,tertiary,50,True,57.909,"LINESTRING (26.6042384 46.281462, 26.6042181 46.2812757, 26.6042044 46.2811859, 26.6041857 46.2811048, 26.6041541 46.2810237, 26.6041179 46.2809503)",,,
"[159468857, 24862356]",False,"['Strada Alexandru cel Bun', 'Strada Eremia Grigorescu']",residential,50,False,195.552,"LINESTRING (26.6054051 46.2821064, 26.6055937 46.2818195, 26.605785 46.2815009, 26.6059591 46.2812339, 26.6059854 46.2811848, 26.6059996 46.2811356, 26.6059997 46.2810866, 26.6059847 46.2810376, 26.6059517 46.2810021, 26.6059036 46.2809707, 26.6055647 46.2808018, 26.6053971 46.2807016, 26.6053256 46.2806462)",2,,
676120925,False,Strada Maior Roșiță,residential,50,False,20.469,"LINESTRING (26.6054051 46.2821064, 26.6054547 46.2821471, 26.6055401 46.2822639)",,,
676120925,False,Strada Maior Roșiță,residential,50,True,63.936,"LINESTRING (26.6054051 46.2821064, 26.6047928 46.2818933, 26.6046629 46.2818466)",,,
36791394,False,Strada Căpitan Bușilă,residential,50,True,300.319,"LINESTRING (26.6140836 46.2801037, 26.6133746 46.280213, 26.6130575 46.2802663, 26.6126073 46.2803737, 26.6117252 46.2806564, 26.6108432 46.2809797, 26.6104742 46.2811002)",2,,
212441625,False,,residential,50,False,94.583,"LINESTRING (26.6140836 46.2801037, 26.614134 46.2802231, 26.6142025 46.2804397, 26.6142282 46.2805546, 26.6142401 46.2806695, 26.6142321 46.2808305, 26.6142173 46.280942)",2,,
24862341,False,Strada George Enescu,residential,50,False,60.854,"LINESTRING (26.6089462 46.2808798, 26.6090502 46.2809617, 26.6092321 46.2811114, 26.6093909 46.2812442, 26.6094537 46.2812998)",2,,
681819806,False,Bulevardul Republicii,primary,50,True,29.408,"LINESTRING (26.6049855 46.2800393, 26.6053674 46.2800226)",2,DN12A,
159468857,False,Strada Eremia Grigorescu,residential,50,True,72.441,"LINESTRING (26.6049855 46.2800393, 26.6052495 46.2805357, 26.6052642 46.2805645, 26.6053256 46.2806462)",2,,
681819806,False,Bulevardul Republicii,primary,50,False,82.551,"LINESTRING (26.6049855 46.2800393, 26.6043709 46.2800615, 26.6041327 46.280072, 26.6039131 46.2800817)",2,DN12A,
36791393,False,Piața Victoriei,residential,50,False,30.595,"LINESTRING (26.6055401 46.2822639, 26.6057958 46.2824748)",2,,
"[526938100, 1049846590]",False,Strada Victoriei,residential,50,True,141.575,"LINESTRING (26.6055401 46.2822639, 26.606541 46.2817795, 26.6066457 46.2817274, 26.6070342 46.2815195)",2,,
526938103,False,Strada Maior Roșiță,residential,50,True,46.041,"LINESTRING (26.6055401 46.2822639, 26.6055295 46.2823809, 26.605508 46.2824569, 26.6054758 46.2825292, 26.6053928 46.282661)",2,,
676120925,False,Strada Maior Roșiță,residential,50,True,20.469,"LINESTRING (26.6055401 46.2822639, 26.6054547 46.2821471, 26.6054051 46.2821064)",,,
24862332,True,Strada 9 Mai,residential,50,False,143.638,"LINESTRING (26.6098587 46.2799108, 26.6098704 46.2800154, 26.6098841 46.280137, 26.6099057 46.2803294, 26.6099269 46.2803893, 26.6099642 46.2804491, 26.61015 46.2806112, 26.6102007 46.2806703, 26.6104742 46.2811002)",2,,
681819806,False,Bulevardul Republicii,primary,50,False,345.392,"LINESTRING (26.6098587 46.2799108, 26.6092062 46.2799251, 26.6091097 46.279928, 26.6080327 46.2799494, 26.6077255 46.2799574, 26.6075152 46.2799627, 26.6071137 46.2799723, 26.6067638 46.2799806, 26.6062414 46.2799944, 26.6059111 46.2800028, 26.6053674 46.2800226)",2,DN12A,
681819806,False,Bulevardul Republicii,primary,50,True,114.346,"LINESTRING (26.6098587 46.2799108, 26.6099458 46.2799077, 26.6100421 46.2799003, 26.610189 46.2798767, 26.6103665 46.2798393, 26.6109692 46.2797051, 26.6112865 46.2796326)",2,DN12A,
24862279,False,Strada Maior Roșiță,tertiary,50,False,67.15,"LINESTRING (26.6039131 46.2800817, 26.6039067 46.2801811, 26.6038864 46.2806853)",,,
39930865,False,,residential,RO:urban,False,91.036,"LINESTRING (26.6039131 46.2800817, 26.6039139 46.279958, 26.6039051 46.2797242, 26.603895 46.2796641, 26.6038746 46.2796069, 26.6037188 46.2792826)",,,
681819806,False,Bulevardul Republicii,primary,50,True,82.551,"LINESTRING (26.6039131 46.2800817, 26.6041327 46.280072, 26.6043709 46.2800615, 26.6049855 46.2800393)",2,DN12A,
1180930240,False,Strada Ștefan Constantinescu,residential,50,False,30.15,"LINESTRING (26.6148797 46.2756138, 26.6145719 46.2757819)",2,,
39265486,False,,residential,RO:urban,False,133.01,"LINESTRING (26.6145719 46.2757819, 26.613111 46.2764232)",,,
1180930240,False,Strada Ștefan Constantinescu,residential,50,True,30.15,"LINESTRING (26.6145719 46.2757819, 26.6148797 46.2756138)",2,,
180288405,False,Strada Ștefan Constantinescu,residential,50,False,221.005,"LINESTRING (26.6145719 46.2757819, 26.615095 46.2767185, 26.6153551 46.2772089, 26.6155512 46.2776498)",2,,
180288405,False,Strada Ștefan Constantinescu,residential,50,False,65.395,"LINESTRING (26.6155512 46.2776498, 26.6155179 46.2777492, 26.6154755 46.2782344)",2,,
180288405,False,Strada Ștefan Constantinescu,residential,50,True,221.005,"LINESTRING (26.6155512 46.2776498, 26.6153551 46.2772089, 26.615095 46.2767185, 26.6145719 46.2757819)",2,,
180288405,False,Strada Ștefan Constantinescu,residential,50,True,81.112,"LINESTRING (26.6156073 46.2789581, 26.6155938 46.2788779, 26.6155367 46.2785819, 26.6154849 46.2783024, 26.6154755 46.2782344)",2,,
681819805,False,Strada Costache Negri,primary,50,False,340.457,"LINESTRING (26.6156073 46.2789581, 26.61517 46.2790248, 26.6139121 46.2792165, 26.6124888 46.2794268, 26.6117939 46.2795431, 26.6116833 46.2795618, 26.6112865 46.2796326)",2,DN12A;DJ116,
39930832,False,,residential,RO:urban,False,48.626,"LINESTRING (26.6129958 46.2777709, 26.6129197 46.2776846, 26.6128743 46.2775672, 26.6128571 46.2774298, 26.6128583 46.277353)",2,,
39930834,False,Strada 1 Mai,residential,50,True,92.701,"LINESTRING (26.6129958 46.2777709, 26.6128252 46.2778149, 26.6120527 46.2780695, 26.611977 46.2780881, 26.6118906 46.2780994)",2,,
212440131,False,Strada Oituz,residential,50,False,204.331,"LINESTRING (26.6129958 46.2777709, 26.6131233 46.2777875, 26.6132694 46.2778201, 26.6146314 46.2782877, 26.614733 46.2783042, 26.6148298 46.278304, 26.6149611 46.2782899, 26.6152937 46.2782537, 26.6154755 46.2782344)",2,,
