osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,junction,bridge,access
442019330,Strada George Barițiu,tertiary,RO:urban,False,True,83.813,"LINESTRING (25.3120523 45.5607222, 25.3119992 45.5609078, 25.3119831 45.5609712, 25.3119714 45.561032, 25.3119624 45.5611114, 25.3119496 45.561307, 25.3119415 45.5613989, 25.3119202 45.5614685)",DC50A,2,,,
126867552,Strada Doctor Tiberiu Sparchez,secondary,RO:urban,True,False,69.042,"LINESTRING (25.3104837 45.5563651, 25.3107176 45.5566013, 25.3109899 45.5568749)",DJ112G,,,,
181333610,Strada Măgurii,residential,RO:urban,False,False,155.03300000000002,"LINESTRING (25.3104837 45.5563651, 25.3108063 45.5562043, 25.3110137 45.5561092, 25.3113903 45.555949, 25.3115953 45.5558599, 25.3116998 45.5558038, 25.3117799 45.5557425, 25.3118312 45.5556854, 25.3118607 45.5556168, 25.3118708 45.5555518, 25.3118689 45.5554657)",,,,,
446635889,Strada Doctor Tiberiu Sparchez,secondary,RO:urban,False,True,26.661,"LINESTRING (25.3116988 45.557705, 25.3114108 45.5578347)",,,,,
483315126,Strada Doctor Tiberiu Sparchez,secondary,RO:urban,True,False,160.099,"LINESTRING (25.3116988 45.557705, 25.3117693 45.5578282, 25.3118355 45.5579318, 25.3118997 45.5580269, 25.3119709 45.5581058, 25.3120583 45.5581876, 25.3121378 45.558254, 25.3122293 45.5583148, 25.3123587 45.5583966, 25.3126655 45.5585777, 25.312923 45.5587292, 25.3130126 45.5587779)",DJ112G,,,,
"[1050918930, 442019331]",Strada Ștefan cel Mare,residential,RO:urban,False,False,203.354,"LINESTRING (25.3116988 45.557705, 25.3117453 45.5576502, 25.3117814 45.5576154, 25.3118337 45.5575748, 25.3119019 45.5575386, 25.3119804 45.5575034, 25.3120959 45.5574592, 25.3122114 45.557415, 25.312297 45.557376, 25.3123732 45.5573295, 25.3124427 45.5572695, 25.3125018 45.5572095, 25.3126595 45.5570439, 25.3127849 45.5569276, 25.3128859 45.5568474, 25.3130065 45.5567599, 25.3132215 45.5566307, 25.3134417 45.5565133, 25.3134903 45.5564872, 25.313555 45.5564525)",,,,,
446635889,Strada Doctor Tiberiu Sparchez,secondary,RO:urban,False,False,26.661,"LINESTRING (25.3114108 45.5578347, 25.3116988 45.557705)",,,,,
223171517,Strada Cloșca,secondary,RO:urban,True,False,102.82799999999999,"LINESTRING (25.3114108 45.5578347, 25.3113112 45.5578571, 25.3111946 45.5578724, 25.3110607 45.5578742, 25.3109203 45.5578714, 25.3107145 45.557863, 25.3103632 45.5578443, 25.3102478 45.5578443, 25.3100995 45.557856)",DJ112G,,,,
86401302,Strada 1 Mai,residential,RO:urban,False,False,76.085,"LINESTRING (25.3157247 45.5614993, 25.315398 45.5617091, 25.3153251 45.5617686, 25.315286 45.5618109, 25.3152407 45.561871, 25.315141 45.5620338)",,,,,
344238042,Strada Crivina,residential,RO:urban,False,True,220.31499999999997,"LINESTRING (25.3157247 45.5614993, 25.3158016 45.5615259, 25.3161501 45.5616465, 25.3162691 45.5616906, 25.3163591 45.5617282, 25.3164383 45.5617648, 25.3165095 45.561808, 25.3165782 45.5618618, 25.3166329 45.5619189, 25.3166751 45.5619728, 25.3167281 45.5620376, 25.3167925 45.5621037, 25.3168797 45.5621723, 25.3169569 45.56222, 25.3170475 45.5622613, 25.3171532 45.5622951, 25.3172713 45.562315, 25.3174014 45.5623169, 25.3175095 45.5623048, 25.3176201 45.5622864, 25.3180879 45.5622005)",,,,,
"[1061374570, 344669259]","['Strada Salciei', 'Strada 1 Mai']","['residential', 'living_street']","['30', 'RO:urban']",True,False,150.746,"LINESTRING (25.3157247 45.5614993, 25.3157901 45.5614481, 25.3158805 45.5613781, 25.3159615 45.5613094, 25.3160159 45.5612559, 25.3160539 45.5612095, 25.3160868 45.5611561, 25.3161153 45.5610949, 25.3161361 45.5610447, 25.316157 45.5610031, 25.3161763 45.5609703, 25.3161942 45.5609493, 25.3162158 45.5609384, 25.3162458 45.5609333, 25.316275 45.5609396, 25.3162915 45.5609523, 25.3163034 45.5609682, 25.3163186 45.5610028, 25.3163515 45.5610776, 25.3164027 45.5611535, 25.3164591 45.5612293, 25.3165295 45.5612973, 25.3165964 45.5613467, 25.3166728 45.5613914, 25.3167508 45.5614287, 25.3167957 45.5614482)",,1,,,
126389642,Strada Bâlea,residential,RO:urban,True,False,146.031,"LINESTRING (25.3185628 45.560694, 25.3185768 45.5604575, 25.3185989 45.5602603, 25.3186197 45.5600926, 25.3186516 45.5599144, 25.3186963 45.5597204, 25.3187447 45.5595651, 25.318781 45.559463, 25.3188052 45.5593949)",,,,,
"[1050556466, 687632213, 703027834, 79109615]","['Strada Doctor Tiberiu Sparchez', 'Strada Mitropolit Ion Mețianu']",secondary,RO:urban,True,False,399.81000000000006,"LINESTRING (25.3185628 45.560694, 25.3185069 45.5607014, 25.3183769 45.5607163, 25.3181597 45.5607333, 25.3179785 45.5607419, 25.3178017 45.5607465, 25.3176339 45.5607485, 25.3173992 45.5607481, 25.3171689 45.5607455, 25.3169686 45.5607408, 25.3167758 45.560735, 25.3166834 45.5607318, 25.3165381 45.560723, 25.3163915 45.5607081, 25.3162553 45.5606824, 25.3161488 45.5606535, 25.3160237 45.5606121, 25.3159185 45.5605717, 25.3157956 45.5605195, 25.3156743 45.5604641, 25.3155336 45.5603949, 25.3150106 45.560129, 25.3146623 45.5599418, 25.3145106 45.5598553, 25.3143787 45.5597762, 25.3142934 45.5597227, 25.3142342 45.5596821, 25.3142105 45.5596659, 25.3141169 45.5595908, 25.3140285 45.5595015)",,2,,,
"[173871226, 703027533]",Strada Doctor Ioan Șenchea,secondary,"['50', '30']",False,False,359.312,"LINESTRING (25.3188052 45.5593949, 25.3186285 45.5593829, 25.318461 45.5593687, 25.3176448 45.5592901, 25.3173831 45.5592579, 25.3171642 45.559226, 25.3170539 45.559208, 25.3168785 45.559172, 25.3166839 45.5591261, 25.316549 45.5590883, 25.3159599 45.5589106, 25.3154635 45.5587588, 25.3152807 45.5587142, 25.315126 45.5586828, 25.3150021 45.5586661, 25.3148873 45.5586526, 25.3147472 45.5586471, 25.3146467 45.5586482, 25.3145613 45.5586581, 25.3144919 45.5586769, 25.3144402 45.5587007, 25.3143976 45.558735)",DJ112H,2,,,
173871226,Strada Doctor Ioan Șenchea,secondary,50,False,True,79.749,"LINESTRING (25.3188052 45.5593949, 25.319008 45.5593991, 25.3191857 45.5593959, 25.3193586 45.5593895, 25.3195179 45.5593821, 25.3198274 45.5593616)",DJ112H,2,,,
28698027,Strada Bratu Baiul,residential,RO:urban,False,False,175.16699999999997,"LINESTRING (25.3204075 45.5606184, 25.3203822 45.5606925, 25.3203388 45.5607812, 25.32029 45.5608649, 25.3201802 45.5610425, 25.3200831 45.5611874, 25.3200095 45.561292, 25.3199649 45.5613449, 25.3199127 45.5613922, 25.3198644 45.5614266, 25.319788 45.5614782, 25.3197331 45.5615213, 25.3196624 45.5615857, 25.3195937 45.5616639, 25.3195349 45.561738, 25.3194813 45.561833, 25.3194479 45.5619175, 25.319418 45.5620108)",,,,,
687632713,Strada Mitropolit Ion Mețianu,secondary,RO:urban,True,False,144.679,"LINESTRING (25.3204075 45.5606184, 25.3203076 45.560611, 25.3201407 45.5605992, 25.31997 45.560591, 25.319778 45.5605881, 25.319582 45.5605901, 25.3194182 45.560598, 25.3192559 45.5606091, 25.3190966 45.5606259, 25.3189343 45.5606448, 25.3187455 45.5606694, 25.3185628 45.560694)",,2,,,
234976012,Strada Piatra Craiului,residential,RO:urban,False,False,84.235,"LINESTRING (25.3123415 45.5552094, 25.312952 45.5558348)",,,,,
358098230,Strada Măgurii,residential,RO:urban,False,True,46.652,"LINESTRING (25.3123415 45.5552094, 25.3122604 45.5552485, 25.3120797 45.5553392, 25.3120015 45.5553791, 25.3119263 45.5554234, 25.3118689 45.5554657)",,,,,
234976012,Strada Piatra Craiului,residential,RO:urban,False,True,83.198,"LINESTRING (25.313555 45.5564525, 25.312952 45.5558348)",,,,,
234976012,Strada Piatra Craiului,residential,RO:urban,False,False,172.184,"LINESTRING (25.313555 45.5564525, 25.3138473 45.5567113, 25.3140359 45.5568605, 25.3142086 45.5569763, 25.3147104 45.5572709, 25.3151492 45.5575165)",,,,,
"[1050918930, 442019331]",Strada Ștefan cel Mare,residential,RO:urban,False,True,203.35399999999998,"LINESTRING (25.313555 45.5564525, 25.3134903 45.5564872, 25.3134417 45.5565133, 25.3132215 45.5566307, 25.3130065 45.5567599, 25.3128859 45.5568474, 25.3127849 45.5569276, 25.3126595 45.5570439, 25.3125018 45.5572095, 25.3124427 45.5572695, 25.3123732 45.5573295, 25.312297 45.557376, 25.3122114 45.557415, 25.3120959 45.5574592, 25.3119804 45.5575034, 25.3119019 45.5575386, 25.3118337 45.5575748, 25.3117814 45.5576154, 25.3117453 45.5576502, 25.3116988 45.557705)",,,,,
792209436,Strada Grui,residential,RO:urban,False,True,92.74000000000001,"LINESTRING (25.313555 45.5564525, 25.3136078 45.5564099, 25.3136497 45.5563762, 25.31391 45.5561657, 25.3143349 45.5558221)",,,,,
234976012,Strada Piatra Craiului,residential,RO:urban,False,True,8.208,"LINESTRING (25.3152331 45.5575612, 25.3151492 45.5575165)",,,,,
234976012,Strada Piatra Craiului,residential,RO:urban,False,False,184.98000000000002,"LINESTRING (25.3152331 45.5575612, 25.316213 45.5581114, 25.3164854 45.5582461, 25.3167914 45.5583744, 25.3171675 45.5585199)",,,,,
283344066,Strada Grui,residential,RO:urban,False,False,46.286,"LINESTRING (25.3152331 45.5575612, 25.3152887 45.5575068, 25.3155787 45.5572225)",,,,,
115549338,Strada Florilor,residential,RO:urban,True,False,8.983,"LINESTRING (25.3175356 45.5581026, 25.3174348 45.5580633)",,,,,
482151210,,residential,RO:urban,False,False,54.539,"LINESTRING (25.3175356 45.5581026, 25.3175008 45.5581418, 25.3174894 45.5581547, 25.3172188 45.5584615, 25.3171675 45.5585199)",,,,,
234976012,Strada Piatra Craiului,residential,RO:urban,False,False,226.08799999999997,"LINESTRING (25.3171675 45.5585199, 25.3177171 45.5587426, 25.3181471 45.5588911, 25.31845 45.558982, 25.3186974 45.559047, 25.3189588 45.5591002, 25.3193819 45.5591682, 25.3196479 45.5592159, 25.3198557 45.5592539)",,,,,
234976012,Strada Piatra Craiului,residential,RO:urban,False,True,184.98000000000002,"LINESTRING (25.3171675 45.5585199, 25.3167914 45.5583744, 25.3164854 45.5582461, 25.316213 45.5581114, 25.3152331 45.5575612)",,,,,
482151210,,residential,RO:urban,False,True,54.538999999999994,"LINESTRING (25.3171675 45.5585199, 25.3172188 45.5584615, 25.3174894 45.5581547, 25.3175008 45.5581418, 25.3175356 45.5581026)",,,,,
234976012,Strada Piatra Craiului,residential,RO:urban,False,False,31.046,"LINESTRING (25.3198557 45.5592539, 25.32024 45.5593284)",,,,,
234976012,Strada Piatra Craiului,residential,RO:urban,False,True,226.08800000000002,"LINESTRING (25.3198557 45.5592539, 25.3196479 45.5592159, 25.3193819 45.5591682, 25.3189588 45.5591002, 25.3186974 45.559047, 25.31845 45.558982, 25.3181471 45.5588911, 25.3177171 45.5587426, 25.3171675 45.5585199)",,,,,
1050617524,,secondary_link,50,False,True,12.481,"LINESTRING (25.3198557 45.5592539, 25.3198596 45.5592932, 25.3198513 45.5593283, 25.3198274 45.5593616)",,2,,,
173871226,Strada Doctor Ioan Șenchea,secondary,50,False,False,32.335,"LINESTRING (25.32024 45.5593284, 25.3198274 45.5593616)",DJ112H,2,,,
234976012,Strada Piatra Craiului,residential,RO:urban,False,True,31.046,"LINESTRING (25.32024 45.5593284, 25.3198557 45.5592539)",,,,,
1060433684,Strada Doctor Ioan Șenchea,secondary,50,False,True,84.555,"LINESTRING (25.32024 45.5593284, 25.3204216 45.559329, 25.3206355 45.5593321, 25.3206871 45.5593336, 25.3213254 45.5593521)",DJ112H,2,,,
292846094,Strada Zorilor,residential,RO:urban,False,True,88.81400000000001,"LINESTRING (25.3221961 45.5579507, 25.3221666 45.5584727, 25.3221542 45.5586926, 25.322151 45.5587488)",,,,,
39895606,Strada Zorilor,residential,RO:urban,True,False,78.472,"LINESTRING (25.3161769 45.5566214, 25.3170094 45.5570192)",,,,,
283344066,Strada Grui,residential,RO:urban,False,True,81.46600000000001,"LINESTRING (25.3161769 45.5566214, 25.3160778 45.5567207, 25.3160009 45.5567978, 25.3155787 45.5572225)",,,,,
492549672,,residential,50,False,True,90.73099999999998,"LINESTRING (25.3161769 45.5566214, 25.3167292 45.5561314, 25.316758 45.5560936, 25.3167762 45.5560558, 25.316799 45.5559927, 25.3168173 45.5559507)",,,,,
"[792209435, 792209436]",Strada Grui,residential,RO:urban,False,"[False, True]",195.53499999999997,"LINESTRING (25.3161769 45.5566214, 25.3160668 45.556563, 25.3156366 45.5563031, 25.3151056 45.5559553, 25.3148443 45.5557849, 25.3145897 45.5556254, 25.3144945 45.5556989, 25.3143349 45.5558221)",,,,,
283344066,Strada Grui,residential,RO:urban,False,False,81.46600000000001,"LINESTRING (25.3155787 45.5572225, 25.3160009 45.5567978, 25.3160778 45.5567207, 25.3161769 45.5566214)",,,,,
283344066,Strada Grui,residential,RO:urban,False,True,46.286,"LINESTRING (25.3155787 45.5572225, 25.3152887 45.5575068, 25.3152331 45.5575612)",,,,,
442019330,Strada George Barițiu,tertiary,RO:urban,False,False,83.813,"LINESTRING (25.3119202 45.5614685, 25.3119415 45.5613989, 25.3119496 45.561307, 25.3119624 45.5611114, 25.3119714 45.561032, 25.3119831 45.5609712, 25.3119992 45.5609078, 25.3120523 45.5607222)",DC50A,2,,,
442019330,Strada George Barițiu,tertiary,RO:urban,False,True,15.122,"LINESTRING (25.3119202 45.5614685, 25.3118731 45.561533, 25.3118153 45.561582)",DC50A,2,,,
"[1050617538, 342754181]",Strada Vânătorii,residential,50,False,False,200.60699999999997,"LINESTRING (25.3119202 45.5614685, 25.3122199 45.5613848, 25.3126719 45.5612671, 25.312744 45.5612515, 25.3128034 45.5612447, 25.3128487 45.5612562, 25.3128835 45.5612813, 25.3129723 45.5613698, 25.3130348 45.5614185, 25.3131149 45.5614585, 25.3132587 45.5615075, 25.3133756 45.5615505, 25.313432 45.5615803, 25.3134884 45.5616206, 25.3135392 45.5616689, 25.313869 45.5620714)",,,,,
"[446635888, 41362663]",Strada Doctor Tiberiu Sparchez,secondary,RO:urban,True,False,92.06,"LINESTRING (25.313879 45.5593441, 25.3138089 45.5592869, 25.3137511 45.5592441, 25.3136881 45.559203, 25.313628 45.5591692, 25.3135352 45.5591226, 25.3134268 45.5590753, 25.3132621 45.5590034, 25.3131675 45.5589544, 25.3130704 45.5589011, 25.3129515 45.5588366)",DJ112G,,,,
691952746,Strada Doctor Tiberiu Sparchez,secondary,40,True,False,8.392,"LINESTRING (25.313879 45.5593441, 25.3138994 45.559338, 25.3139394 45.559332, 25.313984 45.5593341)",,,roundabout,,
422148883,Strada Doctor Tiberiu Sparchez,secondary,40,True,False,13.242,"LINESTRING (25.3140285 45.5595015, 25.3139907 45.5595151, 25.3139487 45.5595199, 25.3139067 45.5595152, 25.3138689 45.5595016)",,,roundabout,,
292800863,Strada George Barițiu,tertiary,RO:urban,False,False,15.213,"LINESTRING (25.3138689 45.5595016, 25.3137371 45.5596026)",DC50A,2,,,
292800864,Strada Doctor Tiberiu Sparchez,secondary,40,True,False,20.548000000000002,"LINESTRING (25.3138689 45.5595016, 25.313836 45.5594771, 25.3138174 45.5594462, 25.3138155 45.5594126, 25.313827 45.5593844, 25.3138503 45.5593616, 25.313879 45.5593441)",,,roundabout,,
28699527,Strada Doctor Ion Șenchea,secondary,RO:urban,False,True,25.943,"LINESTRING (25.313984 45.5593341, 25.3140094 45.5592713, 25.3140406 45.5592048, 25.3140684 45.5591574, 25.3140979 45.5591154)",DJ112G;DJ112H,,,,
419663228,Strada Doctor Tiberiu Sparchez,secondary,40,True,False,23.433,"LINESTRING (25.313984 45.5593341, 25.314026 45.5593471, 25.3140618 45.5593734, 25.3140801 45.5594063, 25.3140811 45.5594419, 25.314063 45.5594752, 25.3140285 45.5595015)",,,roundabout,,
39895606,Strada Zorilor,residential,RO:urban,True,False,80.523,"LINESTRING (25.3186181 45.5576061, 25.3188928 45.5576619, 25.3196142 45.5578009)",,,,,
292846087,Strada Zorilor,residential,RO:urban,False,True,34.349,"LINESTRING (25.3186181 45.5576061, 25.3185835 45.557649, 25.3184035 45.557876)",,,,,
39895606,Strada Zorilor,residential,RO:urban,True,False,159.77,"LINESTRING (25.3201462 45.5578846, 25.320335 45.5578924, 25.3207814 45.5579064, 25.3211059 45.5579166, 25.3221961 45.5579507)",,,,,
292846089,Strada Zorilor,residential,RO:urban,False,True,89.33500000000001,"LINESTRING (25.3201462 45.5578846, 25.3201365 45.5579632, 25.3200783 45.5584365, 25.3200536 45.5586372, 25.3200471 45.558685)",,,,,
115549338,Strada Florilor,residential,RO:urban,True,False,47.396,"LINESTRING (25.3180926 45.5582742, 25.3180392 45.5582587, 25.3177478 45.558174, 25.3175356 45.5581026)",,,,,
292846087,Strada Zorilor,residential,RO:urban,False,False,50.461999999999996,"LINESTRING (25.3180926 45.5582742, 25.3181527 45.5581972, 25.3184035 45.557876)",,,,,
115549338,Strada Florilor,residential,RO:urban,True,False,63.341,"LINESTRING (25.322151 45.5587488, 25.3213377 45.5587343)",,,,,
292846094,Strada Zorilor,residential,RO:urban,False,False,88.814,"LINESTRING (25.322151 45.5587488, 25.3221542 45.5586926, 25.3221666 45.5584727, 25.3221961 45.5579507)",,,,,
292846098,Strada Crivina,residential,RO:urban,False,True,45.605999999999995,"LINESTRING (25.3223634 45.5612961, 25.322311 45.5612723, 25.322269 45.5612605, 25.3222143 45.5612497, 25.3221113 45.5612364, 25.3219456 45.5612262, 25.3218628 45.5612244, 25.3217956 45.5612274)",,,,,
292846098,Strada Crivina,residential,RO:urban,False,False,141.483,"LINESTRING (25.3202232 45.5618463, 25.3212856 45.5613629, 25.321406 45.5613141, 25.3215216 45.5612771, 25.32163 45.5612497, 25.3217327 45.5612333, 25.3217956 45.5612274)",,,,,
292846098,Strada Crivina,residential,RO:urban,False,True,66.053,"LINESTRING (25.3202232 45.5618463, 25.3200661 45.5619087, 25.3199168 45.5619511, 25.3197833 45.5619749, 25.3196436 45.561991, 25.319418 45.5620108)",,,,,
344238042,Strada Crivina,residential,RO:urban,False,False,63.706999999999994,"LINESTRING (25.318889 45.5620837, 25.3185657 45.5621286, 25.3180879 45.5622005)",,,,,
344238042,Strada Crivina,residential,RO:urban,False,True,41.982,"LINESTRING (25.318889 45.5620837, 25.3193051 45.5620232, 25.319418 45.5620108)",,,,,
"[1061375473, 1061375474]",,living_street,30,False,True,48.291,"LINESTRING (25.318889 45.5620837, 25.3189127 45.5621896, 25.3189364 45.5622504, 25.3189594 45.5622817, 25.3189955 45.5623112, 25.3190509 45.5623423, 25.3192254 45.5624113)",,,,,
344669256,,residential,RO:urban,False,True,44.147,"LINESTRING (25.3180879 45.5622005, 25.3182281 45.5625852)",,,,,
344238042,Strada Crivina,residential,RO:urban,False,False,220.315,"LINESTRING (25.3180879 45.5622005, 25.3176201 45.5622864, 25.3175095 45.5623048, 25.3174014 45.5623169, 25.3172713 45.562315, 25.3171532 45.5622951, 25.3170475 45.5622613, 25.3169569 45.56222, 25.3168797 45.5621723, 25.3167925 45.5621037, 25.3167281 45.5620376, 25.3166751 45.5619728, 25.3166329 45.5619189, 25.3165782 45.5618618, 25.3165095 45.561808, 25.3164383 45.5617648, 25.3163591 45.5617282, 25.3162691 45.5616906, 25.3161501 45.5616465, 25.3158016 45.5615259, 25.3157247 45.5614993)",,,,,
344238042,Strada Crivina,residential,RO:urban,False,True,63.706999999999994,"LINESTRING (25.3180879 45.5622005, 25.3185657 45.5621286, 25.318889 45.5620837)",,,,,
"[344669257, 344669261, 292846093]",Strada Stadion,residential,"['50', '30']",False,False,48.736,"LINESTRING (25.3125377 45.5636916, 25.3125168 45.5635647, 25.3124895 45.5633693, 25.3124892 45.5633336, 25.3124916 45.5633053, 25.3125049 45.563256)",,,,yes,
86401302,Strada 1 Mai,residential,RO:urban,False,False,132.96099999999998,"LINESTRING (25.315141 45.5620338, 25.3147725 45.5626831, 25.3147271 45.5627641, 25.314687 45.562823, 25.3146513 45.5628639, 25.3146036 45.5629034, 25.314549 45.5629306, 25.3144857 45.5629492, 25.3144314 45.56296, 25.3143543 45.562972, 25.3142768 45.5629829)",,,,,
86401302,Strada 1 Mai,residential,RO:urban,False,True,76.08500000000001,"LINESTRING (25.315141 45.5620338, 25.3152407 45.561871, 25.315286 45.5618109, 25.3153251 45.5617686, 25.315398 45.5617091, 25.3157247 45.5614993)",,,,,
344238051,Strada Tei,residential,RO:urban,False,True,99.67,"LINESTRING (25.315141 45.5620338, 25.314985 45.5620231, 25.3148607 45.5620158, 25.3146833 45.5620082, 25.3145233 45.5620085, 25.3142783 45.5620231, 25.3140475 45.5620475, 25.313869 45.5620714)",,,,,
"[1050617538, 342754181]",Strada Vânătorii,residential,50,False,True,200.60700000000003,"LINESTRING (25.313869 45.5620714, 25.3135392 45.5616689, 25.3134884 45.5616206, 25.313432 45.5615803, 25.3133756 45.5615505, 25.3132587 45.5615075, 25.3131149 45.5614585, 25.3130348 45.5614185, 25.3129723 45.5613698, 25.3128835 45.5612813, 25.3128487 45.5612562, 25.3128034 45.5612447, 25.312744 45.5612515, 25.3126719 45.5612671, 25.3122199 45.5613848, 25.3119202 45.5614685)",,,,,
344238051,Strada Tei,residential,RO:urban,False,False,99.67,"LINESTRING (25.313869 45.5620714, 25.3140475 45.5620475, 25.3142783 45.5620231, 25.3145233 45.5620085, 25.3146833 45.5620082, 25.3148607 45.5620158, 25.314985 45.5620231, 25.315141 45.5620338)",,,,,
442019333,Strada Tei,residential,50,False,False,125.15,"LINESTRING (25.313869 45.5620714, 25.3134392 45.5622836, 25.3133241 45.562349, 25.3132647 45.5623951, 25.3132281 45.5624436, 25.3132262 45.5624952, 25.3132957 45.5629777)",,,,,
1061458110,,living_street,30,False,True,43.92,"LINESTRING (25.313869 45.5620714, 25.313775 45.562079, 25.3137005 45.5621018, 25.3135189 45.5621703, 25.3134024 45.5622078, 25.3133509 45.5622185)",,1,,,
342754177,Strada 1 Mai,residential,50,False,False,81.407,"LINESTRING (25.311435 45.5630924, 25.3113381 45.5630967, 25.3112233 45.5631017, 25.3110646 45.5631127, 25.3109303 45.5631237, 25.3107529 45.5631444, 25.3106333 45.5631678, 25.3105598 45.5631889, 25.3105049 45.5632061, 25.3104198 45.5632361)",,,,,
342754179,Strada George Barițiu,residential,50,False,True,175.31400000000002,"LINESTRING (25.311435 45.5630924, 25.311414 45.5629461, 25.3113788 45.5627011, 25.3113573 45.5625448, 25.3113514 45.56247, 25.3113542 45.5624075, 25.311371 45.5623381, 25.3113964 45.5622686, 25.3114334 45.5621974, 25.3115223 45.562052, 25.3117291 45.5617259, 25.3118153 45.561582)",,,,,
344233239,Strada 1 Mai,residential,50,False,False,79.49300000000001,"LINESTRING (25.311435 45.5630924, 25.3117123 45.5630879, 25.3121857 45.5630827, 25.3122905 45.5630853, 25.3123598 45.5630901, 25.3124533 45.5631046)",,,,,
342895777,Strada Horia,residential,RO:urban,False,True,87.434,"LINESTRING (25.3100244 45.5572729, 25.3101138 45.5572467, 25.3102436 45.5572039, 25.3103813 45.5571533, 25.3105223 45.5570931, 25.3106662 45.5570264, 25.3109899 45.5568749)",,,,,
446637388,Strada Avram Iancu,secondary,RO:urban,True,False,99.15899999999999,"LINESTRING (25.3100244 45.5572729, 25.3100106 45.5571905, 25.3099843 45.5571004, 25.3099042 45.5569031, 25.3096931 45.5564132)",DJ112G,2,,,
