osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,junction,geometry,access
762618611,True,4,,Calea Victoriei,secondary,50,False,70.286,,"LINESTRING (26.0982171 44.434751, 26.0982443 44.4346977, 26.0982588 44.4346667, 26.0982828 44.4346088, 26.0983002 44.4345565, 26.098312 44.4345071, 26.098318 44.4344757, 26.0983124 44.4343341, 26.0983085 44.4342689, 26.0982966 44.4342037, 26.0982722 44.4341317)",
762618611,True,4,,Calea Victoriei,secondary,50,False,12.076,,"LINESTRING (26.0982722 44.4341317, 26.0982257 44.4340283)",
762618611,True,4,,Calea Victoriei,secondary,50,False,54.803,,"LINESTRING (26.0974645 44.4327459, 26.0972283 44.4322828)",
232907685,False,2,,Strada Armand Călinescu,tertiary,30,False,9.28,,"LINESTRING (26.1086496 44.4400394, 26.108694 44.4399622)",
670574741,True,2,,Strada Batiștei,tertiary,50,False,27.372,,"LINESTRING (26.1086496 44.4400394, 26.1086314 44.4400334, 26.1085132 44.4399947, 26.1083669 44.439903)",
180685587,True,2,,Calea Victoriei,secondary,50,False,83.733,,"LINESTRING (26.0976257 44.4372226, 26.0976342 44.4371258, 26.0976367 44.4370966, 26.0976558 44.4370202, 26.0976893 44.436931, 26.0977378 44.4368223, 26.0978388 44.4366089, 26.0978797 44.4364951)",
1192728068,False,2,,Strada Ion Câmpineanu,tertiary,RO:urban,False,84.16399999999999,,"LINESTRING (26.0976257 44.4372226, 26.0977229 44.4372356, 26.0983121 44.4373147, 26.0984122 44.4373291, 26.0985205 44.437337, 26.0985943 44.4373318, 26.0986667 44.4373141)",
668312640,True,3,DN2;DN3,Piața C. A. Rosetti,primary,30,False,21.381,,"LINESTRING (26.1057428 44.4361499, 26.1060042 44.4361037)",
"[451327561, 28898244]",False,6,DN2;DN3,Bulevardul Carol I,primary,50,False,66.239,,"LINESTRING (26.1057428 44.4361499, 26.1051657 44.4360468, 26.1049335 44.4360052)",
"[668729073, 668729074]",False,2,,Bulevardul Hristo Botev,tertiary,RO:urban,False,55.493,,"LINESTRING (26.1080627 44.4338844, 26.1081627 44.4337987, 26.1082536 44.4337098, 26.1083198 44.4336369, 26.108389 44.4335578, 26.1084555 44.4334729)",
668729074,False,2,,Bulevardul Hristo Botev,tertiary,RO:urban,True,45.789,,"LINESTRING (26.1080627 44.4338844, 26.1079456 44.4339621, 26.1078269 44.4340321, 26.1077364 44.43409, 26.1076532 44.4341501, 26.107637 44.4341618)",
23115954,False,2,,Bulevardul Hristo Botev,tertiary,50,False,59.09,,"LINESTRING (26.107637 44.4341618, 26.1076212 44.4341744, 26.1075582 44.4342242, 26.1071961 44.4345893)",
85796434,True,2,,Calea Moșilor,tertiary,50,False,161.422,,"LINESTRING (26.107637 44.4341618, 26.107701 44.4342885, 26.1077061 44.4342981, 26.1077239 44.4343381, 26.1077437 44.4343792, 26.1078886 44.4346709, 26.1079231 44.4347435, 26.1079541 44.4347941, 26.107997 44.4348358, 26.1081362 44.4349549, 26.1084874 44.4352301, 26.1086726 44.4353811)",
668729074,False,2,,Bulevardul Hristo Botev,tertiary,RO:urban,False,45.789,,"LINESTRING (26.107637 44.4341618, 26.1076532 44.4341501, 26.1077364 44.43409, 26.1078269 44.4340321, 26.1079456 44.4339621, 26.1080627 44.4338844)",
1004394633,True,2,,Calea Moșilor,tertiary,50,False,94.87100000000001,,"LINESTRING (26.107637 44.4341618, 26.1075801 44.4340528, 26.1075394 44.4339844, 26.1074412 44.433826, 26.1073646 44.4337156, 26.107112 44.433397)",
85796434,True,2,,Calea Moșilor,tertiary,50,False,25.879,,"LINESTRING (26.1086726 44.4353811, 26.10889 44.4355545)",
23115954,False,2,,Bulevardul Hristo Botev,tertiary,50,False,37.604,,"LINESTRING (26.1069081 44.4349211, 26.1066567 44.4352077)",
23115954,False,2,,Bulevardul Hristo Botev,tertiary,50,True,43.406,,"LINESTRING (26.1069081 44.4349211, 26.1071961 44.4345893)",
23115936,True,1,,Strada Colței,residential,RO:urban,False,59.18,,"LINESTRING (26.1069081 44.4349211, 26.106466 44.43476, 26.1062536 44.4346672)",
23115943,True,1,,Strada Sfinților,residential,RO:urban,False,35.325,,"LINESTRING (26.1072817 44.4350936, 26.1069081 44.4349211)",
23050027,True,1,,Strada Radu Cristian,residential,50,False,34.369,,"LINESTRING (26.1072817 44.4350936, 26.107252 44.4351483, 26.1071203 44.4353804)",
79858241,False,,,Strada Ivo Andric,residential,RO:urban,False,20.657,,"LINESTRING (26.1062536 44.4346672, 26.1060614 44.4347924)",
23115936,True,1,,Strada Colței,residential,RO:urban,False,140.159,,"LINESTRING (26.1062536 44.4346672, 26.1057624 44.4344259, 26.1057107 44.4343985, 26.1056531 44.4343625, 26.1055779 44.4343094, 26.1054494 44.4342059, 26.1051584 44.4339825, 26.1050625 44.4339122, 26.1049454 44.4338303)",
23049908,False,,,Strada Sarmizegetusa,residential,RO:urban,True,49.818000000000005,,"LINESTRING (26.1049454 44.4338303, 26.1049945 44.4337865, 26.1050345 44.4337318, 26.1050717 44.4336221, 26.1051279 44.4334085)",
23050028,True,1,,Strada General Florescu Ion Emanoil,residential,RO:urban,False,51.357,,"LINESTRING (26.1049454 44.4338303, 26.1050484 44.4338038, 26.1051342 44.4337873, 26.105223 44.4337795, 26.105582 44.4337793)",
53083594,False,3,,Strada Colței,residential,RO:urban,False,39.351,,"LINESTRING (26.1049454 44.4338303, 26.1048586 44.43383, 26.1047474 44.433824, 26.1046051 44.4338142, 26.1044519 44.4338009)",
23785476,False,,,Strada Pătrașcu Vodă,residential,RO:urban,False,36.755,,"LINESTRING (26.1051279 44.4334085, 26.1055824 44.4334712)",
23785476,False,,,Strada Pătrașcu Vodă,residential,RO:urban,True,82.436,,"LINESTRING (26.1051279 44.4334085, 26.1041047 44.4332828)",
23049908,False,,,Strada Sarmizegetusa,residential,RO:urban,False,49.818000000000005,,"LINESTRING (26.1051279 44.4334085, 26.1050717 44.4336221, 26.1050345 44.4337318, 26.1049945 44.4337865, 26.1049454 44.4338303)",
23049908,False,,,Strada Sarmizegetusa,residential,RO:urban,True,35.175,,"LINESTRING (26.1051279 44.4334085, 26.1051933 44.4331247, 26.1052001 44.4330964)",
53083594,False,3,,Strada Colței,residential,RO:urban,True,36.039,,"LINESTRING (26.1040034 44.4337511, 26.1044519 44.4338009)",
23785473,False,,,Strada Șelimbăr,residential,RO:urban,False,52.691,,"LINESTRING (26.1040034 44.4337511, 26.1040575 44.433501, 26.1041047 44.4332828)",
53083594,False,3,,Strada Colței,residential,RO:urban,False,55.068000000000005,,"LINESTRING (26.1040034 44.4337511, 26.1034847 44.4336923, 26.1034061 44.4336834, 26.10332 44.4336988)",
1004394633,True,2,,Calea Moșilor,tertiary,50,False,22.099,,"LINESTRING (26.107112 44.433397, 26.1069676 44.4332271)",
23049910,False,2,,Calea Moșilor,tertiary,50,True,52.659,,"LINESTRING (26.1061172 44.4323341, 26.1061416 44.4323471, 26.1061771 44.4323664, 26.1062088 44.4323869, 26.1062441 44.4324123, 26.1063065 44.4324646, 26.106335 44.4324946, 26.1063749 44.4325448, 26.1064342 44.4326139, 26.1065167 44.4327067)",
236434387,False,2,,Calea Moșilor,tertiary,50,True,50.14,,"LINESTRING (26.1061172 44.4323341, 26.1060355 44.4322908, 26.1059638 44.4322532, 26.1058706 44.4321994, 26.1058109 44.4321621, 26.105735 44.4321087, 26.1056818 44.4320671, 26.1056474 44.4320354)",
241113068,False,2,,Calea Moșilor,residential,50,False,20.287,,"LINESTRING (26.1061172 44.4323341, 26.1060842 44.4323303, 26.1058649 44.4323053)",
230067427,False,2,,Strada Lipscani,residential,50,False,84.96499999999999,,"LINESTRING (26.1055067 44.432256, 26.1050031 44.4322032, 26.1044996 44.4321522, 26.1044478 44.432146)",
236434386,False,2,,Calea Moșilor,residential,50,False,28.714000000000002,,"LINESTRING (26.1055067 44.432256, 26.1055435 44.4322394, 26.1055624 44.4322278, 26.1055802 44.4322114, 26.1055981 44.4321925, 26.105612 44.4321707, 26.1056236 44.4321483, 26.1056346 44.4321266, 26.1056442 44.432105, 26.1056546 44.4320845, 26.105659 44.4320695, 26.1056474 44.4320354)",
541379602,False,2,,Calea Moșilor,residential,50,True,28.964999999999996,,"LINESTRING (26.1055067 44.432256, 26.1055293 44.4322591, 26.1056141 44.4322708, 26.1056866 44.4322808, 26.1058649 44.4323053)",
894313712,False,,,Strada Cavafii Vechi,residential,,False,12.443,,"LINESTRING (26.1055838 44.4330147, 26.1055837 44.4331266)",
174965593,False,,,Strada Cavafii Vechi,residential,RO:urban,True,34.259,,"LINESTRING (26.105582 44.4337793, 26.1055824 44.4334712)",
23050028,True,1,,Strada General Florescu Ion Emanoil,residential,RO:urban,False,130.61599999999999,,"LINESTRING (26.105582 44.4337793, 26.1057164 44.4337814, 26.1058784 44.4337821, 26.1059885 44.4337637, 26.1060539 44.4337458, 26.10613 44.4337181, 26.1062079 44.4336923, 26.1065854 44.4335683, 26.1070887 44.4334046, 26.107112 44.433397)",
23049832,True,2,,Strada Constantin F. Robescu,residential,RO:urban,False,116.702,,"LINESTRING (26.1074288 44.4326757, 26.1080916 44.4327248, 26.1087871 44.4327751, 26.1088909 44.4327828)",
23049912,True,1,,Strada Radu Calomfirescu,residential,RO:urban,False,126.834,,"LINESTRING (26.1074288 44.4326757, 26.1076706 44.4324507, 26.1079913 44.4322107, 26.1082582 44.4320275, 26.1085405 44.4318618)",
23049950,True,1,,Strada Doamnei,residential,RO:urban,False,51.341,,"LINESTRING (26.1012387 44.4330788, 26.1010976 44.4330917, 26.1009582 44.4331142, 26.1008812 44.4331308, 26.1008019 44.4331508, 26.100719 44.4331733, 26.1006172 44.4331995)",
23782057,False,,,Strada Colței,residential,RO:urban,False,8.914,,"LINESTRING (26.10332 44.4336988, 26.1032137 44.4337246)",
229234731,True,2,DN4,Bulevardul Ion Constantin Brătianu,primary,50,False,23.589,,"LINESTRING (26.10332 44.4336988, 26.1032182 44.4338981)",
53083594,False,3,,Strada Colței,residential,RO:urban,True,55.068,,"LINESTRING (26.10332 44.4336988, 26.1034061 44.4336834, 26.1034847 44.4336923, 26.1040034 44.4337511)",
23049950,True,1,,Strada Doamnei,residential,RO:urban,False,89.946,,"LINESTRING (26.1006172 44.4331995, 26.1004916 44.4332461, 26.100365 44.4333063, 26.100162 44.4333935, 26.0999915 44.4334806, 26.0996885 44.4336589)",
229235713,False,6,DN2;DN3,Bulevardul Carol I,primary,50,True,36.632,,"LINESTRING (26.1044865 44.4359236, 26.1049335 44.4360052)",
"[229236317, 229825430]",False,6,DN2;DN3,Bulevardul Carol I,primary,50,False,84.422,,"LINESTRING (26.1044865 44.4359236, 26.103948 44.4358246, 26.1037582 44.4357913, 26.1036839 44.4357778, 26.1035698 44.435757, 26.1035249 44.4357484, 26.1034565 44.4357352)",
"[668342041, 661299490]",True,1,,Strada Slănic,residential,RO:urban,False,101.416,,"LINESTRING (26.1044865 44.4359236, 26.1045212 44.4358592, 26.104979 44.4350821)",
661299490,True,1,,Strada Slănic,residential,RO:urban,False,117.51500000000001,,"LINESTRING (26.1051886 44.4347175, 26.1050294 44.4345215, 26.1048041 44.4342429, 26.1045219 44.4338895, 26.1044875 44.4338464, 26.1044519 44.4338009)",
53083594,False,3,,Strada Colței,residential,RO:urban,False,36.039,,"LINESTRING (26.1044519 44.4338009, 26.1040034 44.4337511)",
53083594,False,3,,Strada Colței,residential,RO:urban,True,39.351000000000006,,"LINESTRING (26.1044519 44.4338009, 26.1046051 44.4338142, 26.1047474 44.433824, 26.1048586 44.43383, 26.1049454 44.4338303)",
389234566,False,2,,Strada Batiștei,tertiary,50,False,79.241,,"LINESTRING (26.1039223 44.4384752, 26.1030958 44.4380757)",
389234566,False,2,,Strada Batiștei,tertiary,50,True,59.814,,"LINESTRING (26.1039223 44.4384752, 26.1045383 44.4387849)",
23116079,True,1,,Strada Tudor Arghezi,tertiary,RO:urban,False,217.11900000000003,,"LINESTRING (26.1039223 44.4384752, 26.1039532 44.4384075, 26.1041185 44.438045, 26.1041476 44.4379813, 26.1041959 44.4378603, 26.104232 44.4377629, 26.1043052 44.4375398, 26.1043253 44.4375063, 26.104349 44.4374753, 26.104386 44.4374417, 26.1044286 44.4374142, 26.10545 44.4370351)",
389234566,False,2,,Strada Batiștei,tertiary,50,True,79.241,,"LINESTRING (26.1030958 44.4380757, 26.1039223 44.4384752)",
23773130,False,,,Strada Nicolae Filipescu,residential,RO:urban,False,116.219,,"LINESTRING (26.1030958 44.4380757, 26.1030084 44.4381526, 26.1027065 44.4384186, 26.1023056 44.4389502)",
389234566,False,2,,Strada Batiștei,tertiary,50,False,142.21500000000003,,"LINESTRING (26.1030958 44.4380757, 26.1026592 44.4378571, 26.1025361 44.4377953, 26.1024077 44.437733, 26.1023721 44.4377178, 26.1023367 44.4377058, 26.1022978 44.4376946, 26.1017776 44.437557, 26.1016585 44.4375269, 26.1016496 44.4375251, 26.1016026 44.4375117, 26.1015194 44.4374897)",
23115964,False,2,,Bulevardul Hristo Botev,tertiary,RO:urban,True,84.173,,"LINESTRING (26.1088909 44.4327828, 26.1086289 44.4332049, 26.1085161 44.4333856, 26.108487 44.4334286, 26.1084555 44.4334729)",
236434386,False,2,,Calea Moșilor,residential,50,True,28.713999999999995,,"LINESTRING (26.1056474 44.4320354, 26.105659 44.4320695, 26.1056546 44.4320845, 26.1056442 44.432105, 26.1056346 44.4321266, 26.1056236 44.4321483, 26.105612 44.4321707, 26.1055981 44.4321925, 26.1055802 44.4322114, 26.1055624 44.4322278, 26.1055435 44.4322394, 26.1055067 44.432256)",
236434387,False,2,,Calea Moșilor,tertiary,50,False,50.14,,"LINESTRING (26.1056474 44.4320354, 26.1056818 44.4320671, 26.105735 44.4321087, 26.1058109 44.4321621, 26.1058706 44.4321994, 26.1059638 44.4322532, 26.1060355 44.4322908, 26.1061172 44.4323341)",
23486051,True,1,,Strada Eforiei,residential,RO:urban,False,70.929,,"LINESTRING (26.0982257 44.4340283, 26.0980998 44.4340166, 26.0974321 44.433952, 26.0973404 44.4339431)",
762618611,True,4,,Calea Victoriei,secondary,50,False,154.981,,"LINESTRING (26.0982257 44.4340283, 26.0981248 44.4338447, 26.0979182 44.4334475, 26.0977675 44.4332052, 26.0974645 44.4327459)",
23486221,True,,,Strada Alexandru Beldiman,residential,RO:urban,False,88.038,,"LINESTRING (26.0973404 44.4339431, 26.0973095 44.4346815, 26.0973046 44.4347344)",
23049950,True,1,,Strada Doamnei,residential,RO:urban,False,125.04400000000001,,"LINESTRING (26.0996885 44.4336589, 26.0995547 44.4337337, 26.0994896 44.4337657, 26.0989245 44.4339722, 26.0984231 44.434107, 26.0983052 44.4341302, 26.0982722 44.4341317)",
23489693,True,,,Strada Academiei,residential,RO:urban,False,146.576,,"LINESTRING (26.0996885 44.4336589, 26.0995831 44.4347176, 26.099578 44.4347656, 26.0995618 44.4349173, 26.0995562 44.4349737)",
23556948,True,,,Strada Academiei,residential,RO:urban,False,71.191,,"LINESTRING (26.0995562 44.4349737, 26.0995423 44.4350975, 26.0994865 44.435612)",
"[1206972200, 1206972198, 4089366]",False,6,,Bulevardul Regina Elisabeta,primary,60,True,168.16,,"LINESTRING (26.0995562 44.4349737, 26.0997008 44.4349933, 26.1001761 44.4350781, 26.1002925 44.435101, 26.1008846 44.4352106, 26.1016102 44.4353416)",
"[230170457, 1206972199]",False,4,,Bulevardul Regina Elisabeta,primary,60,False,109.54399999999998,,"LINESTRING (26.0995562 44.4349737, 26.0995044 44.4349692, 26.099456 44.4349637, 26.0994083 44.4349545, 26.0984075 44.4347602, 26.098379 44.4347542, 26.0983516 44.4347512, 26.0982713 44.4347505, 26.0982171 44.434751)",
23556862,True,,,Strada Boteanu,residential,RO:urban,False,150.37300000000002,,"LINESTRING (26.0982705 44.4392977, 26.0983291 44.4394481, 26.0983462 44.4394779, 26.0983653 44.4395014, 26.0986395 44.4396792, 26.0987389 44.4397662, 26.0987871 44.4398688, 26.0988124 44.4399913, 26.0987994 44.4400932, 26.0987219 44.4403184, 26.0986694 44.4404221, 26.0986296 44.4405007)",
23556874,True,2,,Strada Demetru Ion Dobrescu,tertiary,RO:urban,False,103.01200000000001,,"LINESTRING (26.0982705 44.4392977, 26.097734 44.4392994, 26.097244 44.4392997, 26.0971989 44.4392997, 26.096973 44.4392998)",
125413589,False,4,,Strada Demetru Ion Dobrescu,tertiary,RO:urban,False,102.61600000000001,,"LINESTRING (26.0982705 44.4392977, 26.0984683 44.4392918, 26.0985512 44.4392858, 26.0986181 44.439279, 26.0995471 44.4391608)",
180685590,True,2,,Strada C. A. Rosetti,tertiary,RO:urban,False,13.721,,"LINESTRING (26.0984649 44.4404633, 26.0986296 44.4405007)",
668989983,True,4,,Calea Victoriei,secondary,50,False,7.813,,"LINESTRING (26.096973 44.4392998, 26.0969961 44.4392315)",
"[740152472, 740152473, 259232335, 23556879]",False,,,"['Strada Cristian Popișteanu', 'Intrarea Jean Georgescu']",residential,RO:urban,False,227.08800000000002,,"LINESTRING (26.0995471 44.4391608, 26.0995527 44.4385146, 26.0995529 44.4384883, 26.0995533 44.4384439, 26.099557 44.4380191, 26.0983257 44.4378241)",
"[245698901, 125413589, 448621095]",False,"['1', '4']",,Strada Demetru Ion Dobrescu,tertiary,RO:urban,False,75.87,,"LINESTRING (26.0995471 44.4391608, 26.0999093 44.4391145, 26.1001451 44.4390853, 26.100174 44.4390823, 26.1002275 44.4390811, 26.1002758 44.4390849, 26.1003003 44.4390906, 26.1003796 44.4391098, 26.1004814 44.4391345)",
125413589,False,4,,Strada Demetru Ion Dobrescu,tertiary,RO:urban,True,102.616,,"LINESTRING (26.0995471 44.4391608, 26.0986181 44.439279, 26.0985512 44.4392858, 26.0984683 44.4392918, 26.0982705 44.4392977)",
"[740152472, 740152473, 23556879, 259232335]",False,,,"['Strada Cristian Popișteanu', 'Intrarea Jean Georgescu']",residential,RO:urban,True,227.08800000000002,,"LINESTRING (26.0983257 44.4378241, 26.099557 44.4380191, 26.0995533 44.4384439, 26.0995529 44.4384883, 26.0995527 44.4385146, 26.0995471 44.4391608)",
"[14261793, 431446526]",True,2,,Strada Ion Câmpineanu,tertiary,50,False,205.659,,"LINESTRING (26.0986667 44.4373141, 26.0999145 44.4375623, 26.1009074 44.4377409, 26.1009802 44.437756, 26.1010661 44.4377753, 26.1011665 44.4377978)",
1192728068,False,2,,Strada Ion Câmpineanu,tertiary,RO:urban,True,84.16399999999999,,"LINESTRING (26.0986667 44.4373141, 26.0985943 44.4373318, 26.0985205 44.437337, 26.0984122 44.4373291, 26.0983121 44.4373147, 26.0977229 44.4372356, 26.0976257 44.4372226)",
23556915,True,,,Strada Academiei,residential,RO:urban,False,137.733,,"LINESTRING (26.0994865 44.435612, 26.0994789 44.4356912, 26.099456 44.4359468, 26.0994474 44.4361644, 26.0994401 44.4363491, 26.0994327 44.4364083, 26.0994164 44.4364689, 26.0993895 44.436527, 26.0993589 44.4365824, 26.0992074 44.4368175)",
"[23556938, 493742788]",True,,,"['Strada Biserica Enei', 'Strada Edgar Quinet']",residential,30,False,337.40500000000003,,"LINESTRING (26.0994865 44.435612, 26.1006978 44.4359157, 26.1012842 44.4360627, 26.1013038 44.4360788, 26.1013185 44.4361009, 26.1013206 44.4361227, 26.1013194 44.4361419, 26.1012357 44.4363229, 26.1012002 44.4363655, 26.1011525 44.4363949, 26.1011027 44.4364113, 26.1002851 44.4366641, 26.1000069 44.4367501, 26.0997153 44.4368403, 26.0994799 44.4369131)",
23556928,True,,,Strada Edgar Quinet,residential,30,False,126.328,,"LINESTRING (26.0979761 44.4352723, 26.0980607 44.4352696, 26.0981485 44.4352766, 26.0994865 44.435612)",
180685587,True,2,,Calea Victoriei,secondary,50,False,61.043000000000006,,"LINESTRING (26.0979761 44.4352723, 26.098164 44.4348692, 26.0982171 44.434751)",
23633878,True,,,Strada Oțetari,residential,RO:urban,False,116.97999999999999,,"LINESTRING (26.1068653 44.4394574, 26.106869 44.4394228, 26.1069769 44.4384084)",
389234566,False,2,,Strada Batiștei,tertiary,50,False,108.149,,"LINESTRING (26.1068653 44.4394574, 26.1067647 44.4394511, 26.1061899 44.439464, 26.106083 44.439457, 26.1059618 44.43944, 26.1058405 44.4394015, 26.1055667 44.4392798)",
389234566,False,2,,Strada Batiștei,tertiary,50,True,37.827,,"LINESTRING (26.1068653 44.4394574, 26.1069402 44.4394728, 26.1070367 44.4395012, 26.1071701 44.4395543, 26.1072931 44.4396041)",
389234566,False,2,,Strada Batiștei,tertiary,50,False,52.834,,"LINESTRING (26.1050801 44.4390608, 26.1045383 44.4387849)",
389234566,False,2,,Strada Batiștei,tertiary,50,True,45.667,,"LINESTRING (26.1050801 44.4390608, 26.1055667 44.4392798)",
125135359,True,2,,Strada Jean Louis Calderon,tertiary,RO:urban,False,26.222,,"LINESTRING (26.1050801 44.4390608, 26.1050497 44.4391456, 26.1050062 44.4392906)",
229235713,False,6,DN2;DN3,Bulevardul Carol I,primary,50,False,36.632,,"LINESTRING (26.1049335 44.4360052, 26.1044865 44.4359236)",
"[451327561, 28898244]",False,6,DN2;DN3,Bulevardul Carol I,primary,50,True,66.239,,"LINESTRING (26.1049335 44.4360052, 26.1051657 44.4360468, 26.1057428 44.4361499)",
23785562,True,1,,Strada Caimatei,residential,50,False,154.175,,"LINESTRING (26.1085632 44.4366862, 26.1085911 44.4366123, 26.1086683 44.4363753, 26.108655 44.4363521, 26.1086289 44.4363343, 26.1077862 44.4360925, 26.1077026 44.4360647, 26.107645 44.4360289, 26.1074028 44.4358526)",
"[668312642, 229483262]",False,4,DN2;DN3,Bulevardul Carol I,primary,"['50', '30']",False,108.967,,"LINESTRING (26.1085632 44.4366862, 26.1073479 44.4364524, 26.107238 44.4364313)",
230241774,True,1,,Strada Constantin Nacu,residential,RO:urban,False,64.724,,"LINESTRING (26.1081386 44.4377659, 26.1083678 44.4372073)",
125077128,True,1,,Strada Speranței,residential,RO:urban,False,164.74,,"LINESTRING (26.1081386 44.4377659, 26.1073103 44.4365279, 26.107238 44.4364313)",
448789651,True,3,DN2;DN3,Piața C. A. Rosetti,primary,30,False,32.935,,"LINESTRING (26.107238 44.4364313, 26.1069589 44.4364448, 26.1068239 44.4364481)",
"[668312642, 229483262]",False,4,DN2;DN3,Bulevardul Carol I,primary,"['30', '50']",True,108.967,,"LINESTRING (26.107238 44.4364313, 26.1073479 44.4364524, 26.1085632 44.4366862)",
230241774,True,1,,Strada Constantin Nacu,residential,RO:urban,False,59.986999999999995,,"LINESTRING (26.1083678 44.4372073, 26.108542 44.4367489, 26.1085632 44.4366862)",
125077128,True,1,,Strada Speranței,residential,RO:urban,False,91.642,,"LINESTRING (26.1086638 44.4384998, 26.1081386 44.4377659)",
"[431339384, 125077130]",False,2,,Strada Italiană,residential,RO:urban,True,55.879000000000005,,"LINESTRING (26.1086638 44.4384998, 26.1086422 44.4385055, 26.1086174 44.438511, 26.1085968 44.4385149, 26.1085813 44.4385174, 26.1085669 44.438519, 26.1085518 44.4385203, 26.1085389 44.438521, 26.1085108 44.4385218, 26.108487 44.4385215, 26.1084641 44.4385201, 26.1080829 44.4384977, 26.1079658 44.4384909)",
23633867,False,2,,Strada Italiană,residential,30,True,38.647,,"LINESTRING (26.1060391 44.4383764, 26.105585 44.4385016)",
23633867,False,2,,Strada Italiană,residential,30,False,74.813,,"LINESTRING (26.1060391 44.4383764, 26.1062222 44.4383599, 26.1069769 44.4384084)",
27009542,True,,,Strada Dianei,residential,RO:urban,False,91.82100000000001,,"LINESTRING (26.1060391 44.4383764, 26.1061035 44.4383066, 26.1063248 44.4378759, 26.1063353 44.4378404, 26.1063274 44.4378057, 26.1062885 44.4376966, 26.1062154 44.437612)",
23633867,False,2,,Strada Italiană,residential,30,False,38.647,,"LINESTRING (26.105585 44.4385016, 26.1060391 44.4383764)",
23633867,False,2,,Strada Italiană,residential,30,True,23.181,,"LINESTRING (26.105585 44.4385016, 26.1053009 44.4384535)",
23633900,False,,,Strada Doctor Emanoil Bacaloglu,residential,RO:urban,True,86.545,,"LINESTRING (26.105585 44.4385016, 26.1055683 44.4392133, 26.1055667 44.4392798)",
23633867,False,2,,Strada Italiană,residential,30,False,23.181,,"LINESTRING (26.1053009 44.4384535, 26.105585 44.4385016)",
257904901,True,1,,Strada Jean Louis Calderon,tertiary,RO:urban,False,69.774,,"LINESTRING (26.1053009 44.4384535, 26.1050927 44.4390169, 26.1050801 44.4390608)",
23633867,False,2,,Strada Italiană,residential,30,False,61.493,,"LINESTRING (26.1069769 44.4384084, 26.1075876 44.4384617, 26.1077457 44.4384755)",
23633867,False,2,,Strada Italiană,residential,30,True,74.813,,"LINESTRING (26.1069769 44.4384084, 26.1062222 44.4383599, 26.1060391 44.4383764)",
389234566,False,2,,Strada Batiștei,tertiary,50,False,45.667,,"LINESTRING (26.1055667 44.4392798, 26.1050801 44.4390608)",
