osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,junction
124698276,Bulevardul Republicii,residential,50,False,False,265.078,"LINESTRING (20.7183956 45.7941872, 20.7184005 45.7940947, 20.7184001 45.794046, 20.7183826 45.7918897, 20.7183819 45.7918034)",,,
"[475605305, 717756660]",Calea Timișorii,primary,RO:urban,False,True,325.4,"LINESTRING (20.7183956 45.7941872, 20.7186122 45.7941872, 20.7194652 45.7941882, 20.7205515 45.7941844, 20.7217129 45.7941807, 20.7223795 45.7941871, 20.7225926 45.7941891)",2,DN59C,
498238664,Strada Liviu Rebreanu,primary,50,False,True,329.47,"LINESTRING (20.7183956 45.7941872, 20.7181978 45.7941997, 20.7141468 45.7942034)",2,DN59C,
498238662,Strada Peter Jung,residential,RO:urban,False,False,273.282,"LINESTRING (20.7141468 45.7942034, 20.7141187 45.7917458)",,,
498238664,Strada Liviu Rebreanu,primary,50,False,False,329.47,"LINESTRING (20.7141468 45.7942034, 20.7181978 45.7941997, 20.7183956 45.7941872)",2,DN59C,
27011883,Strada Ștefan cel Mare,primary,RO:urban,False,False,273.798,"LINESTRING (20.7225926 45.7941891, 20.7225891 45.7940367, 20.7225826 45.7937517, 20.7225832 45.7935065, 20.7225564 45.7922675, 20.7225484 45.791727)",2,DN59A,
"[475605305, 717756660]",Calea Timișorii,primary,RO:urban,False,False,325.4,"LINESTRING (20.7225926 45.7941891, 20.7223795 45.7941871, 20.7217129 45.7941807, 20.7205515 45.7941844, 20.7194652 45.7941882, 20.7186122 45.7941872, 20.7183956 45.7941872)",2,DN59C,
106795169,Strada Lorena,residential,RO:urban,False,True,327.05,"LINESTRING (20.722547 45.7892741, 20.7223445 45.7892784, 20.7220092 45.7892854, 20.7212502 45.7892863, 20.7199949 45.7892798, 20.7186793 45.7892855, 20.7185894 45.7892859, 20.7183923 45.7892868, 20.7183293 45.7892872)",,,
264695327,Strada Emerich Bartzer,primary,RO:urban,False,True,272.752,"LINESTRING (20.722547 45.7892741, 20.7225463 45.78942, 20.722541 45.7905581, 20.7225472 45.7915428, 20.7225484 45.791727)",2,DN59A,
106795170,Strada Avram Iancu,residential,RO:urban,False,False,270.972,"LINESTRING (20.7141187 45.7917458, 20.7140867 45.789309)",,,
498238662,Strada Peter Jung,residential,RO:urban,False,True,273.282,"LINESTRING (20.7141187 45.7917458, 20.7141468 45.7942034)",,,
1120572226,Strada Tudor Vladimirescu,residential,RO:urban,False,False,324.204,"LINESTRING (20.7141187 45.7917458, 20.7183002 45.7917501)",,,
106795170,Strada Avram Iancu,residential,RO:urban,False,True,270.972,"LINESTRING (20.7140867 45.789309, 20.7141187 45.7917458)",,,
106795181,Strada Gheorghe Doja,residential,RO:urban,False,True,328.98,"LINESTRING (20.7140867 45.789309, 20.7181026 45.7892912, 20.7182843 45.7892904, 20.7183293 45.7892872)",,,
106795169,Strada Lorena,residential,RO:urban,False,False,327.05,"LINESTRING (20.7183293 45.7892872, 20.7183923 45.7892868, 20.7185894 45.7892859, 20.7186793 45.7892855, 20.7199949 45.7892798, 20.7212502 45.7892863, 20.7220092 45.7892854, 20.7223445 45.7892784, 20.722547 45.7892741)",,,
106795181,Strada Gheorghe Doja,residential,RO:urban,False,False,328.98,"LINESTRING (20.7183293 45.7892872, 20.7182843 45.7892904, 20.7181026 45.7892912, 20.7140867 45.789309)",,,
717755663,Bulevardul Republicii,residential,50,False,True,268.06100000000004,"LINESTRING (20.7183293 45.7892872, 20.7183306 45.7894088, 20.7183745 45.7916157, 20.7183761 45.7916977)",2,,
27011883,Strada Ștefan cel Mare,primary,RO:urban,False,True,273.79799999999994,"LINESTRING (20.7225484 45.791727, 20.7225564 45.7922675, 20.7225832 45.7935065, 20.7225826 45.7937517, 20.7225891 45.7940367, 20.7225926 45.7941891)",2,DN59A,
264695327,Strada Emerich Bartzer,primary,RO:urban,False,False,272.752,"LINESTRING (20.7225484 45.791727, 20.7225472 45.7915428, 20.722541 45.7905581, 20.7225463 45.78942, 20.722547 45.7892741)",2,DN59A,
420584786,Strada Tudor Vladimirescu,residential,RO:urban,False,True,317.673,"LINESTRING (20.7225484 45.791727, 20.7224437 45.7917262, 20.7223566 45.7917256, 20.7212743 45.7917176, 20.720129 45.7917233, 20.7193673 45.7917326, 20.7187664 45.7917401, 20.7184515 45.7917441)",2,,
420584786,Strada Tudor Vladimirescu,residential,RO:urban,False,False,317.67299999999994,"LINESTRING (20.7184515 45.7917441, 20.7187664 45.7917401, 20.7193673 45.7917326, 20.720129 45.7917233, 20.7212743 45.7917176, 20.7223566 45.7917256, 20.7224437 45.7917262, 20.7225484 45.791727)",2,,
420584789,,residential,30,True,False,9.471,"LINESTRING (20.7184515 45.7917441, 20.71845 45.7917626, 20.7184395 45.7917796, 20.718425 45.791791, 20.7184021 45.7918003, 20.7183819 45.7918034)",,,roundabout
124698276,Bulevardul Republicii,residential,50,False,True,265.078,"LINESTRING (20.7183819 45.7918034, 20.7183826 45.7918897, 20.7184001 45.794046, 20.7184005 45.7940947, 20.7183956 45.7941872)",,,
420584789,,residential,30,True,False,9.77,"LINESTRING (20.7183819 45.7918034, 20.7183554 45.7918017, 20.7183316 45.7917939, 20.7183128 45.7917808, 20.7183003 45.7917597, 20.7183002 45.7917501)",,,roundabout
420584789,,residential,30,True,False,8.548,"LINESTRING (20.7183761 45.7916977, 20.7183895 45.7916978, 20.7184113 45.7917031, 20.7184323 45.7917145, 20.7184445 45.7917272, 20.7184515 45.7917441)",,,roundabout
717755663,Bulevardul Republicii,residential,50,False,False,268.061,"LINESTRING (20.7183761 45.7916977, 20.7183745 45.7916157, 20.7183306 45.7894088, 20.7183293 45.7892872)",2,,
1120572226,Strada Tudor Vladimirescu,residential,RO:urban,False,True,324.204,"LINESTRING (20.7183002 45.7917501, 20.7141187 45.7917458)",,,
420584789,,residential,30,True,False,9.272,"LINESTRING (20.7183002 45.7917501, 20.7183002 45.7917412, 20.7183118 45.7917208, 20.7183301 45.7917074, 20.7183629 45.7916977, 20.7183761 45.7916977)",,,roundabout
