osmid,oneway,lanes,ref,name,highway,reversed,length,maxspeed,geometry
"[1204752864, 37369036]",False,2,DN21,Șoseaua Brăilei,trunk,False,224.84400000000002,50,"LINESTRING (27.6114006 44.9175552, 27.6094546 44.9164637, 27.6091622 44.9162997)"
709679550,False,2,DN21,Șoseaua Brăilei,trunk,True,206.047,50,"LINESTRING (27.6053457 44.9142111, 27.6074167 44.9153437)"
220700710,False,2,,Strada Tineretului,residential,True,188.626,50,"LINESTRING (27.6053457 44.9142111, 27.6051798 44.9138999, 27.6050224 44.9135969, 27.6044855 44.9127006, 27.6044484 44.9126387)"
"[224262078, 224262079]",False,2,DJ203,"['Strada Tineretului', 'Strada Nicolae Iorga']",secondary,True,400.20399999999995,50,"LINESTRING (27.6053457 44.9142111, 27.6062588 44.9161186, 27.6062964 44.9162069, 27.6063045 44.9162696, 27.6062937 44.9163218, 27.6062548 44.916356, 27.606173 44.9164045, 27.6045131 44.9168516)"
709679551,False,2,DN21,Șoseaua Brăilei,trunk,False,216.865,50,"LINESTRING (27.6053457 44.9142111, 27.604987 44.9140131, 27.6041414 44.9135463, 27.6034297 44.9131588, 27.6031758 44.9130103)"
220700658,False,2,,Strada Școala Veche,residential,True,361.486,50,"LINESTRING (27.6004627 44.9094179, 27.6010313 44.9104057, 27.6019111 44.911952, 27.602123 44.9123262, 27.6021327 44.9124399)"
220699505,False,2,DC21,Strada Lacu Rezii,tertiary,False,125.425,50,"LINESTRING (27.6078358 44.9116975, 27.6063569 44.9121163)"
220699505,False,2,DC21,Strada Lacu Rezii,tertiary,True,153.445,50,"LINESTRING (27.6078358 44.9116975, 27.6096563 44.9112055)"
220700817,False,2,,Strada Libertății,residential,True,436.741,50,"LINESTRING (27.6078358 44.9116975, 27.6097023 44.9153961)"
220701958,False,2,,Strada Păcii,residential,True,435.94,50,"LINESTRING (27.5989553 44.9141858, 27.6008142 44.9178787)"
235327919,False,2,,Strada Lacul Rezi,residential,True,155.051,50,"LINESTRING (27.5989553 44.9141858, 27.6008007 44.9136995)"
220699505,False,2,DC21,Strada Lacu Rezii,tertiary,False,153.445,50,"LINESTRING (27.6096563 44.9112055, 27.6078358 44.9116975)"
220699505,False,2,DC21,Strada Lacu Rezii,tertiary,True,153.433,50,"LINESTRING (27.6096563 44.9112055, 27.6114756 44.9107116)"
220699505,False,2,DC21,Strada Lacu Rezii,tertiary,False,153.433,50,"LINESTRING (27.6114756 44.9107116, 27.6096563 44.9112055)"
220699505,False,2,DC21,Strada Lacu Rezii,tertiary,True,125.425,50,"LINESTRING (27.6063569 44.9121163, 27.6078358 44.9116975)"
220699505,False,2,DC21,Strada Lacu Rezii,tertiary,False,161.12400000000002,50,"LINESTRING (27.6063569 44.9121163, 27.6051496 44.9124468, 27.6047182 44.9125649, 27.6044484 44.9126387)"
220700583,False,2,,Strada Stadionului,residential,False,367.93899999999996,50,"LINESTRING (27.6063569 44.9121163, 27.607244 44.9138005, 27.6079472 44.9152275)"
220701876,False,2,,Strada Școala Veche,residential,True,436.722,50,"LINESTRING (27.6026206 44.9131598, 27.6045131 44.9168516)"
235327919,False,2,,Strada Lacul Rezi,residential,False,155.367,50,"LINESTRING (27.6026206 44.9131598, 27.6008007 44.9136995)"
235327919,False,2,,Strada Lacul Rezi,residential,True,46.774,50,"LINESTRING (27.6026206 44.9131598, 27.6031758 44.9130103)"
