osmid,ref,highway,maxspeed,oneway,reversed,length,geometry,lanes
222188079,DC156,tertiary,RO:urban,False,True,255.44,"LINESTRING (24.6366044 46.7613166, 24.6366561 46.7614596, 24.6366988 46.7615501, 24.6371494 46.7624229, 24.6376727 46.7634935)",
696840501,DJ154J,secondary,50,False,False,141.40900000000002,"LINESTRING (24.6366044 46.7613166, 24.6365807 46.7612406, 24.6364976 46.7607766, 24.6364994 46.7605618, 24.6365003 46.7604477, 24.63653 46.7600506)",
354074008,,living_street,,False,True,107.95,"LINESTRING (24.63653 46.7600506, 24.6371744 46.7599362, 24.6378516 46.7597131)",1
696840501,DJ154J,secondary,50,False,True,141.409,"LINESTRING (24.63653 46.7600506, 24.6365003 46.7604477, 24.6364994 46.7605618, 24.6364976 46.7607766, 24.6365807 46.7612406, 24.6366044 46.7613166)",
222188078,,residential,RO:urban,False,False,150.43099999999998,"LINESTRING (24.634722 46.7655574, 24.6356259 46.7649253, 24.6359263 46.7646626, 24.6360124 46.7645419)",
222188075,,residential,RO:urban,False,True,62.076,"LINESTRING (24.635296 46.7637733, 24.6359488 46.7636829, 24.6360964 46.7636967)",
222188077,,residential,RO:urban,False,True,122.174,"LINESTRING (24.6376727 46.7634935, 24.6360964 46.7636967)",
222188079,DC156,tertiary,RO:urban,False,False,255.44,"LINESTRING (24.6376727 46.7634935, 24.6371494 46.7624229, 24.6366988 46.7615501, 24.6366561 46.7614596, 24.6366044 46.7613166)",
222189818,DC156,tertiary,RO:urban,False,True,238.14799999999997,"LINESTRING (24.6376727 46.7634935, 24.6380909 46.7643414, 24.638284 46.7646718, 24.6384798 46.7649162, 24.6389696 46.7654281)",
222188077,,residential,RO:urban,False,False,122.174,"LINESTRING (24.6360964 46.7636967, 24.6376727 46.7634935)",
222188075,,residential,RO:urban,False,False,62.076,"LINESTRING (24.6360964 46.7636967, 24.6359488 46.7636829, 24.635296 46.7637733)",
222188078,,residential,RO:urban,False,True,94.27300000000001,"LINESTRING (24.6360964 46.7636967, 24.6360534 46.7640468, 24.6360416 46.764387, 24.6360124 46.7645419)",
222188078,,residential,RO:urban,False,False,94.273,"LINESTRING (24.6360124 46.7645419, 24.6360416 46.764387, 24.6360534 46.7640468, 24.6360964 46.7636967)",
222188078,,residential,RO:urban,False,True,150.431,"LINESTRING (24.6360124 46.7645419, 24.6359263 46.7646626, 24.6356259 46.7649253, 24.634722 46.7655574)",
222189818,DC156,tertiary,RO:urban,False,False,238.148,"LINESTRING (24.6389696 46.7654281, 24.6384798 46.7649162, 24.638284 46.7646718, 24.6380909 46.7643414, 24.6376727 46.7634935)",
354074008,,living_street,,False,False,107.95,"LINESTRING (24.6378516 46.7597131, 24.6371744 46.7599362, 24.63653 46.7600506)",1
