osmid,lanes,ref,name,highway,maxspeed,access,oneway,reversed,length,geometry,bridge
102570674,2,ს 11,თავისუფლების ქუჩა,trunk,50,yes,False,False,45.553,"LINESTRING (43.5913839 41.2661966, 43.5918576 41.265994)",
102570674,2,ს 11,თავისუფლების ქუჩა,trunk,50,yes,False,True,174.843,"LINESTRING (43.5913839 41.2661966, 43.589571 41.2669812)",
102654396,,,მარქსის ქუჩა,residential,,,False,False,405.983,"LINESTRING (43.5913839 41.2661966, 43.5926784 41.2682172, 43.5934882 41.2694873)",
102570674,2,ს 11,თავისუფლების ქუჩა,trunk,50,yes,False,False,174.843,"LINESTRING (43.589571 41.2669812, 43.5913839 41.2661966)",
102654359,2,,პუშკინის ქუჩა,tertiary,,,False,False,101.209,"LINESTRING (43.589571 41.2669812, 43.5890638 41.2661547)",
"[102654392, 102570674, 102654390]",2,ს 11,"['თავისუფლების ქუჩა', 'დავიდ აღმაშენებლის ქუჩა']",trunk,50,yes,False,True,358.68,"LINESTRING (43.589571 41.2669812, 43.5881011 41.2675695, 43.5879491 41.2676388, 43.5878296 41.267716, 43.5876949 41.2678198, 43.5873429 41.268172, 43.5871616 41.2683744, 43.5869453 41.2687056, 43.5866889 41.2691923)",yes
1069514984,,,,residential,,,False,False,70.263,"LINESTRING (43.5930615 41.2611906, 43.593853 41.2609778)",
102654103,,,ჰოვსეფიანის ქუჩა,tertiary,,,False,True,149.84300000000002,"LINESTRING (43.5930615 41.2611906, 43.5931897 41.2614619, 43.5932285 41.2616268, 43.5932312 41.2617622, 43.5931843 41.2621218, 43.593154 41.2625166)",
102570674,2,ს 11,თავისუფლების ქუჩა,trunk,50,yes,False,True,10.724,"LINESTRING (43.5938156 41.2651941, 43.5937102 41.2652491)",
102654103,,,ჰოვსეფიანის ქუჩა,tertiary,,,False,False,185.106,"LINESTRING (43.5938156 41.2651941, 43.5933645 41.2635643)",
102570674,2,ს 11,თავისუფლების ქუჩა,trunk,50,yes,False,False,389.0679999999999,"LINESTRING (43.5938156 41.2651941, 43.5951839 41.2646395, 43.596217 41.2641717, 43.5965502 41.2640134, 43.5966629 41.2639085, 43.5967716 41.2637548, 43.5969776 41.26345, 43.5972335 41.2630137)",
102654103,,,ჰოვსეფიანის ქუჩა,tertiary,,,False,False,149.843,"LINESTRING (43.593154 41.2625166, 43.5931843 41.2621218, 43.5932312 41.2617622, 43.5932285 41.2616268, 43.5931897 41.2614619, 43.5930615 41.2611906)",
102654103,,,ჰოვსეფიანის ქუჩა,tertiary,,,False,True,117.821,"LINESTRING (43.593154 41.2625166, 43.5931804 41.2626406, 43.5933645 41.2635643)",
102654340,,,შაუმიანის ქუჩა,residential,,,False,True,251.2,"LINESTRING (43.593154 41.2625166, 43.5929829 41.2625526, 43.5904112 41.2634363)",
102654329,,,სპანდარიანის ქუჩა,residential,,,False,True,135.988,"LINESTRING (43.5897807 41.2623089, 43.5904112 41.2634363)",
"[102654371, 102654407]",,,"['თუმანიანის ქუჩა', 'კამოს ქუჩა']",residential,,,False,False,203.579,"LINESTRING (43.5897807 41.2623089, 43.5905723 41.2620783, 43.5913434 41.2618666, 43.5914071 41.2618465, 43.5914453 41.2618243, 43.5914703 41.261799, 43.5914809 41.2617734, 43.5914835 41.2617467, 43.5914802 41.2617204, 43.5914701 41.2616922, 43.591334 41.261361)",
102654371,,,თუმანიანის ქუჩა,residential,,,False,True,177.515,"LINESTRING (43.5897807 41.2623089, 43.5888084 41.2626432, 43.5882488 41.2628062, 43.5878127 41.2629023)",
102654360,,,კონსტიტუციის ქუჩა,residential,,,False,True,164.47299999999998,"LINESTRING (43.5948115 41.2665389, 43.5952217 41.2670193, 43.5958035 41.2678154)",
102654389,,,გოგოლის ქუჩა,residential,,,False,False,55.905,"LINESTRING (43.5948911 41.2683148, 43.5943731 41.2686329)",
102654389,,,გოგოლის ქუჩა,residential,,,False,True,94.333,"LINESTRING (43.5948911 41.2683148, 43.5958035 41.2678154)",
102654369,,,ჩაპაევის ქუჩა,residential,,,False,False,244.016,"LINESTRING (43.5948911 41.2683148, 43.5945547 41.2678369, 43.5942194 41.2673359, 43.5939351 41.2668642, 43.5936615 41.2664428, 43.5935831 41.2663544)",
102654387,,,,residential,,,False,False,65.091,"LINESTRING (43.5878438 41.2614862, 43.5870685 41.2615411)",
692771791,,,პუშკინის ქუჩა,tertiary,,,False,True,157.619,"LINESTRING (43.5878438 41.2614862, 43.5878683 41.2621308, 43.5878127 41.2629023)",
102654389,,,გოგოლის ქუჩა,residential,,,False,False,131.754,"LINESTRING (43.5970979 41.2671446, 43.5969495 41.267194, 43.5968992 41.2672132, 43.5966381 41.267345, 43.5958035 41.2678154)",
102654393,,შ 31,კოდა-ფარცხისი-მანგლისი-წალკა-ნინოწმინდა,primary,,,False,False,241.14499999999998,"LINESTRING (43.5970979 41.2671446, 43.5959816 41.2665073, 43.5947767 41.2658569)",
110080973,,,ლენინაკანის ქუჩა,residential,,,False,False,25.084,"LINESTRING (43.5866407 41.2668392, 43.5863454 41.2668795)",
"[102654334, 692978446]",,,ტერიანის ქუჩა,residential,,,False,True,217.09300000000002,"LINESTRING (43.5866407 41.2668392, 43.5868769 41.266806, 43.5873558 41.266713, 43.5890638 41.2661547)",yes
102654387,,,,residential,,,False,True,65.091,"LINESTRING (43.5870685 41.2615411, 43.5878438 41.2614862)",
102654385,,,,residential,,,False,False,208.924,"LINESTRING (43.5870685 41.2615411, 43.5871003 41.261816, 43.5871242 41.2622417, 43.5871355 41.2625782, 43.5871197 41.2628386, 43.5870365 41.2628369, 43.586861 41.262815, 43.586762 41.262815, 43.5866608 41.2628268, 43.5865393 41.2628471, 43.5864853 41.2628623, 43.5863722 41.2629047)",
102654371,,,თუმანიანის ქუჩა,residential,,,False,False,177.515,"LINESTRING (43.5878127 41.2629023, 43.5882488 41.2628062, 43.5888084 41.2626432, 43.5897807 41.2623089)",
692771791,,,პუშკინის ქუჩა,tertiary,,,False,False,157.619,"LINESTRING (43.5878127 41.2629023, 43.5878683 41.2621308, 43.5878438 41.2614862)",
692771791,,,პუშკინის ქუჩა,tertiary,,,False,True,93.787,"LINESTRING (43.5878127 41.2629023, 43.5877757 41.2633331, 43.5877387 41.2637439)",
110080973,,,ლენინაკანის ქუჩა,residential,,,False,True,25.084,"LINESTRING (43.5863454 41.2668795, 43.5866407 41.2668392)",
102570674,2,ს 11,თავისუფლების ქუჩა,trunk,50,yes,False,True,389.068,"LINESTRING (43.5972335 41.2630137, 43.5969776 41.26345, 43.5967716 41.2637548, 43.5966629 41.2639085, 43.5965502 41.2640134, 43.596217 41.2641717, 43.5951839 41.2646395, 43.5938156 41.2651941)",
102654389,,,გოგოლის ქუჩა,residential,,,False,False,94.333,"LINESTRING (43.5958035 41.2678154, 43.5948911 41.2683148)",
102654360,,,კონსტიტუციის ქუჩა,residential,,,False,False,164.47299999999998,"LINESTRING (43.5958035 41.2678154, 43.5952217 41.2670193, 43.5948115 41.2665389)",
102654389,,,გოგოლის ქუჩა,residential,,,False,True,131.754,"LINESTRING (43.5958035 41.2678154, 43.5966381 41.267345, 43.5968992 41.2672132, 43.5969495 41.267194, 43.5970979 41.2671446)",
102654329,,,სპანდარიანის ქუჩა,residential,,,False,False,135.988,"LINESTRING (43.5904112 41.2634363, 43.5897807 41.2623089)",
102654329,,,სპანდარიანის ქუჩა,residential,,,False,True,128.191,"LINESTRING (43.5904112 41.2634363, 43.5909761 41.2645081)",
102654340,,,შაუმიანის ქუჩა,residential,,,False,False,251.2,"LINESTRING (43.5904112 41.2634363, 43.5929829 41.2625526, 43.593154 41.2625166)",
102654340,,,შაუმიანის ქუჩა,residential,,,False,True,228.176,"LINESTRING (43.5904112 41.2634363, 43.5896905 41.2637034, 43.5892184 41.2638586, 43.5879366 41.2643022)",
102654369,,,ჩაპაევის ქუჩა,residential,,,False,True,244.01600000000002,"LINESTRING (43.5935831 41.2663544, 43.5936615 41.2664428, 43.5939351 41.2668642, 43.5942194 41.2673359, 43.5945547 41.2678369, 43.5948911 41.2683148)",
102654347,,,,residential,,,False,False,7.236,"LINESTRING (43.5864207 41.2629586, 43.5863722 41.2629047)",
102654347,,,,residential,,,False,True,161.709,"LINESTRING (43.5864207 41.2629586, 43.5864839 41.263038, 43.5865308 41.2631162, 43.5867557 41.2634258, 43.5868911 41.263634, 43.5869144 41.263674, 43.5869405 41.2637024, 43.5869667 41.263723, 43.5870077 41.263738, 43.5870472 41.2637457, 43.5870952 41.2637475, 43.5872836 41.2637473, 43.5877387 41.2637439)",
"[102654392, 102570674, 102654390]",2,ს 11,"['თავისუფლების ქუჩა', 'დავიდ აღმაშენებლის ქუჩა']",trunk,50,yes,False,False,358.67999999999995,"LINESTRING (43.5866889 41.2691923, 43.5869453 41.2687056, 43.5871616 41.2683744, 43.5873429 41.268172, 43.5876949 41.2678198, 43.5878296 41.267716, 43.5879491 41.2676388, 43.5881011 41.2675695, 43.589571 41.2669812)",yes
102570674,2,ს 11,თავისუფლების ქუჩა,trunk,50,yes,False,False,10.724,"LINESTRING (43.5937102 41.2652491, 43.5938156 41.2651941)",
102570674,2,ს 11,თავისუფლების ქუჩა,trunk,50,yes,False,True,175.604,"LINESTRING (43.5937102 41.2652491, 43.5918576 41.265994)",
102654393,,შ 31,კოდა-ფარცხისი-მანგლისი-წალკა-ნინოწმინდა,primary,,,False,True,111.863,"LINESTRING (43.5937102 41.2652491, 43.5947767 41.2658569)",
102654334,,,ტერიანის ქუჩა,residential,,,False,True,218.973,"LINESTRING (43.5890638 41.2661547, 43.5914851 41.2654026)",
102654359,2,,პუშკინის ქუჩა,tertiary,,,False,False,94.258,"LINESTRING (43.5890638 41.2661547, 43.5885836 41.2653877)",
102654359,2,,პუშკინის ქუჩა,tertiary,,,False,True,101.209,"LINESTRING (43.5890638 41.2661547, 43.589571 41.2669812)",
"[102654334, 692978446]",,,ტერიანის ქუჩა,residential,,,False,False,217.09300000000002,"LINESTRING (43.5890638 41.2661547, 43.5873558 41.266713, 43.5868769 41.266806, 43.5866407 41.2668392)",yes
102654381,,,,residential,,,False,False,63.117,"LINESTRING (43.5920276 41.2611366, 43.591334 41.261361)",
102654381,,,,residential,,,False,True,63.117,"LINESTRING (43.591334 41.261361, 43.5920276 41.2611366)",
"[102654371, 102654407]",,,"['თუმანიანის ქუჩა', 'კამოს ქუჩა']",residential,,,False,True,203.579,"LINESTRING (43.591334 41.261361, 43.5914701 41.2616922, 43.5914802 41.2617204, 43.5914835 41.2617467, 43.5914809 41.2617734, 43.5914703 41.261799, 43.5914453 41.2618243, 43.5914071 41.2618465, 43.5913434 41.2618666, 43.5905723 41.2620783, 43.5897807 41.2623089)",
102654413,,,მარქსის შესახვევი,residential,,,False,True,300.082,"LINESTRING (43.5925351 41.266315, 43.5929668 41.2668883, 43.5938466 41.2679992, 43.5943731 41.2686329)",
102654329,,,სპანდარიანის ქუჩა,residential,,,False,False,108.18,"LINESTRING (43.5914851 41.2654026, 43.5909761 41.2645081)",
102654329,,,სპანდარიანის ქუჩა,residential,,,False,True,72.758,"LINESTRING (43.5914851 41.2654026, 43.5918576 41.265994)",
102654334,,,ტერიანის ქუჩა,residential,,,False,False,218.973,"LINESTRING (43.5914851 41.2654026, 43.5890638 41.2661547)",
102570674,2,ს 11,თავისუფლების ქუჩა,trunk,50,yes,False,False,175.604,"LINESTRING (43.5918576 41.265994, 43.5937102 41.2652491)",
102570674,2,ს 11,თავისუფლების ქუჩა,trunk,50,yes,False,True,45.553,"LINESTRING (43.5918576 41.265994, 43.5913839 41.2661966)",
102654329,,,სპანდარიანის ქუჩა,residential,,,False,False,72.758,"LINESTRING (43.5918576 41.265994, 43.5914851 41.2654026)",
692771791,,,პუშკინის ქუჩა,tertiary,,,False,True,132.263,"LINESTRING (43.5879366 41.2643022, 43.5885836 41.2653877)",
102654340,,,შაუმიანის ქუჩა,residential,,,False,False,228.17600000000002,"LINESTRING (43.5879366 41.2643022, 43.5892184 41.2638586, 43.5896905 41.2637034, 43.5904112 41.2634363)",
692771791,,,პუშკინის ქუჩა,tertiary,,,False,False,64.744,"LINESTRING (43.5879366 41.2643022, 43.587833 41.2641258, 43.587778 41.2639781, 43.5877387 41.2637439)",
102654347,,,,residential,,,False,True,7.236,"LINESTRING (43.5863722 41.2629047, 43.5864207 41.2629586)",
102654385,,,,residential,,,False,True,208.92399999999998,"LINESTRING (43.5863722 41.2629047, 43.5864853 41.2628623, 43.5865393 41.2628471, 43.5866608 41.2628268, 43.586762 41.262815, 43.586861 41.262815, 43.5870365 41.2628369, 43.5871197 41.2628386, 43.5871355 41.2625782, 43.5871242 41.2622417, 43.5871003 41.261816, 43.5870685 41.2615411)",
1069514984,,,,residential,,,False,True,70.263,"LINESTRING (43.593853 41.2609778, 43.5930615 41.2611906)",
102654389,,,გოგოლის ქუჩა,residential,,,False,True,55.905,"LINESTRING (43.5943731 41.2686329, 43.5948911 41.2683148)",
102654389,,,გოგოლის ქუჩა,residential,,,False,False,123.122,"LINESTRING (43.5943731 41.2686329, 43.5943307 41.2686705, 43.5942321 41.268797, 43.5940502 41.2690758, 43.5939966 41.2691454, 43.5939056 41.2692426, 43.593862 41.2692859, 43.5938184 41.2693207, 43.593685 41.2693978, 43.5935729 41.2694523, 43.5934882 41.2694873)",
