osmid,oneway,lanes,ref,name,highway,access,reversed,length,geometry,maxspeed,bridge,tunnel,junction
222987014,True,2,ს 8,აბასთუმნის გზატკეცილი,trunk,yes,False,46.194,"LINESTRING (42.9813849 41.6421292, 42.981568 41.6422933, 42.9816694 41.6424803)",,,,
95777232,False,,,სანაპიროს ქუჩა,residential,,True,50.38,"LINESTRING (42.98049 41.64086, 42.98102 41.64108)",,,,
95777064,True,,,მერაბ კოსტავას ქუჩა,secondary,,False,25.779,"LINESTRING (42.9852025 41.6398708, 42.9854345 41.6397169)",,,,
95777022,False,,,კოსტავას ქუჩა,secondary,,False,81.714,"LINESTRING (42.9852025 41.6398708, 42.9849073 41.6399919, 42.9843405 41.6402244)",,,,
95777316,False,,,Vazha Pshavela St.,residential,,True,14.571,"LINESTRING (42.9867432 41.6380343, 42.9866291 41.6381338)",,,,
95777464,False,,,Vazha Pshavela St.,residential,,False,5.646,"LINESTRING (42.9867432 41.6380343, 42.98671 41.63799)",,,,
95777464,False,,,Vazha Pshavela St.,residential,,True,11.469,"LINESTRING (42.9867432 41.6380343, 42.98682 41.63812)",,,,
95776802,False,,,პეტრე იბერის ქუჩა,tertiary,,False,49.123,"LINESTRING (42.9829089 41.6404907, 42.98266 41.64009)",,,,
95777312,False,,,მანველიშვილის ქუჩა,residential,,False,114.52699999999999,"LINESTRING (42.9829089 41.6404907, 42.9830653 41.6404175, 42.9840157 41.6398778)",,,,
95777312,False,,,მანველიშვილის ქუჩა,residential,,True,170.407,"LINESTRING (42.9829089 41.6404907, 42.98231 41.64072, 42.98199 41.64082, 42.98139 41.64097, 42.98102 41.64108)",,,,
95776969,False,,,Guramishvili St.,residential,,False,36.437,"LINESTRING (42.98043 41.64346, 42.9802488 41.6437584)",,,,
95777319,False,,,Guramishvili St.,residential,,True,66.997,"LINESTRING (42.98043 41.64346, 42.9806505 41.643326, 42.98079 41.64325, 42.9810806 41.643105)",,,,
95777082,False,,,Megobroba St.,residential,,False,20.752,"LINESTRING (42.98752 41.63769, 42.9877505 41.6376182)",,,,
95776953,False,,,თაბუკაშვილის ქუჩა,residential,,True,42.787,"LINESTRING (42.985829 41.6394, 42.9855282 41.6390877)",,,,
95777064,True,,,მერაბ კოსტავას ქუჩა,secondary,,False,131.29899999999998,"LINESTRING (42.985829 41.6394, 42.986181 41.639098, 42.9864836 41.6388804, 42.9865971 41.6388216, 42.9870518 41.6386933)",,,,
"[95777259, 95776990]",False,,,Vazha Pshavela St.,residential,,"[False, True]",67.891,"LINESTRING (42.98512 41.63563, 42.98525 41.6357, 42.9854 41.63591, 42.98551 41.63593, 42.985549 41.6360956)",,,,
95777110,False,,,ვაჟა-ფშაველას ქუჩა,tertiary,,True,191.05400000000003,"LINESTRING (42.98512 41.63563, 42.98512 41.6357, 42.98478 41.63597, 42.9842955 41.6361184, 42.98414 41.63612, 42.9837908 41.6360977, 42.9836585 41.6361283, 42.9832189 41.6363641)",,,,
95777176,False,,,Paliashvili St.,tertiary,,False,60.626000000000005,"LINESTRING (42.98512 41.63563, 42.98501 41.63558, 42.98469 41.6352)",,,,
95777350,False,,,Guramishvili St.,residential,,False,10.454,"LINESTRING (42.9810806 41.643105, 42.9811582 41.643179)",,,,
95777319,False,,,Guramishvili St.,residential,,False,66.997,"LINESTRING (42.9810806 41.643105, 42.98079 41.64325, 42.9806505 41.643326, 42.98043 41.64346)",,,,
95777347,False,,,Vazha Pshavela St.,residential,,True,25.689,"LINESTRING (42.9810806 41.643105, 42.9812281 41.6429805, 42.981245 41.642917)",,,,
176607264,False,,,,tertiary,,True,13.412,"LINESTRING (42.98455 41.63526, 42.98469 41.6352)",,,,
176607264,False,,,,tertiary,,False,62.329,"LINESTRING (42.98455 41.63526, 42.98448 41.63541, 42.98439 41.63546, 42.98397 41.63541)",,,,
"[95776849, 95777092]",False,,,Chkondideli St.,residential,,True,223.401,"LINESTRING (42.98089 41.6357, 42.98133 41.63567, 42.98171 41.63561, 42.98199 41.63563, 42.98253 41.63546, 42.98291 41.63533, 42.98347 41.63524)",,,,
95777078,True,1,,შალვა ახალციხელის ქუჩა,residential,,False,74.595,"LINESTRING (42.9866955 41.6402141, 42.987001 41.6408449)",20,,,
95777425,False,,,დიდიმამიშვილის ქუჩა,residential,,False,137.461,"LINESTRING (42.9866955 41.6402141, 42.9882417 41.6397748)",,,,
844180473,False,,,დიდიმამიშვილის ქუჩა,residential,,True,120.545,"LINESTRING (42.9866955 41.6402141, 42.9853315 41.6405831)",,,,
603982336,False,,,გრიგოლ ხანძთელის ქუჩა,residential,,False,57.688,"LINESTRING (42.98474 41.64325, 42.9841494 41.6435227)",,,,
95777127,False,,,მთაწმინდელის ქუჩა,residential,,False,169.525,"LINESTRING (42.98474 41.64325, 42.9845 41.64301, 42.9842 41.64271, 42.98398 41.6425, 42.98384 41.64241, 42.98356 41.64241, 42.98334 41.64258)",,,,
603982336,False,,,გრიგოლ ხანძთელის ქუჩა,residential,,True,200.99,"LINESTRING (42.98474 41.64325, 42.9852226 41.643083, 42.9856155 41.6429473, 42.98596 41.64288, 42.98701 41.64312)",,,,
95776880,False,,,ვაჟა-ფშაველას ქუჩა (Vazha Pshavela St),residential,,False,157.98,"LINESTRING (42.9812 41.63732, 42.98192 41.63689, 42.9824257 41.6366703, 42.9827896 41.6365566)",,,,
95777042,False,,,თუმანიანის ქუჩა,residential,,False,73.75,"LINESTRING (42.9856378 41.6412056, 42.9853315 41.6405831)",,,,
95777157,False,,,შოთა რუსთაველის ქუჩა,residential,,False,47.206,"LINESTRING (42.9856378 41.6412056, 42.9851101 41.6413628)",,,,
95777157,False,,,შოთა რუსთაველის ქუჩა,residential,,True,120.171,"LINESTRING (42.9856378 41.6412056, 42.987001 41.6408449)",,,,
95777127,False,,,მთაწმინდელის ქუჩა,residential,,True,52.726,"LINESTRING (42.982909 41.642928, 42.98334 41.64258)",,,,
