osmid,name,highway,oneway,reversed,length,bridge,geometry,lanes,ref,maxspeed,access
170196310,,residential,False,False,140.104,,"LINESTRING (43.9199493 42.389614, 43.9210749 42.3905608)",,,,
323479716,Ленины уынг,trunk,False,True,73.341,,"LINESTRING (43.919559 42.3872825, 43.9200251 42.3878451)",2,ს 10,90,yes
170196289,,residential,False,True,134.371,,"LINESTRING (43.919559 42.3872825, 43.9198742 42.3870703, 43.9200587 42.3870212, 43.9202304 42.387045, 43.9204327 42.3870908, 43.9205878 42.3872225, 43.92078 42.3874739)",,,,
170196313,Чкаловы уынг,residential,False,False,160.76299999999998,,"LINESTRING (43.9201102 42.3932586, 43.9199278 42.3930922, 43.9197562 42.3929499, 43.9197427 42.392897, 43.919724 42.3928232, 43.9197776 42.3927043, 43.9198742 42.3926251, 43.9201961 42.3926488, 43.9204235 42.3926948, 43.9205716 42.3926964, 43.9207754 42.3926488)",,,,
170196330,,residential,False,True,73.141,,"LINESTRING (43.9201102 42.3932586, 43.9204106 42.3932031, 43.92099 42.3931714)",,,,
170196321,,residential,False,True,74.482,,"LINESTRING (43.9200251 42.3878451, 43.92078 42.3874739)",,,,
323479716,Ленины уынг,trunk,False,False,73.341,,"LINESTRING (43.9200251 42.3878451, 43.919559 42.3872825)",2,ს 10,90,yes
323479716,Ленины уынг,trunk,False,True,225.45999999999998,,"LINESTRING (43.9200251 42.3878451, 43.920248 42.3881098, 43.9203466 42.3882281, 43.9216469 42.3894789)",2,ს 10,90,yes
170196319,,residential,False,False,142.771,,"LINESTRING (43.9193699 42.3899627, 43.9205009 42.3909378)",,,,
170196323,,residential,False,False,61.691,,"LINESTRING (43.9250289 42.3928394, 43.9243777 42.393116)",,,,
170196281,,residential,False,False,192.838,,"LINESTRING (43.9269702 42.3934032, 43.9266797 42.3934255, 43.9264301 42.3935415, 43.9251711 42.3944511)",,,,
170196302,,residential,False,False,88.406,,"LINESTRING (43.9187155 42.3917852, 43.9190803 42.3917297, 43.9194772 42.3915633, 43.919668 42.3914467)",,,,
170196299,,residential,False,False,173.023,,"LINESTRING (43.9207754 42.3926488, 43.9208291 42.3924032, 43.9206595 42.3921718, 43.9202197 42.3919104, 43.9198313 42.3916663, 43.919668 42.3914467)",,,,
170196313,Чкаловы уынг,residential,False,False,307.436,,"LINESTRING (43.9207754 42.3926488, 43.921078 42.3925759, 43.9213762 42.3924745, 43.9216015 42.3922844, 43.921711 42.3920926, 43.9217195 42.3918961, 43.921741 42.391698, 43.921741 42.3912701, 43.9217517 42.391175, 43.9225853 42.3905078)",,,,
170196313,Чкаловы уынг,residential,False,True,160.763,,"LINESTRING (43.9207754 42.3926488, 43.9205716 42.3926964, 43.9204235 42.3926948, 43.9201961 42.3926488, 43.9198742 42.3926251, 43.9197776 42.3927043, 43.919724 42.3928232, 43.9197427 42.392897, 43.9197562 42.3929499, 43.9199278 42.3930922, 43.9201102 42.3932586)",,,,
170196331,,residential,False,True,51.338,,"LINESTRING (43.922816 42.3932019, 43.9230177 42.3936389)",,,,
170196328,,residential,False,True,101.068,,"LINESTRING (43.92099 42.3931714, 43.9214611 42.3940111)",,,,
170196330,,residential,False,True,41.763,,"LINESTRING (43.92099 42.3931714, 43.9214513 42.3930133)",,,,
170196330,,residential,False,False,73.141,,"LINESTRING (43.92099 42.3931714, 43.9204106 42.3932031, 43.9201102 42.3932586)",,,,
170196310,,residential,False,True,140.104,,"LINESTRING (43.9210749 42.3905608, 43.9199493 42.389614)",,,,
170196302,,residential,False,False,66.561,,"LINESTRING (43.9210749 42.3905608, 43.9215178 42.3902622, 43.92163 42.3901304)",,,,
170196302,,residential,False,True,63.098,,"LINESTRING (43.9210749 42.3905608, 43.9206574 42.3908422, 43.9205009 42.3909378)",,,,
170196289,,residential,False,False,41.414,,"LINESTRING (43.9210436 42.3877914, 43.92078 42.3874739)",,,,
170196302,,residential,False,False,61.37,,"LINESTRING (43.9199251 42.3912896, 43.9205009 42.3909378)",,,,
170196302,,residential,False,True,27.404,,"LINESTRING (43.9199251 42.3912896, 43.919668 42.3914467)",,,,
170196293,,residential,False,True,187.63,,"LINESTRING (43.9199251 42.3912896, 43.9196725 42.3910467, 43.9190159 42.3905649, 43.9180717 42.3905807)",,,,
170196302,,residential,False,False,27.404,,"LINESTRING (43.919668 42.3914467, 43.9199251 42.3912896)",,,,
170196299,,residential,False,True,173.02300000000002,,"LINESTRING (43.919668 42.3914467, 43.9198313 42.3916663, 43.9202197 42.3919104, 43.9206595 42.3921718, 43.9208291 42.3924032, 43.9207754 42.3926488)",,,,
170196302,,residential,False,True,88.406,,"LINESTRING (43.919668 42.3914467, 43.9194772 42.3915633, 43.9190803 42.3917297, 43.9187155 42.3917852)",,,,
170196323,,residential,False,False,60.178,,"LINESTRING (43.9230177 42.3936389, 43.9223204 42.3938053)",,,,
170196331,,residential,False,False,51.338,,"LINESTRING (43.9230177 42.3936389, 43.922816 42.3932019)",,,,
170196323,,residential,False,True,126.071,,"LINESTRING (43.9230177 42.3936389, 43.9238009 42.3933695, 43.9243777 42.393116)",,,,
170196328,,residential,False,False,101.068,,"LINESTRING (43.9214611 42.3940111, 43.92099 42.3931714)",,,,
170196323,,residential,False,True,76.662,,"LINESTRING (43.9214611 42.3940111, 43.9221079 42.3937803, 43.9223204 42.3938053)",,,,
170196323,,residential,False,True,61.691,,"LINESTRING (43.9243777 42.393116, 43.9250289 42.3928394)",,,,
543072083,Ленины уынг,trunk,False,False,110.484,,"LINESTRING (43.9243777 42.393116, 43.9238786 42.3921933)",2,ს 10,90,yes
543072083,Ленины уынг,trunk,False,True,162.125,,"LINESTRING (43.9243777 42.393116, 43.9251711 42.3944511)",2,ს 10,90,yes
170196323,,residential,False,False,126.071,,"LINESTRING (43.9243777 42.393116, 43.9238009 42.3933695, 43.9230177 42.3936389)",,,,
543072083,Ленины уынг,trunk,False,False,162.125,,"LINESTRING (43.9251711 42.3944511, 43.9243777 42.393116)",2,ს 10,90,yes
170196281,,residential,False,True,192.83799999999997,,"LINESTRING (43.9251711 42.3944511, 43.9264301 42.3935415, 43.9266797 42.3934255, 43.9269702 42.3934032)",,,,
170196330,,residential,False,False,41.763,,"LINESTRING (43.9214513 42.3930133, 43.92099 42.3931714)",,,,
171925329,,residential,False,True,100.429,,"LINESTRING (43.9256424 42.3869792, 43.9250456 42.3861909)",,,,
171925281,,residential,False,False,94.93,,"LINESTRING (43.9256424 42.3869792, 43.9263974 42.386603, 43.9266227 42.3865317)",,,,
171925281,,residential,False,True,144.549,,"LINESTRING (43.9256424 42.3869792, 43.9255069 42.3870468, 43.9244126 42.3874905, 43.9240967 42.3875986)",,,,
171925329,,residential,False,False,100.429,,"LINESTRING (43.9250456 42.3861909, 43.9256424 42.3869792)",,,,
171925281,,residential,False,True,152.96800000000002,,"LINESTRING (43.9283801 42.3861295, 43.9280711 42.3862622, 43.9275432 42.3863989, 43.9272021 42.3864841, 43.9268695 42.3865317, 43.9266227 42.3865317)",,,,
171925318,,residential,False,False,86.444,,"LINESTRING (43.925346 42.3879581, 43.9243878 42.3882798)",,,,
171925318,,residential,False,True,27.087,,"LINESTRING (43.925346 42.3879581, 43.9254747 42.3879898, 43.9256657 42.3880155)",,,,
171925331,,residential,False,False,73.09100000000001,,"LINESTRING (43.925346 42.3879581, 43.925464 42.3878868, 43.9256035 42.3877996, 43.925655 42.3876431, 43.9256335 42.3875401, 43.9255171 42.387424)",,,,
171925320,,residential,False,True,51.014,,"LINESTRING (43.9288629 42.3906622, 43.9282964 42.3908504)",,,,
171925305,,residential,False,False,146.66500000000002,,"LINESTRING (43.9288629 42.3906622, 43.9290131 42.3908682, 43.929056 42.3910108, 43.9289938 42.3912307, 43.9288972 42.391405, 43.9286698 42.3916527, 43.9284997 42.3918414)",,,,
171925305,,residential,False,True,86.008,,"LINESTRING (43.9288629 42.3906622, 43.928865 42.3904938, 43.9288522 42.3902897, 43.9286075 42.3900104, 43.9285539 42.389955)",,,,
171925281,,residential,False,False,152.96800000000002,,"LINESTRING (43.9266227 42.3865317, 43.9268695 42.3865317, 43.9272021 42.3864841, 43.9275432 42.3863989, 43.9280711 42.3862622, 43.9283801 42.3861295)",,,,
171925281,,residential,False,True,94.93,,"LINESTRING (43.9266227 42.3865317, 43.9263974 42.386603, 43.9256424 42.3869792)",,,,
323481968,,residential,False,True,59.086,,"LINESTRING (43.9279724 42.3889823, 43.9276076 42.389117, 43.9274298 42.388928)",,,,
171925316,Санахъоты Геннадийы уынг,tertiary,False,False,183.891,,"LINESTRING (43.9265995 42.3905351, 43.9250131 42.389368)",,,,
171925306,Санахъоты Геннадийы уынг,residential,False,False,173.20499999999998,,"LINESTRING (43.9265995 42.3905351, 43.9269016 42.39047, 43.9284123 42.3900124, 43.9285539 42.389955)",,,,
171925316,Санахъоты Геннадийы уынг,tertiary,False,True,213.39100000000002,,"LINESTRING (43.9265995 42.3905351, 43.9277382 42.3913728, 43.9284997 42.3918414)",,,,
171925305,,residential,False,True,146.665,,"LINESTRING (43.9284997 42.3918414, 43.9286698 42.3916527, 43.9288972 42.391405, 43.9289938 42.3912307, 43.929056 42.3910108, 43.9290131 42.3908682, 43.9288629 42.3906622)",,,,
171925316,Санахъоты Геннадийы уынг,tertiary,False,False,213.39100000000002,,"LINESTRING (43.9284997 42.3918414, 43.9277382 42.3913728, 43.9265995 42.3905351)",,,,
171925316,Санахъоты Геннадийы уынг,tertiary,False,True,47.478,,"LINESTRING (43.9284997 42.3918414, 43.9286394 42.3919274, 43.9289273 42.3921285)",,,,
171925318,,residential,False,False,27.087,,"LINESTRING (43.9256657 42.3880155, 43.9254747 42.3879898, 43.925346 42.3879581)",,,,
171925318,,residential,False,True,248.538,,"LINESTRING (43.9256657 42.3880155, 43.925861 42.3879898, 43.9260863 42.3880294, 43.9262794 42.3880849, 43.9264596 42.3880868, 43.9267729 42.3880452, 43.9270733 42.3879264, 43.9283905 42.3873233)",,,,
171925319,,residential,False,False,178.18300000000002,,"LINESTRING (43.9256657 42.3880155, 43.9257429 42.388172, 43.9262665 42.388697, 43.926494 42.3888297, 43.926642 42.3888396, 43.9268137 42.3888159, 43.9272481 42.3887348)",,,,
171925327,,residential,False,False,22.003,,"LINESTRING (43.9257644 42.3873479, 43.9255171 42.387424)",,,,
171925318,,residential,False,False,248.53799999999998,,"LINESTRING (43.9283905 42.3873233, 43.9270733 42.3879264, 43.9267729 42.3880452, 43.9264596 42.3880868, 43.9262794 42.3880849, 43.9260863 42.3880294, 43.925861 42.3879898, 43.9256657 42.3880155)",,,,
171925316,Санахъоты Геннадийы уынг,tertiary,False,False,47.478,,"LINESTRING (43.9289273 42.3921285, 43.9286394 42.3919274, 43.9284997 42.3918414)",,,,
323481968,,residential,False,False,26.157,,"LINESTRING (43.9272481 42.3887348, 43.9274298 42.388928)",,,,
171925319,,residential,False,True,178.183,,"LINESTRING (43.9272481 42.3887348, 43.9268137 42.3888159, 43.926642 42.3888396, 43.926494 42.3888297, 43.9262665 42.388697, 43.9257429 42.388172, 43.9256657 42.3880155)",,,,
171925327,,residential,False,True,23.819,,"LINESTRING (43.9252494 42.3875064, 43.9255171 42.387424)",,,,
171925320,,residential,False,False,51.014,,"LINESTRING (43.9282964 42.3908504, 43.9288629 42.3906622)",,,,
171925327,,residential,False,False,23.819,,"LINESTRING (43.9255171 42.387424, 43.9252494 42.3875064)",,,,
171925327,,residential,False,True,22.003,,"LINESTRING (43.9255171 42.387424, 43.9257644 42.3873479)",,,,
171925331,,residential,False,True,73.09100000000001,,"LINESTRING (43.9255171 42.387424, 43.9256335 42.3875401, 43.925655 42.3876431, 43.9256035 42.3877996, 43.925464 42.3878868, 43.925346 42.3879581)",,,,
171925316,Санахъоты Геннадийы уынг,tertiary,False,False,79.429,,"LINESTRING (43.9243878 42.3882798, 43.9240967 42.3875986)",,,,
171925318,,residential,False,True,86.444,,"LINESTRING (43.9243878 42.3882798, 43.925346 42.3879581)",,,,
171925316,Санахъоты Геннадийы уынг,tertiary,False,True,131.595,,"LINESTRING (43.9243878 42.3882798, 43.924482 42.3885003, 43.9250131 42.389368)",,,,
171925298,,residential,False,False,50.863,,"LINESTRING (43.9268808 42.3891397, 43.9274298 42.388928)",,,,
171925305,,residential,False,False,86.008,,"LINESTRING (43.9285539 42.389955, 43.9286075 42.3900104, 43.9288522 42.3902897, 43.928865 42.3904938, 43.9288629 42.3906622)",,,,
171925306,Санахъоты Геннадийы уынг,residential,False,True,173.20499999999998,,"LINESTRING (43.9285539 42.389955, 43.9284123 42.3900124, 43.9269016 42.39047, 43.9265995 42.3905351)",,,,
171925298,,residential,False,True,50.863,,"LINESTRING (43.9274298 42.388928, 43.9268808 42.3891397)",,,,
323481968,,residential,False,True,26.157,,"LINESTRING (43.9274298 42.388928, 43.9272481 42.3887348)",,,,
323481968,,residential,False,False,59.086,,"LINESTRING (43.9274298 42.388928, 43.9276076 42.389117, 43.9279724 42.3889823)",,,,
171925316,Санахъоты Геннадийы уынг,tertiary,False,True,79.429,,"LINESTRING (43.9240967 42.3875986, 43.9243878 42.3882798)",,,,
171925281,,residential,False,False,144.549,,"LINESTRING (43.9240967 42.3875986, 43.9244126 42.3874905, 43.9255069 42.3870468, 43.9256424 42.3869792)",,,,
323477604,,residential,False,False,36.794,,"LINESTRING (43.9224158 42.3903219, 43.9226227 42.3900284)",,,,
323479716,Ленины уынг,trunk,False,False,113.023,,"LINESTRING (43.9224158 42.3903219, 43.9216469 42.3894789)",2,ს 10,90,yes
323479716,Ленины уынг,trunk,False,True,11.947,,"LINESTRING (43.9224158 42.3903219, 43.9224971 42.390411)",2,ს 10,90,yes
323477604,,residential,False,True,36.794,,"LINESTRING (43.9226227 42.3900284, 43.9224158 42.3903219)",,,,
1270897624,,residential,False,True,26.067999999999998,,"LINESTRING (43.9244261 42.3919723, 43.924343 42.3920278, 43.9242639 42.3921021, 43.9242303 42.3921536)",,,,
1270897625,,residential,False,True,28.299,,"LINESTRING (43.9246783 42.3921952, 43.9246434 42.3922645, 43.9246005 42.392322, 43.9245093 42.3924151)",,,,
1270897626,,residential,False,True,55.642,,"LINESTRING (43.9249545 42.3923953, 43.9248995 42.392424, 43.924858 42.3924656, 43.9247882 42.3925696, 43.9247306 42.3925835, 43.9246729 42.3925627, 43.9245777 42.3924765, 43.9245093 42.3924151)",,,,
1270897625,,residential,False,False,28.299,,"LINESTRING (43.9245093 42.3924151, 43.9246005 42.392322, 43.9246434 42.3922645, 43.9246783 42.3921952)",,,,
1270897626,,residential,False,False,55.642,,"LINESTRING (43.9245093 42.3924151, 43.9245777 42.3924765, 43.9246729 42.3925627, 43.9247306 42.3925835, 43.9247882 42.3925696, 43.924858 42.3924656, 43.9248995 42.392424, 43.9249545 42.3923953)",,,,
1270897626,,residential,False,True,38.035,,"LINESTRING (43.9245093 42.3924151, 43.9243081 42.3921784, 43.9242303 42.3921536)",,,,
1270897624,,residential,False,False,26.068,,"LINESTRING (43.9242303 42.3921536, 43.9242639 42.3921021, 43.924343 42.3920278, 43.9244261 42.3919723)",,,,
1270897626,,residential,False,False,38.035,,"LINESTRING (43.9242303 42.3921536, 43.9243081 42.3921784, 43.9245093 42.3924151)",,,,
1270897626,,residential,False,True,29.294,,"LINESTRING (43.9242303 42.3921536, 43.9241512 42.3921546, 43.9238786 42.3921933)",,,,
543072083,Ленины уынг,trunk,False,True,110.484,,"LINESTRING (43.9238786 42.3921933, 43.9243777 42.393116)",2,ს 10,90,yes
543072083,Ленины уынг,trunk,False,False,170.93599999999998,,"LINESTRING (43.9238786 42.3921933, 43.9235502 42.3916693, 43.9228905 42.3908423)",2,ს 10,90,yes
1270897626,,residential,False,False,29.294,,"LINESTRING (43.9238786 42.3921933, 43.9241512 42.3921546, 43.9242303 42.3921536)",,,,
