osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,junction,lanes
104283053,False,თედო რაზიკაშვილის ქუჩა (Tedo Razikashvili street),residential,True,176.882,"LINESTRING (44.6935411 42.0822136, 44.6920073 42.0811025)",,,,
104283346,False,ალ. ბექაურის ქუჩა (Al. Bekauri street),residential,False,101.316,"LINESTRING (44.6935411 42.0822136, 44.6926849 42.0828666)",,,,
104283346,False,ალ. ბექაურის ქუჩა (Al. Bekauri street),residential,True,64.523,"LINESTRING (44.6935411 42.0822136, 44.6940863 42.0817977)",,,,
104283053,False,თედო რაზიკაშვილის ქუჩა (Tedo Razikashvili street),residential,False,159.93200000000002,"LINESTRING (44.6935411 42.0822136, 44.6941404 42.0826216, 44.694494 42.0828624, 44.6947195 42.0829073, 44.694731 42.0829835, 44.6949156 42.0831665)",,,,
104284031,False,,residential,False,108.24000000000001,"LINESTRING (44.701158 42.08648, 44.7009344 42.0867509, 44.7006412 42.0870244, 44.7004733 42.0872106, 44.7003807 42.0872557)",,,,
104284031,False,,residential,True,86.144,"LINESTRING (44.701158 42.08648, 44.701199 42.0863209, 44.7012595 42.0861067, 44.7015655 42.0857849)",,,,
104282806,False,ერეკლე II ქუჩა,residential,True,59.494,"LINESTRING (44.6971859 42.0867465, 44.6976107 42.0863142)",,,,
104283003,False,დანიელ ჭონქაძის ქუჩა (Daniel Chonkadze street),residential,False,87.034,"LINESTRING (44.6971859 42.0867465, 44.698032 42.0872138)",,,,
104283003,False,დანიელ ჭონქაძის ქუჩა (Daniel Chonkadze street),residential,True,74.855,"LINESTRING (44.6971859 42.0867465, 44.6964892 42.0863154)",,,,
104282806,False,ერეკლე II ქუჩა,residential,False,129.238,"LINESTRING (44.6971859 42.0867465, 44.6964604 42.0873831, 44.6960423 42.087491)",,,,
104284261,False,ი. გოგებაშვილის ქუჩა,residential,False,160.914,"LINESTRING (44.6915965 42.0839827, 44.6898794 42.0846684)",,,,
104283322,False,ვაჟა-ფშაველას ქუჩა (Vaja-pshavela street),residential,False,68.143,"LINESTRING (44.6915965 42.0839827, 44.6916805 42.0840881, 44.6921495 42.0844335)",,,,
104283322,False,ვაჟა-ფშაველას ქუჩა (Vaja-pshavela street),residential,True,61.366,"LINESTRING (44.6915965 42.0839827, 44.6912699 42.0835734, 44.6912159 42.0835086)",,,,
