osmid,name,highway,maxspeed,access,oneway,reversed,length,geometry
81216036,Курортная улица,residential,50,yes,False,False,49.254,"LINESTRING (41.1030814 42.9267202, 41.103654 42.9268631)"
81216036,Курортная улица,residential,50,yes,False,True,1038.809,"LINESTRING (41.1030814 42.9267202, 41.1004516 42.9260597, 41.0995616 42.9258361, 41.0982744 42.9255225, 41.0980502 42.9254865, 41.0979064 42.9254718, 41.0978061 42.9254824, 41.0977321 42.9255132, 41.0976943 42.9255887, 41.0972557 42.9264216, 41.0971621 42.9265408, 41.0970875 42.9265748, 41.0969658 42.9265783, 41.0968834 42.9265418, 41.0968252 42.9264826, 41.0968223 42.9264006, 41.0968612 42.9262511, 41.0970725 42.9257379, 41.0971734 42.925558, 41.097198 42.9254484, 41.0971948 42.9253722, 41.0971473 42.9253212, 41.097072 42.9252528, 41.0969505 42.9252155, 41.0938421 42.9244307)"
133008042,,residential,,,False,False,338.82,"LINESTRING (41.1030814 42.9267202, 41.1029455 42.9270488, 41.102714 42.9276917, 41.1026277 42.9278871, 41.1022372 42.9284076, 41.1019928 42.9289106, 41.101693 42.9294976, 41.1016022 42.9295404)"
126350289,Парковая улица,unclassified,,,False,False,9.754,"LINESTRING (41.0943283 42.9288277, 41.0943694 42.9287453)"
"[126350284, 126350285]",улица Курчатова,"['unclassified', 'residential']",50,,False,"[False, True]",493.00200000000007,"LINESTRING (41.0943283 42.9288277, 41.094478 42.9288559, 41.095332 42.9293758, 41.0954224 42.9294101, 41.0955166 42.9294306, 41.0955812 42.9294078, 41.0957918 42.9290242, 41.0964532 42.9291771, 41.0995619 42.929896)"
126350289,Парковая улица,unclassified,,,False,False,205.324,"LINESTRING (41.0943694 42.9287453, 41.0950563 42.9269686)"
126350289,Парковая улица,unclassified,,,False,True,9.754,"LINESTRING (41.0943694 42.9287453, 41.0943283 42.9288277)"
126350284,улица Курчатова,residential,50,,False,True,144.403,"LINESTRING (41.1012539 42.9302855, 41.0995619 42.929896)"
198504031,,residential,,,False,True,87.57,"LINESTRING (41.1012539 42.9302855, 41.1016022 42.9295404)"
126350284,улица Курчатова,residential,50,,False,False,145.904,"LINESTRING (41.1012539 42.9302855, 41.1021364 42.9304833, 41.1029675 42.9306696)"
126350284,улица Курчатова,residential,50,,False,True,131.49099999999999,"LINESTRING (41.1046487 42.9310464, 41.1039056 42.9308798, 41.1031038 42.9307016)"
126350284,улица Курчатова,residential,50,,False,False,144.403,"LINESTRING (41.0995619 42.929896, 41.1012539 42.9302855)"
198504030,,residential,,,False,True,86.348,"LINESTRING (41.0995619 42.929896, 41.0998648 42.9291518)"
