osmid,oneway,highway,reversed,length,geometry,lanes,ref,maxspeed,access,name
19860902,False,residential,True,30.008,"LINESTRING (40.2632342 43.2904728, 40.2633845 43.2902261)",2,,,,Кабардинская улица
202384200,False,residential,True,57.024,"LINESTRING (40.2632342 43.2904728, 40.262933 43.2909364)",,,,,Кабардинская улица
187203853,False,residential,False,133.696,"LINESTRING (40.2632342 43.2904728, 40.2638113 43.2907398, 40.264749 43.2909148)",,,40,,улица Бестужево-Марлинского
187203854,False,residential,True,50.132,"LINESTRING (40.2644484 43.2905672, 40.2642 43.2905017, 40.2638717 43.290403)",,,,,
19862219,False,residential,True,250.153,"LINESTRING (40.264749 43.2909148, 40.2648798 43.2906227, 40.2649365 43.2905403, 40.265163 43.2902581, 40.265433 43.2899696, 40.2654504 43.289903, 40.2654504 43.2897667, 40.2654552 43.2896799, 40.2654805 43.2895937, 40.2655316 43.2895224, 40.2656059 43.2894692, 40.2657255 43.2894203, 40.2658178 43.2894066, 40.2659208 43.2894084, 40.2660686 43.2894438, 40.266168 43.2894479, 40.2662694 43.289433, 40.2663517 43.2894141, 40.2664483 43.2893999)",,,,,
187203853,False,residential,False,326.91600000000005,"LINESTRING (40.264749 43.2909148, 40.2656668 43.2911254, 40.2659319 43.291286, 40.2661063 43.2915398, 40.266119 43.291609, 40.2660405 43.2917629, 40.2660171 43.2918293, 40.2660158 43.2918732, 40.2660339 43.2919308, 40.2660607 43.2919718, 40.2663385 43.2922415, 40.2663266 43.2925534, 40.2663022 43.2927374, 40.2663807 43.2928155, 40.26638 43.2928692, 40.2663639 43.2929194, 40.2663471 43.2929751, 40.2663015 43.29302, 40.2662399 43.2930517, 40.2661741 43.2930663)",,,40,,улица Бестужево-Марлинского
187203853,False,residential,True,133.696,"LINESTRING (40.264749 43.2909148, 40.2638113 43.2907398, 40.2632342 43.2904728)",,,40,,улица Бестужево-Марлинского
187203853,False,residential,True,326.91600000000005,"LINESTRING (40.2661741 43.2930663, 40.2662399 43.2930517, 40.2663015 43.29302, 40.2663471 43.2929751, 40.2663639 43.2929194, 40.26638 43.2928692, 40.2663807 43.2928155, 40.2663022 43.2927374, 40.2663266 43.2925534, 40.2663385 43.2922415, 40.2660607 43.2919718, 40.2660339 43.2919308, 40.2660158 43.2918732, 40.2660171 43.2918293, 40.2660405 43.2917629, 40.266119 43.291609, 40.2661063 43.2915398, 40.2659319 43.291286, 40.2656668 43.2911254, 40.264749 43.2909148)",,,40,,улица Бестужево-Марлинского
19862219,False,residential,False,250.15300000000005,"LINESTRING (40.2664483 43.2893999, 40.2663517 43.2894141, 40.2662694 43.289433, 40.266168 43.2894479, 40.2660686 43.2894438, 40.2659208 43.2894084, 40.2658178 43.2894066, 40.2657255 43.2894203, 40.2656059 43.2894692, 40.2655316 43.2895224, 40.2654805 43.2895937, 40.2654552 43.2896799, 40.2654504 43.2897667, 40.2654504 43.289903, 40.265433 43.2899696, 40.265163 43.2902581, 40.2649365 43.2905403, 40.2648798 43.2906227, 40.264749 43.2909148)",,,,,
19862219,False,residential,True,116.624,"LINESTRING (40.2664483 43.2893999, 40.2666124 43.2893829, 40.2666516 43.2893632, 40.2666911 43.2893279, 40.2667079 43.2892831, 40.2667189 43.2891887, 40.266717 43.2891067, 40.2667136 43.288955, 40.266695 43.2888041, 40.2666982 43.2887701, 40.2667243 43.2887464, 40.2667842 43.2887428, 40.2670759 43.2887635)",,,,,
122351440,False,residential,False,345.628,"LINESTRING (40.2664483 43.2893999, 40.2664454 43.2894346, 40.2664292 43.2894628, 40.2660918 43.2896096, 40.2660502 43.2896433, 40.2660347 43.2896771, 40.2660398 43.2897122, 40.2661979 43.2897888, 40.2662676 43.2898126, 40.2663336 43.2898279, 40.266393 43.2898532, 40.2664404 43.2898881, 40.2665098 43.2899666, 40.2666536 43.2901861, 40.2666791 43.2902553, 40.2667061 43.2903579, 40.2667239 43.2904861, 40.266752 43.2905124, 40.266792 43.2905117, 40.2668399 43.2904961, 40.2670469 43.290354, 40.2671298 43.2903196, 40.2672372 43.2902892, 40.267333 43.2902757, 40.2675156 43.2902623, 40.2676072 43.2902357, 40.2676959 43.2902066, 40.2677766 43.2901642, 40.2678535 43.2901185, 40.2679081 43.2900679, 40.2681191 43.2895846, 40.2681487 43.2895495, 40.2681808 43.2895241, 40.2682107 43.2895113, 40.2682437 43.2894936)",,,,,Сосновая улица
122350066,False,residential,False,50.466,"LINESTRING (40.2660931 43.2859773, 40.2666264 43.2862124)",,,,,улица Апсха Леона
19860902,False,residential,False,343.014,"LINESTRING (40.2660931 43.2859773, 40.2658226 43.286313, 40.2646937 43.2877814, 40.2641 43.2886187, 40.2640643 43.2886844)",2,,,,Кабардинская улица
121646408,False,residential,False,25.754,"LINESTRING (40.2652226 43.2890633, 40.2653482 43.2888505)",,,60,,Альпийская улица
200629439,False,residential,False,0.287,"LINESTRING (40.2652226 43.2890633, 40.2652235 43.2890608)",,,,,
121646408,False,residential,True,106.263,"LINESTRING (40.2652226 43.2890633, 40.265068 43.2894006, 40.2650399 43.289483, 40.2649568 43.2899946)",,,60,,Альпийская улица
200629439,False,residential,True,104.741,"LINESTRING (40.2652226 43.2890633, 40.265 43.288909, 40.2647777 43.2888551, 40.2643992 43.2887821, 40.2640643 43.2886844)",,,,,
121646408,False,residential,True,25.754,"LINESTRING (40.2653482 43.2888505, 40.2652226 43.2890633)",,,60,,Альпийская улица
121646408,False,residential,False,312.53,"LINESTRING (40.2653482 43.2888505, 40.2653771 43.2887451, 40.2654132 43.2886073, 40.2654758 43.2884459, 40.2655334 43.2883584, 40.265734 43.2880631, 40.2660536 43.2875144, 40.2662177 43.2872676, 40.2663414 43.2870467, 40.2664141 43.2868683, 40.2665077 43.286599, 40.2666264 43.2862124)",,,60,,Альпийская улица
202384206,False,residential,True,370.01399999999995,"LINESTRING (40.2653482 43.2888505, 40.2654089 43.2888118, 40.2654557 43.2887842, 40.2655952 43.2886768, 40.2657427 43.2885401, 40.2657949 43.2884842, 40.2658232 43.2884386, 40.2659558 43.2883104, 40.2662133 43.2881113, 40.2664857 43.2879114, 40.2667244 43.2877806, 40.2668946 43.2877052, 40.2669658 43.287685, 40.2670341 43.2876778, 40.2670797 43.2876856, 40.2672394 43.287724, 40.2673479 43.2877637, 40.2674566 43.2878138, 40.2676 43.2879004, 40.2678269 43.2880637, 40.2677448 43.2881659, 40.2675344 43.2883488, 40.2674686 43.2884022, 40.2672379 43.2885681, 40.2671589 43.2886377, 40.2671231 43.288675, 40.267099 43.2887182, 40.2670759 43.2887635)",,,,,
200629439,False,residential,True,0.287,"LINESTRING (40.2652235 43.2890608, 40.2652226 43.2890633)",,,,,
"[48458721, 202382550]",False,residential,"[False, True]",762.5719999999998,"LINESTRING (40.2693971 43.2859343, 40.2695716 43.2859075, 40.2696009 43.285903, 40.2698048 43.2858327, 40.2699872 43.2857234, 40.2700746 43.2856334, 40.2701057 43.2855565, 40.2701125 43.2854543, 40.2701302 43.285371, 40.2701603 43.2853003, 40.2703356 43.2849929, 40.2703979 43.2848992, 40.2704679 43.2847882, 40.2705783 43.2845737, 40.2706806 43.2843593, 40.2707698 43.2842126, 40.2708227 43.2841499, 40.2708991 43.2840755, 40.2709943 43.2840233, 40.2711185 43.2839883, 40.2713488 43.2839296, 40.2714787 43.2838812, 40.2715929 43.2838258, 40.2717113 43.2837555, 40.2719291 43.2835366, 40.2724441 43.2828727, 40.2725084 43.282818, 40.2725835 43.282779, 40.2726587 43.2827555, 40.2727065 43.2827447, 40.2727759 43.282826, 40.2728475 43.2828745, 40.2736283 43.2832478, 40.2737307 43.2833282, 40.2737895 43.2834235, 40.2737954 43.283502, 40.2737428 43.2835819, 40.2734746 43.2838798, 40.273201 43.2842545, 40.2731836 43.2843334, 40.2731712 43.2844271, 40.2731699 43.2847491, 40.2731844 43.2848059, 40.2732292 43.2848655)",,,,,
19862219,False,residential,False,174.03799999999998,"LINESTRING (40.2682437 43.2894936, 40.2682384 43.2894604, 40.2682437 43.2894135, 40.2682679 43.2893667, 40.2683203 43.2892391, 40.2684556 43.2890582, 40.2684893 43.2889853, 40.2684866 43.2889618, 40.268469 43.288941, 40.2684356 43.2889208, 40.2683805 43.2889078, 40.2681391 43.2888649, 40.2680748 43.288859, 40.2680038 43.2888544, 40.2678026 43.2888505, 40.2677383 43.2888466, 40.2676966 43.2888434, 40.267631 43.2888232, 40.2675693 43.2888056, 40.2675008 43.2887927, 40.2674002 43.2887851, 40.2671708 43.2887698)",,,,,
19862219,False,residential,True,47.641,"LINESTRING (40.2682437 43.2894936, 40.2682652 43.2895209, 40.2686192 43.2897044, 40.268677 43.2897291, 40.26872 43.289735)",,,,,
122351440,False,residential,True,345.628,"LINESTRING (40.2682437 43.2894936, 40.2682107 43.2895113, 40.2681808 43.2895241, 40.2681487 43.2895495, 40.2681191 43.2895846, 40.2679081 43.2900679, 40.2678535 43.2901185, 40.2677766 43.2901642, 40.2676959 43.2902066, 40.2676072 43.2902357, 40.2675156 43.2902623, 40.267333 43.2902757, 40.2672372 43.2902892, 40.2671298 43.2903196, 40.2670469 43.290354, 40.2668399 43.2904961, 40.266792 43.2905117, 40.266752 43.2905124, 40.2667239 43.2904861, 40.2667061 43.2903579, 40.2666791 43.2902553, 40.2666536 43.2901861, 40.2665098 43.2899666, 40.2664404 43.2898881, 40.266393 43.2898532, 40.2663336 43.2898279, 40.2662676 43.2898126, 40.2661979 43.2897888, 40.2660398 43.2897122, 40.2660347 43.2896771, 40.2660502 43.2896433, 40.2660918 43.2896096, 40.2664292 43.2894628, 40.2664454 43.2894346, 40.2664483 43.2893999)",,,,,Сосновая улица
19862219,False,residential,False,47.641,"LINESTRING (40.26872 43.289735, 40.268677 43.2897291, 40.2686192 43.2897044, 40.2682652 43.2895209, 40.2682437 43.2894936)",,,,,
19862219,False,residential,True,61.488,"LINESTRING (40.26872 43.289735, 40.2687656 43.2897155, 40.2688165 43.2896803, 40.2688675 43.2896413, 40.2689158 43.2896217, 40.2689587 43.2896256, 40.2689909 43.2896432, 40.269007 43.2896784, 40.2689921 43.2897181, 40.268925 43.2898255, 40.2689211 43.2898619, 40.2689453 43.2898853, 40.2689997 43.2899096)",,,,,
202382835,False,residential,True,106.44899999999998,"LINESTRING (40.26872 43.289735, 40.2685403 43.2899556, 40.2684678 43.2900493, 40.2683874 43.2901235, 40.2683403 43.2901632, 40.2681084 43.2905764)",,,,,
202382835,False,residential,False,106.449,"LINESTRING (40.2681084 43.2905764, 40.2683403 43.2901632, 40.2683874 43.2901235, 40.2684678 43.2900493, 40.2685403 43.2899556, 40.26872 43.289735)",,,,,
121646408,False,residential,False,106.26299999999999,"LINESTRING (40.2649568 43.2899946, 40.2650399 43.289483, 40.265068 43.2894006, 40.2652226 43.2890633)",,,60,,Альпийская улица
19862219,False,residential,True,7.713,"LINESTRING (40.2670759 43.2887635, 40.2671708 43.2887698)",,,,,
19862219,False,residential,False,116.624,"LINESTRING (40.2670759 43.2887635, 40.2667842 43.2887428, 40.2667243 43.2887464, 40.2666982 43.2887701, 40.266695 43.2888041, 40.2667136 43.288955, 40.266717 43.2891067, 40.2667189 43.2891887, 40.2667079 43.2892831, 40.2666911 43.2893279, 40.2666516 43.2893632, 40.2666124 43.2893829, 40.2664483 43.2893999)",,,,,
202384206,False,residential,False,370.014,"LINESTRING (40.2670759 43.2887635, 40.267099 43.2887182, 40.2671231 43.288675, 40.2671589 43.2886377, 40.2672379 43.2885681, 40.2674686 43.2884022, 40.2675344 43.2883488, 40.2677448 43.2881659, 40.2678269 43.2880637, 40.2676 43.2879004, 40.2674566 43.2878138, 40.2673479 43.2877637, 40.2672394 43.287724, 40.2670797 43.2876856, 40.2670341 43.2876778, 40.2669658 43.287685, 40.2668946 43.2877052, 40.2667244 43.2877806, 40.2664857 43.2879114, 40.2662133 43.2881113, 40.2659558 43.2883104, 40.2658232 43.2884386, 40.2657949 43.2884842, 40.2657427 43.2885401, 40.2655952 43.2886768, 40.2654557 43.2887842, 40.2654089 43.2888118, 40.2653482 43.2888505)",,,,,
202384199,False,residential,False,100.05600000000001,"LINESTRING (40.2643667 43.2895788, 40.2641066 43.2900415, 40.2638717 43.290403)",,,,,
19862219,False,residential,False,7.713,"LINESTRING (40.2671708 43.2887698, 40.2670759 43.2887635)",,,,,
19862219,False,residential,True,174.038,"LINESTRING (40.2671708 43.2887698, 40.2674002 43.2887851, 40.2675008 43.2887927, 40.2675693 43.2888056, 40.267631 43.2888232, 40.2676966 43.2888434, 40.2677383 43.2888466, 40.2678026 43.2888505, 40.2680038 43.2888544, 40.2680748 43.288859, 40.2681391 43.2888649, 40.2683805 43.2889078, 40.2684356 43.2889208, 40.268469 43.288941, 40.2684866 43.2889618, 40.2684893 43.2889853, 40.2684556 43.2890582, 40.2683203 43.2892391, 40.2682679 43.2893667, 40.2682437 43.2894135, 40.2682384 43.2894604, 40.2682437 43.2894936)",,,,,
202384197,False,residential,True,67.326,"LINESTRING (40.2671708 43.2887698, 40.2671321 43.2889755, 40.2670838 43.2893718)",,,,,
202384200,False,residential,False,57.024,"LINESTRING (40.262933 43.2909364, 40.2632342 43.2904728)",,,,,Кабардинская улица
187203854,False,residential,True,44.067,"LINESTRING (40.2638717 43.290403, 40.2633845 43.2902261)",,,,,
187203854,False,residential,False,50.132,"LINESTRING (40.2638717 43.290403, 40.2642 43.2905017, 40.2644484 43.2905672)",,,,,
202384199,False,residential,True,100.05600000000001,"LINESTRING (40.2638717 43.290403, 40.2641066 43.2900415, 40.2643667 43.2895788)",,,,,
202384197,False,residential,False,67.326,"LINESTRING (40.2670838 43.2893718, 40.2671321 43.2889755, 40.2671708 43.2887698)",,,,,
122350066,False,residential,True,351.988,"LINESTRING (40.2702813 43.2861547, 40.2702222 43.2862126, 40.269887 43.2865413, 40.2697716 43.2866584, 40.2696721 43.286721, 40.2692593 43.2868693, 40.2690501 43.2869123, 40.2688919 43.2869279, 40.2686451 43.2869337, 40.2684144 43.2869201, 40.2682952 43.286898, 40.2681469 43.2868505, 40.2679609 43.2867499, 40.2674551 43.286549, 40.2666264 43.2862124)",,,,,улица Апсха Леона
19860902,False,residential,False,180.115,"LINESTRING (40.2640643 43.2886844, 40.264014 43.2887792, 40.2639719 43.2888544, 40.263748 43.2894005, 40.2636142 43.2897268, 40.2633845 43.2902261)",2,,,,Кабардинская улица
19860902,False,residential,True,343.014,"LINESTRING (40.2640643 43.2886844, 40.2641 43.2886187, 40.2646937 43.2877814, 40.2658226 43.286313, 40.2660931 43.2859773)",2,,,,Кабардинская улица
200629439,False,residential,False,104.741,"LINESTRING (40.2640643 43.2886844, 40.2643992 43.2887821, 40.2647777 43.2888551, 40.265 43.288909, 40.2652226 43.2890633)",,,,,
