osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,width,junction,access
442124235,True,2,კონსტანტინე გამსახურდიას ქუჩა,residential,False,157.23000000000002,"LINESTRING (41.6375516 41.651266, 41.6375022 41.6513242, 41.6374747 41.6513569, 41.6372963 41.6515683, 41.6368995 41.652043, 41.6366084 41.6524245, 41.6365698 41.6524745)",,,,
1125022898,True,1,მემედ აბაშიძეს ქუჩა,residential,False,110.743,"LINESTRING (41.6375516 41.651266, 41.6376244 41.6512998, 41.6382048 41.651562, 41.6386191 41.6517484, 41.6386423 41.6517588, 41.6386922 41.6517813)",40,,,
161733468,False,1,ეგნატე ნინოშვილის ქუჩა,residential,True,106.624,"LINESTRING (41.6372934 41.6538622, 41.6375022 41.6539429, 41.6376185 41.6539878, 41.6379402 41.6541121, 41.6384334 41.6543026)",,,,
517746598,True,,ეგნატე ნინოშვილის ქუჩა,residential,False,130.704,"LINESTRING (41.6372934 41.6538622, 41.6371469 41.6538063, 41.6364113 41.6535566, 41.636064 41.6534387, 41.6358677 41.6533657)",,,,
323001835,False,,დემეტრე თავდადებულის ქუჩა,residential,False,60.964,"LINESTRING (41.6331464 41.6523857, 41.6333619 41.6520951, 41.6334442 41.6519841, 41.6335022 41.6519062)",,,,
671965593,True,,ეგნატე ნინოშვილის ქუჩა,residential,False,221.30700000000002,"LINESTRING (41.6331464 41.6523857, 41.6330287 41.6523417, 41.6321133 41.6519999, 41.6307462 41.6515231)",,,,
1195265910,True,,ლუკა ასათიანის ქუჩა,residential,False,94.798,"LINESTRING (41.6339108 41.6496307, 41.6335961 41.6500261, 41.6334392 41.6502233, 41.6333277 41.6503635)",,,,
1195265913,True,2,მემედ აბაშიძის ქუჩა,residential,False,99.239,"LINESTRING (41.6339108 41.6496307, 41.6345191 41.6499064, 41.6346883 41.6499833, 41.6348586 41.6500635, 41.6349322 41.6500931)",40,,,
25154597,True,2,მემედ აბაშიძის ქუჩა,residential,False,131.53199999999998,"LINESTRING (41.6300031 41.6479194, 41.6301269 41.6479701, 41.6306916 41.6482014, 41.6312548 41.6484532, 41.6313792 41.6485037)",40,,,
429311862,False,2,პეტრე მელიქიშვილის ქუჩა,tertiary,False,128.923,"LINESTRING (41.6300031 41.6479194, 41.6300674 41.6478148, 41.6301452 41.6476868, 41.6302079 41.6475838, 41.630235 41.6475392, 41.6302497 41.6475148, 41.6306354 41.6469631, 41.6306421 41.6469519, 41.6306921 41.646881)",,,,
34905618,False,2,ნიკოლოზ ბარათაშვილის ქუჩა,residential,False,67.579,"LINESTRING (41.6360668 41.6506057, 41.6361335 41.6505236, 41.636147 41.650507, 41.636469 41.6501107, 41.6364761 41.650102, 41.6364889 41.6500862)",,,,
1152779731,True,2,მემედ აბაშიძის ქუჩა,residential,False,143.57000000000002,"LINESTRING (41.6360668 41.6506057, 41.6361923 41.6506573, 41.6367835 41.650922, 41.6368927 41.6509709, 41.6374807 41.6512342, 41.6375057 41.6512454, 41.6375516 41.651266)",40,,,
488998683,False,5,ნიკოლოზ ბარათაშვილის ქუჩა,tertiary,True,126.035,"LINESTRING (41.6391791 41.6469274, 41.6391017 41.6469976, 41.6388111 41.647256, 41.6383657 41.6477803, 41.6383053 41.6478511)",,,,
753881998,True,2,სტეფანე ზუბალაშვილის ქუჩა,residential,False,132.642,"LINESTRING (41.6391791 41.6469274, 41.6393467 41.6470147, 41.6404046 41.6475607, 41.6404917 41.6476063)",,,,
