osmid,oneway,lanes,ref,name,highway,maxspeed,access,reversed,length,geometry,bridge
1233644261,False,2,ს 3,მცხეთა-სტეფანწმინდა-ლარსი,trunk,90,yes,True,121.25800000000001,"LINESTRING (44.7743834 42.1108559, 44.7739242 42.1099227, 44.7738825 42.1098307)",
104283084,False,,,,residential,,,False,154.029,"LINESTRING (44.7738825 42.1098307, 44.7733738 42.1099891, 44.7725927 42.1102562, 44.7724513 42.1103001, 44.7721696 42.1103812)",
1233644261,False,2,ს 3,მცხეთა-სტეფანწმინდა-ლარსი,trunk,90,yes,False,121.25800000000001,"LINESTRING (44.7738825 42.1098307, 44.7739242 42.1099227, 44.7743834 42.1108559)",
1233644261,False,2,ს 3,მცხეთა-სტეფანწმინდა-ლარსი,trunk,90,yes,True,179.885,"LINESTRING (44.7738825 42.1098307, 44.7732346 42.1086014, 44.7730892 42.1083238)",
1233644261,False,2,ს 3,მცხეთა-სტეფანწმინდა-ლარსი,trunk,90,yes,True,77.275,"LINESTRING (44.7730892 42.1083238, 44.7727358 42.1076802)",
1233644261,False,2,ს 3,მცხეთა-სტეფანწმინდა-ლარსი,trunk,90,yes,False,179.885,"LINESTRING (44.7730892 42.1083238, 44.7732346 42.1086014, 44.7738825 42.1098307)",
104283845,False,,,,living_street,,,False,58.81,"LINESTRING (44.764179 42.1053061, 44.7648075 42.1055557)",
104283084,False,,,,residential,,,True,61.975,"LINESTRING (44.7668076 42.1081221, 44.7671869 42.1086032)",
104283566,False,,,,residential,,,True,193.66199999999998,"LINESTRING (44.7668076 42.1081221, 44.7657452 42.1085134, 44.7651449 42.1086418, 44.7646203 42.108726)",
137958418,False,,,,residential,,,False,182.837,"LINESTRING (44.7668076 42.1081221, 44.7664869 42.1078113, 44.7662025 42.1075311, 44.766091 42.107408, 44.7659715 42.107256, 44.76591 42.1071675, 44.7658108 42.1070335, 44.7657611 42.1069225, 44.76574 42.1067854, 44.7657341 42.1067151)",
