osmid,oneway,name,highway,reversed,length,lanes,maxspeed,access,geometry,ref
82045242,False,улица Басария,residential,False,127.288,,,,"LINESTRING (41.0140119 43.0040859, 41.0155249 43.0043794)",
46015780,False,улица Воронова,residential,True,114.592,,,,"LINESTRING (41.0140119 43.0040859, 41.0138728 43.0044523, 41.0136524 43.0050823)",
46015783,False,Абазинская улица,residential,True,173.312,,,,"LINESTRING (41.0166172 43.0015618, 41.0160362 43.0030614)",
79142963,True,улица Владислава Ардзинба,secondary,False,132.55,2,50,yes,"LINESTRING (41.0166172 43.0015618, 41.0150423 43.0012546)",შ 188
81243958,False,Абазинская улица,residential,False,221.09699999999998,,,,"LINESTRING (41.0166172 43.0015618, 41.0166817 43.00138, 41.0167456 43.0011998, 41.0170827 43.0002492, 41.0173002 42.9996372)",
46015793,False,улица Аидгылара,residential,True,169.438,,,,"LINESTRING (41.0212759 43.0024704, 41.0207534 43.0039455)",
79142963,True,улица Владислава Ардзинба,secondary,False,129.239,2,50,yes,"LINESTRING (41.0212759 43.0024704, 41.0201203 43.0022453, 41.0200071 43.0022232, 41.0197812 43.0021788, 41.0197403 43.0021709)",შ 188
81244413,False,улица Аидгылара,residential,False,149.696,2,,,"LINESTRING (41.0212759 43.0024704, 41.0217312 43.0012872, 41.0217746 43.0011745)",
46015703,False,улица Фазиля Искандера,residential,False,129.479,,,,"LINESTRING (41.0132982 43.0060413, 41.0148381 43.0063376)",
46015780,False,улица Воронова,residential,False,110.457,,,,"LINESTRING (41.0132982 43.0060413, 41.0136524 43.0050823)",
81247672,True,улица Лакоба,secondary,False,138.556,3,,,"LINESTRING (41.0206612 42.9995691, 41.0220547 42.9998431, 41.0221439 42.9998606, 41.0222417 42.9999609)",შ 188
250095924,False,улица Конфедератов,residential,True,150.057,2,50,yes,"LINESTRING (41.0206612 42.9995691, 41.0206035 42.9997321, 41.0204408 43.0001918, 41.0202395 43.0007605, 41.0201951 43.0008748)",
46015793,False,улица Аидгылара,residential,False,169.438,,,,"LINESTRING (41.0207534 43.0039455, 41.0212759 43.0024704)",
46015793,False,улица Аидгылара,residential,True,150.055,,,,"LINESTRING (41.0207534 43.0039455, 41.0203142 43.0052562)",
444252958,False,улица Гулиа,residential,False,137.868,2,50,,"LINESTRING (41.0207534 43.0039455, 41.0208967 43.0039725, 41.0221855 43.0042335, 41.0223883 43.0042738)",
"[81247674, 444252955, 444252956, 444252957, 444252958]",False,улица Гулиа,residential,True,266.073,2,50,,"LINESTRING (41.0207534 43.0039455, 41.0206119 43.003919, 41.0205131 43.0039005, 41.0202925 43.0038592, 41.0198506 43.0037765, 41.0185465 43.0035293, 41.0180662 43.0034395, 41.0175845 43.0033495)",
46015783,False,Абазинская улица,residential,False,173.312,,,,"LINESTRING (41.0160362 43.0030614, 41.0166172 43.0015618)",
81247674,False,улица Гулиа,residential,True,129.574,,50,,"LINESTRING (41.0160362 43.0030614, 41.0144942 43.0027678)",
46015783,False,Абазинская улица,residential,True,152.37900000000002,,,,"LINESTRING (41.0160362 43.0030614, 41.0157937 43.0037327, 41.0157384 43.0038856, 41.0155249 43.0043794)",
81247674,False,улица Гулиа,residential,False,129.918,,50,,"LINESTRING (41.0160362 43.0030614, 41.0171838 43.0032757, 41.0175845 43.0033495)",
250095924,False,улица Конфедератов,residential,False,150.057,2,50,yes,"LINESTRING (41.0201951 43.0008748, 41.0202395 43.0007605, 41.0204408 43.0001918, 41.0206035 42.9997321, 41.0206612 42.9995691)",
250095924,False,улица Конфедератов,residential,True,148.79000000000002,2,50,yes,"LINESTRING (41.0201951 43.0008748, 41.0201614 43.0009709, 41.0197403 43.0021709)",
250096380,False,проспект Аиааира,residential,False,132.70000000000002,2,50,yes,"LINESTRING (41.0201951 43.0008748, 41.0216699 43.0011546, 41.0217746 43.0011745)",
73533436,False,улица Пушкина,residential,True,149.497,,,,"LINESTRING (41.0250689 43.0017991, 41.0250298 43.0019077, 41.0248985 43.0022716, 41.0246016 43.0030994)",
250096380,False,проспект Аиааира,residential,True,138.752,2,50,yes,"LINESTRING (41.0250689 43.0017991, 41.0236059 43.0015177, 41.0234174 43.0014858)",
81244413,False,улица Аидгылара,residential,False,140.19199999999998,2,,,"LINESTRING (41.0217746 43.0011745, 41.0218136 43.0010731, 41.0220074 43.0005696, 41.0220216 43.0005327, 41.0222061 43.0000532, 41.0222417 42.9999609)",
81244413,False,улица Аидгылара,residential,True,149.696,2,,,"LINESTRING (41.0217746 43.0011745, 41.0217312 43.0012872, 41.0212759 43.0024704)",
250096380,False,проспект Аиааира,residential,False,138.006,2,50,yes,"LINESTRING (41.0217746 43.0011745, 41.0232502 43.0014541, 41.0234174 43.0014858)",
250096380,False,проспект Аиааира,residential,True,132.70000000000002,2,50,yes,"LINESTRING (41.0217746 43.0011745, 41.0216699 43.0011546, 41.0201951 43.0008748)",
"[81247674, 444252955, 444252956, 444252957, 444252958]",False,улица Гулиа,residential,False,266.073,2,50,,"LINESTRING (41.0175845 43.0033495, 41.0180662 43.0034395, 41.0185465 43.0035293, 41.0198506 43.0037765, 41.0202925 43.0038592, 41.0205131 43.0039005, 41.0206119 43.003919, 41.0207534 43.0039455)",
81247674,False,улица Гулиа,residential,True,129.918,,50,,"LINESTRING (41.0175845 43.0033495, 41.0171838 43.0032757, 41.0160362 43.0030614)",
1095378496,False,улица Академика Сахарова,residential,False,171.813,,,,"LINESTRING (41.0175845 43.0033495, 41.0176 43.0033059, 41.0181158 43.001854)",
1095378496,False,улица Академика Сахарова,residential,True,149.986,,,,"LINESTRING (41.0175845 43.0033495, 41.0174501 43.0037276, 41.0171206 43.004655)",
46015780,False,улица Воронова,residential,True,110.457,,,,"LINESTRING (41.0136524 43.0050823, 41.0132982 43.0060413)",
46015780,False,улица Воронова,residential,False,114.592,,,,"LINESTRING (41.0136524 43.0050823, 41.0138728 43.0044523, 41.0140119 43.0040859)",
81201634,False,улица Академика Сахарова,residential,False,73.129,,,,"LINESTRING (41.0173582 43.0065976, 41.0172305 43.0059466)",
"[46015809, 81201634]",False,улица Академика Сахарова,residential,True,275.948,,,,"LINESTRING (41.0173582 43.0065976, 41.0174392 43.0069868, 41.0169621 43.0070392, 41.0165618 43.0070673, 41.0163152 43.0071156, 41.0162232 43.0071224, 41.0158877 43.0071078, 41.0146066 43.0070191)",
522813837,False,Марухская улица,residential,True,242.45100000000002,,,,"LINESTRING (41.0173582 43.0065976, 41.0185944 43.0064353, 41.0193905 43.0063398, 41.0197867 43.006295, 41.019936 43.0062497, 41.0200124 43.0061817, 41.020071 43.0060145)",
108105467,False,проспект Леона,trunk,False,80.962,4,50,yes,"LINESTRING (41.0216781 43.0062885, 41.0219482 43.0055877)",ს 1
81201504,False,улица Фазиля Искандера,residential,False,134.185,,,,"LINESTRING (41.0216781 43.0062885, 41.0215691 43.0062699, 41.0214841 43.0062554, 41.0201745 43.0060322, 41.020071 43.0060145)",
108105467,False,проспект Леона,trunk,True,82.369,4,50,yes,"LINESTRING (41.0216781 43.0062885, 41.021647 43.0063706, 41.0216101 43.0064706, 41.0215209 43.0065528, 41.0213829 43.0066105, 41.0210755 43.0066882, 41.0209616 43.0067295)",ს 1
81201504,False,улица Фазиля Искандера,residential,True,102.746,,,,"LINESTRING (41.0172305 43.0059466, 41.0184565 43.005723)",
81201634,False,улица Академика Сахарова,residential,True,73.129,,,,"LINESTRING (41.0172305 43.0059466, 41.0173582 43.0065976)",
81201504,False,улица Фазиля Искандера,residential,False,199.337,,,,"LINESTRING (41.0172305 43.0059466, 41.0160641 43.0061372, 41.0148381 43.0063376)",
81201634,False,улица Академика Сахарова,residential,False,145.44,,,,"LINESTRING (41.0172305 43.0059466, 41.0171577 43.0056151, 41.0170345 43.0050538, 41.0171206 43.004655)",
46015783,False,Абазинская улица,residential,False,78.082,,,,"LINESTRING (41.0146066 43.0070191, 41.0148381 43.0063376)",
46015783,False,Абазинская улица,residential,True,35.804,,,,"LINESTRING (41.0146066 43.0070191, 41.0145196 43.0072599, 41.0144941 43.0073304)",
"[46015809, 81201634]",False,улица Академика Сахарова,residential,False,275.94800000000004,,,,"LINESTRING (41.0146066 43.0070191, 41.0158877 43.0071078, 41.0162232 43.0071224, 41.0163152 43.0071156, 41.0165618 43.0070673, 41.0169621 43.0070392, 41.0174392 43.0069868, 41.0173582 43.0065976)",
46015773,False,улица Генерала Дбар,residential,False,73.373,,,,"LINESTRING (41.013514 43.0009565, 41.0132863 43.001595)",
46015773,False,улица Генерала Дбар,residential,True,152.757,,,,"LINESTRING (41.013514 43.0009565, 41.013781 43.0002262, 41.0138362 43.0000754, 41.0139654 42.9997081, 41.0139962 42.9996288)",
46015780,False,улица Воронова,residential,True,174.064,,,,"LINESTRING (41.0150423 43.0012546, 41.0144942 43.0027678)",
79142963,True,улица Владислава Ардзинба,secondary,False,128.631,2,50,yes,"LINESTRING (41.0150423 43.0012546, 41.0142851 43.0011069, 41.013596 43.0009741, 41.013514 43.0009565)",შ 188
81243957,False,улица Воронова,residential,False,151.772,,,,"LINESTRING (41.0150423 43.0012546, 41.0155 43.0000083, 41.0155264 42.9999364)",
81243957,False,улица Воронова,residential,False,68.806,,,,"LINESTRING (41.0155264 42.9999364, 41.0157459 42.9993388)",
81247677,False,проспект Аиааира,residential,False,112.942,2,50,yes,"LINESTRING (41.0155264 42.9999364, 41.0168667 43.0002025)",
81243957,False,улица Воронова,residential,True,151.772,,,,"LINESTRING (41.0155264 42.9999364, 41.0155 43.0000083, 41.0150423 43.0012546)",
81247677,False,проспект Аиааира,residential,True,129.056,2,50,yes,"LINESTRING (41.0155264 42.9999364, 41.0141502 42.9996598, 41.0139962 42.9996288)",
46015773,False,улица Генерала Дбар,residential,True,67.325,,,,"LINESTRING (41.0139962 42.9996288, 41.0142132 42.9990445)",
46015773,False,улица Генерала Дбар,residential,False,152.757,,,,"LINESTRING (41.0139962 42.9996288, 41.0139654 42.9997081, 41.0138362 43.0000754, 41.013781 43.0002262, 41.013514 43.0009565)",
81247677,False,проспект Аиааира,residential,False,129.056,2,50,yes,"LINESTRING (41.0139962 42.9996288, 41.0141502 42.9996598, 41.0155264 42.9999364)",
79142963,True,улица Владислава Ардзинба,secondary,False,136.724,2,50,yes,"LINESTRING (41.0197403 43.0021709, 41.0196437 43.002152, 41.0194146 43.0021073, 41.019295 43.002084, 41.0181158 43.001854)",შ 188
250095924,False,улица Конфедератов,residential,False,148.79000000000002,2,50,yes,"LINESTRING (41.0197403 43.0021709, 41.0201614 43.0009709, 41.0201951 43.0008748)",
46015831,False,Гумская улица,tertiary,False,73.198,,,,"LINESTRING (41.0213424 43.0073329, 41.0212015 43.0072761, 41.0210348 43.0072658, 41.0207999 43.0072672, 41.0206601 43.007223, 41.0205073 43.007147)",
108105468,False,улица Дзидзария,trunk,False,103.076,4,50,,"LINESTRING (41.0164844 43.0074201, 41.0152183 43.0073743)",ს 1
108105468,False,улица Дзидзария,trunk,True,279.09099999999995,4,50,,"LINESTRING (41.0164844 43.0074201, 41.0166621 43.0074283, 41.017589 43.007471, 41.0177771 43.0074548, 41.018081 43.0074226, 41.0183367 43.0073847, 41.0191327 43.007271, 41.0196797 43.0071967, 41.0198768 43.0071689)",ს 1
108105468,False,улица Дзидзария,trunk,True,103.076,4,50,,"LINESTRING (41.0152183 43.0073743, 41.0164844 43.0074201)",ს 1
108105468,False,улица Дзидзария,trunk,False,59.095,4,50,,"LINESTRING (41.0152183 43.0073743, 41.0147196 43.0073406, 41.0144941 43.0073304)",ს 1
81201129,False,,residential,True,51.67,,,,"LINESTRING (41.020071 43.0060145, 41.0202161 43.0055621)",
81201504,False,улица Фазиля Искандера,residential,False,143.12399999999997,,,,"LINESTRING (41.020071 43.0060145, 41.0199919 43.0059939, 41.01978 43.0059384, 41.0192754 43.0057109, 41.0191779 43.0056687, 41.0190664 43.0056343, 41.0189456 43.0056373, 41.0187878 43.0056609, 41.0184565 43.005723)",
81201504,False,улица Фазиля Искандера,residential,True,134.185,,,,"LINESTRING (41.020071 43.0060145, 41.0201745 43.0060322, 41.0214841 43.0062554, 41.0215691 43.0062699, 41.0216781 43.0062885)",
522813837,False,Марухская улица,residential,False,242.45099999999996,,,,"LINESTRING (41.020071 43.0060145, 41.0200124 43.0061817, 41.019936 43.0062497, 41.0197867 43.006295, 41.0193905 43.0063398, 41.0185944 43.0064353, 41.0173582 43.0065976)",
81201504,False,улица Фазиля Искандера,residential,False,102.746,,,,"LINESTRING (41.0184565 43.005723, 41.0172305 43.0059466)",
82200748,False,,residential,False,54.594,,,,"LINESTRING (41.0184565 43.005723, 41.018597 43.0052429)",
81201504,False,улица Фазиля Искандера,residential,True,143.124,,,,"LINESTRING (41.0184565 43.005723, 41.0187878 43.0056609, 41.0189456 43.0056373, 41.0190664 43.0056343, 41.0191779 43.0056687, 41.0192754 43.0057109, 41.01978 43.0059384, 41.0199919 43.0059939, 41.020071 43.0060145)",
82200748,False,,residential,True,33.897,,,,"LINESTRING (41.0186842 43.0049448, 41.018597 43.0052429)",
82045242,False,улица Басария,residential,False,136.994,,,,"LINESTRING (41.0186842 43.0049448, 41.0190573 43.0050143, 41.019429 43.0050844, 41.0202346 43.0052408, 41.0203142 43.0052562)",
82045242,False,улица Басария,residential,True,131.169,,,,"LINESTRING (41.0186842 43.0049448, 41.0183387 43.0048827, 41.0179867 43.0048192, 41.0171206 43.004655)",
108105467,False,проспект Леона,trunk,True,150.418,4,50,yes,"LINESTRING (41.0223883 43.0042738, 41.0219482 43.0055877)",ს 1
81247675,False,улица Гулиа,residential,False,140.577,2,,,"LINESTRING (41.0223883 43.0042738, 41.0225146 43.0042992, 41.0238261 43.0045557, 41.0238481 43.00456, 41.0240581 43.0046011)",
108105467,False,проспект Леона,trunk,False,170.461,4,50,yes,"LINESTRING (41.0223883 43.0042738, 41.0224052 43.004231, 41.0229129 43.0028956, 41.0229481 43.0027965)",ს 1
444252958,False,улица Гулиа,residential,True,137.868,2,50,,"LINESTRING (41.0223883 43.0042738, 41.0221855 43.0042335, 41.0208967 43.0039725, 41.0207534 43.0039455)",
81243958,False,Абазинская улица,residential,False,78.68,,,,"LINESTRING (41.0173002 42.9996372, 41.0175432 42.9989523)",
106480952,False,улица Мачавариани,residential,True,130.684,2,50,yes,"LINESTRING (41.0173002 42.9996372, 41.0157459 42.9993388)",
81243958,False,Абазинская улица,residential,True,221.09699999999998,,,,"LINESTRING (41.0173002 42.9996372, 41.0170827 43.0002492, 41.0167456 43.0011998, 41.0166817 43.00138, 41.0166172 43.0015618)",
46015773,False,улица Генерала Дбар,residential,False,67.325,,,,"LINESTRING (41.0142132 42.9990445, 41.0139962 42.9996288)",
106480952,False,улица Мачавариани,residential,False,128.87,2,50,yes,"LINESTRING (41.0142132 42.9990445, 41.014865 42.9991696, 41.0157459 42.9993388)",
46015831,False,Гумская улица,tertiary,False,11.566,,,,"LINESTRING (41.0205073 43.007147, 41.0204672 43.0070472)",
46015831,False,Гумская улица,tertiary,True,73.19800000000001,,,,"LINESTRING (41.0205073 43.007147, 41.0206601 43.007223, 41.0207999 43.0072672, 41.0210348 43.0072658, 41.0212015 43.0072761, 41.0213424 43.0073329)",
108105469,False,,tertiary,True,13.969,,,,"LINESTRING (41.0205073 43.007147, 41.0204226 43.0071225, 41.0203419 43.0071216)",
46015831,False,Гумская улица,tertiary,True,14.608,,,,"LINESTRING (41.0204569 43.0069203, 41.0204388 43.0069715, 41.0204672 43.0070472)",
108105470,True,,trunk,False,48.361000000000004,2,50,yes,"LINESTRING (41.0204569 43.0069203, 41.0205273 43.0068519, 41.0206184 43.006795, 41.0207338 43.0067558, 41.0209616 43.0067295)",ს 1
41415967,True,проспект Леона,trunk,False,38.192,2,50,yes,"LINESTRING (41.0203419 43.0071216, 41.0201538 43.0071445, 41.0200772 43.007151, 41.0198768 43.0071689)",ს 1
108105469,False,,tertiary,False,13.969,,,,"LINESTRING (41.0203419 43.0071216, 41.0204226 43.0071225, 41.0205073 43.007147)",
108105468,False,улица Дзидзария,trunk,False,279.091,4,50,,"LINESTRING (41.0198768 43.0071689, 41.0196797 43.0071967, 41.0191327 43.007271, 41.0183367 43.0073847, 41.018081 43.0074226, 41.0177771 43.0074548, 41.017589 43.007471, 41.0166621 43.0074283, 41.0164844 43.0074201)",ს 1
108105470,True,,trunk,False,56.634,2,50,yes,"LINESTRING (41.0198768 43.0071689, 41.0200471 43.0071343, 41.0202188 43.0070892, 41.0203395 43.0070343, 41.0204569 43.0069203)",ს 1
81243957,False,улица Воронова,residential,True,68.806,,,,"LINESTRING (41.0157459 42.9993388, 41.0155264 42.9999364)",
106480952,False,улица Мачавариани,residential,False,130.684,2,50,yes,"LINESTRING (41.0157459 42.9993388, 41.0173002 42.9996372)",
106480952,False,улица Мачавариани,residential,True,128.87,2,50,yes,"LINESTRING (41.0157459 42.9993388, 41.014865 42.9991696, 41.0142132 42.9990445)",
25356870,False,улица Академика Сахарова,residential,False,149.804,,,,"LINESTRING (41.0181158 43.001854, 41.0185972 43.0005536)",
79142963,True,улица Владислава Ардзинба,secondary,False,126.124,2,50,yes,"LINESTRING (41.0181158 43.001854, 41.0177194 43.0017767, 41.0166172 43.0015618)",შ 188
1095378496,False,улица Академика Сахарова,residential,True,171.813,,,,"LINESTRING (41.0181158 43.001854, 41.0176 43.0033059, 41.0175845 43.0033495)",
81247677,False,проспект Аиааира,residential,True,112.942,2,50,yes,"LINESTRING (41.0168667 43.0002025, 41.0155264 42.9999364)",
46015773,False,улица Генерала Дбар,residential,True,73.373,,,,"LINESTRING (41.0132863 43.001595, 41.013514 43.0009565)",
1258400904,False,проспект Аиааира,residential,True,125.444,2,50,yes,"LINESTRING (41.0200846 43.0008526, 41.0185972 43.0005536)",
82200748,False,,residential,False,33.897,,,,"LINESTRING (41.018597 43.0052429, 41.0186842 43.0049448)",
82200748,False,,residential,True,54.594,,,,"LINESTRING (41.018597 43.0052429, 41.0184565 43.005723)",
1223719303,False,,residential,True,136.362,,,,"LINESTRING (41.018597 43.0052429, 41.020135 43.0055478, 41.0202161 43.0055621)",
81201129,False,,residential,False,51.67,,,,"LINESTRING (41.0202161 43.0055621, 41.020071 43.0060145)",
81201129,False,,residential,True,34.937,,,,"LINESTRING (41.0202161 43.0055621, 41.0203142 43.0052562)",
1223719303,False,,residential,False,136.362,,,,"LINESTRING (41.0202161 43.0055621, 41.020135 43.0055478, 41.018597 43.0052429)",
1258400904,False,проспект Аиааира,residential,False,108.29,2,50,yes,"LINESTRING (41.0173132 43.0002955, 41.0185972 43.0005536)",
