osmid,oneway,name,highway,reversed,length,geometry,ref,lanes,maxspeed,junction,bridge
101157443,False,ჭავჭავაძის ქუჩა,secondary,False,53.319,"LINESTRING (42.0055629 41.9231515, 42.0055233 41.9236301)",,,,,
101157140,False,იოანე პეტრიწის ქუჩა,tertiary,True,76.505,"LINESTRING (42.0055629 41.9231515, 42.0053216 41.9231524, 42.0047998 41.9231542, 42.0046382 41.9231541)",,,,,
101157996,True,ჭავჭავაძის ქუჩა,secondary,False,110.7,"LINESTRING (42.0055629 41.9231515, 42.0055095 41.9230141, 42.0055347 41.9227654, 42.005586 41.92226, 42.0055957 41.922164)",,,,,
130733652,False,გაბრიელ ეპისკოპოსის ქუჩა,residential,False,32.256,"LINESTRING (42.0033769 41.9239288, 42.0034136 41.92364)",,,,,
130733652,False,გაბრიელ ეპისკოპოსის ქუჩა,residential,True,169.451,"LINESTRING (42.0033769 41.9239288, 42.003216 41.925448)",,,,,
234551368,False,შოთა რუსთაველის ქუჩა,residential,False,140.15800000000002,"LINESTRING (42.0033769 41.9239288, 42.0029829 41.9238495, 42.0028838 41.9238296, 42.0028021 41.9238171, 42.0021153 41.9237122, 42.0018008 41.9235298)",,,,,
234555084,True,აპოლონ წულაძის ქუჩა,tertiary,False,80.38,"LINESTRING (42.0023613 41.9217959, 42.0033327 41.9218077)",,,,,
"[709862741, 123107221]",False,თაყაიშვილის ქუჩა,tertiary,True,78.562,"LINESTRING (42.0023613 41.9217959, 42.0023589 41.9217517, 42.0023624 41.9216801, 42.0024388 41.9210922)",,,,,
101157111,False,26 მაისის ქუჩა,residential,False,5.742,"LINESTRING (42.0054321 41.9255163, 42.0053631 41.9255107)",,,,,
400677117,True,ჭავჭავაძის ქუჩა,secondary,False,91.862,"LINESTRING (42.0054321 41.9255163, 42.0053921 41.9263419)",,,,,
101157111,False,26 მაისის ქუჩა,residential,True,172.501,"LINESTRING (42.0054321 41.9255163, 42.0065312 41.9255425, 42.0075166 41.9255474)",,,,,
101157067,False,გამსახურდიას ქუჩა,residential,True,189.347,"LINESTRING (42.0053921 41.9263419, 42.0076267 41.9267101)",,,,,
400677117,True,ჭავჭავაძის ქუჩა,secondary,False,104.678,"LINESTRING (42.0053921 41.9263419, 42.0053849 41.9271899, 42.0054386 41.9272743)",,,,,
234555084,True,აპოლონ წულაძის ქუჩა,tertiary,False,11.603,"LINESTRING (42.0033327 41.9218077, 42.0034727 41.9218015)",,,,,
516435089,True,,residential,False,38.565,"LINESTRING (42.0033327 41.9218077, 42.0033337 41.9218999, 42.0033355 41.9220756, 42.0033363 41.9221545)",,,,,
516435095,True,,tertiary,False,13.527999999999999,"LINESTRING (42.0005681 41.9245291, 42.0005317 41.9245036, 42.0005092 41.9244704, 42.0005042 41.9244527, 42.0005048 41.9244235)",,,,roundabout,
234555084,True,აპოლონ წულაძის ქუჩა,tertiary,False,177.025,"LINESTRING (42.0034727 41.9218015, 42.0042852 41.9217919, 42.0045903 41.9217329, 42.0053113 41.9217224, 42.005577 41.9216347)",,,,,
101157272,True,ჭანტურიას ქუჩა,tertiary,False,86.021,"LINESTRING (42.0033363 41.9221545, 42.0022974 41.9221239)",,,,,
618284193,True,დოლიძის ქუჩა,tertiary,False,20.096,"LINESTRING (42.0005048 41.9244235, 42.0004927 41.924243)",,,,,
516435095,True,,tertiary,False,16.839,"LINESTRING (42.0005048 41.9244235, 42.0005208 41.9243882, 42.000552 41.9243592, 42.0005947 41.9243398, 42.0006473 41.9243325)",,,,roundabout,
618284197,True,9 აპრილის ქუჩა,tertiary,False,21.688,"LINESTRING (42.0007117 41.9245352, 42.0006679 41.9247275)",,,,,
516435095,True,,tertiary,False,12.399000000000001,"LINESTRING (42.0007117 41.9245352, 42.0006639 41.9245459, 42.000614 41.9245438, 42.0005681 41.9245291)",,,,roundabout,
516435095,True,,tertiary,False,15.073999999999998,"LINESTRING (42.000789 41.9244218, 42.0007886 41.924459, 42.0007712 41.9244938, 42.0007388 41.9245221, 42.0007117 41.9245352)",,,,roundabout,
516435095,True,,tertiary,False,4.134,"LINESTRING (42.0006473 41.9243325, 42.0006965 41.924339)",,,,roundabout,
101156990,False,დოლიძის ქუჩა,tertiary,True,18.989,"LINESTRING (42.0004927 41.924243, 42.0004213 41.9240807)",,,,,
618284192,True,დოლიძის ქუჩა,tertiary,False,16.206,"LINESTRING (42.0004927 41.924243, 42.0006473 41.9243325)",,,,,
618284196,True,9 აპრილის ქუჩა,tertiary,False,23.556,"LINESTRING (42.0006679 41.9247275, 42.0005681 41.9245291)",,,,,
516435096,False,9 აპრილის ქუჩა,tertiary,False,106.79,"LINESTRING (42.0006679 41.9247275, 42.0007179 41.9248828, 42.001055 41.9256432)",,,,,
101157593,True,,primary,False,3.455,"LINESTRING (42.005685 41.9215518, 42.0056977 41.9215222)",,,50,roundabout,
101157502,True,ჭავჭავაძის ქუჩა,secondary,False,55.547,"LINESTRING (42.0060752 41.921701, 42.0058169 41.9221621)",,,,,
101157593,True,,primary,False,38.771,"LINESTRING (42.0060752 41.921701, 42.0060307 41.9217294, 42.005978 41.9217483, 42.0059204 41.9217566, 42.005862 41.9217536, 42.0058065 41.9217396, 42.0057577 41.9217155, 42.0057189 41.9216829, 42.0056925 41.921644)",,,50,roundabout,
101157593,True,,primary,False,10.370000000000001,"LINESTRING (42.0056925 41.921644, 42.0056801 41.9215983, 42.005685 41.9215518)",,,50,roundabout,
130733658,False,გაბრიელ ეპისკოპოსის ქუჩა,tertiary,True,7.447,"LINESTRING (42.0031415 41.9266237, 42.0031308 41.9266902)",,,,,
130733652,False,გაბრიელ ეპისკოპოსის ქუჩა,residential,False,130.87900000000002,"LINESTRING (42.0031415 41.9266237, 42.0031464 41.9265427, 42.0031958 41.9257224, 42.003216 41.925448)",,,,,
820952093,True,,secondary,False,189.885,"LINESTRING (42.0031415 41.9266237, 42.0032833 41.9266762, 42.0042979 41.9270178, 42.0048151 41.9272098, 42.0049482 41.9272403, 42.0050585 41.927254, 42.0052517 41.9272681)",,,,,
101157232,False,თაყაიშვილის ქუჩა,residential,True,144.692,"LINESTRING (42.0006693 41.9205967, 42.0007203 41.9205878, 42.000937 41.920605, 42.0011215 41.9206151, 42.0013063 41.9206347, 42.0024002 41.9207603)",,,,,
101157368,False,აღმაშენებლის ქუჩა,residential,False,280.48100000000005,"LINESTRING (42.0087345 41.9205372, 42.0086387 41.9205406, 42.0086167 41.9205323, 42.0085203 41.9205096, 42.0083657 41.9204732, 42.0082281 41.9204494, 42.0081652 41.9203669, 42.0081218 41.9202947, 42.0080097 41.9202692, 42.0079497 41.9202586, 42.007887 41.9202615, 42.0077728 41.920308, 42.0075148 41.9204814, 42.0070297 41.9207119, 42.0068368 41.9208014, 42.0066192 41.9208903, 42.0059695 41.9211432, 42.0058447 41.9211615)",,,,,
101157368,False,აღმაშენებლის ქუჩა,residential,True,58.3,"LINESTRING (42.0087345 41.9205372, 42.0087572 41.9205364, 42.0089286 41.9204057, 42.008956 41.9203749, 42.0090071 41.9203216, 42.0091728 41.9203221, 42.0093058 41.9203173)",,,,,
"[1061698141, 1061698142, 1061698143]",False,,residential,False,29.261,"LINESTRING (42.0087345 41.9205372, 42.008735 41.9205581, 42.008743 41.9206238, 42.0088595 41.9207773)",,,,,yes
"[642197579, 1166995391]",False,დავით აღმაშენებლის ქუჩა,primary,False,205.935,"LINESTRING (42.0088595 41.9207773, 42.0080743 41.9209262, 42.0071448 41.9212228, 42.0065929 41.921502)",შ 2,2,50,,
"[1061698141, 1061698142, 1061698143]",False,,residential,True,29.261000000000003,"LINESTRING (42.0088595 41.9207773, 42.008743 41.9206238, 42.008735 41.9205581, 42.0087345 41.9205372)",,,,,yes
101157272,True,ჭანტურიას ქუჩა,tertiary,False,93.222,"LINESTRING (42.0045826 41.9221732, 42.0044891 41.922174, 42.0042878 41.9221707, 42.0035513 41.9221588, 42.0034561 41.9221573)",,,,,
101157604,False,,residential,False,109.168,"LINESTRING (42.0045826 41.9221732, 42.0046035 41.922553, 42.0046382 41.9231541)",,,,,
175067640,True,9 აპრილის ქუჩა,tertiary,False,7.835,"LINESTRING (42.0010608 41.9259702, 42.0010386 41.9260387)",,,,,
175067633,True,მერაბ კოსტავას ქუჩა,secondary,False,187.81,"LINESTRING (42.0010608 41.9259702, 42.0012763 41.9260524, 42.001402 41.9261245, 42.0015287 41.9261654, 42.0016462 41.926199, 42.0022097 41.9263538, 42.0030556 41.9265751, 42.0031415 41.9266237)",,,,,
175067647,True,დოლიძის ქუჩა,secondary,False,10.619,"LINESTRING (42.0008894 41.9262536, 42.0007645 41.9262316)",,,,,
175067637,True,მერაბ კოსტავას ქუჩა,secondary,False,52.55,"LINESTRING (42.0008894 41.9262536, 42.0006813 41.9264256, 42.0004075 41.9265547)",,,,,
