osmid,oneway,lanes,ref,highway,maxspeed,junction,reversed,length,geometry,width
20846957,True,3,17,trunk,50,roundabout,False,13.162,"LINESTRING (58.5046834 23.518898, 58.5046927 23.5188442, 58.5047148 23.5187836)",
36475094,False,,,residential,,,False,116.464,"LINESTRING (58.4992181 23.5220069, 58.4999528 23.5228089)",
36475100,False,,,tertiary,,,True,84.818,"LINESTRING (58.4992181 23.5220069, 58.4984195 23.5222206)",
36475094,False,,,residential,,,True,30.378,"LINESTRING (58.4992181 23.5220069, 58.4991079 23.5218918, 58.4990704 23.5217768)",
36475100,False,,,tertiary,,,False,80.362,"LINESTRING (58.4992181 23.5220069, 58.4997444 23.5218532, 58.4999451 23.5217396)",
36475094,False,,,residential,,,True,96.958,"LINESTRING (58.5017101 23.5249408, 58.5011915 23.5242099)",
36475095,False,,,residential,,,False,163.039,"LINESTRING (58.5017101 23.5249408, 58.5004261 23.5258148)",
36475095,False,,,residential,,,True,160.852,"LINESTRING (58.5017101 23.5249408, 58.5022467 23.5245579, 58.5029805 23.5240837)",
293854572,True,2,,residential,,roundabout,False,21.027,"LINESTRING (58.4997307 23.5264256, 58.4997116 23.5264376, 58.4996896 23.5264436, 58.4996668 23.5264431, 58.4996451 23.5264363, 58.4996269 23.5264237, 58.4996137 23.5264065, 58.4996068 23.5263865, 58.499607 23.5263655, 58.4996142 23.5263456)",40
"[540812612, 328486767]",False,,,residential,,,"[False, True]",1649.7770000000003,"LINESTRING (58.4997307 23.5264256, 58.4997534 23.5264535, 58.4997797 23.5264786, 58.4998092 23.5265005, 58.4998414 23.526519, 58.4998759 23.5265336, 58.4999985 23.5265756, 58.5000446 23.5265913, 58.5000886 23.5266112, 58.5001302 23.5266352, 58.5001689 23.5266629, 58.5002043 23.5266941, 58.5014181 23.5282251, 58.5024873 23.5296045, 58.5025228 23.5296387, 58.5025644 23.5296667, 58.5026108 23.5296873, 58.5026604 23.5297001, 58.5027117 23.5297046, 58.5027631 23.5297007, 58.5028129 23.5296884, 58.5028595 23.5296683, 58.5031004 23.5295529, 58.5031412 23.5295377, 58.5031841 23.5295287, 58.5032279 23.5295261, 58.5032717 23.5295299, 58.5033143 23.5295401, 58.5033545 23.5295564, 58.5033915 23.5295783, 58.5034241 23.5296054, 58.5042326 23.5304508, 58.5033472 23.530882, 58.5032868 23.5309038, 58.5032242 23.5309197, 58.5031601 23.5309295, 58.5030953 23.530933, 58.5030304 23.5309302, 58.5029662 23.5309212, 58.5029034 23.530906, 58.5028427 23.5308848, 58.5003929 23.5299375, 58.499665 23.5294627, 58.4981813 23.5277173, 58.4975934 23.5271141, 58.4966535 23.5266391)",
36475094,False,,,residential,,,True,32.812,"LINESTRING (58.4963077 23.5182795, 58.4959912 23.5183329)",
36475096,False,,,residential,,,False,59.903,"LINESTRING (58.4963077 23.5182795, 58.4964243 23.5188075)",
36475094,False,,,residential,,,False,280.572,"LINESTRING (58.4963077 23.5182795, 58.4984049 23.5179027, 58.4984971 23.51846)",
36475096,False,,,residential,,,True,63.397,"LINESTRING (58.496554 23.5193651, 58.4964243 23.5188075)",
36475098,False,,,residential,,,False,122.94,"LINESTRING (58.496554 23.5193651, 58.4977485 23.5192141)",
36475098,False,,,residential,,,True,104.597,"LINESTRING (58.496554 23.5193651, 58.4955634 23.5196097)",
36475096,False,,,residential,,,False,72.38,"LINESTRING (58.496554 23.5193651, 58.4967785 23.5199024, 58.4967836 23.5199778)",
36475096,False,,,residential,,,True,31.921,"LINESTRING (58.4973822 23.5243679, 58.4973662 23.5240812)",
36475102,False,,,residential,,,False,147.932,"LINESTRING (58.4973822 23.5243679, 58.4962241 23.5251694)",
36475096,False,,,residential,,,False,121.65100000000001,"LINESTRING (58.4973822 23.5243679, 58.4976085 23.5249362, 58.4978771 23.5253587)",
36475096,False,,,residential,,,False,53.233,"LINESTRING (58.4978771 23.5253587, 58.4982029 23.5257328)",
36475096,False,,,residential,,,True,121.65100000000001,"LINESTRING (58.4978771 23.5253587, 58.4976085 23.5249362, 58.4973822 23.5243679)",
293854594,False,2,,residential,60,,True,69.386,"LINESTRING (58.4978771 23.5253587, 58.4980588 23.525188, 58.4982085 23.5251267, 58.4984578 23.5250715)",
36475096,False,,,residential,,,False,33.836,"LINESTRING (58.4991793 23.5261705, 58.4993716 23.5262125, 58.4994917 23.5262674)",
36475096,False,,,residential,,,True,132.228,"LINESTRING (58.4991793 23.5261705, 58.4984609 23.5262065, 58.4982029 23.5257328)",
36475097,False,,,residential,,,False,87.75999999999999,"LINESTRING (58.4991793 23.5261705, 58.4991113 23.5260504, 58.4988788 23.5254322)",
36475097,False,,,residential,,,False,31.566,"LINESTRING (58.4988788 23.5254322, 58.4988228 23.525153)",
36475097,False,,,residential,,,True,87.75999999999999,"LINESTRING (58.4988788 23.5254322, 58.4991113 23.5260504, 58.4991793 23.5261705)",
293854589,False,2,,residential,60,,True,76.634,"LINESTRING (58.4988788 23.5254322, 58.4984463 23.5256119, 58.4982029 23.5257328)",
36475097,False,,,residential,,,False,27.46,"LINESTRING (58.4988108 23.5239477, 58.4987599 23.5237052)",
36475097,False,,,residential,,,True,55.968,"LINESTRING (58.4988108 23.5239477, 58.498788 23.5244506)",
36475106,False,,,residential,,,False,30.138,"LINESTRING (58.4988108 23.5239477, 58.4990864 23.5238497)",
36475100,False,,,tertiary,,,False,84.818,"LINESTRING (58.4984195 23.5222206, 58.4992181 23.5220069)",
379277850,False,,,residential,,,False,116.463,"LINESTRING (58.4984195 23.5222206, 58.4981231 23.5212091)",
379277853,False,,,residential,,,True,67.127,"LINESTRING (58.4984195 23.5222206, 58.4985714 23.522808)",
293854583,False,2,,residential,60,,False,106.773,"LINESTRING (58.4978081 23.5197788, 58.4967836 23.5199778)",
293854583,False,2,,residential,60,,True,91.7,"LINESTRING (58.4978081 23.5197788, 58.4986849 23.5195951)",
379277850,False,,,residential,,,False,63.085,"LINESTRING (58.4978081 23.5197788, 58.4977485 23.5192141)",
379277850,False,,,residential,,,True,162.253,"LINESTRING (58.4978081 23.5197788, 58.4981231 23.5212091)",
36475098,False,,,residential,,,False,88.051,"LINESTRING (58.4977485 23.5192141, 58.4986044 23.5191086)",
36475098,False,,,residential,,,True,122.94,"LINESTRING (58.4977485 23.5192141, 58.496554 23.5193651)",
379277850,False,,,residential,,,True,63.085,"LINESTRING (58.4977485 23.5192141, 58.4978081 23.5197788)",
36475098,False,,,residential,,,False,104.597,"LINESTRING (58.4955634 23.5196097, 58.496554 23.5193651)",
1196065903,False,,,residential,,,False,204.24,"LINESTRING (58.4955634 23.5196097, 58.495658 23.5196471, 58.4957626 23.5196839, 58.4958673 23.5198069, 58.4960416 23.5201734, 58.4961408 23.5204291, 58.4962481 23.5205988, 58.4963286 23.5206874, 58.4964278 23.520739, 58.4965485 23.5207292, 58.4968494 23.5206571)",
36475094,False,,,residential,,,False,54.715,"LINESTRING (58.4986044 23.5191086, 58.4986849 23.5195951)",
36475094,False,,,residential,,,True,72.946,"LINESTRING (58.4986044 23.5191086, 58.4984971 23.51846)",
36475098,False,,,residential,,,True,88.051,"LINESTRING (58.4986044 23.5191086, 58.4977485 23.5192141)",
36475096,False,,,residential,,,False,63.397,"LINESTRING (58.4964243 23.5188075, 58.496554 23.5193651)",
36475096,False,,,residential,,,True,59.903,"LINESTRING (58.4964243 23.5188075, 58.4963077 23.5182795)",
36475099,False,,,residential,,,False,214.842,"LINESTRING (58.4964243 23.5188075, 58.4984971 23.51846)",
36475094,False,,,residential,,,False,72.946,"LINESTRING (58.4984971 23.51846, 58.4986044 23.5191086)",
