osmid,highway,oneway,reversed,length,lanes,ref,geometry,maxspeed
316851671,residential,False,True,65.22,,,"LINESTRING (39.7518253 13.3539194, 39.7523775 13.3541547)",
732254984,primary,False,False,122.835,2,180,"LINESTRING (39.7518253 13.3539194, 39.7522669 13.3529017)",
732254984,primary,False,True,108.144,2,180,"LINESTRING (39.7518253 13.3539194, 39.7514135 13.3548056)",
316276711,residential,False,False,155.64,,,"LINESTRING (39.7510512 13.3586728, 39.7516466 13.3573986)",
316276711,residential,False,True,7.93,,,"LINESTRING (39.7510512 13.3586728, 39.7510242 13.3587391)",
732254984,primary,False,False,108.144,2,180,"LINESTRING (39.7514135 13.3548056, 39.7518253 13.3539194)",
732254984,primary,False,True,129.913,2,180,"LINESTRING (39.7514135 13.3548056, 39.7509339 13.3558767)",
981640875,residential,False,False,66.455,,,"LINESTRING (39.7514135 13.3548056, 39.7519719 13.3550546)",
981640875,residential,False,False,68.718,,,"LINESTRING (39.7574081 13.35722, 39.7580008 13.3574422)",
981640875,residential,False,True,54.148,,,"LINESTRING (39.7574081 13.35722, 39.756945 13.3570353)",
1066034608,residential,False,False,95.223,,,"LINESTRING (39.7574081 13.35722, 39.7575982 13.356862, 39.7577649 13.3567473, 39.7580221 13.356795)",
1066034608,residential,False,True,169.219,,,"LINESTRING (39.7574081 13.35722, 39.7572242 13.357388, 39.7566998 13.357744, 39.7563745 13.3580249, 39.7562663 13.3582306)",
732254998,residential,False,False,123.854,,,"LINESTRING (39.7543713 13.3560778, 39.7548531 13.3550674)",
732254998,residential,False,True,127.661,,,"LINESTRING (39.7543713 13.3560778, 39.753889 13.3571256)",
981640875,residential,False,False,84.486,,,"LINESTRING (39.7543713 13.3560778, 39.7550994 13.3563525)",
981640875,residential,False,True,67.792,,,"LINESTRING (39.7543713 13.3560778, 39.7537941 13.3558405)",
315766201,residential,False,False,64.408,,,"LINESTRING (39.752727 13.3518862, 39.7532821 13.3520955)",
732254984,primary,False,True,91.726,2,180,"LINESTRING (39.752727 13.3518862, 39.7525799 13.3522228, 39.752478 13.3524498, 39.7523881 13.3526423)",
315766201,residential,False,False,81.408,,,"LINESTRING (39.7557209 13.3530596, 39.7564334 13.353295)",
315766201,residential,False,True,72.849,,,"LINESTRING (39.7557209 13.3530596, 39.7550872 13.3528381)",
732254998,residential,False,False,131.89,,,"LINESTRING (39.7557209 13.3530596, 39.7561855 13.351963)",
732254998,residential,False,True,123.847,,,"LINESTRING (39.7557209 13.3530596, 39.7552642 13.3540809)",
315766201,residential,False,False,39.763,,,"LINESTRING (39.7581555 13.3538524, 39.758506 13.35396)",
315766201,residential,False,True,27.713,,,"LINESTRING (39.7581555 13.3538524, 39.7579074 13.3537904)",
732254996,residential,False,False,110.744,,,"LINESTRING (39.7581555 13.3538524, 39.7585478 13.3529325)",
316276711,residential,False,False,127.286,,,"LINESTRING (39.7516466 13.3573986, 39.7521085 13.3563458)",
316276711,residential,False,True,155.64,,,"LINESTRING (39.7516466 13.3573986, 39.7510512 13.3586728)",
732254994,residential,False,False,71.002,,,"LINESTRING (39.7516466 13.3573986, 39.7522482 13.3576538)",
732254994,residential,False,True,74.521,,,"LINESTRING (39.7516466 13.3573986, 39.7510269 13.357106)",
316276711,residential,False,False,112.087,,,"LINESTRING (39.7525753 13.3553136, 39.7529964 13.3543926)",
316276711,residential,False,True,125.395,,,"LINESTRING (39.7525753 13.3553136, 39.7521085 13.3563458)",
981640875,residential,False,False,68.864,,,"LINESTRING (39.7525753 13.3553136, 39.7531476 13.3555847)",
981640875,residential,False,True,66.595,,,"LINESTRING (39.7525753 13.3553136, 39.7520132 13.3550695)",
316276711,residential,False,False,128.372,,,"LINESTRING (39.7529964 13.3543926, 39.7534576 13.3533289)",
316276711,residential,False,True,112.087,,,"LINESTRING (39.7529964 13.3543926, 39.7525753 13.3553136)",
316851671,residential,False,False,71.994,,,"LINESTRING (39.7529964 13.3543926, 39.7523775 13.3541547)",
316851671,residential,False,True,66.863,,,"LINESTRING (39.7529964 13.3543926, 39.7535752 13.3546034)",
315766201,residential,False,False,72.102,,,"LINESTRING (39.7539024 13.3523546, 39.7545106 13.3526197)",
315766201,residential,False,True,73.033,,,"LINESTRING (39.7539024 13.3523546, 39.7532821 13.3520955)",
316276711,residential,False,False,128.485,,,"LINESTRING (39.7539024 13.3523546, 39.7543631 13.3512896)",
316276711,residential,False,True,118.544,,,"LINESTRING (39.7539024 13.3523546, 39.7534576 13.3533289)",
