osmid,highway,oneway,reversed,length,ref,name,junction,geometry,lanes,maxspeed
244517001,residential,False,False,102.321,,,,"LINESTRING (39.2701585 8.5417925, 39.2705088 8.542645)",,
244517001,residential,False,True,6.806,,,,"LINESTRING (39.2701585 8.5417925, 39.2701691 8.5417322)",,
584777909,primary,True,False,68.658,4,Jara Aba Gada Street,,"LINESTRING (39.2701585 8.5417925, 39.2695469 8.5416682)",,
244516862,primary,True,False,20.916,,,roundabout,"LINESTRING (39.2690227 8.5416705, 39.2689276 8.5416709, 39.2688443 8.5416255)",,
584518457,secondary,True,False,56.888999999999996,,,,"LINESTRING (39.2690227 8.5416705, 39.2690087 8.5417221, 39.2690057 8.5418183, 39.2690273 8.5419539, 39.2690555 8.5420347, 39.2691091 8.5421634)",,
104681699,primary,True,False,60.905,4,Jara Aba Gada Street,,"LINESTRING (39.2740819 8.5425918, 39.2746167 8.5427343)",,
586489618,residential,False,True,77.811,,,,"LINESTRING (39.2740819 8.5425918, 39.2742294 8.5419074)",,
584785441,secondary,True,False,52.903,,Darartu Tulu Street,,"LINESTRING (39.2690031 8.5420746, 39.2688443 8.5416255)",,
114792947,primary_link,True,False,89.077,,,,"LINESTRING (39.2690031 8.5420746, 39.2688866 8.5418325, 39.268818 8.5417244, 39.2687341 8.5416464, 39.2686518 8.5415732, 39.2684942 8.5414792)",1,50
244516862,primary,True,False,18.283,,,roundabout,"LINESTRING (39.2690685 8.5413275, 39.2691297 8.5413831, 39.269161 8.5414593)",,
104681699,primary,True,False,24.795,4,Jara Aba Gada Street,,"LINESTRING (39.269161 8.5414593, 39.2692754 8.5415321, 39.2693572 8.5415679)",,
244516862,primary,True,False,21.259,,,roundabout,"LINESTRING (39.269161 8.5414593, 39.2691605 8.541523, 39.2691384 8.5415829, 39.2690972 8.5416319)",,
104681665,primary,True,False,47.43,4,Nuho Gobana Street,,"LINESTRING (39.2684942 8.5414792, 39.2680732 8.5413864)",,
244516888,unclassified,False,False,43.86,,,,"LINESTRING (39.2745415 8.5383708, 39.2744604 8.538757)",,
244517006,tertiary,False,False,144.916,,,,"LINESTRING (39.2745415 8.5383708, 39.2748884 8.5396281)",,
244517006,tertiary,False,True,37.303,,,,"LINESTRING (39.2745415 8.5383708, 39.2744543 8.5380466)",,
244516867,secondary,False,False,164.42,,Abebe Bikila Street,,"LINESTRING (39.2676037 8.538431, 39.2681381 8.539812)",,
244516867,secondary,False,True,152.838,,Abebe Bikila Street,,"LINESTRING (39.2676037 8.538431, 39.2670903 8.5371537)",,
339829817,tertiary,False,False,54.596,,,,"LINESTRING (39.2676037 8.538431, 39.2680661 8.5382522)",,
339829817,tertiary,False,True,82.699,,,,"LINESTRING (39.2676037 8.538431, 39.2669033 8.5387019)",,
244517006,tertiary,False,False,18.612,,,,"LINESTRING (39.2750304 8.5401427, 39.2750745 8.5403043)",,
244517006,tertiary,False,True,59.313,,,,"LINESTRING (39.2750304 8.5401427, 39.2748884 8.5396281)",,
244517011,primary,True,False,11.751,,Mamo Mazamir Street,,"LINESTRING (39.26906 8.5408594, 39.2690856 8.5407568)",,
244516867,secondary,False,True,54.186,,Abebe Bikila Street,,"LINESTRING (39.26906 8.5408594, 39.2688382 8.5408478, 39.2686611 8.5408054, 39.2685884 8.5407556)",,
244516888,unclassified,False,True,141.859,,,,"LINESTRING (39.2740044 8.5409273, 39.2742668 8.5396782)",,
586489620,residential,False,True,34.187,,,,"LINESTRING (39.2740044 8.5409273, 39.2736956 8.5408916)",,
244516888,unclassified,False,False,179.65800000000002,,,,"LINESTRING (39.2740044 8.5409273, 39.2738673 8.5419154, 39.2738129 8.5425314)",,
244516850,primary,True,False,24.674999999999997,,Mamo Mazamir Street,,"LINESTRING (39.2690576 8.5411091, 39.269048 8.5412019, 39.269048 8.5412609, 39.2690685 8.5413275)",,
615411401,primary_link,True,False,61.876999999999995,,,,"LINESTRING (39.2690576 8.5411091, 39.2691305 8.541304, 39.2691734 8.5413809, 39.2692325 8.5414446, 39.2693572 8.5415679)",,
244516862,primary,True,False,16.588,,,roundabout,"LINESTRING (39.2689217 8.5413101, 39.2689969 8.5413041, 39.2690685 8.5413275)",,
244517011,primary,True,False,23.820999999999998,,Mamo Mazamir Street,,"LINESTRING (39.2689217 8.5413101, 39.2689508 8.5412636, 39.2689683 8.5412152, 39.2689953 8.5411307, 39.2689998 8.5411117)",,
244516862,primary,True,False,17.874,,,roundabout,"LINESTRING (39.2688019 8.5414131, 39.2688503 8.5413486, 39.2689217 8.5413101)",,
104681665,primary,True,False,32.246,4,Nuho Gobana Street,,"LINESTRING (39.2687855 8.5415126, 39.2684942 8.5414792)",,
244516862,primary,True,False,11.21,,,roundabout,"LINESTRING (39.2687855 8.5415126, 39.2688019 8.5414131)",,
244516862,primary,True,False,14.309000000000001,,,roundabout,"LINESTRING (39.2688443 8.5416255, 39.2688026 8.541568, 39.2687855 8.5415126)",,
244516899,residential,False,True,28.025,,,,"LINESTRING (39.2717354 8.5421521, 39.2714993 8.542247)",,
584777909,primary,True,False,34.283,4,Jara Aba Gada Street,,"LINESTRING (39.2717354 8.5421521, 39.2714317 8.5420824)",,
244516899,residential,False,False,28.025,,,,"LINESTRING (39.2714993 8.542247, 39.2717354 8.5421521)",,
244516899,residential,False,True,50.218,,,,"LINESTRING (39.2714993 8.542247, 39.2710762 8.542417)",,
244544013,residential,False,False,19.755,,,,"LINESTRING (39.2714993 8.542247, 39.2714317 8.5420824)",,
244544013,residential,False,True,66.875,,,,"LINESTRING (39.2714993 8.542247, 39.2717282 8.5428042)",,
584777909,primary,True,False,67.868,4,Jara Aba Gada Street,,"LINESTRING (39.2727191 8.542406, 39.2721219 8.5422519)",,
244516909,residential,False,True,36.035,,,,"LINESTRING (39.2727191 8.542406, 39.2725789 8.5424624, 39.2724155 8.542528)",,
244516899,residential,False,False,50.218,,,,"LINESTRING (39.2710762 8.542417, 39.2714993 8.542247)",,
244516899,residential,False,True,67.346,,,,"LINESTRING (39.2710762 8.542417, 39.2705088 8.542645)",,
244517005,residential,False,False,66.88,,,,"LINESTRING (39.2710762 8.542417, 39.2713052 8.5429742)",,
244517005,residential,False,True,56.213,,,,"LINESTRING (39.2710762 8.542417, 39.2708698 8.5419545)",,
244516896,residential,False,False,77.792,,,,"LINESTRING (39.2724155 8.542528, 39.2726819 8.5431761)",,
244516909,residential,False,True,81.578,,,,"LINESTRING (39.2724155 8.542528, 39.2717282 8.5428042)",,
244516909,residential,False,False,36.035,,,,"LINESTRING (39.2724155 8.542528, 39.2725789 8.5424624, 39.2727191 8.542406)",,
244516899,residential,False,False,67.346,,,,"LINESTRING (39.2705088 8.542645, 39.2710762 8.542417)",,
244516899,residential,False,True,72.189,,,,"LINESTRING (39.2705088 8.542645, 39.2699006 8.5428894)",,
244517001,residential,False,False,66.875,,,,"LINESTRING (39.2705088 8.542645, 39.2707377 8.5432022)",,
244517001,residential,False,True,102.321,,,,"LINESTRING (39.2705088 8.542645, 39.2701585 8.5417925)",,
