osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access,lanes
4651090,E 16,Valdresvegen,trunk,40,False,False,7.196,"LINESTRING (9.236876 60.9871306, 9.2367562 60.9871591)",,,
"[70472600, 4651090]",E 16,Valdresvegen,trunk,"['60', '40']",False,True,364.38800000000003,"LINESTRING (9.236876 60.9871306, 9.2373036 60.9870304, 9.2378891 60.9868932, 9.2383432 60.9867867, 9.2386069 60.9867207, 9.238871 60.986653, 9.239078 60.986601, 9.239779 60.986439, 9.240546 60.986268, 9.2415069 60.9860674, 9.242138 60.985938, 9.242596 60.985838, 9.243005 60.985754)",,,
978250567,2482,Garlivegen,secondary,30,True,False,15.972,"LINESTRING (9.236876 60.9871306, 9.2369439 60.9871994, 9.2369602 60.9872663)",,,
10436598,E 16,Tyinvegen,trunk,50,False,False,8.666,"LINESTRING (9.2286437 60.9848269, 9.2285779 60.9847558)",,,
"[979805144, 4651097, 4651098, 979804990]",E 16,"['Valdresvegen', 'Tyinvegen']",trunk,"['40', '50']",False,"[False, True]",138.024,"LINESTRING (9.2286437 60.9848269, 9.2287495 60.9848776, 9.228896 60.98493, 9.2293665 60.9850844, 9.229794 60.985225, 9.229985 60.98529, 9.230284 60.985384, 9.2306047 60.9854724, 9.230769 60.985514)",yes,,
700032681,51,Bygdinvegen,primary,50,True,False,35.602,"LINESTRING (9.2286437 60.9848269, 9.2284278 60.9848718, 9.2280585 60.984974)",,,
978250583,2496,Jernbanevegen,secondary,30,True,False,6.156,"LINESTRING (9.232149 60.985866, 9.23223 60.985827)",,,
979804992,E 16,Valdresvegen,trunk,40,True,False,17.332,"LINESTRING (9.232149 60.985866, 9.232063 60.985826, 9.2319291 60.9857525)",,,
585964139,,,unclassified,,False,True,39.946000000000005,"LINESTRING (9.237721 60.9863025, 9.237623 60.98629, 9.237446 60.986266, 9.237261 60.986251, 9.237141 60.986245, 9.236994 60.98625)",,,
25711732,,Skrautvålsvegen,unclassified,80,False,False,65.131,"LINESTRING (9.234159 60.9862559, 9.2340739 60.9862728, 9.2338215 60.9863211, 9.2334902 60.9863844, 9.2330359 60.9864712)",,,
25711732,,Skrautvålsvegen,unclassified,80,False,True,74.21999999999998,"LINESTRING (9.234159 60.9862559, 9.234502 60.9861732, 9.234669 60.986133, 9.2349443 60.9860598, 9.235085 60.98601, 9.235119 60.985976, 9.2351258 60.9859614, 9.235147 60.985916, 9.235157 60.985861)",,,
25711734,,,unclassified,,False,False,66.008,"LINESTRING (9.234159 60.9862559, 9.234491 60.9865866, 9.2345732 60.9866655, 9.2346072 60.9867, 9.234693 60.98679)",,,
25711725,2496,Jernbanevegen,secondary,30,False,False,125.46,"LINESTRING (9.235157 60.985861, 9.2348532 60.9858682, 9.2347093 60.9858692, 9.2342703 60.9858712, 9.2338354 60.985863, 9.2335193 60.9858543, 9.2331914 60.9858387, 9.2330133 60.9858261, 9.2328381 60.9858112)",,,
25711725,2496,Jernbanevegen,secondary,30,False,True,89.23400000000001,"LINESTRING (9.235157 60.985861, 9.235574 60.985853, 9.2357853 60.9858468, 9.2361263 60.9858252, 9.2364397 60.9858025, 9.236799 60.985772)",,,
25711732,,Skrautvålsvegen,unclassified,80,False,False,74.22,"LINESTRING (9.235157 60.985861, 9.235147 60.985916, 9.2351258 60.9859614, 9.235119 60.985976, 9.235085 60.98601, 9.2349443 60.9860598, 9.234669 60.986133, 9.234502 60.9861732, 9.234159 60.9862559)",,,
