osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,junction,lanes,bridge
839797910,True,2350,Østvollvegen,secondary,40,False,6.922,"LINESTRING (10.6133853 60.7260627, 10.6132719 60.726091)",,,
119753862,False,,Idrettsvegen,residential,50,False,96.282,"LINESTRING (10.606418 60.722811, 10.6058304 60.7227045, 10.605403 60.722627, 10.6052383 60.7225968, 10.6048562 60.7225228, 10.604761 60.722506)",,,
119753862,False,,Idrettsvegen,residential,50,True,20.211000000000002,"LINESTRING (10.606418 60.722811, 10.6067329 60.7228643, 10.6067692 60.7228705)",,,
119753863,False,,Frøyslandsvegen,residential,80,False,184.449,"LINESTRING (10.606418 60.722811, 10.6063583 60.7228848, 10.6061317 60.7231813, 10.6059017 60.7234813, 10.6057622 60.7236659, 10.605295 60.724289, 10.605243 60.724367)",,,
531409671,False,,,residential,,True,32.546,"LINESTRING (10.6068277 60.7225969, 10.6069028 60.7227071, 10.6068653 60.7227701, 10.6067991 60.7228349, 10.6067692 60.7228705)",,,
119753862,False,,Idrettsvegen,residential,50,True,67.897,"LINESTRING (10.6067692 60.7228705, 10.607939 60.723084)",,,
119753862,False,,Idrettsvegen,residential,50,False,20.211000000000002,"LINESTRING (10.6067692 60.7228705, 10.6067329 60.7228643, 10.606418 60.722811)",,,
531409671,False,,,residential,,False,32.546,"LINESTRING (10.6067692 60.7228705, 10.6067991 60.7228349, 10.6068653 60.7227701, 10.6069028 60.7227071, 10.6068277 60.7225969)",,,
119678747,False,,Sigurd Østliens veg,residential,50,False,415.363,"LINESTRING (10.615242 60.724127, 10.615262 60.724096, 10.61527 60.72402, 10.615273 60.723774, 10.6152848 60.7236797, 10.6152898 60.7236399, 10.6153244 60.7233637, 10.61534 60.723239, 10.615339 60.722922, 10.615362 60.722706, 10.615398 60.722448, 10.615447 60.721921, 10.615453 60.721784, 10.615484 60.721524, 10.615501 60.7213, 10.615494 60.721226, 10.615433 60.720896, 10.615422 60.720796, 10.615392 60.720624, 10.615374 60.720539, 10.615352 60.720466, 10.615325 60.720401)",,,
588782561,False,,Fossegårdvegen,residential,,True,103.66300000000001,"LINESTRING (10.6169721 60.7250528, 10.617043 60.725051, 10.617239 60.725047, 10.617377 60.72505, 10.617457 60.725061, 10.617523 60.725085, 10.617561 60.725112, 10.617602 60.725164, 10.617774 60.725408, 10.617951 60.72564, 10.618008 60.725692)",,,
119753859,False,,Pumpevegen,residential,50,True,56.489,"LINESTRING (10.6108152 60.7222605, 10.610734 60.722335, 10.6106102 60.7224715, 10.61053 60.72256, 10.6104452 60.7226818, 10.610413 60.722728)",,,
119612770,False,,Ridevegen,residential,50,True,86.40099999999998,"LINESTRING (10.6219071 60.7211582, 10.621559 60.721109, 10.6212 60.721067, 10.620837 60.72103, 10.620667 60.721016, 10.620512 60.72101, 10.620354 60.721003)",,,
119612777,False,,P.A. Aanneruds veg,residential,80,True,170.84000000000003,"LINESTRING (10.6219071 60.7211582, 10.621915 60.721267, 10.621958 60.721568, 10.622042 60.721939, 10.622188 60.722533, 10.622206 60.722687)",,,
525806250,True,2368,Storgata,secondary,40,False,42.465999999999994,"LINESTRING (10.612836 60.722771, 10.612889 60.722721, 10.6129097 60.7226546, 10.612932 60.722582, 10.6129977 60.7223998)",,,
839797309,True,2368,,secondary,40,False,15.386999999999999,"LINESTRING (10.612836 60.722771, 10.612879 60.722761, 10.612936 60.722755, 10.612966 60.722755, 10.612995 60.722756, 10.613052 60.722764, 10.613102 60.722779)",roundabout,,
839797309,True,2368,,secondary,40,False,3.486,"LINESTRING (10.612785 60.72279, 10.612836 60.722771)",roundabout,,
839797309,True,2368,,secondary,40,False,22.717999999999996,"LINESTRING (10.612836 60.722967, 10.61279 60.72295, 10.612754 60.722927, 10.61273 60.722901, 10.612722 60.722872, 10.612724 60.722858, 10.612728 60.722843, 10.61275 60.722816, 10.612785 60.72279)",roundabout,,
525806198,True,2368,Storgata,secondary,40,False,43.911,"LINESTRING (10.613149 60.722934, 10.613105 60.723006, 10.613113 60.723073, 10.613123 60.723143, 10.6131134 60.7233254)",,,
839797309,True,2368,,secondary,40,False,19.175,"LINESTRING (10.613149 60.722934, 10.61311 60.722956, 10.613088 60.722963, 10.61306 60.722972, 10.612997 60.722981, 10.612948 60.722984, 10.612904 60.722981, 10.61289 60.722979, 10.612836 60.722967)",roundabout,,
839797309,True,2368,,secondary,40,False,19.144,"LINESTRING (10.613102 60.722779, 10.613125 60.722789, 10.613161 60.722814, 10.613182 60.722838, 10.61319 60.722865, 10.613189 60.722882, 10.613177 60.722909, 10.613149 60.722934)",roundabout,,
839797917,True,2368,Storgata,secondary,40,False,6.138,"LINESTRING (10.6133498 60.7260103, 10.6133853 60.7260627)",,2,
839798223,True,2350,Østvollvegen,secondary,40,False,30.918,"LINESTRING (10.6133498 60.7260103, 10.6134816 60.7259835, 10.6135869 60.725967, 10.613899 60.725945)",,,
839798223,True,2350,Østvollvegen,secondary,40,False,6.937,"LINESTRING (10.6132322 60.7260345, 10.6133498 60.7260103)",,,
"[839797197, 839797925]",True,2368,Storgata,secondary,40,False,159.12300000000002,"LINESTRING (10.6132322 60.7260345, 10.6131907 60.7259608, 10.6131595 60.725901, 10.613097 60.725735, 10.613047 60.725537, 10.613003 60.725305, 10.6129934 60.725194, 10.612988 60.725073, 10.6129955 60.7249258, 10.613002 60.724803, 10.613026 60.724614)",,2,
119688604,False,,Elvesvingen,residential,50,True,365.97400000000005,"LINESTRING (10.609275 60.71905, 10.6093244 60.7191057, 10.609409 60.719201, 10.609571 60.719374, 10.6096604 60.7194649, 10.6098648 60.7196799, 10.6100167 60.7198416, 10.6101187 60.7199501, 10.6104426 60.7202449, 10.6107218 60.7204991, 10.610781 60.720553, 10.610854 60.720624, 10.610934 60.720704, 10.6109979 60.7207827, 10.611016 60.720805, 10.611074 60.720897, 10.611104 60.7209593, 10.6111214 60.7210186, 10.611136 60.721085, 10.611145 60.721178, 10.611132 60.721263, 10.611102 60.721336, 10.611058 60.721399, 10.610979 60.721467, 10.610939 60.721497, 10.610836 60.721554, 10.610678 60.721627, 10.610533 60.721682, 10.610435 60.721711, 10.610305 60.721732, 10.610168 60.721745, 10.610029 60.721747, 10.6099471 60.7217419, 10.609851 60.721736)",,,
836505976,False,,Framstadbakken,residential,30,False,83.852,"LINESTRING (10.619537 60.718671, 10.620792 60.7186, 10.621068 60.718582)",,,
836505976,False,,Framstadbakken,residential,30,True,81.455,"LINESTRING (10.619537 60.718671, 10.618823 60.71872, 10.618051 60.718762)",,,
839797866,False,,Bjørnvegen,residential,80,True,93.076,"LINESTRING (10.619537 60.718671, 10.6196422 60.7189803, 10.619653 60.719012, 10.61972 60.719243, 10.619726 60.719322, 10.619722 60.719501)",,,
525806245,True,2368,Storgata,secondary,40,False,43.049,"LINESTRING (10.6131134 60.7233254, 10.612999 60.72314, 10.612961 60.723085, 10.612919 60.723017, 10.612836 60.722967)",,,
"[588783408, 839797482, 839798166]",False,2368,Storgata,secondary,40,False,97.18900000000001,"LINESTRING (10.6131134 60.7233254, 10.6131294 60.7233694, 10.613151 60.723447, 10.6131652 60.7235895, 10.613166 60.723626, 10.613165 60.723704, 10.613161 60.723774, 10.613149 60.723906, 10.61313 60.724032, 10.613122 60.724158, 10.6131237 60.7241973)",,2,
525806253,True,2368,Storgata,secondary,40,False,42.661,"LINESTRING (10.6129977 60.7223998, 10.613034 60.722587, 10.613041 60.7226549, 10.613102 60.722779)",,,
