osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,ref
266680687,Jernbaneplassen,residential,30,False,True,45.789,"LINESTRING (8.585778 59.8767986, 8.5860179 59.8771924)",,
266680713,Mælandsgata,residential,30,False,True,48.306,"LINESTRING (8.602341 59.8768632, 8.6022394 59.8771224, 8.6021676 59.8772888)",,
"[266680705, 266680707, 266680708, 266680709, 266680710]",Mælandsgata,"['residential', 'unclassified']",30,False,False,461.593,"LINESTRING (8.5941326 59.8769812, 8.5943264 59.8769152, 8.5947956 59.8767677, 8.5948679 59.8767516, 8.5949457 59.876741, 8.5950786 59.8767343, 8.5952638 59.8767379, 8.5955986 59.8767602, 8.5958172 59.8767679, 8.5964949 59.8767638, 8.5970941 59.8767964, 8.5985268 59.8769294, 8.5987468 59.8769546, 8.5998472 59.8770688, 8.6004816 59.8771276, 8.6007903 59.8771554, 8.6012431 59.8772, 8.6021676 59.8772888)",yes,
266680771,Såheimsveien,residential,30,False,False,176.67,"LINESTRING (8.5941326 59.8769812, 8.5943033 59.8770551, 8.5945342 59.8771332, 8.5964212 59.8775717, 8.5969395 59.8777052)",,
266680776,Såheimsveien,unclassified,30,False,True,390.619,"LINESTRING (8.5941326 59.8769812, 8.5939881 59.8770235, 8.5938661 59.8770504, 8.5937119 59.8770716, 8.593565 59.8770894, 8.5933853 59.8770968, 8.5918848 59.8769358, 8.5910466 59.8768916, 8.5908627 59.876885, 8.590577 59.8768988, 8.5902049 59.8769245, 8.5899592 59.8769521, 8.589714 59.8769844, 8.589491 59.8770184, 8.5892782 59.8770543, 8.5889033 59.8771173, 8.5883206 59.8772246, 8.5873668 59.8773833)",,
266680687,Jernbaneplassen,residential,30,False,False,45.789,"LINESTRING (8.5860179 59.8771924, 8.585778 59.8767986)",,
266680769,Såheimsveien,unclassified,30,False,True,81.713,"LINESTRING (8.5860179 59.8771924, 8.5861748 59.8771759, 8.5863069 59.8771705, 8.5864457 59.8771729, 8.586608 59.8771837, 8.5867849 59.8772063, 8.5869393 59.8772388, 8.5870707 59.8772711, 8.5872372 59.8773236, 8.5873668 59.8773833)",,
"[266680705, 266680707, 266680708, 266680709, 266680710]",Mælandsgata,"['residential', 'unclassified']",30,False,True,461.593,"LINESTRING (8.6021676 59.8772888, 8.6012431 59.8772, 8.6007903 59.8771554, 8.6004816 59.8771276, 8.5998472 59.8770688, 8.5987468 59.8769546, 8.5985268 59.8769294, 8.5970941 59.8767964, 8.5964949 59.8767638, 8.5958172 59.8767679, 8.5955986 59.8767602, 8.5952638 59.8767379, 8.5950786 59.8767343, 8.5949457 59.876741, 8.5948679 59.8767516, 8.5947956 59.8767677, 8.5943264 59.8769152, 8.5941326 59.8769812)",yes,
266680711,Mælandsgata,residential,30,False,False,66.728,"LINESTRING (8.6021676 59.8772888, 8.6021984 59.8773156, 8.6021989 59.8773454, 8.6019776 59.8778732)",,
266680713,Mælandsgata,residential,30,False,False,48.306,"LINESTRING (8.6021676 59.8772888, 8.6022394 59.8771224, 8.602341 59.8768632)",,
266680769,Såheimsveien,unclassified,30,False,False,81.713,"LINESTRING (8.5873668 59.8773833, 8.5872372 59.8773236, 8.5870707 59.8772711, 8.5869393 59.8772388, 8.5867849 59.8772063, 8.586608 59.8771837, 8.5864457 59.8771729, 8.5863069 59.8771705, 8.5861748 59.8771759, 8.5860179 59.8771924)",,
"[266680769, 266680762, 266680764]",Såheimsveien,unclassified,30,False,"[False, True]",74.853,"LINESTRING (8.5873668 59.8773833, 8.587428 59.8774321, 8.5874745 59.8774762, 8.5878066 59.877859, 8.5878999 59.8779995)",yes,
266680776,Såheimsveien,unclassified,30,False,False,390.619,"LINESTRING (8.5873668 59.8773833, 8.5883206 59.8772246, 8.5889033 59.8771173, 8.5892782 59.8770543, 8.589491 59.8770184, 8.589714 59.8769844, 8.5899592 59.8769521, 8.5902049 59.8769245, 8.590577 59.8768988, 8.5908627 59.876885, 8.5910466 59.8768916, 8.5918848 59.8769358, 8.5933853 59.8770968, 8.593565 59.8770894, 8.5937119 59.8770716, 8.5938661 59.8770504, 8.5939881 59.8770235, 8.5941326 59.8769812)",,
266680854,,residential,30,False,True,35.671,"LINESTRING (8.601524 59.87748, 8.6014612 59.8776058, 8.6013856 59.8777931)",,
266680696,Mogata,residential,30,False,False,38.273,"LINESTRING (8.5911707 59.8776098, 8.5910283 59.8779465)",,
266680696,Mogata,residential,30,False,True,142.55900000000003,"LINESTRING (8.5911707 59.8776098, 8.5912013 59.8775315, 8.5911935 59.8775014, 8.5911227 59.8774768, 8.5909998 59.8774628, 8.5906585 59.8774421, 8.5904811 59.8774373, 8.5903831 59.8774512, 8.5903461 59.8774676, 8.5902796 59.8775219, 8.5902097 59.8776103, 8.5901234 59.8777595, 8.5900524 59.877916, 8.5899191 59.8781602)",,
266680873,,residential,30,False,False,25.783,"LINESTRING (8.5911707 59.8776098, 8.5912052 59.8776688, 8.5912871 59.8777069, 8.5915076 59.8777357)",,
266680771,Såheimsveien,residential,30,False,True,176.67000000000002,"LINESTRING (8.5969395 59.8777052, 8.5964212 59.8775717, 8.5945342 59.8771332, 8.5943033 59.8770551, 8.5941326 59.8769812)",,
266680866,,residential,30,False,True,30.753,"LINESTRING (8.6008551 59.8777229, 8.6012986 59.8777713, 8.6013856 59.8777931)",,
