osmid,name,highway,oneway,reversed,length,maxspeed,geometry,ref,lanes,junction
23783935,Dronningens gate,residential,False,False,9.129,,"LINESTRING (14.376035 67.2821244, 14.3762038 67.2821743)",,,
244769892,Hålogalandsgata,tertiary,True,False,70.29100000000001,40,"LINESTRING (14.376035 67.2821244, 14.3761636 67.2820512, 14.3762357 67.2819972, 14.3762952 67.281929, 14.3763344 67.2818561, 14.3763429 67.2817996, 14.3763365 67.2817316, 14.3762877 67.2816425, 14.3761896 67.2815278)",,,
23783921,Professor Schyttes gate,residential,True,False,77.68,,"LINESTRING (14.3792011 67.2829988, 14.3793171 67.2829417, 14.3801845 67.282498, 14.3802918 67.2824415)",,,
172679674,Professor Schyttes gate,residential,False,True,144.05400000000003,,"LINESTRING (14.3792011 67.2829988, 14.3790953 67.283054, 14.3785276 67.2833306, 14.3782672 67.283471, 14.3781821 67.2835209, 14.3781322 67.2835613, 14.3780531 67.2836287, 14.3773608 67.2840009, 14.377262 67.2840528)",,,
173737214,Dronningens gate,residential,False,True,81.101,,"LINESTRING (14.3792011 67.2829988, 14.3790648 67.282963, 14.3776565 67.2825791)",,,
23212781,Sjøgata,tertiary,False,True,92.202,,"LINESTRING (14.377262 67.2840528, 14.3770697 67.2839911, 14.3756789 67.2836005, 14.3755357 67.28356)",,,
172679674,Professor Schyttes gate,residential,False,False,144.054,,"LINESTRING (14.377262 67.2840528, 14.3773608 67.2840009, 14.3780531 67.2836287, 14.3781322 67.2835613, 14.3781821 67.2835209, 14.3782672 67.283471, 14.3785276 67.2833306, 14.3790953 67.283054, 14.3792011 67.2829988)",,,
"[24292256, 172679674]","['Tollbugata', 'Professor Schyttes gate']",residential,False,True,130.71200000000002,,"LINESTRING (14.377262 67.2840528, 14.3771206 67.2841208, 14.3767099 67.2843121, 14.3765573 67.2842896, 14.3765204 67.2842801, 14.3751286 67.2838524, 14.3749835 67.283806)",,,
"[903967657, 172078433]",Sjøgata,tertiary,False,True,497.72399999999993,30,"LINESTRING (14.377262 67.2840528, 14.3774597 67.2841093, 14.3783248 67.2843459, 14.3785289 67.2844026, 14.3786299 67.2844227, 14.3801181 67.2846054, 14.3803333 67.2846352, 14.380657 67.2846727, 14.3822274 67.2848633, 14.3839401 67.2851805, 14.3842107 67.2852332, 14.3858189 67.2855103, 14.3859565 67.285535, 14.3864839 67.2856296, 14.3867393 67.285672, 14.3868965 67.2856902, 14.3870684 67.2857104, 14.3878737 67.2857842)",,,
"[172078433, 903967657]",Sjøgata,tertiary,False,False,497.72400000000005,30,"LINESTRING (14.3878737 67.2857842, 14.3870684 67.2857104, 14.3868965 67.2856902, 14.3867393 67.285672, 14.3864839 67.2856296, 14.3859565 67.285535, 14.3858189 67.2855103, 14.3842107 67.2852332, 14.3839401 67.2851805, 14.3822274 67.2848633, 14.380657 67.2846727, 14.3803333 67.2846352, 14.3801181 67.2846054, 14.3786299 67.2844227, 14.3785289 67.2844026, 14.3783248 67.2843459, 14.3774597 67.2841093, 14.377262 67.2840528)",,,
253259584,Sjøgata,tertiary,True,False,37.760000000000005,30,"LINESTRING (14.3878737 67.2857842, 14.3881842 67.2857876, 14.3884692 67.2858053, 14.3885637 67.285812, 14.388747 67.2858186)",,,
23212782,Hålogalandsgata,residential,False,True,37.873000000000005,,"LINESTRING (14.3740955 67.2831327, 14.3739719 67.283189, 14.3736514 67.2833446, 14.3735928 67.2833766, 14.3735498 67.2834001)",,,
50825565,Hålogalandsgata,tertiary,True,False,140.962,40,"LINESTRING (14.3740955 67.2831327, 14.3741364 67.2830382, 14.3748731 67.2827011, 14.3750408 67.2826221, 14.375125 67.2825803, 14.3753543 67.2824625, 14.3757232 67.2822825, 14.3759246 67.28218, 14.376035 67.2821244)",,,
50825566,Sjøgata,residential,False,False,51.267,,"LINESTRING (14.3740955 67.2831327, 14.3738938 67.2830993, 14.373818 67.2830771, 14.3731186 67.2828713)",,,
171540952,Sjøgata,tertiary,False,False,77.994,,"LINESTRING (14.3740955 67.2831327, 14.3743468 67.2832047, 14.3754009 67.2835173, 14.3755357 67.28356)",,,
50825566,Sjøgata,residential,False,True,51.267,,"LINESTRING (14.3731186 67.2828713, 14.373818 67.2830771, 14.3738938 67.2830993, 14.3740955 67.2831327)",,,
244769892,Hålogalandsgata,tertiary,True,False,174.57900000000004,40,"LINESTRING (14.3761896 67.2815278, 14.3760228 67.2814381, 14.3758464 67.2813658, 14.3752836 67.2811812, 14.3748206 67.2810259, 14.3746717 67.2809487, 14.3745726 67.280877, 14.3745064 67.2808228, 14.3744541 67.2807497, 14.3744294 67.2806609, 14.374452 67.2805556, 14.3745064 67.2804653, 14.3746403 67.2803567, 14.3747231 67.2803112, 14.3748211 67.2802629)",,,
23212905,Prinsens gate,residential,False,False,8.941,30,"LINESTRING (14.3748211 67.2802629, 14.3749889 67.2803105)",,,
23212905,Prinsens gate,residential,False,True,59.494,30,"LINESTRING (14.3748211 67.2802629, 14.3746836 67.2802248, 14.3737063 67.2799453)",,,
"[23212897, 172078420]",Kongens gate,residential,False,False,109.294,30,"LINESTRING (14.3802918 67.2824415, 14.3804342 67.2824705, 14.3807402 67.2825336, 14.3823533 67.2828756, 14.3825224 67.2829147)",,,
23212897,Kongens gate,residential,False,True,78.429,30,"LINESTRING (14.3802918 67.2824415, 14.3801302 67.2824047, 14.3787716 67.2820508)",,,
23783921,Professor Schyttes gate,residential,True,False,69.322,,"LINESTRING (14.3802918 67.2824415, 14.3803768 67.2823847, 14.3805621 67.2822609, 14.3810899 67.2818996)",,,
172679682,Dronningens gate,residential,False,False,104.3,30,"LINESTRING (14.385276 67.2840866, 14.3854648 67.2841068, 14.3864684 67.2842112, 14.3870153 67.2842701, 14.3874185 67.2843139, 14.3876184 67.2843348)",,,
244770512,Dronningens gate,residential,False,True,83.98400000000001,30,"LINESTRING (14.385276 67.2840866, 14.3851159 67.2840653, 14.3840383 67.2839128, 14.3839718 67.2839036, 14.3835973 67.283848, 14.3834395 67.2838269)",,,
550366734,Dronningens gate,residential,False,True,145.80499999999998,30,"LINESTRING (14.3924756 67.2847869, 14.3923034 67.2847698, 14.3891799 67.2844711)",,,
