osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,junction,bridge
197819509,Rådhusalleen,residential,30,False,True,137.641,"LINESTRING (14.1395185 66.3109262, 14.139558 66.31081, 14.1396574 66.3105107, 14.1399321 66.30976, 14.1399582 66.3097011)",,,,
471893704,Ole Tobias Olsens gate,residential,30,False,True,95.378,"LINESTRING (14.1345769 66.3105937, 14.1346033 66.3105192, 14.1347262 66.3101666, 14.1348192 66.3098999, 14.1348343 66.3098596, 14.1348775 66.3097445)",,,,
783730975,,unclassified,,False,True,32.783,"LINESTRING (14.1341284 66.3091065, 14.1341954 66.3091232, 14.1342317 66.3091458, 14.1342384 66.309182, 14.1342226 66.3092328, 14.1341968 66.3093565, 14.134215 66.30938)",,,,
"[783730932, 198475246]",Elias Blix' gate,tertiary,"['40', '30']",False,True,140.593,"LINESTRING (14.1424946 66.3109293, 14.1419558 66.3108421, 14.1418768 66.3107873, 14.141867 66.310725, 14.142017 66.310458, 14.14209 66.310319, 14.1423335 66.3098394)",,,,
"[783731802, 198475260, 783731205]","['Per Hellerviks gate', 'Kaialundveien']",residential,30,False,False,72.366,"LINESTRING (14.1424946 66.3109293, 14.142419 66.310973, 14.1423243 66.3110331, 14.1422034 66.3111362, 14.141764 66.311509)",,,,
198475260,Per Hellerviks gate,residential,30,False,True,87.318,"LINESTRING (14.1424946 66.3109293, 14.142894 66.310545, 14.1430946 66.3101851)",,,,
228015051,Nordlandsveien,residential,30,True,False,157.74699999999999,"LINESTRING (14.1424946 66.3109293, 14.1427706 66.310965, 14.1452359 66.311392, 14.1453435 66.3114033, 14.1454865 66.3113986, 14.145566 66.3113804, 14.1457383 66.311332)",,,,
182803315,Lars Meyers gate,tertiary,40,False,False,72.187,"LINESTRING (14.1401774 66.313184, 14.1404504 66.3131729, 14.1408431 66.3131468, 14.1417647 66.3130656)",2,,,
182803315,Lars Meyers gate,tertiary,40,False,True,103.95400000000001,"LINESTRING (14.1401774 66.313184, 14.139936 66.3131822, 14.139643 66.3131773, 14.1393111 66.3131617, 14.1378744 66.3130614)",2,,,
259917011,Nordmohøgda,residential,30,False,False,223.82299999999998,"LINESTRING (14.1401774 66.313184, 14.1401574 66.3132407, 14.1400999 66.3133139, 14.139955 66.313388, 14.1396561 66.3135188, 14.1394641 66.3136155, 14.1391904 66.3138898, 14.1389267 66.3142572, 14.1388437 66.3143442, 14.1387674 66.3143967, 14.1386571 66.3144538, 14.138417 66.314529, 14.1380977 66.3146369, 14.1379518 66.314709, 14.1378185 66.3148206, 14.1377928 66.3148925)",,,,
