osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction,bridge
156975854,Jørnlia,residential,30,False,True,141.91699999999997,"LINESTRING (18.5224778 69.0697734, 18.5223197 69.0696861, 18.5222183 69.0696124, 18.5220925 69.0695075, 18.5218551 69.069296, 18.521562 69.0689886, 18.5212593 69.0687146, 18.5211098 69.0685973)",,,
263483934,St. Hansberget,residential,,False,True,36.254,"LINESTRING (18.5204882 69.0690744, 18.5202925 69.0689195, 18.5202882 69.0688926, 18.5203133 69.0688454, 18.5203676 69.0688083, 18.5204407 69.068779)",,,
263483940,St. Hansberget,residential,,False,True,88.657,"LINESTRING (18.5187038 69.0682857, 18.5189819 69.0683564, 18.5191531 69.0684094, 18.5195386 69.0685577, 18.5198812 69.0686576, 18.5200878 69.0687081, 18.5204407 69.068779)",,,
18338526,,trunk,60,True,False,21.311999999999998,"LINESTRING (18.5172734 69.0629227, 18.5172987 69.0629485, 18.5173092 69.0629757, 18.5173047 69.063003, 18.5172852 69.0630295, 18.5172515 69.0630541, 18.517205 69.0630759, 18.5171475 69.0630939)",E 6,roundabout,
565870329,Fossmoveien,trunk,60,True,False,46.724999999999994,"LINESTRING (18.5172734 69.0629227, 18.5175195 69.0629905, 18.5176555 69.0630261, 18.5182531 69.063154)",E 6,,
263483933,Øvreveien,residential,30,False,False,60.093999999999994,"LINESTRING (18.5181936 69.066923, 18.5180314 69.066961, 18.5176079 69.0670608, 18.5169467 69.0672288)",,,
444423053,Nerveien,tertiary,40,False,False,105.82,"LINESTRING (18.5181936 69.066923, 18.5187055 69.0671864, 18.518841 69.0672483, 18.5192028 69.0673738, 18.5194078 69.0674306, 18.519858 69.0675283, 18.5200902 69.0675666)",,,
"[612238568, 444423053]",Nerveien,tertiary,40,False,True,417.4340000000001,"LINESTRING (18.5181936 69.066923, 18.5175555 69.0665902, 18.5173254 69.0664654, 18.5167528 69.0661643, 18.515996 69.0657494, 18.5157634 69.0656617, 18.5156231 69.0656237, 18.5154274 69.0655707, 18.5156026 69.0654885, 18.5157216 69.0654165, 18.5157622 69.0653878, 18.5158279 69.0653281, 18.5158527 69.0652944, 18.5158643 69.0652573, 18.515858 69.0652179, 18.5158391 69.0651788, 18.5158139 69.065147, 18.5157117 69.0650889, 18.5155832 69.0650324, 18.5149623 69.064816, 18.5146847 69.0647139, 18.514083 69.0645008, 18.5137513 69.06439, 18.5136278 69.0643557, 18.5135104 69.0643285, 18.5133912 69.0643054, 18.513243 69.0642831, 18.5130995 69.0642721, 18.512943 69.0642665, 18.5127999 69.0642667, 18.5126579 69.0642741, 18.5124993 69.0642896, 18.5123349 69.0643113)",,,
100179021,Steinhusveien,secondary,50,True,False,27.143,"LINESTRING (18.5113406 69.0641046, 18.5114559 69.0642009, 18.5115151 69.0642359, 18.5115769 69.0642662, 18.5116773 69.0643155)",8530,,
"[307832947, 612236869]","['Steinhusveien', 'Dalembrua']",secondary,50,False,True,247.324,"LINESTRING (18.5113406 69.0641046, 18.5113353 69.0640644, 18.5113178 69.0639623, 18.5113298 69.0638685, 18.511354 69.0637984, 18.511405 69.0637035, 18.5114948 69.0636019, 18.5116035 69.063508, 18.5117027 69.0634385, 18.5118805 69.0633389, 18.5120022 69.0632853, 18.5121614 69.063219, 18.5122816 69.0631799, 18.5125434 69.0631054, 18.5128293 69.0630402, 18.5131373 69.0629881, 18.513455 69.0629493, 18.5137874 69.0629236, 18.5141244 69.0629113, 18.5143882 69.0629122, 18.5150865 69.0629293, 18.5154549 69.0629421)",8530,,yes
"[739119241, 157181311]",Torget,unclassified,,False,False,103.634,"LINESTRING (18.5121179 69.0646619, 18.5121563 69.0646727, 18.5126679 69.0648176, 18.5141746 69.0652351)",,,
565870341,Torget,unclassified,,True,False,29.405999999999995,"LINESTRING (18.5121179 69.0646619, 18.5119753 69.0646213, 18.5117583 69.0645519, 18.511689 69.064528, 18.5115664 69.0644858)",,,
156975861,Øvreveien,residential,30,False,False,412.8009999999999,"LINESTRING (18.5096269 69.0646658, 18.5097306 69.064749, 18.5098413 69.0648148, 18.5099612 69.0648633, 18.5101005 69.0649156, 18.5102648 69.0649616, 18.5104505 69.0650132, 18.5113217 69.0652314, 18.5118378 69.0653614, 18.5119729 69.0654054, 18.5120877 69.0654794, 18.512175 69.0655539, 18.5122263 69.0656076, 18.5123745 69.0656702, 18.5129699 69.0658286, 18.5142085 69.0661444, 18.5142664 69.0661625, 18.5146317 69.0662624, 18.5149221 69.066366, 18.5164151 69.0669838, 18.5167851 69.067145, 18.5169467 69.0672288)",,,
897175003,Andsliveien,tertiary,40,False,True,40.272,"LINESTRING (18.5096269 69.0646658, 18.5102217 69.0645854, 18.5105753 69.064538)",,,
565870327,Steinhusveien,secondary,50,True,False,46.80800000000001,"LINESTRING (18.5154549 69.0629421, 18.5156741 69.0629329, 18.5161789 69.0629208, 18.5163425 69.0629102, 18.516623 69.062892)",8530,,
"[307832947, 612236869]","['Steinhusveien', 'Dalembrua']",secondary,50,False,False,247.32400000000007,"LINESTRING (18.5154549 69.0629421, 18.5150865 69.0629293, 18.5143882 69.0629122, 18.5141244 69.0629113, 18.5137874 69.0629236, 18.513455 69.0629493, 18.5131373 69.0629881, 18.5128293 69.0630402, 18.5125434 69.0631054, 18.5122816 69.0631799, 18.5121614 69.063219, 18.5120022 69.0632853, 18.5118805 69.0633389, 18.5117027 69.0634385, 18.5116035 69.063508, 18.5114948 69.0636019, 18.511405 69.0637035, 18.511354 69.0637984, 18.5113298 69.0638685, 18.5113178 69.0639623, 18.5113353 69.0640644, 18.5113406 69.0641046)",8530,,yes
"[18338527, 34694542, 34694543]","['Fossmobrua', 'Fossmoveien']",trunk,60,False,True,87.779,"LINESTRING (18.5165413 69.0633826, 18.5163959 69.0635235, 18.5161312 69.0637936, 18.5159513 69.0639732, 18.5158348 69.0640751, 18.5157747 69.0641227)",E 6,,yes
565870331,Fossmoveien,trunk,60,True,False,35.019999999999996,"LINESTRING (18.5165413 69.0633826, 18.5165568 69.0632899, 18.5165856 69.0631563, 18.5166203 69.0630691)",E 6,,
18338524,,trunk,70,True,False,6.072,"LINESTRING (18.5155948 69.0644151, 18.5156072 69.0644328, 18.515613 69.0644691)",E 6,roundabout,
18338526,,trunk,60,True,False,17.435,"LINESTRING (18.5165685 69.0630396, 18.5165408 69.0630099, 18.5165324 69.0629786, 18.5165439 69.0629475, 18.5165746 69.0629182, 18.516623 69.062892)",E 6,roundabout,
565870330,Steinhusveien,secondary,50,True,False,45.569,"LINESTRING (18.5165685 69.0630396, 18.5164467 69.0630291, 18.516014 69.0629896, 18.5157286 69.0629685, 18.5154549 69.0629421)",8530,,
18338524,,trunk,70,True,False,6.059,"LINESTRING (18.5150614 69.0643242, 18.51511 69.0643186, 18.5152107 69.0643143)",E 6,roundabout,
18338526,,trunk,60,True,False,3.88,"LINESTRING (18.5166203 69.0630691, 18.5165918 69.0630549, 18.5165685 69.0630396)",E 6,roundabout,
18338526,,trunk,60,True,False,3.873,"LINESTRING (18.5171475 69.0630939, 18.5170618 69.0631105)",E 6,roundabout,
156975861,Øvreveien,residential,30,False,True,31.454,"LINESTRING (18.5200902 69.0675666, 18.5200229 69.0676457, 18.5199412 69.0677179, 18.5198329 69.0677785, 18.5197197 69.0678086)",,,
444423053,Nerveien,tertiary,40,False,True,105.82,"LINESTRING (18.5200902 69.0675666, 18.519858 69.0675283, 18.5194078 69.0674306, 18.5192028 69.0673738, 18.518841 69.0672483, 18.5187055 69.0671864, 18.5181936 69.066923)",,,
18338524,,trunk,70,True,False,20.198,"LINESTRING (18.515613 69.0644691, 18.5155934 69.0645048, 18.5155497 69.0645376, 18.5155194 69.0645522, 18.515445 69.0645769, 18.5154018 69.0645866, 18.5153073 69.0645998)",E 6,roundabout,
556884347,Målselvveien,trunk,70,True,False,33.230000000000004,"LINESTRING (18.515613 69.0644691, 18.5157432 69.0645352, 18.5158717 69.064585, 18.5161161 69.0647073)",E 6,,
18338524,,trunk,70,True,False,20.19,"LINESTRING (18.5152107 69.0643143, 18.5153114 69.064319, 18.5153598 69.0643248, 18.5154439 69.0643414, 18.5155224 69.0643674, 18.5155763 69.0643982, 18.5155948 69.0644151)",E 6,roundabout,
565870335,Fossmoveien,trunk,60,True,False,30.934,"LINESTRING (18.5152107 69.0643143, 18.5153055 69.0642848, 18.5154016 69.0642548, 18.5157747 69.0641227)",E 6,,
18338524,,trunk,70,True,False,20.2,"LINESTRING (18.5148039 69.0644675, 18.5148109 69.0644312, 18.5148428 69.0643968, 18.5148676 69.0643808, 18.5149327 69.064353, 18.5150152 69.0643318, 18.5150614 69.0643242)",E 6,roundabout,
565870337,Rustahøgdveien,trunk,70,True,False,35.032,"LINESTRING (18.5148039 69.0644675, 18.5146142 69.0643967, 18.514397 69.0643212, 18.5141896 69.0642416)",E 6,,
"[34694543, 34694542, 18338527]","['Fossmobrua', 'Fossmoveien']",trunk,60,False,False,87.779,"LINESTRING (18.5157747 69.0641227, 18.5158348 69.0640751, 18.5159513 69.0639732, 18.5161312 69.0637936, 18.5163959 69.0635235, 18.5165413 69.0633826)",E 6,,yes
565870339,Fossmoveien,trunk,60,True,False,33.304,"LINESTRING (18.5157747 69.0641227, 18.515715 69.0642392, 18.5156424 69.0643454, 18.5155948 69.0644151)",E 6,,
565870343,Nerveien,tertiary,40,True,False,23.965,"LINESTRING (18.5123349 69.0643113, 18.512277 69.0643259, 18.5122096 69.0643444, 18.5120734 69.0643738, 18.5120545 69.064379, 18.5119507 69.0643985, 18.5118936 69.0644092, 18.5118179 69.064421)",,,
"[612238568, 444423053]",Nerveien,tertiary,40,False,False,417.434,"LINESTRING (18.5123349 69.0643113, 18.5124993 69.0642896, 18.5126579 69.0642741, 18.5127999 69.0642667, 18.512943 69.0642665, 18.5130995 69.0642721, 18.513243 69.0642831, 18.5133912 69.0643054, 18.5135104 69.0643285, 18.5136278 69.0643557, 18.5137513 69.06439, 18.514083 69.0645008, 18.5146847 69.0647139, 18.5149623 69.064816, 18.5155832 69.0650324, 18.5157117 69.0650889, 18.5158139 69.065147, 18.5158391 69.0651788, 18.515858 69.0652179, 18.5158643 69.0652573, 18.5158527 69.0652944, 18.5158279 69.0653281, 18.5157622 69.0653878, 18.5157216 69.0654165, 18.5156026 69.0654885, 18.5154274 69.0655707, 18.5156231 69.0656237, 18.5157634 69.0656617, 18.515996 69.0657494, 18.5167528 69.0661643, 18.5173254 69.0664654, 18.5175555 69.0665902, 18.5181936 69.066923)",,,
565870338,Målselvveien,trunk,70,True,False,34.299,"LINESTRING (18.5161161 69.0647073, 18.5158455 69.0646739, 18.5155951 69.0646422, 18.5155491 69.0646354, 18.5153073 69.0645998)",E 6,,
100179004,,tertiary,50,True,False,15.611999999999998,"LINESTRING (18.5114732 69.0644775, 18.511418 69.0644649, 18.511374 69.0644476, 18.5113441 69.0644268, 18.5113305 69.0644039, 18.5113341 69.0643805, 18.5113547 69.0643583)",8530,roundabout,
565870345,Andsliveien,tertiary,40,True,False,36.382999999999996,"LINESTRING (18.5114732 69.0644775, 18.5113002 69.0644806, 18.5111411 69.0644928, 18.5108979 69.0645114, 18.5105753 69.064538)",,,
565870346,Andsliveien,tertiary,40,True,False,37.004999999999995,"LINESTRING (18.5105753 69.064538, 18.5108893 69.0644729, 18.5110764 69.0644391, 18.5111516 69.0644173, 18.5112093 69.0644013, 18.511267 69.0643853, 18.5113547 69.0643583)",,,
897175003,Andsliveien,tertiary,40,False,False,40.272,"LINESTRING (18.5105753 69.064538, 18.5102217 69.0645854, 18.5096269 69.0646658)",,,
18338526,,trunk,60,True,False,30.958000000000002,"LINESTRING (18.516623 69.062892, 18.5166943 69.0628683, 18.5167799 69.0628517, 18.5168744 69.0628433, 18.5169718 69.0628435, 18.517066 69.0628523, 18.5171511 69.0628692, 18.5172217 69.0628932, 18.5172734 69.0629227)",E 6,roundabout,
565870336,Rustahøgdveien,trunk,70,True,False,35.842,"LINESTRING (18.5141896 69.0642416, 18.5144918 69.0642706, 18.5146567 69.064284, 18.514859 69.0643041, 18.5150614 69.0643242)",E 6,,
18338524,,trunk,70,True,False,28.286,"LINESTRING (18.5153073 69.0645998, 18.5152063 69.0646042, 18.5151556 69.064603, 18.5150572 69.0645937, 18.5149685 69.064576, 18.5149294 69.0645643, 18.5148651 69.0645362, 18.5148224 69.0645033, 18.5148039 69.0644675)",E 6,roundabout,
156975854,Jørnlia,residential,30,False,False,104.162,"LINESTRING (18.5197197 69.0678086, 18.5199183 69.0679662, 18.5200413 69.0680283, 18.5204538 69.068204, 18.5206559 69.0683363, 18.5209213 69.0684719, 18.5210165 69.0685328, 18.5211098 69.0685973)",,,
156975861,Øvreveien,residential,30,False,False,31.454,"LINESTRING (18.5197197 69.0678086, 18.5198329 69.0677785, 18.5199412 69.0677179, 18.5200229 69.0676457, 18.5200902 69.0675666)",,,
156975861,Øvreveien,residential,30,False,True,143.988,"LINESTRING (18.5197197 69.0678086, 18.5196136 69.0678359, 18.5194808 69.0678539, 18.519152 69.0678706, 18.5187176 69.0678561, 18.5184083 69.0678221, 18.5182611 69.0677973, 18.5179723 69.0677349, 18.5178534 69.0676979, 18.5176772 69.0676332, 18.5174494 69.0675283, 18.5169467 69.0672288)",,,
156975861,Øvreveien,residential,30,False,False,143.988,"LINESTRING (18.5169467 69.0672288, 18.5174494 69.0675283, 18.5176772 69.0676332, 18.5178534 69.0676979, 18.5179723 69.0677349, 18.5182611 69.0677973, 18.5184083 69.0678221, 18.5187176 69.0678561, 18.519152 69.0678706, 18.5194808 69.0678539, 18.5196136 69.0678359, 18.5197197 69.0678086)",,,
156975861,Øvreveien,residential,30,False,True,412.8010000000001,"LINESTRING (18.5169467 69.0672288, 18.5167851 69.067145, 18.5164151 69.0669838, 18.5149221 69.066366, 18.5146317 69.0662624, 18.5142664 69.0661625, 18.5142085 69.0661444, 18.5129699 69.0658286, 18.5123745 69.0656702, 18.5122263 69.0656076, 18.512175 69.0655539, 18.5120877 69.0654794, 18.5119729 69.0654054, 18.5118378 69.0653614, 18.5113217 69.0652314, 18.5104505 69.0650132, 18.5102648 69.0649616, 18.5101005 69.0649156, 18.5099612 69.0648633, 18.5098413 69.0648148, 18.5097306 69.064749, 18.5096269 69.0646658)",,,
263483933,Øvreveien,residential,30,False,True,60.094,"LINESTRING (18.5169467 69.0672288, 18.5176079 69.0670608, 18.5180314 69.066961, 18.5181936 69.066923)",,,
100179004,,tertiary,50,True,False,11.187,"LINESTRING (18.5117404 69.0643296, 18.5117787 69.0643444, 18.5118068 69.0643618, 18.5118231 69.0643811, 18.5118269 69.0644011, 18.5118179 69.064421)",8530,roundabout,
565870340,Nerveien,tertiary,40,True,False,23.731,"LINESTRING (18.5117404 69.0643296, 18.511869 69.0643273, 18.5120094 69.06432, 18.5120671 69.0643168, 18.5123349 69.0643113)",,,
156975854,Jørnlia,residential,30,False,False,141.917,"LINESTRING (18.5211098 69.0685973, 18.5212593 69.0687146, 18.521562 69.0689886, 18.5218551 69.069296, 18.5220925 69.0695075, 18.5222183 69.0696124, 18.5223197 69.0696861, 18.5224778 69.0697734)",,,
156975854,Jørnlia,residential,30,False,True,104.162,"LINESTRING (18.5211098 69.0685973, 18.5210165 69.0685328, 18.5209213 69.0684719, 18.5206559 69.0683363, 18.5204538 69.068204, 18.5200413 69.0680283, 18.5199183 69.0679662, 18.5197197 69.0678086)",,,
263483934,St. Hansberget,residential,,False,False,33.427,"LINESTRING (18.5211098 69.0685973, 18.5208416 69.0686792, 18.5204407 69.068779)",,,
565870332,Fossmoveien,trunk,60,True,False,44.492999999999995,"LINESTRING (18.5182531 69.063154, 18.5177463 69.0631179, 18.5175059 69.0631043, 18.5174167 69.0631017, 18.5171475 69.0630939)",E 6,,
100179004,,tertiary,50,True,False,2.248,"LINESTRING (18.5113547 69.0643583, 18.5113849 69.0643412)",8530,roundabout,
100179004,,tertiary,50,True,False,11.207,"LINESTRING (18.5117987 69.0644383, 18.511767 69.064455, 18.5117256 69.0644687, 18.5116767 69.0644787, 18.5116227 69.0644845, 18.5115664 69.0644858)",8530,roundabout,
565870342,Torget,unclassified,,True,False,28.043,"LINESTRING (18.5117987 69.0644383, 18.5118806 69.0645171, 18.5119427 69.0645647, 18.5121179 69.0646619)",,,
18338526,,trunk,60,True,False,19.352,"LINESTRING (18.5170618 69.0631105, 18.5169835 69.0631182, 18.5169025 69.0631198, 18.5168222 69.0631154, 18.5167463 69.0631052, 18.516678 69.0630895, 18.5166203 69.0630691)",E 6,roundabout,
565870328,Fossmoveien,trunk,60,True,False,36.682,"LINESTRING (18.5170618 69.0631105, 18.5168966 69.0631976, 18.5167616 69.0632778, 18.5165413 69.0633826)",E 6,,
263483934,St. Hansberget,residential,,False,False,36.254,"LINESTRING (18.5204407 69.068779, 18.5203676 69.0688083, 18.5203133 69.0688454, 18.5202882 69.0688926, 18.5202925 69.0689195, 18.5204882 69.0690744)",,,
263483934,St. Hansberget,residential,,False,True,33.427,"LINESTRING (18.5204407 69.068779, 18.5208416 69.0686792, 18.5211098 69.0685973)",,,
263483940,St. Hansberget,residential,,False,False,88.657,"LINESTRING (18.5204407 69.068779, 18.5200878 69.0687081, 18.5198812 69.0686576, 18.5195386 69.0685577, 18.5191531 69.0684094, 18.5189819 69.0683564, 18.5187038 69.0682857)",,,
"[739119241, 157181311]",Torget,unclassified,,False,True,103.634,"LINESTRING (18.5141746 69.0652351, 18.5126679 69.0648176, 18.5121563 69.0646727, 18.5121179 69.0646619)",,,
100179004,,tertiary,50,True,False,2.965,"LINESTRING (18.5116773 69.0643155, 18.5117103 69.0643217, 18.5117404 69.0643296)",8530,roundabout,
100179004,,tertiary,50,True,False,2.069,"LINESTRING (18.5118179 69.064421, 18.5117987 69.0644383)",8530,roundabout,
100179004,,tertiary,50,True,False,3.835,"LINESTRING (18.5115664 69.0644858, 18.5115186 69.0644833, 18.5114732 69.0644775)",8530,roundabout,
100179004,,tertiary,50,True,False,12.790000000000001,"LINESTRING (18.5113849 69.0643412, 18.5114449 69.0643221, 18.5115189 69.0643108, 18.5115992 69.0643085, 18.5116773 69.0643155)",8530,roundabout,
565870344,Steinhusveien,secondary,50,True,False,26.444,"LINESTRING (18.5113849 69.0643412, 18.5113653 69.0643094, 18.5113449 69.0642496, 18.5113406 69.0641046)",8530,,
