osmid,ref,name,highway,maxspeed,oneway,reversed,length,tunnel,width,geometry,lanes,junction,bridge
80346422,E 10,Svolværveien,trunk,50,False,True,67.672,,6.5,"LINESTRING (14.5633787 68.2366015, 14.5632126 68.2365559, 14.5630224 68.2364922, 14.5628189 68.2364025, 14.5626879 68.2363375, 14.562362 68.2361318)",,,
38284678,,,residential,,True,False,11.334999999999999,,,"LINESTRING (14.560315 68.2344747, 14.5603607 68.2344738, 14.5604016 68.2344815, 14.5604266 68.2344957, 14.5604291 68.2345127, 14.5604084 68.2345279, 14.56037 68.2345371)",,roundabout,
"[639576816, 639576817, 38284679]",,Lofotgata,residential,,False,False,284.94399999999996,building_passage,,"LINESTRING (14.560315 68.2344747, 14.5602332 68.2343577, 14.5601646 68.2342596, 14.5599931 68.2340591, 14.55971 68.233731, 14.5596026 68.2336016, 14.5594235 68.2333915, 14.5594064 68.2333634, 14.5593642 68.2332775, 14.5592874 68.2330284, 14.5592468 68.2328031, 14.5592411 68.2327017, 14.5592442 68.2326273, 14.5592692 68.2324461, 14.5593229 68.2321651, 14.5593443 68.2319671)",,,
38284678,,,residential,,True,False,5.678,,,"LINESTRING (14.56037 68.2345371, 14.5603242 68.2345381, 14.5602833 68.2345304, 14.5602583 68.2345161)",,roundabout,
562904315,,Lofotgata,residential,,False,True,39.355999999999995,,,"LINESTRING (14.56037 68.2345371, 14.5605579 68.2347331, 14.5607073 68.2348681)",,,
562904325,,Svolværveien,residential,,False,False,50.062,,,"LINESTRING (14.5625008 68.2355302, 14.5628051 68.2354713, 14.5628319 68.2354661, 14.5633218 68.2353784, 14.563589 68.2353306)",,,
562904347,,Svolværveien,residential,,True,False,31.176,,,"LINESTRING (14.5625008 68.2355302, 14.5623073 68.2355913, 14.5621127 68.2356559, 14.5619479 68.235721)",,,
25116234,,Sivert Nilsens gate,residential,,False,False,106.453,,,"LINESTRING (14.563589 68.2353306, 14.563673 68.2354132, 14.5636816 68.2354217, 14.5638452 68.2355824, 14.5640531 68.2358341, 14.5642538 68.2360543, 14.5642661 68.2360678, 14.5643124 68.2361066, 14.5644604 68.2362309)",,,
25116234,,Sivert Nilsens gate,residential,,False,True,314.61500000000007,,,"LINESTRING (14.563589 68.2353306, 14.5634894 68.2351892, 14.5633914 68.23505, 14.5630474 68.2345987, 14.562217 68.2335973, 14.5621215 68.233495, 14.5620245 68.2334075, 14.5619537 68.2333437, 14.5617698 68.2332003, 14.5614239 68.2329385, 14.5613224 68.2328521, 14.5612505 68.232791, 14.5610999 68.232663)",,,
25116488,,Langåsveien,residential,,False,False,72.48400000000001,,,"LINESTRING (14.563589 68.2353306, 14.5639117 68.2352567, 14.5643473 68.235169, 14.564737 68.235088, 14.5651176 68.2350089)",,,
562904325,,Svolværveien,residential,,False,True,50.062,,,"LINESTRING (14.563589 68.2353306, 14.5633218 68.2353784, 14.5628319 68.2354661, 14.5628051 68.2354713, 14.5625008 68.2355302)",,,
26173682,,Vestfjordgata,residential,,True,False,54.534,,,"LINESTRING (14.5652418 68.2329008, 14.5658453 68.2333372)",,,
25116382,,Kirkegata,residential,,False,False,29.198999999999998,,,"LINESTRING (14.5652418 68.2329008, 14.5657951 68.232797, 14.5658741 68.2327826)",,,
"[26173683, 26174107]",,"['Vestfjordgata', 'Torget']",residential,,False,True,97.48899999999999,,,"LINESTRING (14.5652418 68.2329008, 14.5650456 68.2327576, 14.5647614 68.2325673, 14.5645486 68.2324866, 14.5638378 68.23227, 14.5637451 68.2322417)",,,
37305701,,Johan E. Paulsens gate,residential,,False,False,59.077,,,"LINESTRING (14.5658453 68.2333372, 14.5671351 68.2331059)",,,
26173682,,Vestfjordgata,residential,,True,False,68.213,,,"LINESTRING (14.5658453 68.2333372, 14.5662436 68.2336163, 14.5665991 68.2338832)",,,
37305701,,Johan E. Paulsens gate,residential,,False,True,55.75,,,"LINESTRING (14.5658453 68.2333372, 14.5652415 68.2334478, 14.5646329 68.2335591)",,,
"[562904332, 25188204, 25188205]",,"['Lamholmen', 'Sjømannsgata']",residential,,False,"[False, True]",201.96700000000004,,,"LINESTRING (14.5665991 68.2338832, 14.5667352 68.2338486, 14.5668718 68.2338136, 14.5671649 68.2337517, 14.56793 68.2336142, 14.5680008 68.2336015, 14.5681229 68.2335793, 14.5699132 68.2333637, 14.5703917 68.2333125, 14.5705756 68.233279, 14.5708203 68.233232, 14.571071 68.2331682)",,,yes
37390848,,Vestfjordgata,residential,,False,False,66.22200000000001,,,"LINESTRING (14.5665991 68.2338832, 14.5668968 68.2340844, 14.5673426 68.234411)",,,
37305705,,Skolegata,residential,,False,False,76.874,,,"LINESTRING (14.5673426 68.234411, 14.5678907 68.2343059, 14.5686841 68.2341364, 14.5689793 68.2340803)",,,
37390848,,Vestfjordgata,residential,,False,False,70.08600000000001,,,"LINESTRING (14.5673426 68.234411, 14.5676902 68.2346846, 14.5681077 68.2349736)",,,
37390848,,Vestfjordgata,residential,,False,True,66.22200000000001,,,"LINESTRING (14.5673426 68.234411, 14.5668968 68.2340844, 14.5665991 68.2338832)",,,
26173678,,Parkgata,residential,,False,False,85.191,,,"LINESTRING (14.5681077 68.2349736, 14.5690436 68.2348092, 14.5699437 68.2346231)",,,
26173678,,Parkgata,residential,,False,True,55.544000000000004,,,"LINESTRING (14.5681077 68.2349736, 14.5679886 68.2349956, 14.567499 68.2350861, 14.5669972 68.2352024, 14.5669334 68.2352172)",,,
37390848,,Vestfjordgata,residential,,False,False,65.09,,,"LINESTRING (14.5681077 68.2349736, 14.5685028 68.2352921, 14.5687913 68.2355011)",,,
37390848,,Vestfjordgata,residential,,False,True,70.08600000000001,,,"LINESTRING (14.5681077 68.2349736, 14.5676902 68.2346846, 14.5673426 68.234411)",,,
37305706,,Bakkegata,residential,,False,False,104.344,,,"LINESTRING (14.5687913 68.2355011, 14.5691319 68.2354346, 14.569559 68.2353412, 14.5698695 68.2352662, 14.5702318 68.2351968, 14.5705844 68.2351366, 14.5707213 68.2351269, 14.5708692 68.2351382, 14.5709222 68.2351498, 14.5710129 68.2351851)",,,
37390848,,Vestfjordgata,residential,,False,False,63.49699999999999,,,"LINESTRING (14.5687913 68.2355011, 14.5692132 68.2358116, 14.5694566 68.2359805, 14.5694971 68.2360086)",,,
37390848,,Vestfjordgata,residential,,False,True,65.09,,,"LINESTRING (14.5687913 68.2355011, 14.5685028 68.2352921, 14.5681077 68.2349736)",,,
25186940,,Gymnasgata,residential,,False,False,56.433,,,"LINESTRING (14.5694971 68.2360086, 14.5688642 68.2361219, 14.568264 68.2362289)",,,
37390848,,Vestfjordgata,residential,,False,True,63.497,,,"LINESTRING (14.5694971 68.2360086, 14.5694566 68.2359805, 14.5692132 68.2358116, 14.5687913 68.2355011)",,,
562904320,,H. Chr. Størmers gate,residential,,False,False,38.095,,,"LINESTRING (14.5694971 68.2360086, 14.5699094 68.2359317, 14.5703241 68.2358558)",,,
37305700,,Storgata,unclassified,,False,False,74.982,,,"LINESTRING (14.5610167 68.2309097, 14.5611462 68.2310056, 14.5615956 68.2313385, 14.5618322 68.2315124)",,,
37305700,,Storgata,unclassified,,False,True,133.944,,,"LINESTRING (14.5610167 68.2309097, 14.5607919 68.2307229, 14.5606133 68.2305859, 14.5603288 68.2304015, 14.5601664 68.2303266, 14.5600434 68.2302931, 14.5598147 68.23025, 14.5594707 68.2301947, 14.5591613 68.2301624, 14.5589916 68.2301607, 14.558813 68.2301572)",,,
37391618,,Avisgata,unclassified,,False,False,80.294,,,"LINESTRING (14.5610167 68.2309097, 14.5601881 68.2310467, 14.5598754 68.2310908, 14.5596193 68.2311191, 14.5594018 68.2311366, 14.5591874 68.2311448)",,,
37391618,,Avisgata,unclassified,,False,True,76.891,,,"LINESTRING (14.5610167 68.2309097, 14.5623737 68.2306643, 14.5627133 68.2306262)",,,
37305700,,Storgata,unclassified,,False,False,51.277,,,"LINESTRING (14.5618322 68.2315124, 14.5623011 68.2318602, 14.5623902 68.2319245)",,,
37305700,,Storgata,unclassified,,False,True,74.982,,,"LINESTRING (14.5618322 68.2315124, 14.5615956 68.2313385, 14.5611462 68.2310056, 14.5610167 68.2309097)",,,
37391623,,Richard Withs gate,residential,,False,False,83.095,,,"LINESTRING (14.5618322 68.2315124, 14.5601564 68.2318296, 14.5601079 68.2318388, 14.5600371 68.2318519)",,,
37391623,,Richard Withs gate,residential,,False,True,75.63499999999999,,,"LINESTRING (14.5618322 68.2315124, 14.5632425 68.2312483, 14.5634747 68.2312099)",,,
37305699,,Roald Amundsens gate,unclassified,,False,False,83.556,,,"LINESTRING (14.5623902 68.2319245, 14.5622278 68.2319567, 14.5615534 68.2320907, 14.5607782 68.232236, 14.5605932 68.2322716)",,,
37305699,,Roald Amundsens gate,unclassified,,False,True,80.75900000000001,,,"LINESTRING (14.5623902 68.2319245, 14.5625297 68.2318919, 14.5625837 68.2318824, 14.5638123 68.231667, 14.5639805 68.2316426, 14.5640637 68.2316411, 14.5641694 68.2316535)",,,
37305700,,Storgata,unclassified,,False,False,51.55500000000001,,,"LINESTRING (14.5623902 68.2319245, 14.5625019 68.232003, 14.5627001 68.2321422, 14.5628665 68.232281, 14.5629402 68.2323406)",,,
37305700,,Storgata,unclassified,,False,True,51.277,,,"LINESTRING (14.5623902 68.2319245, 14.5623011 68.2318602, 14.5618322 68.2315124)",,,
25186941,,Storgata,residential,,False,False,97.93099999999998,,,"LINESTRING (14.5629402 68.2323406, 14.5630467 68.2324253, 14.5632595 68.2325885, 14.5634257 68.2327057, 14.5635568 68.2327982, 14.5636355 68.2328538, 14.5640177 68.2331253)",,,
25186942,,Håkon Kyllingmarks gate,residential,,False,False,83.93599999999999,,,"LINESTRING (14.5629402 68.2323406, 14.5628137 68.2323607, 14.5613776 68.2326172, 14.5610999 68.232663)",,,
25186942,,Håkon Kyllingmarks gate,residential,,False,True,34.969,,,"LINESTRING (14.5629402 68.2323406, 14.5630906 68.2323203, 14.5637451 68.2322417)",,,
37305700,,Storgata,unclassified,,False,True,51.555,,,"LINESTRING (14.5629402 68.2323406, 14.5628665 68.232281, 14.5627001 68.2321422, 14.5625019 68.232003, 14.5623902 68.2319245)",,,
25186941,,Storgata,residential,,False,False,54.5,,,"LINESTRING (14.5640177 68.2331253, 14.5646329 68.2335591)",,,
25186941,,Storgata,residential,,False,True,97.93099999999998,,,"LINESTRING (14.5640177 68.2331253, 14.5636355 68.2328538, 14.5635568 68.2327982, 14.5634257 68.2327057, 14.5632595 68.2325885, 14.5630467 68.2324253, 14.5629402 68.2323406)",,,
37305703,,Kirkegata,residential,,False,True,65.383,,,"LINESTRING (14.5640177 68.2331253, 14.5639301 68.2331485, 14.5638039 68.2331819, 14.5635734 68.2332306, 14.5635317 68.2332655, 14.5635335 68.2332953, 14.5638565 68.2335966)",,,
25186941,,Storgata,residential,,False,True,54.5,,,"LINESTRING (14.5646329 68.2335591, 14.5640177 68.2331253)",,,
25186941,,Storgata,residential,,False,False,143.787,,,"LINESTRING (14.5646329 68.2335591, 14.5648795 68.2337381, 14.5655887 68.234253, 14.5660811 68.2346303, 14.5662059 68.234713)",,,
37305701,,Johan E. Paulsens gate,residential,,False,False,55.75,,,"LINESTRING (14.5646329 68.2335591, 14.5652415 68.2334478, 14.5658453 68.2333372)",,,
25186941,,Storgata,residential,,False,False,63.584,,,"LINESTRING (14.5662059 68.234713, 14.5669334 68.2352172)",,,
25116488,,Langåsveien,residential,,False,True,55.654,,,"LINESTRING (14.5662059 68.234713, 14.5659882 68.2347727, 14.5654361 68.2349182, 14.565281 68.2349604, 14.5651176 68.2350089)",,,
25186941,,Storgata,residential,,False,True,143.787,,,"LINESTRING (14.5662059 68.234713, 14.5660811 68.2346303, 14.5655887 68.234253, 14.5648795 68.2337381, 14.5646329 68.2335591)",,,
25186941,,Storgata,residential,,False,True,63.584,,,"LINESTRING (14.5669334 68.2352172, 14.5662059 68.234713)",,,
25186941,,Storgata,residential,,False,False,125.192,,,"LINESTRING (14.5669334 68.2352172, 14.5673928 68.2355917, 14.5679245 68.2359714, 14.5682054 68.2361845, 14.568264 68.2362289)",,,
26173678,,Parkgata,residential,,False,False,55.544000000000004,,,"LINESTRING (14.5669334 68.2352172, 14.5669972 68.2352024, 14.567499 68.2350861, 14.5679886 68.2349956, 14.5681077 68.2349736)",,,
25186940,,Gymnasgata,residential,,False,False,55.445,,,"LINESTRING (14.568264 68.2362289, 14.5677267 68.2363395, 14.5670599 68.2364499)",,,
25186940,,Gymnasgata,residential,,False,True,56.433,,,"LINESTRING (14.568264 68.2362289, 14.5688642 68.2361219, 14.5694971 68.2360086)",,,
25186941,,Storgata,residential,,False,True,125.19200000000001,,,"LINESTRING (14.568264 68.2362289, 14.5682054 68.2361845, 14.5679245 68.2359714, 14.5673928 68.2355917, 14.5669334 68.2352172)",,,
25116234,,Sivert Nilsens gate,residential,,False,False,51.998,,,"LINESTRING (14.5600371 68.2318519, 14.5605932 68.2322716)",,,
38284681,,Brugata,residential,,False,False,31.309,,,"LINESTRING (14.5600371 68.2318519, 14.5593443 68.2319671)",,,
37391623,,Richard Withs gate,residential,,False,True,83.095,,,"LINESTRING (14.5600371 68.2318519, 14.5601079 68.2318388, 14.5601564 68.2318296, 14.5618322 68.2315124)",,,
25116234,,Sivert Nilsens gate,residential,,False,True,51.998,,,"LINESTRING (14.5605932 68.2322716, 14.5600371 68.2318519)",,,
25116234,,Sivert Nilsens gate,residential,,False,False,48.291,,,"LINESTRING (14.5605932 68.2322716, 14.5606987 68.2323461, 14.5610132 68.2326001, 14.5610999 68.232663)",,,
37305699,,Roald Amundsens gate,unclassified,,False,True,83.556,,,"LINESTRING (14.5605932 68.2322716, 14.5607782 68.232236, 14.5615534 68.2320907, 14.5622278 68.2319567, 14.5623902 68.2319245)",,,
25116234,,Sivert Nilsens gate,residential,,False,False,314.615,,,"LINESTRING (14.5610999 68.232663, 14.5612505 68.232791, 14.5613224 68.2328521, 14.5614239 68.2329385, 14.5617698 68.2332003, 14.5619537 68.2333437, 14.5620245 68.2334075, 14.5621215 68.233495, 14.562217 68.2335973, 14.5630474 68.2345987, 14.5633914 68.23505, 14.5634894 68.2351892, 14.563589 68.2353306)",,,
25116234,,Sivert Nilsens gate,residential,,False,True,48.291,,,"LINESTRING (14.5610999 68.232663, 14.5610132 68.2326001, 14.5606987 68.2323461, 14.5605932 68.2322716)",,,
25186942,,Håkon Kyllingmarks gate,residential,,False,True,83.93599999999999,,,"LINESTRING (14.5610999 68.232663, 14.5613776 68.2326172, 14.5628137 68.2323607, 14.5629402 68.2323406)",,,
37391622,,Hvalfangergata,residential,,False,False,80.875,,,"LINESTRING (14.5593752 68.2316438, 14.5588982 68.231691, 14.5587269 68.2316798, 14.5585532 68.2316685, 14.5583251 68.2315889, 14.5581403 68.2312987)",,,
38284679,,Lofotgata,residential,,False,False,56.024,,,"LINESTRING (14.5593752 68.2316438, 14.5592512 68.2313143, 14.5591874 68.2311448)",,,
38284679,,Lofotgata,residential,,False,True,35.977,,,"LINESTRING (14.5593752 68.2316438, 14.5593452 68.2318884, 14.5593443 68.2319671)",,,
26173690,,Vorsetøyveien,residential,,False,False,194.251,,,"LINESTRING (14.558813 68.2301572, 14.5587341 68.2299945, 14.5586523 68.2298334, 14.5585866 68.2297344, 14.558529 68.2296702, 14.5583734 68.2295399, 14.5572888 68.2287624, 14.5569953 68.2285596)",,,
37305700,,Storgata,unclassified,,False,False,133.94400000000002,,,"LINESTRING (14.558813 68.2301572, 14.5589916 68.2301607, 14.5591613 68.2301624, 14.5594707 68.2301947, 14.5598147 68.23025, 14.5600434 68.2302931, 14.5601664 68.2303266, 14.5603288 68.2304015, 14.5606133 68.2305859, 14.5607919 68.2307229, 14.5610167 68.2309097)",,,
562904326,,Vorsetøyveien,residential,,False,False,110.904,,,"LINESTRING (14.558813 68.2301572, 14.5589343 68.2304721, 14.5589661 68.2305624, 14.5590619 68.2308447, 14.5591874 68.2311448)",,,
37391618,,Avisgata,unclassified,,False,True,80.29400000000001,,,"LINESTRING (14.5591874 68.2311448, 14.5594018 68.2311366, 14.5596193 68.2311191, 14.5598754 68.2310908, 14.5601881 68.2310467, 14.5610167 68.2309097)",,,
38284679,,Lofotgata,residential,,False,True,56.024,,,"LINESTRING (14.5591874 68.2311448, 14.5592512 68.2313143, 14.5593752 68.2316438)",,,
562904326,,Vorsetøyveien,residential,,False,True,110.904,,,"LINESTRING (14.5591874 68.2311448, 14.5590619 68.2308447, 14.5589661 68.2305624, 14.5589343 68.2304721, 14.558813 68.2301572)",,,
37391618,,Avisgata,unclassified,,False,False,76.891,,,"LINESTRING (14.5627133 68.2306262, 14.5623737 68.2306643, 14.5610167 68.2309097)",,,
"[562904312, 37391618]",,"['Fiskergata', 'Avisgata']",unclassified,,False,True,98.465,,,"LINESTRING (14.5627133 68.2306262, 14.5640837 68.2303672, 14.5642313 68.2303585, 14.56439 68.2303779, 14.5645224 68.2304191, 14.5647171 68.2305315)",,,
37391619,,O.J. Kaarbøs gate,unclassified,,False,True,72.11,,,"LINESTRING (14.5627133 68.2306262, 14.5627956 68.2306824, 14.5631847 68.2309867, 14.5633888 68.2311438, 14.5634747 68.2312099)",,,
26174107,,Torget,residential,,False,False,67.706,,,"LINESTRING (14.5641694 68.2316535, 14.5640112 68.2318784, 14.5637948 68.2321739, 14.5637451 68.2322417)",,,
37305699,,Roald Amundsens gate,unclassified,,False,False,80.75900000000001,,,"LINESTRING (14.5641694 68.2316535, 14.5640637 68.2316411, 14.5639805 68.2316426, 14.5638123 68.231667, 14.5625837 68.2318824, 14.5625297 68.2318919, 14.5623902 68.2319245)",,,
562904312,,Fiskergata,unclassified,,False,False,40.65,,,"LINESTRING (14.5641694 68.2316535, 14.5643113 68.2314646, 14.564398 68.2312982)",,,
37305698,,O.J. Kaarbøs gate,residential,,False,False,39.351,,,"LINESTRING (14.564398 68.2312982, 14.5643066 68.2312908, 14.5639275 68.2312603, 14.5637284 68.2312381, 14.5634747 68.2312099)",,,
562904312,,Fiskergata,unclassified,,False,False,86.282,,,"LINESTRING (14.564398 68.2312982, 14.5645665 68.2309472, 14.5646019 68.2308464, 14.5646432 68.2307285, 14.5647171 68.2305315)",,,
562904312,,Fiskergata,unclassified,,False,True,40.65,,,"LINESTRING (14.564398 68.2312982, 14.5643113 68.2314646, 14.5641694 68.2316535)",,,
"[25116433, 562904313]",,Fiskergata,unclassified,,False,"[False, True]",294.726,,,"LINESTRING (14.5647171 68.2305315, 14.5651316 68.230457, 14.5654962 68.2303688, 14.5656743 68.2303119, 14.5657547 68.2302802, 14.5658748 68.2302264, 14.5663274 68.2299423, 14.5668738 68.2296425, 14.566958 68.2295846, 14.5669776 68.2295583, 14.5669654 68.229515, 14.5669286 68.2294923, 14.5663154 68.2292375, 14.5660162 68.2291539, 14.5653264 68.2289612, 14.5652351 68.2289542, 14.5648905 68.228928, 14.5641298 68.2290206)",,,
"[562904312, 37391618]",,"['Fiskergata', 'Avisgata']",unclassified,,False,False,98.465,,,"LINESTRING (14.5647171 68.2305315, 14.5645224 68.2304191, 14.56439 68.2303779, 14.5642313 68.2303585, 14.5640837 68.2303672, 14.5627133 68.2306262)",,,
562904312,,Fiskergata,unclassified,,False,True,86.282,,,"LINESTRING (14.5647171 68.2305315, 14.5646432 68.2307285, 14.5646019 68.2308464, 14.5645665 68.2309472, 14.564398 68.2312982)",,,
37305698,,O.J. Kaarbøs gate,residential,,False,True,39.351,,,"LINESTRING (14.5634747 68.2312099, 14.5637284 68.2312381, 14.5639275 68.2312603, 14.5643066 68.2312908, 14.564398 68.2312982)",,,
37391619,,O.J. Kaarbøs gate,unclassified,,False,False,72.11,,,"LINESTRING (14.5634747 68.2312099, 14.5633888 68.2311438, 14.5631847 68.2309867, 14.5627956 68.2306824, 14.5627133 68.2306262)",,,
37391623,,Richard Withs gate,residential,,False,False,75.63499999999999,,,"LINESTRING (14.5634747 68.2312099, 14.5632425 68.2312483, 14.5618322 68.2315124)",,,
38284681,,Brugata,residential,,False,True,31.309,,,"LINESTRING (14.5593443 68.2319671, 14.5600371 68.2318519)",,,
38284679,,Lofotgata,residential,,False,False,35.977,,,"LINESTRING (14.5593443 68.2319671, 14.5593452 68.2318884, 14.5593752 68.2316438)",,,
"[639576816, 639576817, 38284679]",,Lofotgata,residential,,False,True,284.944,building_passage,,"LINESTRING (14.5593443 68.2319671, 14.5593229 68.2321651, 14.5592692 68.2324461, 14.5592442 68.2326273, 14.5592411 68.2327017, 14.5592468 68.2328031, 14.5592874 68.2330284, 14.5593642 68.2332775, 14.5594064 68.2333634, 14.5594235 68.2333915, 14.5596026 68.2336016, 14.55971 68.233731, 14.5599931 68.2340591, 14.5601646 68.2342596, 14.5602332 68.2343577, 14.560315 68.2344747)",,,
38284681,,Brugata,residential,,False,False,191.53500000000003,,,"LINESTRING (14.5593443 68.2319671, 14.5591699 68.2320049, 14.5588818 68.2320626, 14.5587238 68.2320942, 14.5580668 68.2322053, 14.5576689 68.2322895, 14.5574215 68.2323345, 14.55723 68.2323673, 14.5570025 68.2323856, 14.5568115 68.2323931, 14.5565965 68.2323898, 14.5563673 68.2323712, 14.5558877 68.232308, 14.5554843 68.2322432, 14.5553505 68.2322332, 14.5551977 68.2322342, 14.5550425 68.2322421)",,,
38284682,,Storøyveien,residential,,False,False,10.652,,,"LINESTRING (14.5550425 68.2322421, 14.5550539 68.2323378)",,,
38284682,,Storøyveien,residential,,False,True,17.97,,,"LINESTRING (14.5550425 68.2322421, 14.5550394 68.2320805)",,,
38284681,,Brugata,residential,,False,True,191.53500000000003,,,"LINESTRING (14.5550425 68.2322421, 14.5551977 68.2322342, 14.5553505 68.2322332, 14.5554843 68.2322432, 14.5558877 68.232308, 14.5563673 68.2323712, 14.5565965 68.2323898, 14.5568115 68.2323931, 14.5570025 68.2323856, 14.55723 68.2323673, 14.5574215 68.2323345, 14.5576689 68.2322895, 14.5580668 68.2322053, 14.5587238 68.2320942, 14.5588818 68.2320626, 14.5591699 68.2320049, 14.5593443 68.2319671)",,,
25186942,,Håkon Kyllingmarks gate,residential,,False,False,34.969,,,"LINESTRING (14.5637451 68.2322417, 14.5630906 68.2323203, 14.5629402 68.2323406)",,,
"[26174107, 26173683]",,"['Vestfjordgata', 'Torget']",residential,,False,False,97.489,,,"LINESTRING (14.5637451 68.2322417, 14.5638378 68.23227, 14.5645486 68.2324866, 14.5647614 68.2325673, 14.5650456 68.2327576, 14.5652418 68.2329008)",,,
26174107,,Torget,residential,,False,True,67.706,,,"LINESTRING (14.5637451 68.2322417, 14.5637948 68.2321739, 14.5640112 68.2318784, 14.5641694 68.2316535)",,,
37305705,,Skolegata,residential,,False,True,76.874,,,"LINESTRING (14.5689793 68.2340803, 14.5686841 68.2341364, 14.5678907 68.2343059, 14.5673426 68.234411)",,,
"[37305707, 562904327]",,"['Bjørnskjærveien', 'H. Chr. Størmers gate']",residential,,False,"[False, True]",191.137,,,"LINESTRING (14.5703241 68.2358558, 14.5705487 68.2361245, 14.5707457 68.2363143, 14.5710584 68.2362638, 14.571444 68.2361941, 14.5719118 68.23612, 14.5723509 68.236033, 14.5724143 68.2360018, 14.572396 68.2359454, 14.5722864 68.2358608, 14.5720951 68.2357507, 14.5718795 68.2356515, 14.5716638 68.2355523)",,,
562904320,,H. Chr. Størmers gate,residential,,False,False,65.198,,,"LINESTRING (14.5703241 68.2358558, 14.5708155 68.2357725, 14.5711385 68.235705, 14.5712914 68.2356674, 14.5714075 68.2356388, 14.5715494 68.2355969, 14.5716638 68.2355523)",,,
562904320,,H. Chr. Størmers gate,residential,,False,True,38.095,,,"LINESTRING (14.5703241 68.2358558, 14.5699094 68.2359317, 14.5694971 68.2360086)",,,
562904320,,H. Chr. Størmers gate,residential,,False,False,12.158,,,"LINESTRING (14.5716638 68.2355523, 14.5715036 68.2354605)",,,
