osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,width,tunnel
4973559,True,1,Bispegata,tertiary,40,False,41.013,"LINESTRING (10.3930141 63.4275091, 10.3932495 63.4275175, 10.3938342 63.4275469)",,,
"[30670371, 445395227]",False,4,Prinsens gate,primary,40,True,172.42999999999998,"LINESTRING (10.3930141 63.4275091, 10.392989 63.4275827, 10.3929734 63.4276406, 10.3928424 63.428128, 10.3927135 63.4286514, 10.3926702 63.4288052, 10.3926485 63.4289022, 10.3926155 63.4290494)",6690,,
4981432,True,1,Erling Skakkes gate,unclassified,40,False,81.45,"LINESTRING (10.4004146 63.4287914, 10.4001344 63.4288009, 10.3987811 63.4288429)",,,
41361088,False,2,Kjøpmannsgata,tertiary,40,False,86.627,"LINESTRING (10.4004146 63.4287914, 10.4006854 63.4291584, 10.4009605 63.4295312)",,,
41361088,False,2,Kjøpmannsgata,tertiary,40,True,45.43899999999999,"LINESTRING (10.4004146 63.4287914, 10.4003453 63.4286909, 10.4001655 63.4284492, 10.4001036 63.4284091)",,,
9099246,True,1,Kjøpmannsgata,tertiary,40,False,166.898,"LINESTRING (10.4014613 63.4302692, 10.4025856 63.4316834)",,,
41361088,False,2,Kjøpmannsgata,tertiary,40,True,64.151,"LINESTRING (10.4014613 63.4302692, 10.4013315 63.4301185, 10.4010768 63.429719)",,,
154112808,False,,Kongens gate,unclassified,40,True,70.083,"LINESTRING (10.4014613 63.4302692, 10.4011504 63.430277, 10.400056 63.4303151)",,9,
"[505301149, 328061950]",False,"['2', '3']",Fjordgata,tertiary,40,True,239.088,"LINESTRING (10.4049778 63.4345714, 10.404752 63.4345957, 10.4040255 63.434672, 10.4036782 63.4347056, 10.4035419 63.4347188, 10.4032751 63.4347325, 10.402998 63.4347402, 10.4019763 63.4347442, 10.4011309 63.4347409, 10.4004367 63.4347116, 10.4002144 63.4346995)",,10,
"[328061953, 1010818642, 5051196]",False,2,Kjøpmannsgata,secondary,40,True,97.967,"LINESTRING (10.4049778 63.4345714, 10.4048807 63.4344588, 10.4046782 63.4342252, 10.4046543 63.4341976, 10.404596 63.4341303, 10.4043315 63.4338249, 10.4042664 63.4337498)",,10,
"[759460648, 154109991]",True,,Krambugata,unclassified,40,False,66.275,"LINESTRING (10.4024089 63.4333174, 10.4025016 63.433399, 10.4029173 63.433868)",,,
"[5051194, 505301151]",False,3,Olav Tryggvasons gate,secondary,40,False,109.67500000000001,"LINESTRING (10.4024089 63.4333174, 10.4020314 63.4333277, 10.4012312 63.4333243, 10.4005574 63.4333215, 10.4004249 63.433321, 10.4002043 63.4333199)",6690,8,
505301152,False,2,Olav Tryggvasons gate,secondary,40,False,69.67999999999999,"LINESTRING (10.4024089 63.4333174, 10.4035089 63.43312, 10.4037085 63.4330832)",6690,,
29088848,False,,Nordre gate,unclassified,40,True,72.81099999999999,"LINESTRING (10.3973105 63.4332649, 10.3972874 63.4333507, 10.3972768 63.4334086, 10.397184 63.4339172)",,6,
505301143,False,,Olav Tryggvasons gate,secondary,40,True,77.14599999999999,"LINESTRING (10.3973105 63.4332649, 10.397066 63.4332601, 10.3969904 63.4332584, 10.3960766 63.4332378, 10.3959923 63.4332359, 10.395761 63.433232)",6690,8,
"[505301144, 505301145, 1174714264]",False,3,Olav Tryggvasons gate,secondary,40,"[False, True]",144.04799999999997,"LINESTRING (10.3973105 63.4332649, 10.3975585 63.4332698, 10.3976422 63.4332716, 10.3988468 63.4332973, 10.3991872 63.4333027, 10.3997531 63.4333142, 10.3999663 63.4333186, 10.4002043 63.4333199)",6690,8,
"[310980429, 4984535]",False,,Olav Tryggvasons gate,secondary,40,True,101.32499999999999,"LINESTRING (10.3935962 63.4331705, 10.3932333 63.4331575, 10.3931477 63.4331534, 10.3926995 63.4331321, 10.392308 63.433107, 10.3920075 63.4330811, 10.3918158 63.4330532, 10.3915938 63.4330209)",6690,16,
"[4973556, 966037821, 505301142]",False,2,"['Munkegata', 'Fjordgata']",tertiary,40,False,192.89700000000002,"LINESTRING (10.3935962 63.4331705, 10.3935333 63.4332798, 10.3935007 63.4333424, 10.3934552 63.4334299, 10.3934045 63.4335539, 10.3933977 63.4336368, 10.3934224 63.4337161, 10.3934747 63.4337755, 10.3935401 63.4338257, 10.3936289 63.4338716, 10.3937272 63.4339148, 10.3944277 63.4341216, 10.3950543 63.434275, 10.395375 63.4343373, 10.3955498 63.4343658)",,"['7.5', '8']",
4973556,False,2,Fjordgata,tertiary,40,False,78.61,"LINESTRING (10.3955498 63.4343658, 10.3956962 63.4343837, 10.3959324 63.4344147, 10.3968636 63.4344793, 10.3971019 63.4344939)",,8,
"[4973556, 966037821, 505301142]",False,2,"['Munkegata', 'Fjordgata']",tertiary,40,True,192.89699999999996,"LINESTRING (10.3955498 63.4343658, 10.395375 63.4343373, 10.3950543 63.434275, 10.3944277 63.4341216, 10.3937272 63.4339148, 10.3936289 63.4338716, 10.3935401 63.4338257, 10.3934747 63.4337755, 10.3934224 63.4337161, 10.3933977 63.4336368, 10.3934045 63.4335539, 10.3934552 63.4334299, 10.3935007 63.4333424, 10.3935333 63.4332798, 10.3935962 63.4331705)",,"['7.5', '8']",
"[505301147, 4973556]",False,"['2', '3']",Fjordgata,tertiary,40,False,156.484,"LINESTRING (10.3971019 63.4344939, 10.3972688 63.4345045, 10.3984295 63.4345843, 10.3985571 63.4345933, 10.3991776 63.4346355, 10.3999216 63.4346875, 10.4002144 63.4346995)",,"['10.5', '8']",
4973556,False,2,Fjordgata,tertiary,40,True,78.60999999999999,"LINESTRING (10.3971019 63.4344939, 10.3968636 63.4344793, 10.3959324 63.4344147, 10.3956962 63.4343837, 10.3955498 63.4343658)",,8,
609589075,True,,Nordre gate,unclassified,40,False,64.28,"LINESTRING (10.3971019 63.4344939, 10.3971054 63.434383, 10.3971386 63.4341929, 10.3971732 63.4340109, 10.3971771 63.4339726, 10.397184 63.4339172)",,6,
4984536,False,3,Søndre gate,secondary,40,False,64.152,"LINESTRING (10.4002144 63.4346995, 10.4002271 63.434574, 10.4002259 63.4343977, 10.4002276 63.4341967, 10.4002127 63.434123)",6692,,
"[505301147, 4973556]",False,"['2', '3']",Fjordgata,tertiary,40,True,156.484,"LINESTRING (10.4002144 63.4346995, 10.3999216 63.4346875, 10.3991776 63.4346355, 10.3985571 63.4345933, 10.3984295 63.4345843, 10.3972688 63.4345045, 10.3971019 63.4344939)",,"['10.5', '8']",
"[505301149, 328061950]",False,"['2', '3']",Fjordgata,tertiary,40,False,239.088,"LINESTRING (10.4002144 63.4346995, 10.4004367 63.4347116, 10.4011309 63.4347409, 10.4019763 63.4347442, 10.402998 63.4347402, 10.4032751 63.4347325, 10.4035419 63.4347188, 10.4036782 63.4347056, 10.4040255 63.434672, 10.404752 63.4345957, 10.4049778 63.4345714)",,10,
4981272,True,,Sandgata,secondary,40,False,134.97500000000002,"LINESTRING (10.3915938 63.4330209, 10.391218 63.4329293, 10.3908346 63.4328083, 10.3903849 63.4326737, 10.3900029 63.4325553, 10.3895 63.4324023, 10.3893284 63.432354)",6650,3.2,
"[310980429, 4984535]",False,,Olav Tryggvasons gate,secondary,40,False,101.325,"LINESTRING (10.3915938 63.4330209, 10.3918158 63.4330532, 10.3920075 63.4330811, 10.392308 63.433107, 10.3926995 63.4331321, 10.3931477 63.4331534, 10.3932333 63.4331575, 10.3935962 63.4331705)",6690,16,
"[505301155, 5000422, 884238621, 744168637, 884238622]",False,4,Prinsens gate,secondary,40,False,117.407,"LINESTRING (10.3915938 63.4330209, 10.3916326 63.4328789, 10.3916408 63.4328455, 10.3916482 63.4328151, 10.3917415 63.4324331, 10.3917523 63.4323865, 10.3917816 63.432265, 10.3918162 63.4321238, 10.3918299 63.4320678, 10.3918546 63.4319715)",6690,,
8051474,False,2,Tordenskiolds gate,tertiary,40,False,54.418000000000006,"LINESTRING (10.38731 63.4318727, 10.3873541 63.4317989, 10.3874243 63.4316588, 10.3875461 63.4314484, 10.3875728 63.4313977)",,,
4981430,False,2,Kongens gate,unclassified,40,False,60.93,"LINESTRING (10.3921538 63.4305942, 10.392495 63.4305897, 10.392584 63.4305863, 10.3933756 63.4305565)",,,
302374780,True,2,Prinsens gate,secondary,40,False,90.637,"LINESTRING (10.3921538 63.4305942, 10.3921589 63.4307365, 10.3921505 63.4308078, 10.3920356 63.4313064, 10.3919821 63.4313951, 10.3919773 63.4314031)",6690,5,
"[445395228, 445395222]",False,4,Prinsens gate,primary,40,False,62.554,"LINESTRING (10.3921538 63.4305942, 10.3922034 63.4305345, 10.392243 63.4304706, 10.3922623 63.4303959, 10.3923541 63.4300409)",6690,11,
154112808,False,,Kongens gate,unclassified,40,False,70.083,"LINESTRING (10.400056 63.4303151, 10.4011504 63.430277, 10.4014613 63.4302692)",,9,
"[154112808, 961408964]",False,,Kongens gate,unclassified,40,True,207.641,"LINESTRING (10.400056 63.4303151, 10.3998442 63.4303229, 10.3992759 63.4303428, 10.3990394 63.4303511, 10.3978773 63.4303919, 10.3977378 63.4303969, 10.3975966 63.430402, 10.3973541 63.4304101, 10.3961092 63.4304615, 10.395896 63.4304718)",,"['9', '6']",
"[5051194, 505301151]",False,3,Olav Tryggvasons gate,secondary,40,True,109.67499999999998,"LINESTRING (10.4002043 63.4333199, 10.4004249 63.433321, 10.4005574 63.4333215, 10.4012312 63.4333243, 10.4020314 63.4333277, 10.4024089 63.4333174)",6690,8,
"[1174714264, 505301145, 505301144]",False,3,Olav Tryggvasons gate,secondary,40,"[False, True]",144.048,"LINESTRING (10.4002043 63.4333199, 10.3999663 63.4333186, 10.3997531 63.4333142, 10.3991872 63.4333027, 10.3988468 63.4332973, 10.3976422 63.4332716, 10.3975585 63.4332698, 10.3973105 63.4332649)",6690,8,
505301150,False,3,Søndre gate,secondary,40,True,63.804,"LINESTRING (10.4002043 63.4333199, 10.400204 63.4334187, 10.4002038 63.4334844, 10.4002024 63.4338937)",6692,,
"[744168635, 301397683]",True,,Søndre gate,unclassified,40,False,155.423,"LINESTRING (10.4002043 63.4333199, 10.4002066 63.4332212, 10.4002056 63.4331902, 10.4001925 63.4327817, 10.4001913 63.4326973, 10.4001911 63.4326779, 10.4001907 63.4326075, 10.4001887 63.4319987, 10.4001883 63.4319222)",,,
4973787,False,,Munkegata,unclassified,40,False,104.487,"LINESTRING (10.3958999 63.4289367, 10.3958529 63.4290233, 10.3955694 63.4295391, 10.3953992 63.4298493)",,,
4973787,False,,Munkegata,unclassified,40,True,141.35500000000002,"LINESTRING (10.3958999 63.4289367, 10.3959398 63.4288639, 10.3962203 63.4283527, 10.3965007 63.4278413, 10.3965772 63.4277021)",,,
4981431,True,2,Erling Skakkes gate,unclassified,40,False,90.092,"LINESTRING (10.3958999 63.4289367, 10.3956281 63.4289539, 10.3940978 63.4290171)",,,
4981505,False,3,Kongens gate,secondary,40,False,9.429,"LINESTRING (10.3880257 63.4304798, 10.3882117 63.4304962)",6650,,
18953135,True,2,Smedbakken,tertiary,40,False,68.354,"LINESTRING (10.3880257 63.4304798, 10.3880264 63.4304729, 10.3880531 63.4303722, 10.3881975 63.4301105, 10.3882103 63.4300739, 10.3882135 63.4300642, 10.3882327 63.4299728, 10.3882356 63.4298746)",,5,
4973787,False,,Munkegata,unclassified,40,False,141.35500000000002,"LINESTRING (10.3965772 63.4277021, 10.3965007 63.4278413, 10.3962203 63.4283527, 10.3959398 63.4288639, 10.3958999 63.4289367)",,,
41361089,True,1,Bispegata,tertiary,40,False,100.537,"LINESTRING (10.3965772 63.4277021, 10.3968471 63.4277214, 10.3974316 63.427761, 10.3984602 63.4278372, 10.3985732 63.4278444)",,,
180066666,False,2,Dronningens gate,unclassified,40,True,71.61,"LINESTRING (10.402705 63.4318486, 10.4025456 63.4318547, 10.4013919 63.4318999, 10.4012704 63.4319037)",,,
328061952,True,2,Kjøpmannsgata,tertiary,40,False,75.816,"LINESTRING (10.402705 63.4318486, 10.4027652 63.4319208, 10.403219 63.4324905)",,,
8051475,False,2,Erling Skakkes gate,tertiary,40,False,84.64,"LINESTRING (10.3926155 63.4290494, 10.3923726 63.4290557, 10.3922446 63.4290624, 10.3918563 63.4290829, 10.3909211 63.4291183)",,,
"[445395227, 30670371]",False,4,Prinsens gate,primary,40,False,172.43,"LINESTRING (10.3926155 63.4290494, 10.3926485 63.4289022, 10.3926702 63.4288052, 10.3927135 63.4286514, 10.3928424 63.428128, 10.3929734 63.4276406, 10.392989 63.4275827, 10.3930141 63.4275091)",6690,,
"[445395225, 445395228, 445395229]",False,4,Prinsens gate,primary,40,True,111.01700000000001,"LINESTRING (10.3926155 63.4290494, 10.3925897 63.4291318, 10.3925755 63.4291875, 10.3924824 63.4295539, 10.3923906 63.4299, 10.3923761 63.4299548, 10.3923617 63.4300114, 10.3923541 63.4300409)",6690,11,
5049350,False,,Arkitekt Christies gate,residential,30,True,62.144000000000005,"LINESTRING (10.3918257 63.4264562, 10.3919893 63.4264619, 10.3922138 63.4264687, 10.3927863 63.4264824, 10.3930726 63.4264906)",,,
13804339,True,,Arkitekt Christies gate,residential,30,False,47.64,"LINESTRING (10.3918257 63.4264562, 10.3911465 63.4264411, 10.3908692 63.4264346)",,,
13636727,False,,Sverres gate,residential,30,True,108.40199999999999,"LINESTRING (10.389758 63.4264087, 10.3896952 63.4267601, 10.3895994 63.4272958, 10.3895825 63.4273804)",,,
5049400,False,,Bispegata,unclassified,30,False,105.77,"LINESTRING (10.3895825 63.4273804, 10.389461 63.4273749, 10.3891161 63.4273591, 10.3877953 63.4273085, 10.3874773 63.4273511)",,,
5049401,True,,Bispegata,unclassified,30,False,171.31500000000003,"LINESTRING (10.3895825 63.4273804, 10.3897687 63.4273908, 10.391365 63.4274455, 10.3918002 63.4274626, 10.3926768 63.4274922, 10.3927976 63.4274963, 10.3930141 63.4275091)",,,
13636727,False,,Sverres gate,residential,30,False,108.402,"LINESTRING (10.3895825 63.4273804, 10.3895994 63.4272958, 10.3896952 63.4267601, 10.389758 63.4264087)",,,
5049347,True,,Sverres gate,residential,30,False,124.444,"LINESTRING (10.3893012 63.4291936, 10.3892945 63.4291558, 10.3892906 63.429103, 10.3892883 63.4289432, 10.3893758 63.4284037, 10.3893773 63.4283946, 10.3894355 63.4280771)",,,
8051475,False,2,Erling Skakkes gate,tertiary,40,False,43.067,"LINESTRING (10.3893012 63.4291936, 10.3891207 63.4292003, 10.3884376 63.4292216)",,,
8051475,False,2,Erling Skakkes gate,tertiary,40,True,81.009,"LINESTRING (10.3893012 63.4291936, 10.3894571 63.4291881, 10.3905611 63.4291334, 10.3909211 63.4291183)",,,
5049350,False,,Arkitekt Christies gate,residential,30,False,62.14399999999999,"LINESTRING (10.3930726 63.4264906, 10.3927863 63.4264824, 10.3922138 63.4264687, 10.3919893 63.4264619, 10.3918257 63.4264562)",,,
"[55379625, 505301141]",True,2,Munkegata,unclassified,40,False,138.574,"LINESTRING (10.3942778 63.4319622, 10.3942207 63.4320562, 10.3939762 63.4324975, 10.393697 63.4330008, 10.3936524 63.4330812, 10.3935962 63.4331705)",,5,
249388667,False,2,Munkegata,unclassified,40,True,122.66499999999999,"LINESTRING (10.3942778 63.4319622, 10.3943348 63.4318666, 10.3944835 63.4315975, 10.3946968 63.4312116, 10.3948733 63.4308917)",,,
"[719037539, 5049343]",True,1,Dronningens gate,unclassified,40,False,293.993,"LINESTRING (10.4001883 63.4319222, 10.4000011 63.4319234, 10.3994179 63.4319276, 10.3976748 63.4319377, 10.3975319 63.4319389, 10.3974054 63.43194, 10.3959486 63.4319528, 10.3945345 63.4319652, 10.3942778 63.4319622)",,11,
180066666,False,2,Dronningens gate,unclassified,40,False,53.855999999999995,"LINESTRING (10.4001883 63.4319222, 10.4003806 63.4319187, 10.4012704 63.4319037)",,,
719037540,True,1,Søndre gate,unclassified,40,False,178.85999999999999,"LINESTRING (10.4001883 63.4319222, 10.4001875 63.4318336, 10.4001444 63.4309672, 10.4000869 63.4305076, 10.4000745 63.4304309, 10.400056 63.4303151)",,,
4981432,True,1,Erling Skakkes gate,unclassified,40,False,66.581,"LINESTRING (10.3972341 63.4288893, 10.3970347 63.4288979, 10.3962277 63.4289215, 10.3958999 63.4289367)",,,
5049341,False,,Schultz gate,unclassified,40,True,100.911,"LINESTRING (10.3972341 63.4288893, 10.3972525 63.4289789, 10.3973045 63.4294077, 10.3973832 63.4297942)",,,
41361088,False,2,Kjøpmannsgata,tertiary,40,True,21.669,"LINESTRING (10.4010768 63.429719, 10.4009605 63.4295312)",,,
5049342,True,,Vår Frue Strete,unclassified,40,False,107.83599999999998,"LINESTRING (10.4010768 63.429719, 10.4009363 63.4297377, 10.3995938 63.429734, 10.3989158 63.4297174)",,5,
41361088,False,2,Kjøpmannsgata,tertiary,40,False,64.151,"LINESTRING (10.4010768 63.429719, 10.4013315 63.4301185, 10.4014613 63.4302692)",,,
5049341,False,,Schultz gate,unclassified,40,False,100.911,"LINESTRING (10.3973832 63.4297942, 10.3973045 63.4294077, 10.3972525 63.4289789, 10.3972341 63.4288893)",,,
5049367,True,,Brattørgata,unclassified,40,False,137.45600000000002,"LINESTRING (10.4029173 63.433868, 10.4022787 63.4339271, 10.400963 63.4340528, 10.4003734 63.4341088, 10.4002127 63.434123)",,,
154112820,False,,Krambugata,unclassified,,False,58.492999999999995,"LINESTRING (10.4029173 63.433868, 10.4030011 63.4338948, 10.4033621 63.4343468)",,,
4984536,False,3,Søndre gate,secondary,40,True,64.152,"LINESTRING (10.4002127 63.434123, 10.4002276 63.4341967, 10.4002259 63.4343977, 10.4002271 63.434574, 10.4002144 63.4346995)",6692,,
505301146,True,3,Søndre gate,secondary,40,False,25.504,"LINESTRING (10.4002127 63.434123, 10.4002022 63.4339497, 10.4002024 63.4338937)",6692,,
4973787,False,,Munkegata,unclassified,40,False,5.416,"LINESTRING (10.3953992 63.4298493, 10.3953732 63.4298966)",,,
4973787,False,,Munkegata,unclassified,40,True,104.48700000000001,"LINESTRING (10.3953992 63.4298493, 10.3955694 63.4295391, 10.3958529 63.4290233, 10.3958999 63.4289367)",,,
5049345,False,,Tinghusplassen,unclassified,,False,60.323,"LINESTRING (10.3953992 63.4298493, 10.3951663 63.4298211, 10.3942286 63.4297074)",,,
5049345,False,,Tinghusplassen,unclassified,,True,60.323,"LINESTRING (10.3942286 63.4297074, 10.3951663 63.4298211, 10.3953992 63.4298493)",,,
8051475,False,2,Erling Skakkes gate,tertiary,40,True,8.262,"LINESTRING (10.3882718 63.4292261, 10.3884376 63.4292216)",,,
5049346,False,,Erling Skakkes gate,unclassified,30,False,49.864999999999995,"LINESTRING (10.3882718 63.4292261, 10.3880569 63.4292288, 10.3872702 63.4292454)",,,
