osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,junction
129117300,Kjeldevegen,residential,30,False,True,158.329,"LINESTRING (11.1754821 60.2822501, 11.1755083 60.2821261, 11.175607 60.282023, 11.175631 60.282, 11.175837 60.281806, 11.17597 60.281736, 11.176248 60.281622, 11.176416 60.281594, 11.176488 60.281577, 11.176575 60.281567, 11.17696 60.281572, 11.177208 60.281603, 11.177434 60.281651, 11.177539 60.281664)",,,
858004433,Sagmovegen,secondary,50,False,False,39.489999999999995,"LINESTRING (11.169266 60.287153, 11.1698375 60.287118, 11.169977 60.287109)",1604,,
"[858004433, 234712539, 4984068]",Sagmovegen,secondary,50,False,True,221.61599999999999,"LINESTRING (11.169266 60.287153, 11.1689544 60.2871763, 11.1683281 60.2872255, 11.168282 60.287229, 11.1681043 60.2872448, 11.1680166 60.2872526, 11.167584 60.287291, 11.166527 60.287425, 11.166116 60.287473, 11.165339 60.287573)",1604,yes,
"[858006986, 858007259, 311372724, 858006997]",Gladbakkgutua,"['residential', 'unclassified']",40,False,"[False, True]",371.051,"LINESTRING (11.169266 60.287153, 11.169251 60.287093, 11.169241 60.28702, 11.169245 60.28687, 11.169246 60.286776, 11.169247 60.28671, 11.169251 60.286483, 11.169247 60.286393, 11.169228 60.286306, 11.169087 60.285784, 11.168997 60.285428, 11.168989 60.285349, 11.168996 60.285291, 11.1690013 60.2852339, 11.16903 60.285161, 11.169067 60.285108, 11.169139 60.2850187, 11.16919 60.284973, 11.169316 60.284878, 11.169419 60.284822, 11.169502 60.284783, 11.169604 60.284741, 11.169703 60.284707, 11.170521 60.284452, 11.17072 60.284391, 11.170882 60.284341, 11.170991 60.284298)",,,
858004840,Trondheimsvegen,secondary,50,True,False,33.501000000000005,"LINESTRING (11.1761832 60.2803257, 11.176125 60.280441, 11.1760879 60.2804978, 11.176029 60.280617)",1551,,
23079933,Trondheimsvegen,secondary,50,True,False,28.188,"LINESTRING (11.170892 60.287217, 11.1708214 60.2873174, 11.170706 60.287453)",1551,,
23079958,,secondary,60,True,False,14.419,"LINESTRING (11.170892 60.287217, 11.170813 60.287223, 11.170763 60.287219, 11.170708 60.28721, 11.170647 60.28719)",1551,,roundabout
311372712,Olaug Østmos veg,residential,,False,True,89.256,"LINESTRING (11.173013 60.285671, 11.172538 60.285602, 11.171833 60.285489, 11.171625 60.285466, 11.171459 60.285447)",,,
129117287,Råholtvegen,residential,30,False,False,100.941,"LINESTRING (11.177539 60.281664, 11.177473 60.281761, 11.17736 60.281883, 11.177325 60.281949, 11.1772974 60.281982, 11.177186 60.282115, 11.177051 60.28232, 11.176892 60.282512)",,,
129117287,Råholtvegen,residential,30,False,True,106.07800000000002,"LINESTRING (11.177539 60.281664, 11.177679 60.2815, 11.1777452 60.2813974, 11.177815 60.281289, 11.177961 60.281088, 11.178057 60.280982, 11.178121 60.280884, 11.178171 60.280765)",,,
129117300,Kjeldevegen,residential,30,False,False,158.329,"LINESTRING (11.177539 60.281664, 11.177434 60.281651, 11.177208 60.281603, 11.17696 60.281572, 11.176575 60.281567, 11.176488 60.281577, 11.176416 60.281594, 11.176248 60.281622, 11.17597 60.281736, 11.175837 60.281806, 11.175631 60.282, 11.175607 60.282023, 11.1755083 60.2821261, 11.1754821 60.2822501)",,,
858005213,Gladbakkvegen,residential,50,True,False,32.366,"LINESTRING (11.1751578 60.2805634, 11.175511 60.280584, 11.175736 60.280611)",,,
858005240,Tærudvegen,tertiary,50,True,False,36.68,"LINESTRING (11.172142 60.283692, 11.1724144 60.2837246, 11.1725529 60.2837505, 11.172784 60.283777)",,,
858018892,Tærudvegen,tertiary,50,False,False,18.924,"LINESTRING (11.172142 60.283692, 11.1719362 60.2836447, 11.17183 60.283621)",,,
"[858007257, 858005007]",Gladbakkgutua,residential,40,False,False,89.226,"LINESTRING (11.17183 60.283621, 11.171791 60.283649, 11.171749 60.283684, 11.171697 60.283733, 11.171538 60.283914, 11.171497 60.283961, 11.171397 60.284063, 11.171328 60.284115, 11.17118 60.284204, 11.170991 60.284298)",,,
858018892,Tærudvegen,tertiary,50,False,False,51.254000000000005,"LINESTRING (11.17183 60.283621, 11.171749 60.283602, 11.17159 60.28355, 11.171448 60.283488, 11.171134 60.283321)",,,
858018892,Tærudvegen,tertiary,50,False,True,18.924,"LINESTRING (11.17183 60.283621, 11.1719362 60.2836447, 11.172142 60.283692)",,,
"[858007257, 858005007]",Gladbakkgutua,residential,40,False,True,89.22600000000001,"LINESTRING (11.170991 60.284298, 11.17118 60.284204, 11.171328 60.284115, 11.171397 60.284063, 11.171497 60.283961, 11.171538 60.283914, 11.171697 60.283733, 11.171749 60.283684, 11.171791 60.283649, 11.17183 60.283621)",,,
858007258,Gladbakkgutua,residential,40,False,False,86.69,"LINESTRING (11.170991 60.284298, 11.171056 60.28435, 11.171103 60.284442, 11.171045 60.284547, 11.170655 60.285024)",,,
"[858006986, 858007259, 311372724, 858006997]",Gladbakkgutua,"['residential', 'unclassified']",40,False,"[False, True]",371.05100000000004,"LINESTRING (11.170991 60.284298, 11.170882 60.284341, 11.17072 60.284391, 11.170521 60.284452, 11.169703 60.284707, 11.169604 60.284741, 11.169502 60.284783, 11.169419 60.284822, 11.169316 60.284878, 11.16919 60.284973, 11.169139 60.2850187, 11.169067 60.285108, 11.16903 60.285161, 11.1690013 60.2852339, 11.168996 60.285291, 11.168989 60.285349, 11.168997 60.285428, 11.169087 60.285784, 11.169228 60.286306, 11.169247 60.286393, 11.169251 60.286483, 11.169247 60.28671, 11.169246 60.286776, 11.169245 60.28687, 11.169241 60.28702, 11.169251 60.287093, 11.169266 60.287153)",,,
858018892,Tærudvegen,tertiary,50,False,True,192.57799999999997,"LINESTRING (11.16407 60.282262, 11.164503 60.282313, 11.16475 60.28233, 11.164922 60.282338, 11.16527 60.282339, 11.165355 60.282338, 11.165725 60.282318, 11.166421 60.282253, 11.166652 60.282237, 11.166832 60.282229, 11.167011 60.282225, 11.167178 60.282226, 11.167281 60.282234, 11.167383 60.282246, 11.167459 60.282257, 11.167518 60.28227)",,,
23079887,,secondary,60,True,False,10.945,"LINESTRING (11.175902 60.280755, 11.175841 60.280754, 11.175798 60.280747, 11.175761 60.280734, 11.175729 60.280717)",1551,,roundabout
"[858004802, 858005311]",Trondheimsvegen,secondary,50,True,False,68.012,"LINESTRING (11.175902 60.280755, 11.175833 60.280814, 11.1757725 60.2808569, 11.175559 60.28101, 11.1756675 60.2808334, 11.1756947 60.2807753, 11.175729 60.280717)",1551,,
23079887,,secondary,60,True,False,3.786,"LINESTRING (11.175967 60.280744, 11.175902 60.280755)",1551,,roundabout
