osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,bridge,junction,tunnel
361259385,True,178,Gardermovegen,primary,50,False,31.89,"LINESTRING (11.1697263 60.1429821, 11.1698852 60.1429231, 11.1700213 60.1428816, 11.1700997 60.1428634, 11.1702022 60.1428222)",,,,
"[361259394, 860492420, 860492415]",False,178,Gardermovegen,primary,50,False,141.319,"LINESTRING (11.1697263 60.1429821, 11.1695445 60.143034, 11.1689208 60.14322, 11.1688069 60.1432508, 11.1687788 60.1432584, 11.1685748 60.1433081, 11.1683248 60.14336, 11.1679217 60.1434269, 11.1675818 60.1434796, 11.1674162 60.143509)",,,,
33686452,False,,Oddvar Jensens veg,unclassified,,False,67.831,"LINESTRING (11.178938 60.1411042, 11.1789034 60.1410049, 11.1788316 60.140802, 11.1787259 60.1405034)",,,,
"[344739890, 1149578429]",True,178,Algarheimsvegen,primary,50,False,92.669,"LINESTRING (11.178938 60.1411042, 11.1798894 60.1410139, 11.1801327 60.1409871, 11.1803397 60.1409535, 11.1805546 60.140902)",,,,
"[879321581, 879321582]",True,178,Algarheimsvegen,primary,50,False,71.533,"LINESTRING (11.1776779 60.1412304, 11.1777949 60.1412003, 11.177972 60.1411849, 11.178271 60.1411709, 11.178938 60.1411042)",2,,,
"[1149578472, 22955320, 22955322]",False,178,"['Jessheimbrua', 'Algarheimsvegen']",primary,"['50', '30']",False,108.383,"LINESTRING (11.1776779 60.1412304, 11.1771595 60.1412802, 11.1759151 60.1413999, 11.1757564 60.1414171)",,yes,,
4903090,False,,Oberst Kruses veg,residential,,True,228.703,"LINESTRING (11.1692694 60.1454564, 11.1693806 60.14546, 11.1697822 60.145468, 11.1709136 60.1455057, 11.1716313 60.1455306, 11.1724681 60.1455592, 11.1733921 60.1455912)",,,,
612688866,False,1496,Trondheimsvegen - Jessheim,secondary,50,True,183.37,"LINESTRING (11.1692694 60.1454564, 11.1693754 60.1446734, 11.1694802 60.1442263, 11.1695846 60.1440116, 11.1696491 60.1439161, 11.169714 60.1438294)",,,,
5002426,True,178,,primary,50,False,21.590000000000003,"LINESTRING (11.1670999 60.1434481, 11.1671858 60.1434326, 11.1672572 60.1434345, 11.1673232 60.1434482, 11.167376 60.1434722, 11.1674162 60.143509)",,,roundabout,
204911772,False,,Romsaasbakken,residential,30,True,40.663,"LINESTRING (11.1670999 60.1434481, 11.1669963 60.1433721, 11.1666956 60.1431428)",,,,
5002426,True,178,,primary,50,False,15.833,"LINESTRING (11.1674162 60.143509, 11.1674197 60.1435403, 11.1674034 60.1435765, 11.1673628 60.1436074, 11.167303 60.1436294)",,,roundabout,
"[361259394, 860492420, 860492415]",False,178,Gardermovegen,primary,50,True,141.31900000000002,"LINESTRING (11.1674162 60.143509, 11.1675818 60.1434796, 11.1679217 60.1434269, 11.1683248 60.14336, 11.1685748 60.1433081, 11.1687788 60.1432584, 11.1688069 60.1432508, 11.1689208 60.14322, 11.1695445 60.143034, 11.1697263 60.1429821)",,,,
5002426,True,178,,primary,50,False,20.146,"LINESTRING (11.167303 60.1436294, 11.1672146 60.1436401, 11.1671255 60.1436311, 11.1670524 60.1436041, 11.1670093 60.1435642)",,,roundabout,
201199671,False,,Manesjen,residential,,True,67.044,"LINESTRING (11.167303 60.1436294, 11.1673966 60.1437008, 11.1674721 60.1437633, 11.1678667 60.1440899, 11.1679239 60.1441468)",,,,
5002426,True,178,,primary,50,False,14.802999999999999,"LINESTRING (11.1670093 60.1435642, 11.1670021 60.1435286, 11.1670194 60.1434938, 11.1670594 60.1434641, 11.1670999 60.1434481)",,,roundabout,
"[1147475602, 361179060]",True,1556,Ringvegen,secondary,30,False,28.178,"LINESTRING (11.1768847 60.1442126, 11.1769289 60.144346, 11.1769654 60.1444628)",,,,
"[361257432, 878932348]",False,1556,Ringvegen,secondary,30,True,153.227,"LINESTRING (11.1768847 60.1442126, 11.1768736 60.1440752, 11.1768629 60.1439791, 11.1768329 60.1438099, 11.1767967 60.1436924, 11.1767735 60.1436303, 11.1767046 60.143484, 11.1766357 60.1433602, 11.1765109 60.143186, 11.1762377 60.1428868)",,,,
361177160,False,1556,Ringvegen,secondary,30,False,118.473,"LINESTRING (11.1767142 60.1448114, 11.176651 60.1449251, 11.1765722 60.1450466, 11.1765125 60.1451222, 11.1763736 60.1452821, 11.176308 60.1453481, 11.1762201 60.1454311, 11.1761298 60.1455056, 11.1760661 60.1455582, 11.1759613 60.1456381, 11.1758809 60.1456938, 11.1757758 60.1457601)",,,,
361179064,True,1556,Ringvegen,secondary,30,False,23.437,"LINESTRING (11.1767142 60.1448114, 11.1767118 60.1447316, 11.1767125 60.144699, 11.1766556 60.1446048)",,,,
361257434,True,,Furusethgata,unclassified,30,False,17.445999999999998,"LINESTRING (11.1756387 60.1427971, 11.1756792 60.1427686, 11.1757592 60.1427164, 11.1758325 60.1426735)",,,,
"[881516523, 613954227]",False,,Furusethgata,unclassified,30,True,129.245,"LINESTRING (11.1756387 60.1427971, 11.1752708 60.1429032, 11.1748881 60.1430097, 11.1741698 60.143218, 11.1740986 60.1432387, 11.1738903 60.1433045, 11.1736282 60.1433876)",,,,
361179063,False,,Rådhusvegen,unclassified,30,True,172.36400000000003,"LINESTRING (11.1736282 60.1433876, 11.1736735 60.1434412, 11.1736915 60.1434611, 11.1737076 60.1434839, 11.1739125 60.1440372, 11.1741171 60.1445528, 11.1741308 60.1445872, 11.1741872 60.1447518, 11.1742399 60.1449053)",,,,
"[613954227, 881516523]",False,,Furusethgata,unclassified,30,False,129.245,"LINESTRING (11.1736282 60.1433876, 11.1738903 60.1433045, 11.1740986 60.1432387, 11.1741698 60.143218, 11.1748881 60.1430097, 11.1752708 60.1429032, 11.1756387 60.1427971)",,,,
"[613954227, 612688862]",False,,Furusethgata,unclassified,30,True,182.21099999999998,"LINESTRING (11.1736282 60.1433876, 11.1734298 60.1434468, 11.1731157 60.1435404, 11.1727969 60.1436285, 11.1726367 60.1436691, 11.172513 60.143695, 11.1724265 60.14371, 11.1723088 60.1437275, 11.1722068 60.1437382, 11.1720987 60.1437457, 11.1719862 60.1437498, 11.171795 60.1437505, 11.1717295 60.1437487, 11.1716595 60.1437442, 11.1715576 60.1437334, 11.1714439 60.1437198, 11.1712182 60.1436907, 11.1707708 60.1436314, 11.1705479 60.1436023)",,,,
5002493,False,1496,Trondheimsvegen - Jessheim,secondary,50,False,118.458,"LINESTRING (11.1724446 60.1406017, 11.1722184 60.1409066, 11.172038 60.1411477, 11.1718576 60.141384, 11.1717866 60.1414672, 11.1716769 60.1415959)",,,,
5002493,False,1496,Trondheimsvegen - Jessheim,secondary,50,True,29.810000000000002,"LINESTRING (11.1724446 60.1406017, 11.1725791 60.1404515, 11.172665 60.1403571)",,,,
32679386,False,,Martin Løkens veg,residential,,False,367.911,"LINESTRING (11.1724446 60.1406017, 11.1723672 60.1405888, 11.1714629 60.140386, 11.1710349 60.140285, 11.1709124 60.1402561, 11.1703914 60.1401573, 11.1700286 60.1400906, 11.1699756 60.1400745, 11.1699535 60.1400472, 11.1699609 60.1400178, 11.1700467 60.1399023, 11.1700521 60.1398759, 11.1700373 60.1398455, 11.1700051 60.1398261, 11.1699649 60.1398155, 11.1698308 60.1398081, 11.1694863 60.1397887, 11.1691461 60.1397624, 11.1686191 60.1397273, 11.1681081 60.1396839, 11.1679928 60.1396686, 11.1678694 60.1396372, 11.1676803 60.1395904, 11.1672337 60.1395177, 11.1666839 60.1394562)",,,,
5002493,False,1496,Trondheimsvegen - Jessheim,secondary,50,True,28.415,"LINESTRING (11.171481 60.1418321, 11.1716769 60.1415959)",,,,
5002493,False,1496,Trondheimsvegen - Jessheim,secondary,50,False,83.73100000000001,"LINESTRING (11.171481 60.1418321, 11.171201 60.1421386, 11.1711069 60.1422585, 11.1709806 60.1423892, 11.170962 60.1424092, 11.1708602 60.1425185)",,,,
5002497,False,,Flatavegen,residential,30,True,303.94500000000005,"LINESTRING (11.171481 60.1418321, 11.171405 60.1418088, 11.1713215 60.1417814, 11.1706782 60.1415706, 11.1701558 60.1413753, 11.1699924 60.1413351, 11.1698808 60.1413225, 11.1697258 60.1413828, 11.169401 60.1415885, 11.1691669 60.1417368, 11.1687029 60.1419855, 11.1686251 60.1420132, 11.1685775 60.1420198, 11.1685078 60.1420249, 11.1683965 60.1420108, 11.1682563 60.1419695, 11.167296 60.141676, 11.1671458 60.1416284)",,,,
5002493,False,1496,Trondheimsvegen - Jessheim,secondary,50,True,83.731,"LINESTRING (11.1708602 60.1425185, 11.170962 60.1424092, 11.1709806 60.1423892, 11.1711069 60.1422585, 11.171201 60.1421386, 11.171481 60.1418321)",,,,
361259391,True,1496,Trondheimsvegen - Jessheim,secondary,50,False,26.956,"LINESTRING (11.1708602 60.1425185, 11.170757 60.142612, 11.1707047 60.1426523, 11.1706536 60.1426929, 11.1706302 60.142731)",,,,
5002494,True,1496,,secondary,50,False,11.761999999999999,"LINESTRING (11.1728528 60.1403338, 11.1728247 60.1403497, 11.1727884 60.1403607, 11.1727472 60.1403658, 11.1727047 60.1403645, 11.172665 60.1403571)",,,roundabout,
"[344739891, 860492429]",False,,Gotaasalleen,tertiary,50,True,59.055,"LINESTRING (11.1728528 60.1403338, 11.1730309 60.1403742, 11.1734221 60.140463, 11.1735641 60.1404952, 11.1738277 60.1405492)",,,,
