osmid,oneway,highway,reversed,length,geometry,name,ref,maxspeed,tunnel,bridge,lanes,junction
117958251,True,unclassified,False,36.996,"LINESTRING (5.2283721 60.4083544, 5.2282966 60.4083998, 5.2282081 60.4084326, 5.2280042 60.4084687, 5.227795 60.4085129)",,,,,,,
117958257,False,unclassified,False,145.055,"LINESTRING (5.2283721 60.4083544, 5.2284488 60.4083091, 5.2284952 60.4082755, 5.2285353 60.4082322, 5.2285645 60.4081964, 5.2285847 60.4081599, 5.2286816 60.4079125, 5.2287224 60.4077932, 5.228775 60.4076485, 5.228819 60.4075276, 5.2288814 60.4073758, 5.2289297 60.4072415, 5.2289812 60.4070971)",,,,,,,
23535674,False,residential,True,282.733,"LINESTRING (5.2219363 60.4122464, 5.221991 60.4121142, 5.2220515 60.411993, 5.222172 60.4117884, 5.2222293 60.4116723, 5.2223417 60.4114934, 5.2223837 60.4114521, 5.2224461 60.4113971, 5.2225615 60.4113305, 5.2226739 60.4112791, 5.222765 60.4112434, 5.2229634 60.4111513, 5.2230398 60.4111036, 5.2231721 60.4110058, 5.2232661 60.4109304, 5.2233826 60.4108241, 5.2235225 60.4106038, 5.2235693 60.4104797, 5.2235978 60.4103488, 5.2236371 60.4102667, 5.2236661 60.4102381, 5.223719 60.4102022, 5.2237815 60.410177, 5.2238327 60.4101645, 5.2239041 60.4101526, 5.2239898 60.4101481, 5.2241053 60.4101467, 5.2242169 60.4101586)",Gamle Kleppestøvegen,,,,,,
117958257,False,unclassified,True,145.05499999999998,"LINESTRING (5.2289812 60.4070971, 5.2289297 60.4072415, 5.2288814 60.4073758, 5.228819 60.4075276, 5.228775 60.4076485, 5.2287224 60.4077932, 5.2286816 60.4079125, 5.2285847 60.4081599, 5.2285645 60.4081964, 5.2285353 60.4082322, 5.2284952 60.4082755, 5.2284488 60.4083091, 5.2283721 60.4083544)",,,,,,,
23535678,False,primary,False,55.03,"LINESTRING (5.2256996 60.4084751, 5.2257635 60.4084856, 5.2259107 60.4085036, 5.2260189 60.4085121, 5.2261375 60.4085168, 5.2262865 60.4085166, 5.226422 60.4085099, 5.2266871 60.408486)",Klampavikvegen,563,40,,,,
"[745870795, 23535678]",False,primary,True,272.695,"LINESTRING (5.2256996 60.4084751, 5.2255887 60.4084503, 5.2254679 60.4084139, 5.225336 60.4083543, 5.2252077 60.4082887, 5.224677 60.4079815, 5.2242736 60.4077401, 5.2242268 60.4077129, 5.2234561 60.4072584, 5.2224137 60.4066491)",Klampavikvegen,563,"['40', '50']",,,,
745869365,False,residential,False,128.28,"LINESTRING (5.2256996 60.4084751, 5.2256969 60.4085598, 5.2257003 60.4086261, 5.2257775 60.4086526, 5.2258569 60.4086675, 5.2259851 60.4086783, 5.2260899 60.4086861, 5.2261642 60.4087024, 5.2262261 60.4087328, 5.2262585 60.4087815, 5.2263051 60.4089409, 5.2264269 60.4094394)",Klampavikvegen,,,,,,
745869365,False,residential,True,128.28,"LINESTRING (5.2264269 60.4094394, 5.2263051 60.4089409, 5.2262585 60.4087815, 5.2262261 60.4087328, 5.2261642 60.4087024, 5.2260899 60.4086861, 5.2259851 60.4086783, 5.2258569 60.4086675, 5.2257775 60.4086526, 5.2257003 60.4086261, 5.2256969 60.4085598, 5.2256996 60.4084751)",Klampavikvegen,,,,,,
682498887,True,primary,False,47.888999999999996,"LINESTRING (5.2290844 60.4118491, 5.2289663 60.4117987, 5.2288958 60.4117574, 5.2287893 60.4116951, 5.2286199 60.4116249, 5.2285877 60.4116115, 5.2284352 60.4115658)",Florvågvegen,563,40,,,,
745869422,False,residential,False,491.08800000000014,"LINESTRING (5.2290844 60.4118491, 5.2292081 60.4117976, 5.2292964 60.4117354, 5.2293797 60.4116484, 5.2294401 60.411607, 5.2295486 60.4115695, 5.2298184 60.4115236, 5.2299576 60.4115064, 5.2301931 60.4114872, 5.2303753 60.4114824, 5.2306113 60.4114773, 5.2306728 60.4114664, 5.2307491 60.4114386, 5.2307736 60.4114178, 5.2307912 60.4113838, 5.2307873 60.4113546, 5.2307739 60.4113265, 5.230738 60.4112728, 5.2306132 60.411164, 5.2305115 60.4110823, 5.2304168 60.4110377, 5.2303585 60.4110189, 5.2302717 60.410998, 5.2300455 60.4109309, 5.2299485 60.4108955, 5.2298955 60.4108716, 5.2298465 60.4108307, 5.2298376 60.4108065, 5.2298516 60.4107746, 5.2298719 60.4107514, 5.2299195 60.4107188, 5.2299668 60.4106941, 5.2300492 60.4106691, 5.2303093 60.4106253, 5.2304749 60.410586, 5.2305602 60.4105534, 5.2306243 60.4105177, 5.2306866 60.4104586, 5.2307384 60.4103323, 5.2307797 60.4102456, 5.2308328 60.4101953, 5.2308808 60.4101511, 5.2310009 60.4100831, 5.231131 60.4100131, 5.2311946 60.4099789, 5.2313357 60.4098934, 5.2314126 60.4098461, 5.2314518 60.4098056, 5.2314657 60.4097728, 5.2314717 60.4097362, 5.2314663 60.4096918, 5.2314156 60.4096117, 5.2313079 60.4094698, 5.231196 60.4093309, 5.2311349 60.4092425, 5.231045 60.4091575, 5.2309829 60.4091372, 5.2309102 60.409111, 5.2307945 60.4091133, 5.2307317 60.4091268, 5.2306884 60.4091489, 5.2305827 60.4092152, 5.2303445 60.4093965, 5.2302885 60.4094441)",Løfjellvegen,,,,,,
