osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,lanes,junction
57943602,True,Havnegata,unclassified,60,False,53.558,"LINESTRING (9.6671889 63.6865101, 9.6671507 63.6866631, 9.6671443 63.6868058, 9.667142 63.686886, 9.667151 63.686921, 9.667184 63.686989)",,,
780634497,False,,unclassified,,True,88.375,"LINESTRING (9.6671889 63.6865101, 9.666979 63.6865114, 9.6657705 63.6865221, 9.6654316 63.6865925)",,,
306739949,False,Hedvig Lindenows gate,residential,,True,114.756,"LINESTRING (9.6601456 63.6911791, 9.66055 63.690792, 9.661103 63.690261, 9.661121 63.690242)",,,
171809506,False,Rådhusgata,unclassified,50,True,41.763999999999996,"LINESTRING (9.6654316 63.6865925, 9.665481 63.686707, 9.665511 63.686817, 9.6654982 63.6869651)",,,
780634497,False,,unclassified,,False,88.37499999999999,"LINESTRING (9.6654316 63.6865925, 9.6657705 63.6865221, 9.666979 63.6865114, 9.6671889 63.6865101)",,,
"[780634498, 780635028, 171809502]",False,"['Rådhusgata', 'Bakklandet']","['unclassified', 'residential']",50,False,565.924,"LINESTRING (9.6654316 63.6865925, 9.665374 63.6863927, 9.665354 63.686313, 9.66525 63.68583, 9.665228 63.685662, 9.665196 63.685177, 9.6651841 63.6848382, 9.665209 63.684666, 9.665196 63.684468, 9.665187 63.684427, 9.665073 63.684416, 9.664849 63.684409, 9.664078 63.684401, 9.663914 63.684396, 9.663623 63.684367, 9.663056 63.684347, 9.662974 63.684348, 9.662926 63.684355, 9.662887 63.684365, 9.662856 63.684382, 9.662838 63.684405, 9.662815 63.684464, 9.662592 63.685252, 9.662552 63.685358, 9.662396 63.685915, 9.662349 63.686063, 9.662314 63.686136, 9.662237 63.686226)",710,,
671073041,True,,primary,50,False,90.71600000000001,"LINESTRING (9.6683634 63.6887696, 9.668746 63.6880351, 9.6688163 63.6879815)",710,,
780634495,True,,unclassified,,False,105.419,"LINESTRING (9.6683634 63.6887696, 9.6682598 63.6887167, 9.6681967 63.6886818, 9.6681726 63.6886105, 9.6684355 63.6880671, 9.6684918 63.6880219, 9.6685615 63.687997, 9.6686848 63.6879868, 9.6688163 63.6879815)",,,
"[671073041, 1177771198]",True,,primary,50,False,27.055999999999997,"LINESTRING (9.6688163 63.6879815, 9.6689075 63.6879673, 9.6690916 63.6879427, 9.669343 63.6879133)",710,,
306739960,False,Vabeinet,residential,30,True,77.944,"LINESTRING (9.659842 63.683959, 9.659825 63.683832, 9.659781 63.683734, 9.659765 63.683679, 9.659757 63.683541, 9.65974 63.683414, 9.659728 63.683261)",,,
780634526,False,Naustbakken,residential,30,True,27.691,"LINESTRING (9.6649434 63.6833261, 9.6646799 63.6833156, 9.664383 63.68331)",,,
152263093,False,Naustbakken,unclassified,30,False,60.795,"LINESTRING (9.659728 63.683261, 9.659822 63.683261, 9.660208 63.683265, 9.6608 63.683265, 9.660961 63.683268)",,,
306739960,False,Vabeinet,residential,30,False,77.94400000000002,"LINESTRING (9.659728 63.683261, 9.65974 63.683414, 9.659757 63.683541, 9.659765 63.683679, 9.659781 63.683734, 9.659825 63.683832, 9.659842 63.683959)",,,
780634527,False,Naustbakken,residential,30,True,35.319,"LINESTRING (9.659728 63.683261, 9.659539 63.683257, 9.659301 63.683258, 9.659037 63.683253, 9.659012 63.683253)",,,
152263072,False,Framskotten,residential,30,False,51.172,"LINESTRING (9.661424 63.682814, 9.661425 63.682884, 9.661414 63.683041, 9.661417 63.683208, 9.661408 63.683274)",,,
152263062,False,Linstubben,residential,30,True,17.04,"LINESTRING (9.662089 63.683435, 9.662087 63.683352, 9.6621 63.683282)",,,
152263065,False,Landfestet,residential,30,True,55.851,"LINESTRING (9.664335 63.683811, 9.664323 63.683782, 9.66437 63.68337, 9.664383 63.68331)",,,
