osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,bridge
37734308,38,primary,30,roundabout,True,False,7.682,"LINESTRING (9.414683 58.87191, 9.4146293 58.8718875, 9.4145961 58.8718589)",,
37734308,38,primary,30,roundabout,True,False,12.861,"LINESTRING (9.4147222 58.871728, 9.4147966 58.8717249, 9.4148675 58.8717367, 9.4149243 58.8717617)",,
388396624,38,primary,30,,True,False,50.038,"LINESTRING (9.4147222 58.871728, 9.4147474 58.8716767, 9.4148148 58.8715714, 9.4149245 58.8714, 9.4150114 58.8713044)",Kragerøveien,
113301586,,tertiary,,,False,False,13.377,"LINESTRING (9.4149655 58.871827, 9.4151969 58.8718398)",,
37734308,38,primary,30,roundabout,True,False,8.389,"LINESTRING (9.4149655 58.871827, 9.4149488 58.8718637, 9.4149066 58.8718945)",,
37734310,38,primary,30,roundabout,True,False,13.040999999999999,"LINESTRING (9.4148968 58.8692092, 9.4149533 58.8692117, 9.4150045 58.8692242, 9.4150439 58.8692454, 9.4150663 58.8692723)",,
"[388430762, 388430756, 388430765]",,residential,,,False,True,305.205,"LINESTRING (9.4148968 58.8692092, 9.4148144 58.869058, 9.4147306 58.868913, 9.4145251 58.8686684, 9.4143637 58.8684906, 9.4140487 58.8681436, 9.4137308 58.8677834, 9.4136995 58.8677248, 9.4137178 58.8676662, 9.4138364 58.8675073, 9.4138932 58.8674312, 9.413927 58.8673908, 9.4144319 58.8667675, 9.4144554 58.8667379, 9.4144942 58.8666901, 9.4145147 58.8666751)",Ytre Strandvei,yes
37734310,38,primary,30,roundabout,True,False,13.607,"LINESTRING (9.4150393 58.8693391, 9.4149959 58.8693599, 9.4149407 58.8693709, 9.4148815 58.8693707, 9.4148266 58.8693593)",,
390619080,38,primary,30,,True,False,60.908,"LINESTRING (9.4150393 58.8693391, 9.4150712 58.869473, 9.4152038 58.8698037, 9.4152067 58.8698788)",Kragerøveien,
37734310,38,primary,30,roundabout,True,False,7.7669999999999995,"LINESTRING (9.4150663 58.8692723, 9.4150669 58.8693072, 9.4150393 58.8693391)",,
"[231633424, 37966164]",,tertiary,,,False,"[False, True]",149.436,"LINESTRING (9.4150663 58.8692723, 9.4151773 58.8692766, 9.4153102 58.869296, 9.4155068 58.8693578, 9.415645 58.8694186, 9.4157299 58.8695004, 9.4157873 58.8695738, 9.4158133 58.8696468, 9.415813 58.8697363, 9.415825 58.8699809, 9.4158353 58.8703342, 9.4158464 58.8704024)",Ytre Strandvei,
114942392,,tertiary,,,False,False,16.302,"LINESTRING (9.4158464 58.8704024, 9.4160362 58.8703874, 9.4161181 58.8703662)",Ytre Strandvei,
114942399,,tertiary,,,False,True,177.057,"LINESTRING (9.4158464 58.8704024, 9.415721 58.8704134, 9.4156138 58.8704243, 9.4155578 58.8704406, 9.4155278 58.870452, 9.4155006 58.8704784, 9.415467 58.8705446, 9.4153459 58.8709105, 9.4152253 58.8711884, 9.4151491 58.8713251, 9.4151229 58.8714022, 9.4151373 58.8714811, 9.4151731 58.8715704, 9.4152142 58.8716729, 9.4152176 58.8717414, 9.4152104 58.8717907, 9.4151969 58.8718398)",Ytre Strandvei,
"[231633424, 37966164]",,tertiary,,,False,"[False, True]",149.436,"LINESTRING (9.4158464 58.8704024, 9.4158353 58.8703342, 9.415825 58.8699809, 9.415813 58.8697363, 9.4158133 58.8696468, 9.4157873 58.8695738, 9.4157299 58.8695004, 9.415645 58.8694186, 9.4155068 58.8693578, 9.4153102 58.869296, 9.4151773 58.8692766, 9.4150663 58.8692723)",Ytre Strandvei,
73540807,,residential,30,,False,False,14.822,"LINESTRING (9.4213767 58.8670505, 9.4213552 58.8669395, 9.4213503 58.8669179)",,
114942392,,tertiary,,,False,True,16.302,"LINESTRING (9.4161181 58.8703662, 9.4160362 58.8703874, 9.4158464 58.8704024)",Ytre Strandvei,
113301586,,tertiary,,,False,True,13.377,"LINESTRING (9.4151969 58.8718398, 9.4149655 58.871827)",,
114942399,,tertiary,,,False,False,177.057,"LINESTRING (9.4151969 58.8718398, 9.4152104 58.8717907, 9.4152176 58.8717414, 9.4152142 58.8716729, 9.4151731 58.8715704, 9.4151373 58.8714811, 9.4151229 58.8714022, 9.4151491 58.8713251, 9.4152253 58.8711884, 9.4153459 58.8709105, 9.415467 58.8705446, 9.4155006 58.8704784, 9.4155278 58.870452, 9.4155578 58.8704406, 9.4156138 58.8704243, 9.415721 58.8704134, 9.4158464 58.8704024)",Ytre Strandvei,
