osmid,name,highway,maxspeed,access,oneway,reversed,length,geometry,lanes,ref,bridge
25094643,Hilmar Rekstens vei,residential,30,yes,False,False,74.31,"LINESTRING (15.6490233 78.2200066, 15.6511312 78.2205179)",,,
19843739,232,residential,,,False,True,59.016,"LINESTRING (15.6490233 78.2200066, 15.6503312 78.2198108, 15.6509896 78.2196632)",,,
25588105,Vei 229,residential,,,False,False,168.827,"LINESTRING (15.6490233 78.2200066, 15.6472992 78.2203192, 15.64616 78.2204864, 15.645057 78.2205877, 15.6427233 78.2207812)",,,
19841073,Vei 500,secondary,,,False,False,211.908,"LINESTRING (15.6427233 78.2207812, 15.6432572 78.2211095, 15.6456792 78.2225889)",2,500,
25588105,Vei 229,residential,,,False,True,168.827,"LINESTRING (15.6427233 78.2207812, 15.645057 78.2205877, 15.64616 78.2204864, 15.6472992 78.2203192, 15.6490233 78.2200066)",,,
19841327,300,tertiary,,,False,False,18.486,"LINESTRING (15.6270111 78.2217594, 15.6277311 78.2218371)",,300,
19841136,503,unclassified,,,False,True,280.287,"LINESTRING (15.6270111 78.2217594, 15.6268769 78.2215711, 15.6265176 78.2214321, 15.6261011 78.2212934, 15.6257397 78.2211024, 15.6256377 78.2210137, 15.6255466 78.2209053, 15.6255412 78.2208089, 15.6255788 78.220718, 15.6256217 78.2206644, 15.6257558 78.2205527, 15.6258631 78.2204782, 15.6260421 78.2203954, 15.626952 78.2200741, 15.6279016 78.2197554, 15.6287688 78.2194705)",,,
19841327,300,tertiary,,,False,True,18.486,"LINESTRING (15.6277311 78.2218371, 15.6270111 78.2217594)",,300,
19841327,300,tertiary,,,False,False,447.205,"LINESTRING (15.6277311 78.2218371, 15.628615 78.2219817, 15.628894 78.2220474, 15.6291085 78.2221044, 15.6292373 78.2221788, 15.6293231 78.222262, 15.6293178 78.2223168, 15.6292695 78.2223661, 15.6291246 78.2224427, 15.6286955 78.2225752, 15.6272525 78.223046, 15.6268072 78.2232267, 15.6265229 78.2233219, 15.6261527 78.2234741, 15.6259113 78.2236219, 15.6253105 78.2239843, 15.6246883 78.2242306, 15.6243986 78.2243992, 15.6242366 78.2244743, 15.6241548 78.2245375, 15.624088 78.2245945, 15.6240628 78.2246532, 15.6240928 78.2246861, 15.6243181 78.2247846, 15.6248676 78.2249768, 15.6250674 78.225055, 15.6259113 78.2253834)",,300,
19841073,Vei 500,secondary,,,False,True,78.132,"LINESTRING (15.6466635 78.2232621, 15.6464787 78.2231169, 15.6459555 78.2227723, 15.6456792 78.2225889)",2,500,
