osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes
41767718,544,Vikabrekko,primary,40,False,True,52.025999999999996,"LINESTRING (5.498466 59.780157, 5.498368 59.780026, 5.498218 59.779845, 5.498119 59.779723)",,
44579845,544,Vikabrekko,primary,40,False,False,90.799,"LINESTRING (5.498466 59.780157, 5.498507 59.78021, 5.4986257 59.7803624, 5.4987686 59.7805435, 5.4988 59.7805833, 5.4988521 59.7806525, 5.4989044 59.7807338, 5.4989232 59.7807662, 5.4989536 59.7808467, 5.498973 59.7809293)",,
41767582,,Torgbakken,unclassified,50,False,True,86.524,"LINESTRING (5.5002472 59.7806033, 5.5002914 59.7805062, 5.5003335 59.7804246, 5.5003591 59.780375, 5.5004408 59.7802274, 5.5004838 59.7801496, 5.500617 59.779924, 5.5006697 59.7798553)",,
44677789,,Borgata rundkjøring,unclassified,,True,False,45.32000000000001,"LINESTRING (5.5002472 59.7806033, 5.5003098 59.7806123, 5.5003437 59.7806264, 5.5003693 59.7806495, 5.5003744 59.7806764, 5.5003622 59.7806976, 5.5003327 59.7807173, 5.5002848 59.7807312, 5.5002315 59.7807339, 5.5001791 59.7807251, 5.5001407 59.7807074, 5.5001212 59.7806874, 5.5001161 59.7806651, 5.5001278 59.7806416, 5.5001521 59.7806237, 5.5001924 59.7806095, 5.5002472 59.7806033)",roundabout,
840620109,544,Hamnegata,primary,50,False,True,14.524,"LINESTRING (5.4991653 59.7791117, 5.4994023 59.7790585)",,
"[840620108, 43585725]",544,Hamnegata,primary,50,False,False,44.337,"LINESTRING (5.4991653 59.7791117, 5.4986528 59.7792186, 5.4984335 59.7792644)",,
43626050,,Kringsjå,residential,30,False,True,85.209,"LINESTRING (5.4942313 59.7787668, 5.494123 59.778999, 5.49396 59.779269, 5.493839 59.779492, 5.493832 59.779506)",,
37838540,544,Hamnegata,primary,50,True,False,29.224999999999998,"LINESTRING (5.4984335 59.7792644, 5.498374 59.7793003, 5.498264 59.779329, 5.498149 59.77936, 5.498005 59.77941)",,
43326781,,Tresmyro,unclassified,50,True,False,31.887,"LINESTRING (5.4984335 59.7792644, 5.4983766 59.7792136, 5.4983201 59.7791397, 5.4982589 59.7790978, 5.4981905 59.7790654, 5.498105 59.77904)",,
"[840620108, 43585725]",544,Hamnegata,primary,50,False,True,44.337,"LINESTRING (5.4984335 59.7792644, 5.4986528 59.7792186, 5.4991653 59.7791117)",,
38571646,,Torget,unclassified,50,False,True,155.18800000000002,"LINESTRING (5.5017384 59.7814632, 5.5011589 59.7813839, 5.5006542 59.781385, 5.4999916 59.7813916, 5.4996406 59.7813925, 5.499437 59.781393, 5.499259 59.781389, 5.4992105 59.7813887, 5.498987 59.781384)",,
43766605,,,residential,50,False,True,44.463,"LINESTRING (5.4985083 59.7786091, 5.4982523 59.7786781, 5.498128 59.77873, 5.497943 59.778819, 5.497875 59.778846)",,
"[43766611, 787572957]",,Bandadalsplassen,residential,50,False,"[False, True]",99.96400000000001,"LINESTRING (5.4973152 59.7796099, 5.497299 59.779978, 5.497303 59.779998, 5.497328 59.78004, 5.497381 59.780105, 5.4974148 59.7801415, 5.497503 59.780237, 5.497523 59.78026, 5.497568 59.780319, 5.497575 59.780337, 5.49757 59.780354, 5.497554 59.780378, 5.497509 59.780412, 5.497425 59.780456)",,
37838539,544,Osen rundkjøring,primary,50,True,False,8.004,"LINESTRING (5.5006697 59.7798553, 5.5006292 59.7798427, 5.5005934 59.7798268, 5.5005633 59.7798082)",roundabout,
41767582,,Torgbakken,unclassified,50,False,False,86.524,"LINESTRING (5.5006697 59.7798553, 5.500617 59.779924, 5.5004838 59.7801496, 5.5004408 59.7802274, 5.5003591 59.780375, 5.5003335 59.7804246, 5.5002914 59.7805062, 5.5002472 59.7806033)",,
840620109,544,Hamnegata,primary,50,False,False,14.524,"LINESTRING (5.4994023 59.7790585, 5.4991653 59.7791117)",,
46153673,544,Hamnegata,primary,50,True,False,54.872,"LINESTRING (5.4994023 59.7790585, 5.4994787 59.7790174, 5.49966 59.7789681, 5.4998177 59.7789174, 5.4999768 59.7788667, 5.5000695 59.7788301, 5.5001476 59.778792, 5.5001819 59.7787669)",,
48126436,544,Vikabrekko,primary,40,False,False,182.248,"LINESTRING (5.4964478 59.7789333, 5.4963028 59.7788829, 5.4961907 59.7788416, 5.4960051 59.7787533, 5.4958882 59.7786958, 5.495744 59.778608, 5.49568 59.778561, 5.495598 59.778492, 5.495505 59.778401, 5.495324 59.778183, 5.495209 59.778066, 5.495103 59.777984, 5.494966 59.777906, 5.494906 59.777878, 5.4948 59.777839, 5.494587 59.777777, 5.494378 59.777728)",,
682417577,544,Vikabrekko,primary,40,True,False,88.67699999999999,"LINESTRING (5.4964478 59.7789333, 5.496655 59.7789641, 5.4968588 59.7790215, 5.4971608 59.7790968, 5.4974064 59.7791631, 5.497775 59.779282, 5.497848 59.7793)",,
787572384,544,Vikastemmo,primary,40,True,False,31.234,"LINESTRING (5.4921621 59.7774229, 5.4927109 59.7774738)",,
