osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,width,access
128300753,Laatasveien,residential,50,False,True,457.922,"LINESTRING (24.9642858 70.0530784, 24.9644768 70.0530667, 24.96537 70.0530236, 24.9668661 70.0529465, 24.9674261 70.0529177, 24.9686685 70.0528512, 24.9708815 70.0527327, 24.9714368 70.0526941, 24.9716649 70.0526713, 24.9718849 70.0526371, 24.9720717 70.0525948, 24.9722495 70.0525339, 24.9724114 70.0524622, 24.9735713 70.0518006, 24.9736681 70.0517262, 24.9737534 70.051628, 24.9738251 70.0514688, 24.9738345 70.051431, 24.9738058 70.0513536)",,,
289181303,Banakveien,trunk,50,False,False,9.202,"LINESTRING (24.948601 70.0512743, 24.9486895 70.0512653, 24.9488335 70.0512507)",E 6,7,
621098089,Klemetstadveien,secondary,60,True,False,50.394000000000005,"LINESTRING (24.948601 70.0512743, 24.9485722 70.0512034, 24.948532 70.0511491, 24.948509 70.0511184, 24.9484573 70.0510842, 24.9484187 70.0510691, 24.9483152 70.0510423, 24.9482406 70.0510365, 24.9481579 70.0510357, 24.9480742 70.0510386, 24.9479079 70.0510353, 24.9477622 70.051023)",8062,,
60220858,Arne M. Holdens vei,residential,50,False,False,201.28199999999998,"LINESTRING (24.964386 70.0512689, 24.964391 70.0513183, 24.964397 70.0514179, 24.9643797 70.0514926, 24.9643733 70.0515892, 24.9643632 70.0517692, 24.9643312 70.0523373, 24.9643332 70.0524842, 24.9642858 70.0530784)",,,
289181303,Banakveien,trunk,50,False,False,281.43,"LINESTRING (24.964386 70.0512689, 24.9660187 70.0512852, 24.9664538 70.0512885, 24.968193 70.0513015, 24.9691877 70.0513087, 24.9704852 70.051322, 24.9718017 70.0513344)",E 6,7,
289181303,Banakveien,trunk,50,False,True,157.578,"LINESTRING (24.964386 70.0512689, 24.9618116 70.0512527, 24.961451 70.0512487, 24.9608005 70.0512442, 24.9602336 70.0512363)",E 6,7,
178953497,Sentrum,residential,30,False,False,77.793,"LINESTRING (24.9718205 70.0509504, 24.971833 70.0508445, 24.9718617 70.0507666, 24.9719154 70.0507074, 24.9719984 70.0506482, 24.9723792 70.0504689, 24.9726862 70.05034)",,,
178953497,Sentrum,residential,30,False,True,42.739000000000004,"LINESTRING (24.9718205 70.0509504, 24.9718314 70.0510845, 24.9718203 70.0512592, 24.9718141 70.0512842, 24.9718017 70.0513344)",,,
313065079,Idrettsveien,residential,30,False,False,188.40900000000002,"LINESTRING (24.9718205 70.0509504, 24.9714031 70.0509462, 24.9712841 70.050945, 24.9709448 70.0509363, 24.9708423 70.0509286, 24.9707142 70.0509189, 24.970466 70.050881, 24.9699283 70.0507904, 24.9693577 70.0506711, 24.9684884 70.0504616, 24.9677429 70.0502759, 24.967484 70.0502089)",,,
178953477,Helsetunveien,residential,,False,True,36.335,"LINESTRING (24.9540287 70.051517, 24.9540542 70.0513626, 24.9540611 70.0513202, 24.9540882 70.0512351, 24.9541021 70.0511913)",,,
577856440,Rådhusveien,unclassified,,False,False,235.40099999999998,"LINESTRING (24.9540287 70.051517, 24.9549524 70.0515333, 24.9558874 70.0515476, 24.9567618 70.0515566, 24.9569584 70.0515588, 24.9571086 70.0515563, 24.957235 70.0515491, 24.9575565 70.0515115, 24.9578221 70.0514845, 24.9580756 70.051474, 24.9583812 70.0514741, 24.9588387 70.0514742, 24.959369 70.0514744, 24.9596144 70.051484, 24.9598367 70.0515056, 24.9600059 70.0515166, 24.9601837 70.0515193)",,,
"[313067673, 621099205, 1117799430, 1117799431]","['Peder Sivertsens-vei', 'Helsetunveien']",residential,,False,False,543.1500000000001,"LINESTRING (24.9540287 70.051517, 24.9536266 70.0515098, 24.9534822 70.051508, 24.9533194 70.0514899, 24.9532528 70.051475, 24.9532031 70.0514638, 24.9529746 70.0514032, 24.9527887 70.0513654, 24.9526828 70.051357, 24.9524179 70.0513526, 24.9510687 70.0513504, 24.950838 70.051356, 24.9504907 70.0513762, 24.950244 70.0514012, 24.9499714 70.0514414, 24.949787 70.0514766, 24.9495794 70.0515255, 24.9494136 70.0515783, 24.9491394 70.0516927, 24.9489466 70.0518045, 24.948909 70.0518263, 24.9487843 70.0519259, 24.9487073 70.0520636, 24.9487004 70.0521618, 24.9486832 70.0524042, 24.948692 70.0526206, 24.9487849 70.0528349, 24.9489186 70.0532383, 24.9489488 70.0533856, 24.9489784 70.0535076, 24.9490147 70.0536575, 24.9490399 70.0538747, 24.9491102 70.0541303, 24.9491529 70.0542131, 24.9493178 70.0544279, 24.9493489 70.0544758, 24.9494931 70.0546975)",,,yes
178953477,Helsetunveien,residential,,False,False,36.33500000000001,"LINESTRING (24.9541021 70.0511913, 24.9540882 70.0512351, 24.9540611 70.0513202, 24.9540542 70.0513626, 24.9540287 70.051517)",,,
289181303,Banakveien,trunk,50,False,False,232.67000000000002,"LINESTRING (24.9541021 70.0511913, 24.954517 70.0511965, 24.9570872 70.0512157, 24.9574263 70.0512182, 24.9579254 70.051222, 24.9586599 70.0512266, 24.9602336 70.0512363)",E 6,7,
289181303,Banakveien,trunk,50,False,True,200.66799999999998,"LINESTRING (24.9541021 70.0511913, 24.9529541 70.0511793, 24.9520909 70.051174, 24.9510714 70.051168, 24.9505951 70.0511692, 24.9502972 70.0511744, 24.9500884 70.0511781, 24.9494502 70.0512046, 24.9488335 70.0512507)",E 6,7,
"[313066514, 37083548]",Kirkegårdsveien,residential,"['50', '30']",False,False,75.074,"LINESTRING (24.9541021 70.0511913, 24.954119 70.0511487, 24.954142 70.0511055, 24.9541703 70.0510523, 24.9542067 70.0509836, 24.9543436 70.0508217, 24.9544852 70.0507021, 24.9546996 70.0505521)",,,
261285119,Peder Sivertsens vei,residential,30,False,False,239.92199999999994,"LINESTRING (24.9494931 70.0546975, 24.9499395 70.0546642, 24.9514759 70.0545223, 24.9518017 70.0544922, 24.9525512 70.0544264, 24.9533184 70.0543478, 24.9535061 70.0543182, 24.9536377 70.0542881, 24.9537353 70.0542536, 24.9538252 70.0542032, 24.9538806 70.0541529, 24.9539036 70.0540355, 24.9539055 70.053814, 24.9539219 70.0536321)",,,
"[313067673, 621099205, 1117799430, 1117799431]","['Peder Sivertsens-vei', 'Helsetunveien']",residential,,False,True,543.1499999999999,"LINESTRING (24.9494931 70.0546975, 24.9493489 70.0544758, 24.9493178 70.0544279, 24.9491529 70.0542131, 24.9491102 70.0541303, 24.9490399 70.0538747, 24.9490147 70.0536575, 24.9489784 70.0535076, 24.9489488 70.0533856, 24.9489186 70.0532383, 24.9487849 70.0528349, 24.948692 70.0526206, 24.9486832 70.0524042, 24.9487004 70.0521618, 24.9487073 70.0520636, 24.9487843 70.0519259, 24.948909 70.0518263, 24.9489466 70.0518045, 24.9491394 70.0516927, 24.9494136 70.0515783, 24.9495794 70.0515255, 24.949787 70.0514766, 24.9499714 70.0514414, 24.950244 70.0514012, 24.9504907 70.0513762, 24.950838 70.051356, 24.9510687 70.0513504, 24.9524179 70.0513526, 24.9526828 70.051357, 24.9527887 70.0513654, 24.9529746 70.0514032, 24.9532031 70.0514638, 24.9532528 70.051475, 24.9533194 70.0514899, 24.9534822 70.051508, 24.9536266 70.0515098, 24.9540287 70.051517)",,,yes
326115897,Banakveien,trunk,50,False,False,76.06,"LINESTRING (24.9718017 70.0513344, 24.9738058 70.0513536)",E 6,7,
178953497,Sentrum,residential,30,False,False,42.739,"LINESTRING (24.9718017 70.0513344, 24.9718141 70.0512842, 24.9718203 70.0512592, 24.9718314 70.0510845, 24.9718205 70.0509504)",,,
289181303,Banakveien,trunk,50,False,True,281.43,"LINESTRING (24.9718017 70.0513344, 24.9704852 70.051322, 24.9691877 70.0513087, 24.968193 70.0513015, 24.9664538 70.0512885, 24.9660187 70.0512852, 24.964386 70.0512689)",E 6,7,
128300753,Laatasveien,residential,50,False,False,236.607,"LINESTRING (24.9600818 70.0532982, 24.958693 70.0533773, 24.9579042 70.0534178, 24.9572884 70.0534496, 24.956752 70.0534774, 24.9562144 70.0535052, 24.9553969 70.0535512, 24.9548863 70.0535763, 24.9539219 70.0536321)",,,
128300753,Laatasveien,residential,50,False,True,161.347,"LINESTRING (24.9600818 70.0532982, 24.9608565 70.0532627, 24.9622282 70.0531895, 24.9626569 70.0531666, 24.9629803 70.0531504, 24.9635183 70.0531235, 24.9642858 70.0530784)",,,
741979377,Torgveien,unclassified,50,False,True,81.059,"LINESTRING (24.9600818 70.0532982, 24.9600693 70.0531527, 24.9600392 70.0528034, 24.9600229 70.0525695)",,,
60220857,Torgveien,unclassified,50,False,False,73.815,"LINESTRING (24.9601837 70.0515193, 24.9601624 70.0516646, 24.9601522 70.0517346, 24.9600618 70.0521818)",,,
60220857,Torgveien,unclassified,50,False,True,31.532,"LINESTRING (24.9601837 70.0515193, 24.9601894 70.0514872, 24.9601995 70.0514305, 24.960216 70.0512969, 24.9602336 70.0512363)",,,
577856440,Rådhusveien,unclassified,,False,True,235.401,"LINESTRING (24.9601837 70.0515193, 24.9600059 70.0515166, 24.9598367 70.0515056, 24.9596144 70.051484, 24.959369 70.0514744, 24.9588387 70.0514742, 24.9583812 70.0514741, 24.9580756 70.051474, 24.9578221 70.0514845, 24.9575565 70.0515115, 24.957235 70.0515491, 24.9571086 70.0515563, 24.9569584 70.0515588, 24.9567618 70.0515566, 24.9558874 70.0515476, 24.9549524 70.0515333, 24.9540287 70.051517)",,,
60220857,Torgveien,unclassified,50,False,False,31.532,"LINESTRING (24.9602336 70.0512363, 24.960216 70.0512969, 24.9601995 70.0514305, 24.9601894 70.0514872, 24.9601837 70.0515193)",,,
289181303,Banakveien,trunk,50,False,False,157.578,"LINESTRING (24.9602336 70.0512363, 24.9608005 70.0512442, 24.961451 70.0512487, 24.9618116 70.0512527, 24.964386 70.0512689)",E 6,7,
289181303,Banakveien,trunk,50,False,True,232.67000000000002,"LINESTRING (24.9602336 70.0512363, 24.9586599 70.0512266, 24.9579254 70.051222, 24.9574263 70.0512182, 24.9570872 70.0512157, 24.954517 70.0511965, 24.9541021 70.0511913)",E 6,7,
178953497,Sentrum,residential,30,False,True,77.79299999999999,"LINESTRING (24.9726862 70.05034, 24.9723792 70.0504689, 24.9719984 70.0506482, 24.9719154 70.0507074, 24.9718617 70.0507666, 24.971833 70.0508445, 24.9718205 70.0509504)",,,
621098540,Nordlysveien,residential,,False,False,158.514,"LINESTRING (24.9726862 70.05034, 24.9719788 70.050163, 24.9712286 70.049974, 24.9697822 70.0496102, 24.9693073 70.0495018)",,,
326115897,Banakveien,trunk,50,False,True,76.06,"LINESTRING (24.9738058 70.0513536, 24.9718017 70.0513344)",E 6,7,
128300753,Laatasveien,residential,50,False,False,457.922,"LINESTRING (24.9738058 70.0513536, 24.9738345 70.051431, 24.9738251 70.0514688, 24.9737534 70.051628, 24.9736681 70.0517262, 24.9735713 70.0518006, 24.9724114 70.0524622, 24.9722495 70.0525339, 24.9720717 70.0525948, 24.9718849 70.0526371, 24.9716649 70.0526713, 24.9714368 70.0526941, 24.9708815 70.0527327, 24.9686685 70.0528512, 24.9674261 70.0529177, 24.9668661 70.0529465, 24.96537 70.0530236, 24.9644768 70.0530667, 24.9642858 70.0530784)",,,
178953493,Kirkeveien,residential,30,False,False,105.732,"LINESTRING (24.967484 70.0502089, 24.9676417 70.0501716, 24.9676652 70.050166, 24.9679046 70.0500953, 24.9684177 70.0499312, 24.9685921 70.0498687, 24.9688209 70.0497701, 24.968966 70.049697, 24.9693073 70.0495018)",,,
178953493,Kirkeveien,residential,30,False,True,493.895,"LINESTRING (24.967484 70.0502089, 24.9670177 70.0503105, 24.9667615 70.0503576, 24.9666747 70.050374, 24.9663634 70.0504191, 24.9661155 70.0504524, 24.9660244 70.0504646, 24.9657727 70.0504941, 24.9654558 70.0505256, 24.9651747 70.0505487, 24.9645681 70.0505802, 24.9640341 70.0505967, 24.9634691 70.0506004, 24.9623998 70.0505963, 24.9616289 70.0505893, 24.960972 70.0505833, 24.9602629 70.0505808, 24.9585327 70.050572, 24.9577323 70.0505694, 24.9567231 70.0505552, 24.9551134 70.0505451, 24.9546996 70.0505521)",,,
313065079,Idrettsveien,residential,30,False,True,188.409,"LINESTRING (24.967484 70.0502089, 24.9677429 70.0502759, 24.9684884 70.0504616, 24.9693577 70.0506711, 24.9699283 70.0507904, 24.970466 70.050881, 24.9707142 70.0509189, 24.9708423 70.0509286, 24.9709448 70.0509363, 24.9712841 70.050945, 24.9714031 70.0509462, 24.9718205 70.0509504)",,,
128300753,Laatasveien,residential,50,False,True,236.60699999999997,"LINESTRING (24.9539219 70.0536321, 24.9548863 70.0535763, 24.9553969 70.0535512, 24.9562144 70.0535052, 24.956752 70.0534774, 24.9572884 70.0534496, 24.9579042 70.0534178, 24.958693 70.0533773, 24.9600818 70.0532982)",,,
261285119,Peder Sivertsens vei,residential,30,False,False,111.75000000000001,"LINESTRING (24.9539219 70.0536321, 24.9539262 70.052936, 24.9539288 70.0528091, 24.9540439 70.0526314)",,,
261285119,Peder Sivertsens vei,residential,30,False,True,239.922,"LINESTRING (24.9539219 70.0536321, 24.9539055 70.053814, 24.9539036 70.0540355, 24.9538806 70.0541529, 24.9538252 70.0542032, 24.9537353 70.0542536, 24.9536377 70.0542881, 24.9535061 70.0543182, 24.9533184 70.0543478, 24.9525512 70.0544264, 24.9518017 70.0544922, 24.9514759 70.0545223, 24.9499395 70.0546642, 24.9494931 70.0546975)",,,
60220857,Torgveien,unclassified,50,False,True,73.815,"LINESTRING (24.9600618 70.0521818, 24.9601522 70.0517346, 24.9601624 70.0516646, 24.9601837 70.0515193)",,,
741979376,Torgveien,unclassified,50,True,False,43.135999999999996,"LINESTRING (24.9600618 70.0521818, 24.9600496 70.0522813, 24.9600229 70.0525695)",,,
