osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction
624713749,Tordenskjolds gate,tertiary,50,False,True,81.729,"LINESTRING (13.1991893 65.8338749, 13.1985945 65.8345684)",,
25442061,Tordenskjolds gate,tertiary,,True,False,31.987000000000002,"LINESTRING (13.1991893 65.8338749, 13.1991999 65.8338267, 13.1992136 65.8337191, 13.1991717 65.8335887)",,
51442725,Skjervgata,tertiary,,False,False,121.00200000000001,"LINESTRING (13.1943611 65.8395505, 13.194618 65.8395757, 13.1947799 65.8395945, 13.1954521 65.8396728, 13.1969213 65.8398437)",,
153015611,Tordenskjolds gate,tertiary,50,False,False,40.717999999999996,"LINESTRING (13.1943611 65.8395505, 13.1944309 65.8394671, 13.1945203 65.8393597, 13.1946055 65.8392572, 13.1946498 65.8392039)",,
153015611,Tordenskjolds gate,tertiary,50,False,True,34.146,"LINESTRING (13.1943611 65.8395505, 13.1942984 65.8396287, 13.1941894 65.839849)",,
624713805,Skjervgata,tertiary,,False,True,59.608,"LINESTRING (13.1943611 65.8395505, 13.1941523 65.8395266, 13.1933437 65.8394311, 13.1931022 65.8394026)",,
25050639,,primary,50,True,False,8.701,"LINESTRING (13.1989817 65.8334525, 13.1989908 65.8334267, 13.199011 65.8334019, 13.1990417 65.8333791)",779,roundabout
25050639,,primary,50,True,False,12.399999999999999,"LINESTRING (13.1990686 65.8335555, 13.199029 65.8335328, 13.1990007 65.8335074, 13.1989847 65.8334803, 13.1989817 65.8334525)",779,roundabout
191746058,Elvegata,tertiary,,True,False,39.896,"LINESTRING (13.1990686 65.8335555, 13.1989685 65.8335761, 13.1987586 65.8336152, 13.1985143 65.8336577, 13.198264 65.8336973)",,
150952044,Skjervgata,unclassified,,False,True,43.004000000000005,"LINESTRING (13.1888021 65.8394056, 13.1884445 65.839454, 13.1880624 65.839484, 13.1879643 65.8394865, 13.1878936 65.8394704)",,
25442043,Elvegata,tertiary,,False,True,19.317,"LINESTRING (13.198264 65.8336973, 13.1978942 65.8337825)",,
410093509,Elvegata,tertiary,,True,False,42.538,"LINESTRING (13.198264 65.8336973, 13.1984915 65.8336248, 13.1986731 65.8335633, 13.1989817 65.8334525)",,
29391459,Peter Bechs gate,residential,,False,False,60.532,"LINESTRING (13.195899 65.8393784, 13.1971561 65.8395562)",,
29391459,Peter Bechs gate,residential,,False,True,60.073,"LINESTRING (13.195899 65.8393784, 13.1946498 65.8392039)",,
150954490,Egedes gate,residential,,False,False,88.984,"LINESTRING (13.195899 65.8393784, 13.1965561 65.8386247)",,
25050639,,primary,50,True,False,11.664000000000001,"LINESTRING (13.199421 65.8336008, 13.1993577 65.8336048, 13.1992937 65.8336041, 13.199231 65.8335986, 13.1991717 65.8335887)",779,roundabout
153015607,Tordenskjolds gate,tertiary,,True,False,32.957,"LINESTRING (13.199421 65.8336008, 13.1994013 65.8336874, 13.1993726 65.833734, 13.1993392 65.8337794, 13.1992902 65.8338195, 13.1991893 65.8338749)",,
25050639,,primary,50,True,False,15.697000000000001,"LINESTRING (13.1996877 65.8334758, 13.1996719 65.8335056, 13.1996447 65.8335309, 13.1996062 65.8335537, 13.1995578 65.833573, 13.1995014 65.8335882)",779,roundabout
"[150950642, 624713805]","['Skjervgata', 'Jurgensens gate']","['residential', 'tertiary']",,False,False,62.007999999999996,"LINESTRING (13.1894018 65.8392332, 13.1895316 65.839254, 13.1897779 65.839279, 13.1904203 65.8392898, 13.1907464 65.8392953)",,
150950642,Jurgensens gate,residential,,False,True,60.391999999999996,"LINESTRING (13.1894018 65.8392332, 13.1889288 65.8391511, 13.188157 65.8390463)",,
157847922,C.M. Havigs gate,residential,,True,False,79.77,"LINESTRING (13.1894018 65.8392332, 13.189442 65.8391876, 13.189601 65.839007, 13.1896292 65.8389749, 13.1899321 65.8386309, 13.189996 65.8385583)",,
25050639,,primary,50,True,False,6.236000000000001,"LINESTRING (13.1993474 65.8333151, 13.1994153 65.8333187, 13.1994802 65.8333277)",779,roundabout
25050639,,primary,50,True,False,5.995,"LINESTRING (13.1991717 65.8335887, 13.1991164 65.833574, 13.1990686 65.8335555)",779,roundabout
25050639,,primary,50,True,False,16.3,"LINESTRING (13.1990417 65.8333791, 13.199079 65.83336, 13.1991237 65.8333438, 13.1991744 65.8333309, 13.1992296 65.8333217, 13.1992879 65.8333163, 13.1993474 65.8333151)",779,roundabout
25050639,,primary,50,True,False,3.919,"LINESTRING (13.1995014 65.8335882, 13.199421 65.8336008)",779,roundabout
25050639,,primary,50,True,False,6.777,"LINESTRING (13.1996727 65.8334155, 13.199688 65.8334453, 13.1996877 65.8334758)",779,roundabout
25050639,,primary,50,True,False,13.485,"LINESTRING (13.1994802 65.8333277, 13.1995442 65.8333429, 13.1995992 65.8333632, 13.1996427 65.8333878, 13.1996727 65.8334155)",779,roundabout
25442043,Elvegata,tertiary,,False,False,19.317,"LINESTRING (13.1978942 65.8337825, 13.198264 65.8336973)",,
25442043,Elvegata,tertiary,,False,True,195.767,"LINESTRING (13.1978942 65.8337825, 13.1967283 65.8340445, 13.1954118 65.8343404, 13.1950377 65.8344177, 13.1940941 65.8346059)",,
150953593,Kirkegata,residential,,False,True,74.362,"LINESTRING (13.1978942 65.8337825, 13.1979047 65.8338382, 13.1979046 65.8338596, 13.19787 65.8339213, 13.1978394 65.8339553, 13.1976096 65.834154, 13.1973501 65.8344045)",,
25050373,Tordenskjolds gate,tertiary,,True,False,9.466000000000001,"LINESTRING (13.1940131 65.8401958, 13.194062 65.8401886, 13.1941139 65.8401876, 13.1941643 65.8401929, 13.1942087 65.840204)",,roundabout
620948999,Tordenskjolds gate,tertiary,,True,False,39.497,"LINESTRING (13.1940131 65.8401958, 13.1940356 65.8401271, 13.1940705 65.8400267, 13.1941281 65.8399229, 13.1941894 65.839849)",,
150953593,Kirkegata,residential,,False,False,74.362,"LINESTRING (13.1973501 65.8344045, 13.1976096 65.834154, 13.1978394 65.8339553, 13.19787 65.8339213, 13.1979046 65.8338596, 13.1979047 65.8338382, 13.1978942 65.8337825)",,
150953593,Kirkegata,residential,,False,True,85.29000000000002,"LINESTRING (13.1973501 65.8344045, 13.1972905 65.8344697, 13.1970349 65.8347494, 13.1969952 65.8347929, 13.1969566 65.8348351, 13.1968767 65.8349225, 13.1967073 65.8351079, 13.1966936 65.8351229)",,
179478808,Hans Halls gate,residential,,False,False,59.51299999999999,"LINESTRING (13.1973501 65.8344045, 13.1976293 65.8344432, 13.1977574 65.8344609, 13.1980429 65.8345004, 13.1984678 65.8345527, 13.1985945 65.8345684)",,
179478808,Hans Halls gate,residential,,False,True,36.223,"LINESTRING (13.1973501 65.8344045, 13.1969707 65.8343581, 13.1966523 65.8343086, 13.1966263 65.8343046, 13.1966006 65.8342972)",,
29391459,Peter Bechs gate,residential,,False,True,60.532,"LINESTRING (13.1971561 65.8395562, 13.195899 65.8393784)",,
150908317,Lagmannsgata,residential,,True,False,33.708999999999996,"LINESTRING (13.1971561 65.8395562, 13.1970868 65.8396424, 13.1969626 65.8397966, 13.1969213 65.8398437)",,
157676133,Lagmannsgata,residential,,False,False,25.274,"LINESTRING (13.1971561 65.8395562, 13.1972279 65.8394638, 13.1973244 65.8393396)",,
51442726,Chr. Qvales gate,residential,,False,False,10.784,"LINESTRING (13.1918284 65.838033, 13.1919083 65.8379417)",,
51442726,Chr. Qvales gate,residential,,False,True,81.66600000000001,"LINESTRING (13.1918284 65.838033, 13.1912901 65.8386503, 13.1912252 65.8387247)",,
624713843,Petter Dass gate,residential,,False,False,59.199000000000005,"LINESTRING (13.1918284 65.838033, 13.1919352 65.8380463, 13.1930625 65.8382011)",,
25050373,Tordenskjolds gate,tertiary,,True,False,3.433,"LINESTRING (13.1942087 65.840204, 13.1942348 65.8402151, 13.1942545 65.8402283)",,roundabout
25050373,Tordenskjolds gate,tertiary,,True,False,6.786,"LINESTRING (13.1939256 65.8402432, 13.1939432 65.8402242, 13.1939732 65.840208, 13.1940131 65.8401958)",,roundabout
620949000,B. Bjørnsons veg,tertiary,,False,False,121.24799999999999,"LINESTRING (13.1950682 65.8403286, 13.1958742 65.8403752, 13.1964804 65.840429, 13.1970249 65.8404899, 13.1974767 65.8405516, 13.1976516 65.8405811)",,
620949002,B. Bjørnsons veg,tertiary,,True,False,39.822,"LINESTRING (13.1950682 65.8403286, 13.1946525 65.8403322, 13.1941946 65.840318)",,
151074025,Jonas Lies gate,residential,,False,False,60.649,"LINESTRING (13.1986088 65.8394926, 13.1990406 65.8389766)",,
39929268,Holbergs gate,residential,,False,False,62.911,"LINESTRING (13.1986088 65.8394926, 13.1987952 65.8395014, 13.1994569 65.8395939, 13.1999257 65.8396595)",,
151074025,Jonas Lies gate,residential,,False,True,65.245,"LINESTRING (13.1986088 65.8394926, 13.1984302 65.8397094, 13.1983785 65.8397722, 13.198199 65.8399901, 13.198148 65.8400482)",,
