osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,lanes
27352117,184,Furnesvegen,primary,40,False,False,89.283,"LINESTRING (10.9436056 60.8852136, 10.943457 60.885258, 10.9423414 60.8855978, 10.942206 60.885639)",,,
"[1058243146, 27352117]",184,Furnesvegen,primary,"['40', '50']",False,True,180.23,"LINESTRING (10.9436056 60.8852136, 10.9437411 60.8851729, 10.9441217 60.8850515, 10.9443888 60.8849479, 10.9445469 60.8848696, 10.9446587 60.8848011, 10.9447641 60.8847232, 10.9448987 60.8846111, 10.9453633 60.8841576, 10.9454888 60.8840352, 10.9455749 60.8839534)",,,
27380006,,Industrigata,residential,,False,False,229.67600000000002,"LINESTRING (10.9436056 60.8852136, 10.943683 60.8852695, 10.9442607 60.8856947, 10.9443298 60.8857481, 10.9446187 60.8859712, 10.9446815 60.8860157, 10.9449975 60.886246, 10.9450762 60.8863016, 10.9452462 60.886427, 10.9456696 60.8867242, 10.9458614 60.8868582, 10.9459567 60.8869331)",,,
10226920,1780,Berger Langmoens veg,secondary,40,True,False,23.701999999999998,"LINESTRING (10.9401703 60.8863439, 10.9401915 60.8864523, 10.9402118 60.8865561)",,,
27252981,184,,primary,40,True,False,9.239999999999998,"LINESTRING (10.9401703 60.8863439, 10.94015 60.8863523, 10.9401292 60.8863588, 10.940106 60.8863643, 10.9400891 60.8863671, 10.9400564 60.8863706, 10.9400312 60.8863715, 10.9400142 60.8863711)",roundabout,,
10227410,1776,Øverbakkgata,secondary,30,False,True,34.346000000000004,"LINESTRING (10.9404442 60.883433, 10.9402415 60.8834725, 10.9400711 60.8834999, 10.939939 60.8835263, 10.9398524 60.8835443)",,,
329975348,,Nygata,residential,30,False,False,77.794,"LINESTRING (10.9404442 60.883433, 10.9405049 60.883522, 10.9405221 60.8835477, 10.9408934 60.8840976)",,,
"[1192368563, 1192372717]",1776,Øverbakkgata,secondary,30,False,False,92.609,"LINESTRING (10.9404442 60.883433, 10.9406926 60.8833637, 10.9416346 60.883109, 10.9417851 60.8830708, 10.9419389 60.8830273)",,,
1192372718,,Nygata,tertiary,30,False,True,123.225,"LINESTRING (10.9404442 60.883433, 10.9403773 60.8833315, 10.940242 60.8831401, 10.9399916 60.8827776, 10.9398907 60.8826281, 10.9397399 60.8823793)",,,
28965866,,,residential,30,False,False,7.309,"LINESTRING (10.939837 60.8847797, 10.9397078 60.8847605)",,,
"[10478672, 982165428, 982165429]",1776,"['Møller bru', 'Nils Amblis veg']",secondary,50,True,False,111.576,"LINESTRING (10.939837 60.8847797, 10.9397851 60.8848362, 10.9397086 60.8849047, 10.9396215 60.8849654, 10.9395008 60.8850346, 10.9393975 60.8850861, 10.9393251 60.8851181, 10.9392033 60.8851577, 10.9389241 60.8852486, 10.9387846 60.8853021, 10.938668 60.8853536, 10.9385486 60.8854215, 10.9384221 60.88549)",,yes,
"[28965866, 28084059]",,Nygata,residential,30,False,True,138.797,"LINESTRING (10.939837 60.8847797, 10.9399118 60.88479, 10.9400479 60.8848055, 10.9401371 60.884808, 10.9401591 60.8848081, 10.9402909 60.8847993, 10.940419 60.8847908, 10.940478 60.8847869, 10.9410362 60.8846893, 10.9411073 60.8846725, 10.9411449 60.8846545, 10.9411663 60.8846323, 10.9411763 60.8846149, 10.9411746 60.8845951, 10.9411653 60.8845563, 10.940925 60.8841509, 10.9408934 60.8840976)",,,
