osmid,highway,oneway,reversed,length,ref,geometry,junction,name,bridge,width
1055208278,residential,False,False,23.105,,"LINESTRING (38.8139001 14.8797494, 38.8139996 14.8799336)",,,,
396749370,trunk,False,False,45.917,P-4,"LINESTRING (38.8139001 14.8797494, 38.8138729 14.879859, 38.8138528 14.8799555, 38.8138076 14.8801525)",,,,
182848367,unclassified,False,False,43.821,,"LINESTRING (38.8168212 14.8817773, 38.81671 14.8818222, 38.816627 14.8818929, 38.8165111 14.8820217)",,,,
615516343,residential,False,False,128.955,,"LINESTRING (38.8168212 14.8817773, 38.8168886 14.8816406, 38.816957 14.8815564, 38.817067 14.8814475, 38.8172051 14.8813529, 38.8173285 14.8812984, 38.8173741 14.8812777, 38.8173996 14.8812524, 38.8174197 14.8812129, 38.8174573 14.8810625, 38.8174908 14.880894)",,,,
612325213,unclassified,False,True,61.88,,"LINESTRING (38.8165111 14.8820217, 38.81646 14.882576)",,,,
612325215,residential,False,False,47.335,,"LINESTRING (38.8165111 14.8820217, 38.8165568 14.8815983)",,,,
182848367,unclassified,False,True,43.821,,"LINESTRING (38.8165111 14.8820217, 38.816627 14.8818929, 38.81671 14.8818222, 38.8168212 14.8817773)",,,,
612325213,unclassified,False,False,61.88,,"LINESTRING (38.81646 14.882576, 38.8165111 14.8820217)",,,,
612325213,unclassified,False,True,13.752,,"LINESTRING (38.81646 14.882576, 38.8165145 14.8826879)",,,,
182848378,unclassified,True,False,40.234,,"LINESTRING (38.8165145 14.8826879, 38.8161761 14.8828427)",,,,
612325213,unclassified,False,False,13.752,,"LINESTRING (38.8165145 14.8826879, 38.81646 14.882576)",,,,
612325214,residential,False,True,130.267,,"LINESTRING (38.8165145 14.8826879, 38.8167961 14.8827772, 38.8169125 14.8828254, 38.8170264 14.8829155, 38.8171319 14.8830885, 38.8173346 14.8834596)",,,,
182848368,residential,False,False,13.907,,"LINESTRING (38.815519 14.883005, 38.8155738 14.8831183)",,,,
182848368,residential,False,True,52.602,,"LINESTRING (38.815519 14.883005, 38.8153116 14.8825765)",,,,
421660413,unclassified,True,False,111.811,,"LINESTRING (38.815519 14.883005, 38.81646 14.882576)",,,,
182848368,residential,False,False,66.524,,"LINESTRING (38.8155738 14.8831183, 38.8158361 14.8836602)",,,,
182848368,residential,False,True,13.907,,"LINESTRING (38.8155738 14.8831183, 38.815519 14.883005)",,,,
182848378,unclassified,True,False,58.788,,"LINESTRING (38.8155738 14.8831183, 38.8150795 14.8833448)",,,,
235914758,residential,False,False,9.058,,"LINESTRING (38.8173346 14.8834596, 38.817258 14.8834936)",,,,
612325214,residential,False,False,130.267,,"LINESTRING (38.8173346 14.8834596, 38.8171319 14.8830885, 38.8170264 14.8829155, 38.8169125 14.8828254, 38.8167961 14.8827772, 38.8165145 14.8826879)",,,,
396749370,trunk,False,False,5.919,P-4,"LINESTRING (38.8128736 14.8839745, 38.8128675 14.8840274)",,,,
421659666,residential,False,True,85.512,,"LINESTRING (38.8128736 14.8839745, 38.8120818 14.8838982)",,,,
396749370,trunk,False,True,59.06399999999999,P-4,"LINESTRING (38.8128736 14.8839745, 38.8128895 14.8838284, 38.8129283 14.8836483, 38.812977 14.8834536)",,,,
182848365,residential,False,True,32.161,,"LINESTRING (38.8134908 14.8838577, 38.8136135 14.8841215)",,,,
421659675,residential,False,False,45.33,,"LINESTRING (38.8134908 14.8838577, 38.8133945 14.8836601, 38.813318 14.8834859)",,,,
421660413,unclassified,True,False,59.400000000000006,,"LINESTRING (38.8134908 14.8838577, 38.8138451 14.8837764, 38.8140153 14.8836979)",,,,
396749370,trunk,False,True,5.919,P-4,"LINESTRING (38.8128675 14.8840274, 38.8128736 14.8839745)",,,,
182848360,trunk,True,False,15.33,P-4,"LINESTRING (38.8128675 14.8840274, 38.8128949 14.8840198, 38.8129234 14.8840211, 38.81295 14.8840312, 38.8129718 14.884049, 38.8129865 14.8840726)",roundabout,,,
182848360,trunk,True,False,11.06,P-4,"LINESTRING (38.8129865 14.8840726, 38.8129924 14.8840968, 38.8129908 14.8841216, 38.8129818 14.8841449, 38.8129662 14.8841647)",roundabout,,,
421660413,unclassified,True,False,59.247,,"LINESTRING (38.8129865 14.8840726, 38.8134524 14.8838702, 38.8134908 14.8838577)",,,,
182848365,residential,False,False,32.161,,"LINESTRING (38.8136135 14.8841215, 38.8134908 14.8838577)",,,,
421659674,residential,False,True,56.376,,"LINESTRING (38.8136135 14.8841215, 38.8138282 14.8845841)",,,,
182848378,unclassified,True,False,64.953,,"LINESTRING (38.8136135 14.8841215, 38.8135837 14.8841476, 38.8130741 14.8843816)",,,,
182848376,secondary,False,True,18.056,,"LINESTRING (38.8128325 14.8841517, 38.8126805 14.8842209)",,,,
182848360,trunk,True,False,16.214,P-4,"LINESTRING (38.8128325 14.8841517, 38.8128217 14.8841305, 38.8128174 14.8841072, 38.8128199 14.8840837, 38.812829 14.8840617, 38.812844 14.8840431, 38.8128675 14.8840274)",roundabout,,,
182848372,trunk,False,True,26.761,P-4,"LINESTRING (38.8129662 14.8841647, 38.8130741 14.8843816)",,Asmara mereb طريق أسمرة - مارب,,
182848360,trunk,True,False,16.364,P-4,"LINESTRING (38.8129662 14.8841647, 38.812941 14.8841813, 38.8129115 14.8841885, 38.8128812 14.8841855, 38.8128538 14.8841728, 38.8128325 14.8841517)",roundabout,,,
182848372,trunk,False,False,26.761,P-4,"LINESTRING (38.8130741 14.8843816, 38.8129662 14.8841647)",,Asmara mereb طريق أسمرة - مارب,,
202539690,residential,False,True,31.119,,"LINESTRING (38.8130741 14.8843816, 38.8128125 14.8845016)",,,,
182848372,trunk,False,True,54.635999999999996,P-4,"LINESTRING (38.8130741 14.8843816, 38.8131805 14.8846191, 38.8132787 14.8848314)",,Asmara mereb طريق أسمرة - مارب,,
182848372,trunk,False,False,27.247,P-4,"LINESTRING (38.8144081 14.8871101, 38.8143072 14.8868853)",,Asmara mereb طريق أسمرة - مارب,,
612344185,residential,False,False,54.111,,"LINESTRING (38.8144081 14.8871101, 38.8139613 14.8873345)",,,,
182848358,unclassified,False,True,73.957,,"LINESTRING (38.8144081 14.8871101, 38.8144883 14.8870978, 38.8145913 14.8871218, 38.815031 14.887354)",,,,
182848372,trunk,False,True,64.316,P-4,"LINESTRING (38.8144081 14.8871101, 38.8145162 14.8873435, 38.8146618 14.8876339)",,Asmara mereb طريق أسمرة - مارب,,
182848368,residential,False,False,60.576,,"LINESTRING (38.8150794 14.8820801, 38.8153116 14.8825765)",,,,
