osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access,bridge,junction
"[363047458, 354373948]",2,B169,Zillertalstraße,primary,50,False,False,52.748000000000005,"LINESTRING (11.8630446 47.1698005, 11.8631094 47.169909, 11.8631467 47.1699715, 11.863217 47.1700891, 11.863325 47.1702345)",,,
"[229474128, 320793601, 354373948, 156232966]","['2', '3']",B169,Zillertalstraße,primary,50,False,True,223.394,"LINESTRING (11.8630446 47.1698005, 11.8630378 47.1697882, 11.8630143 47.169746, 11.8629893 47.1697102, 11.8628772 47.1695491, 11.8626845 47.1693567, 11.8625237 47.1692081, 11.8623438 47.1690654, 11.8622921 47.1690244, 11.8620263 47.1688334, 11.8618032 47.1686825, 11.861519 47.1685247, 11.8612582 47.1683911, 11.861107 47.1683193)",,,
59520611,,,Sportplatzstraße,residential,30,False,False,180.443,"LINESTRING (11.8686364 47.1673391, 11.8687772 47.1669933, 11.8690619 47.1664319, 11.8692611 47.1661301, 11.8693615 47.1660094, 11.8695675 47.1658657)",,,
59520611,,,Sportplatzstraße,residential,30,False,True,37.29,"LINESTRING (11.8686364 47.1673391, 11.8686544 47.167526, 11.8686498 47.1675767, 11.8686198 47.1676718)",,,
156351073,,,Sportplatzstraße,residential,,False,False,104.75300000000001,"LINESTRING (11.8686364 47.1673391, 11.8682329 47.1672994, 11.8679694 47.1672379, 11.8676866 47.1671203, 11.8674318 47.1669399)",,,
34133743,,,Durster Straße,residential,30,False,False,65.985,"LINESTRING (11.8682546 47.168036, 11.8683084 47.1680563, 11.8687699 47.1682613, 11.8689989 47.1683451)",,,
59499825,,,Durster Straße,residential,30,False,True,111.085,"LINESTRING (11.8682546 47.168036, 11.8680832 47.1680249, 11.8678272 47.1680155, 11.8676613 47.1680199, 11.867578 47.1680277, 11.8674946 47.1680409, 11.867438 47.1680498, 11.8672911 47.1680829, 11.8671395 47.1681163, 11.8669692 47.1681746, 11.8668567 47.1682338)",,,
59520615,,,Breitlahneweg,residential,30,False,False,50.066,"LINESTRING (11.8682546 47.168036, 11.8683887 47.167969, 11.8684327 47.1679311, 11.8685213 47.167811, 11.8686198 47.1676718)",,,
59506000,,,Pfarrer-Krapf-Straße,residential,30,False,True,40.059,"LINESTRING (11.8628929 47.1669143, 11.8633916 47.1667925)",yes,,
156975009,,,Hauptstraße,tertiary,30,True,False,164.925,"LINESTRING (11.8628929 47.1669143, 11.8628207 47.1666228, 11.8624671 47.1659217, 11.8624561 47.1658999, 11.8622909 47.1654917)",,,
156975013,2,,Einfahrt Mitte,tertiary,30,False,True,221.706,"LINESTRING (11.8628929 47.1669143, 11.8624116 47.1670175, 11.8623578 47.1670356, 11.8621651 47.1670935, 11.8619734 47.1671649, 11.8618211 47.1672393, 11.8617449 47.1672906, 11.8616903 47.1673518, 11.8613424 47.1679452, 11.8613245 47.1679758, 11.8613022 47.1680146, 11.8612048 47.1681836, 11.861182 47.1682209, 11.861107 47.1683193)",,,
"[157085264, 128632675, 128632676]",,,Hauptstraße,tertiary,30,True,False,282.93899999999996,"LINESTRING (11.8628929 47.1669143, 11.8629906 47.1672102, 11.8630733 47.1673657, 11.8631716 47.1675053, 11.8633115 47.1676619, 11.863392 47.1677447, 11.8635134 47.1678697, 11.8637168 47.1680467, 11.863799 47.1681104, 11.8640551 47.1682745, 11.8641022 47.1683153, 11.8643701 47.1685473, 11.8643993 47.1685593, 11.8645607 47.1686258, 11.8648206 47.1688492, 11.8649882 47.1689574)",,,
"[30292606, 597902086]",,,Dornaustraße,residential,,False,False,472.7100000000001,"LINESTRING (11.8592044 47.1677401, 11.8592162 47.1676948, 11.859227 47.1676533, 11.8592388 47.167542, 11.8593155 47.1670036, 11.8594207 47.1661205, 11.8594392 47.1659656, 11.8595071 47.1653967, 11.8595323 47.165185, 11.8595206 47.1650983, 11.8594927 47.1650155, 11.8594859 47.1649345, 11.8595126 47.1647936, 11.859604 47.1644981, 11.859659 47.1641714, 11.8597021 47.1638578, 11.8597083 47.1638126, 11.8597308 47.1636956, 11.8597435 47.1636298, 11.8597561 47.1635149)",,,
"[320793600, 585084705, 585084706, 585084707, 122563963, 585084703]","['4', '3', '2']",B169,Zillertalstraße,primary,50,False,False,157.71999999999997,"LINESTRING (11.8592044 47.1677401, 11.859246 47.1677541, 11.8596397 47.1678624, 11.8597071 47.1678815, 11.8598178 47.1679105, 11.859935 47.1679383, 11.8600027 47.167958, 11.860353 47.1680641, 11.8607913 47.1682093, 11.8608427 47.1682272, 11.861107 47.1683193)",,yes,
59506000,,,Pfarrer-Krapf-Straße,residential,30,False,False,28.926,"LINESTRING (11.8654564 47.1664159, 11.8652415 47.1663887, 11.8651036 47.1663283)",yes,,
156342878,,,Am Marienbrunnen,residential,30,True,False,289.91900000000004,"LINESTRING (11.8654564 47.1664159, 11.8653054 47.1668929, 11.8653031 47.1671109, 11.865303 47.1671182, 11.8653358 47.167307, 11.8653148 47.1676937, 11.8652941 47.1677584, 11.8652547 47.1678225, 11.8651741 47.1679012, 11.8651426 47.1679677, 11.8650063 47.1681752, 11.8649795 47.1682576, 11.8650137 47.168604, 11.865023 47.168792, 11.8650089 47.1689244, 11.8649882 47.1689574)",,,
156351067,,,Brandbergstraße,residential,,False,False,35.13,"LINESTRING (11.8654564 47.1664159, 11.8655567 47.1661889, 11.8656061 47.1661175)",,,
156351073,,,Sportplatzstraße,residential,,False,True,163.237,"LINESTRING (11.8654564 47.1664159, 11.8661804 47.1664872, 11.8662945 47.1665005, 11.8664776 47.1665539, 11.866939 47.1667119, 11.8674318 47.1669399)",,,
43787359,,,Schwendaustraße,residential,,False,False,4.607,"LINESTRING (11.8625151 47.1705335, 11.862541 47.170571)",,,
156351067,,,Brandbergstraße,residential,,False,True,35.13,"LINESTRING (11.8656061 47.1661175, 11.8655567 47.1661889, 11.8654564 47.1664159)",,,
"[59499825, 59492254]",,,Durster Straße,residential,30,False,False,168.598,"LINESTRING (11.8651041 47.1691159, 11.8653562 47.1690964, 11.8655379 47.1690343, 11.8658094 47.1689153, 11.8658752 47.1688787, 11.8660173 47.1687895, 11.8664832 47.168487, 11.8666134 47.1684007, 11.8668567 47.1682338)",,,
200306086,,,Am Marktplatz,residential,30,False,True,89.378,"LINESTRING (11.8651041 47.1691159, 11.8645602 47.16932, 11.8643681 47.1693975, 11.8640665 47.1695008)",,,
223394514,,,Am Marktplatz,tertiary,30,False,False,163.768,"LINESTRING (11.8651041 47.1691159, 11.865177 47.1692421, 11.8654443 47.1695723, 11.8654768 47.1696129, 11.8656082 47.1697773, 11.865702 47.1699311, 11.8657303 47.1700847, 11.8657464 47.1701505, 11.8657654 47.1702281, 11.8658133 47.1704239, 11.8658283 47.1704849)",,,
407894232,,,Hauptstraße,tertiary,30,False,True,19.689,"LINESTRING (11.8651041 47.1691159, 11.8650449 47.1690297, 11.8649882 47.1689574)",,,
156975026,,,,tertiary,30,False,False,129.105,"LINESTRING (11.8658283 47.1704849, 11.8647394 47.1707958, 11.8645528 47.1708486, 11.8643494 47.1709102, 11.8643236 47.170918, 11.8642896 47.1709275, 11.8642553 47.1709371)",,,
223394514,,,Am Marktplatz,tertiary,30,False,True,163.768,"LINESTRING (11.8658283 47.1704849, 11.8658133 47.1704239, 11.8657654 47.1702281, 11.8657464 47.1701505, 11.8657303 47.1700847, 11.865702 47.1699311, 11.8656082 47.1697773, 11.8654768 47.1696129, 11.8654443 47.1695723, 11.865177 47.1692421, 11.8651041 47.1691159)",,,
34133743,,,Durster Straße,residential,30,False,True,65.985,"LINESTRING (11.8689989 47.1683451, 11.8687699 47.1682613, 11.8683084 47.1680563, 11.8682546 47.168036)",,,
59503352,,,Durst,residential,30,False,False,200.99800000000002,"LINESTRING (11.8689989 47.1683451, 11.869083 47.1683829, 11.8693578 47.1685811, 11.8696679 47.1687548, 11.8699394 47.1689486, 11.869983 47.1690307, 11.870041 47.1693135, 11.8700754 47.1697324, 11.8700697 47.1698157, 11.8700796 47.1698654)",,,
"[104632594, 104632595]",,,Durst,residential,30,False,False,106.863,"LINESTRING (11.8689989 47.1683451, 11.8695401 47.1683862, 11.869648 47.168378, 11.8700385 47.1682852, 11.8703632 47.1682024)",,,
334364782,,,,residential,30,False,True,9.127,"LINESTRING (11.8640665 47.1695008, 11.8640831 47.1695821)",,,
"[828347611, 156975023]",,,Am Marktplatz,residential,30,True,False,84.14,"LINESTRING (11.8640665 47.1695008, 11.8637178 47.1696019, 11.8631665 47.1697619, 11.8631243 47.1697741, 11.8630446 47.1698005)",,,
200306086,,,Am Marktplatz,residential,30,False,False,89.378,"LINESTRING (11.8640665 47.1695008, 11.8643681 47.1693975, 11.8645602 47.16932, 11.8651041 47.1691159)",,,
59521634,,,Scheulingstraße,residential,,False,True,64.551,"LINESTRING (11.8622909 47.1654917, 11.8624051 47.1654892, 11.8630938 47.1656725)",,,
156975009,,,Hauptstraße,tertiary,30,True,False,266.92300000000006,"LINESTRING (11.8622909 47.1654917, 11.8622437 47.1651838, 11.8622091 47.1650419, 11.8621421 47.1648623, 11.8619011 47.1644912, 11.8617502 47.1642345, 11.861635 47.1640405, 11.8616125 47.1640069, 11.8613975 47.1636864, 11.8612922 47.1635294, 11.8611818 47.1633916, 11.8611052 47.1633183, 11.8610525 47.1632678)",,,
156975013,2,,Einfahrt Mitte,tertiary,30,False,False,221.70600000000002,"LINESTRING (11.861107 47.1683193, 11.861182 47.1682209, 11.8612048 47.1681836, 11.8613022 47.1680146, 11.8613245 47.1679758, 11.8613424 47.1679452, 11.8616903 47.1673518, 11.8617449 47.1672906, 11.8618211 47.1672393, 11.8619734 47.1671649, 11.8621651 47.1670935, 11.8623578 47.1670356, 11.8624116 47.1670175, 11.8628929 47.1669143)",,,
"[229474128, 320793601, 354373948, 156232966]","['2', '3']",B169,Zillertalstraße,primary,50,False,False,223.39400000000003,"LINESTRING (11.861107 47.1683193, 11.8612582 47.1683911, 11.861519 47.1685247, 11.8618032 47.1686825, 11.8620263 47.1688334, 11.8622921 47.1690244, 11.8623438 47.1690654, 11.8625237 47.1692081, 11.8626845 47.1693567, 11.8628772 47.1695491, 11.8629893 47.1697102, 11.8630143 47.169746, 11.8630378 47.1697882, 11.8630446 47.1698005)",,,
"[320793600, 585084705, 585084706, 585084707, 122563963, 585084703]","['2', '3', '4']",B169,Zillertalstraße,primary,50,False,True,157.72,"LINESTRING (11.861107 47.1683193, 11.8608427 47.1682272, 11.8607913 47.1682093, 11.860353 47.1680641, 11.8600027 47.167958, 11.859935 47.1679383, 11.8598178 47.1679105, 11.8597071 47.1678815, 11.8596397 47.1678624, 11.859246 47.1677541, 11.8592044 47.1677401)",,yes,
