osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,access,bridge,width
357217889,Bahnhofstraße,unclassified,30,False,False,147.15999999999997,"LINESTRING (14.0434902 46.6193628, 14.0435861 46.6193175, 14.0437062 46.6192778, 14.0438903 46.619272, 14.0440638 46.6192652, 14.0442424 46.6192611, 14.0444989 46.6192571, 14.0448863 46.6192461, 14.0450691 46.6191976, 14.0452007 46.6191383, 14.0452868 46.6190601)",,,,,
123870397,Klagenfurter Straße,primary,30,False,False,9.385,"LINESTRING (14.0460727 46.616558, 14.0461839 46.6165939)",B83,,,,
"[123468682, 123417820]",Am Corso,primary,30,False,True,240.15200000000002,"LINESTRING (14.0460727 46.616558, 14.0455103 46.6163639, 14.0450501 46.6162219, 14.0448825 46.6161676, 14.0446168 46.6160791, 14.0445255 46.6160409, 14.0443179 46.6159541, 14.0442461 46.6159072, 14.0438908 46.6157041, 14.0438566 46.6156842, 14.0437739 46.6156363, 14.0436116 46.6155508, 14.0433969 46.6154489)",B83,2,,,
231297354,Bahnhofstraße,residential,30,False,True,181.617,"LINESTRING (14.0460727 46.616558, 14.0460259 46.6166118, 14.0458536 46.6171229, 14.045615 46.6179699, 14.0455543 46.6181484)",,2,,,
26972314,Karawankenplatz,secondary,50,True,False,54.719,"LINESTRING (14.0418287 46.6135203, 14.0419043 46.6136382, 14.0419754 46.6137491, 14.0419898 46.6138188, 14.0419427 46.6139312, 14.0419234 46.6139843)",L52,2,,,
"[30354145, 1141328468]",Seecorso,residential,30,True,False,144.299,"LINESTRING (14.0418287 46.6135203, 14.0418477 46.6134604, 14.0418572 46.6134309, 14.0418714 46.6134006, 14.0418876 46.6133716, 14.0419085 46.6133435, 14.0419261 46.6133262, 14.0419792 46.613286, 14.0423373 46.6130231, 14.042569 46.6128318, 14.0428151 46.6126304, 14.0429691 46.6125044)",,,,,
124282660,Rosentaler Straße,secondary,30,False,True,185.635,"LINESTRING (14.0418287 46.6135203, 14.0417795 46.613451, 14.0417282 46.6133787, 14.0414623 46.6130124, 14.0413524 46.6128748, 14.0413164 46.6128162, 14.0412028 46.6126348, 14.0410889 46.6124426, 14.0409774 46.6122192, 14.0408861 46.6119866)",L52,2,,,
26514807,Seecorso,residential,30,True,False,5.714,"LINESTRING (14.0429691 46.6125044, 14.0430193 46.6124663)",,,,,
26500550,Wahlisstraße,residential,30,True,False,169.868,"LINESTRING (14.0429691 46.6125044, 14.0429221 46.6124686, 14.0429143 46.6124667, 14.0426023 46.6123914, 14.0418459 46.6122038, 14.0415835 46.6121438, 14.0408861 46.6119866)",,,,,
153926626,Seecorso,residential,30,False,True,100.54400000000001,"LINESTRING (14.043821 46.6117574, 14.0437376 46.6118917, 14.0437229 46.611909, 14.0437012 46.6119314, 14.0436794 46.6119512, 14.0436398 46.6119881, 14.0433405 46.6122193, 14.0430193 46.6124663)",,,,,
123418450,Villacher Straße,residential,30,False,False,4.278,"LINESTRING (14.0385418 46.6141032, 14.0385977 46.6141008)",,,,,
123418450,Villacher Straße,residential,30,False,True,4.278,"LINESTRING (14.0385977 46.6141008, 14.0385418 46.6141032)",,,,,
26504410,Schubertweg,residential,30,False,False,174.85000000000002,"LINESTRING (14.0385977 46.6141008, 14.0386203 46.6142527, 14.0386353 46.6143534, 14.0387147 46.614886, 14.0387468 46.6152058, 14.038793 46.6156673)",,,,,
123417822,Villacher Straße,residential,30,False,False,106.43,"LINESTRING (14.0385977 46.6141008, 14.0387362 46.61407, 14.0387711 46.6140622, 14.0388818 46.6140347, 14.0390513 46.6139911, 14.039535 46.6138666, 14.0396696 46.6137711, 14.0396772 46.6137468, 14.0396939 46.6136985, 14.039693 46.6136757, 14.0396927 46.613634)",,,,,
975931241,Hans-Dobernig-Weg,residential,30,False,True,32.9,"LINESTRING (14.0393394 46.611265, 14.03932 46.6113216, 14.0393086 46.6115592)",,,,,
456200078,Bäckerteichstraße,residential,30,True,False,102.16399999999999,"LINESTRING (14.0406653 46.6113703, 14.0406092 46.6113733, 14.0405411 46.611374, 14.0404447 46.6113713, 14.0400274 46.6113427, 14.0397346 46.6113115, 14.0396193 46.6112979, 14.0393394 46.611265)",,,,,
903857439,Rosentaler Straße,secondary,30,False,False,70.596,"LINESTRING (14.0406653 46.6113703, 14.040681 46.611413, 14.040715 46.6115056, 14.0407375 46.6115791, 14.0407572 46.61165, 14.0407956 46.6117495, 14.0408675 46.611936, 14.0408861 46.6119866)",L52,2,,,
123417822,Villacher Straße,residential,30,False,True,106.43,"LINESTRING (14.0396927 46.613634, 14.039693 46.6136757, 14.0396939 46.6136985, 14.0396772 46.6137468, 14.0396696 46.6137711, 14.039535 46.6138666, 14.0390513 46.6139911, 14.0388818 46.6140347, 14.0387711 46.6140622, 14.0387362 46.61407, 14.0385977 46.6141008)",,,,,
509755119,Villacher Straße,primary,50,False,False,114.60100000000001,"LINESTRING (14.0396927 46.613634, 14.0398061 46.6136356, 14.0399253 46.6136438, 14.0402095 46.6136823, 14.0403527 46.6137093, 14.0406226 46.6137542, 14.0408283 46.6137945, 14.0411572 46.6138462)",B83,2,,,
26504410,Schubertweg,residential,30,False,True,174.85000000000002,"LINESTRING (14.038793 46.6156673, 14.0387468 46.6152058, 14.0387147 46.614886, 14.0386353 46.6143534, 14.0386203 46.6142527, 14.0385977 46.6141008)",,,,,
292325325,Kirchenstraße,residential,30,False,True,154.628,"LINESTRING (14.038793 46.6156673, 14.038856 46.6156819, 14.0389505 46.6157039, 14.0390942 46.6157261, 14.0391828 46.6157313, 14.0395161 46.6157509, 14.0396882 46.6157524, 14.0408035 46.6157618)",,,,,
26955178,Kirchenstraße,residential,30,False,True,71.594,"LINESTRING (14.0408035 46.6157618, 14.0417393 46.6157247)",,,,,
173089426,Kranzlhofenstraße,residential,30,True,False,96.061,"LINESTRING (14.0408035 46.6157618, 14.040753 46.6148986)",,,,,
144379951,Kranzlhofenstraße,residential,30,False,True,117.574,"LINESTRING (14.0408035 46.6157618, 14.0408576 46.6166996, 14.0408615 46.6168184)",,,,,
292325325,Kirchenstraße,residential,30,False,False,154.62800000000001,"LINESTRING (14.0408035 46.6157618, 14.0396882 46.6157524, 14.0395161 46.6157509, 14.0391828 46.6157313, 14.0390942 46.6157261, 14.0389505 46.6157039, 14.038856 46.6156819, 14.038793 46.6156673)",,,,,
26955178,Kirchenstraße,residential,30,False,False,71.594,"LINESTRING (14.0417393 46.6157247, 14.0408035 46.6157618)",,,,,
"[26955153, 144379948, 144379949]",Koschatpromenade,residential,30,False,False,103.102,"LINESTRING (14.0417393 46.6157247, 14.0420066 46.6165256, 14.04203 46.6166011, 14.0420381 46.6166289)",,,destination,yes,
26504872,Neckheimpromenade,residential,30,False,True,98.184,"LINESTRING (14.0420381 46.6166289, 14.0415854 46.6166855, 14.0413428 46.616725, 14.0410865 46.6168319, 14.0408786 46.6169568)",,,,,
144379949,Koschatpromenade,residential,30,False,False,142.984,"LINESTRING (14.0420381 46.6166289, 14.0420959 46.6168265, 14.042234 46.6172541, 14.0424499 46.6178832)",,,destination,,
"[26955153, 144379948, 144379949]",Koschatpromenade,residential,30,False,True,103.102,"LINESTRING (14.0420381 46.6166289, 14.04203 46.6166011, 14.0420066 46.6165256, 14.0417393 46.6157247)",,,destination,yes,
124123895,Koschatpromenade,residential,,False,True,11.834,"LINESTRING (14.0424807 46.6179875, 14.0424499 46.6178832)",,,destination,,
26504820,Wiener Straße,residential,30,False,False,194.14399999999998,"LINESTRING (14.0424807 46.6179875, 14.042371 46.6179856, 14.0417967 46.6178601, 14.0412346 46.6177207, 14.0410813 46.6176448, 14.0410205 46.6175655, 14.0409949 46.6173902, 14.0409681 46.6171149, 14.0409582 46.617045, 14.0409246 46.6169966, 14.0408786 46.6169568)",,,,,
26955683,Koschatpromenade,residential,,False,False,121.87299999999999,"LINESTRING (14.0424807 46.6179875, 14.0425072 46.6180581, 14.0425756 46.6182404, 14.0425801 46.6184211, 14.0425099 46.6188706, 14.0425299 46.6189567, 14.0425583 46.6190699)",,,no,,
123870396,Karawankenplatz,primary,50,False,True,27.099,"LINESTRING (14.041661 46.6139279, 14.0413156 46.6138722)",B83,2,,,
833954816,Karawankenplatz,primary,50,False,False,4.72,"LINESTRING (14.041661 46.6139279, 14.0417204 46.6139396)",B83,2,,,
26504474,Koschatpromenade,residential,30,True,False,106.471,"LINESTRING (14.041661 46.6139279, 14.0416397 46.6140042, 14.0416784 46.6143389, 14.0416912 46.6148829)",,,,,
26504474,Koschatpromenade,residential,30,True,False,93.676,"LINESTRING (14.0416912 46.6148829, 14.0417393 46.6157247)",,,,,
26955266,Dietrichsteinweg,residential,30,False,True,81.864,"LINESTRING (14.0416912 46.6148829, 14.042762 46.6148511)",,,,,
26955266,Dietrichsteinweg,residential,30,False,False,71.697,"LINESTRING (14.0416912 46.6148829, 14.0415392 46.6148804, 14.040753 46.6148986)",,,,,
26504412,Kirchenstraße,residential,30,True,False,64.083,"LINESTRING (14.0433969 46.6154489, 14.043286 46.6155454, 14.043246 46.615605, 14.0431984 46.6156496, 14.043139 46.6156564, 14.0430973 46.6156611, 14.0429501 46.6156547, 14.0427161 46.6156542)",,,,,
"[253865249, 109713644]",Am Corso,primary,30,False,True,83.889,"LINESTRING (14.0433969 46.6154489, 14.0433282 46.6154149, 14.0432631 46.6153818, 14.0432049 46.6153462, 14.0431467 46.6153074, 14.0431075 46.6152803, 14.043073 46.6152515, 14.0430026 46.6151867, 14.0429588 46.6151444, 14.0429221 46.6150989, 14.0428686 46.6150177, 14.0428308 46.6149603, 14.042762 46.6148511)",B83,,,,
"[123468682, 123417820]",Am Corso,primary,30,False,False,240.152,"LINESTRING (14.0433969 46.6154489, 14.0436116 46.6155508, 14.0437739 46.6156363, 14.0438566 46.6156842, 14.0438908 46.6157041, 14.0442461 46.6159072, 14.0443179 46.6159541, 14.0445255 46.6160409, 14.0446168 46.6160791, 14.0448825 46.6161676, 14.0450501 46.6162219, 14.0455103 46.6163639, 14.0460727 46.616558)",B83,2,,,
26955266,Dietrichsteinweg,residential,30,False,False,81.864,"LINESTRING (14.042762 46.6148511, 14.0416912 46.6148829)",,,,,
"[253865249, 109713644]",Am Corso,primary,30,False,False,83.889,"LINESTRING (14.042762 46.6148511, 14.0428308 46.6149603, 14.0428686 46.6150177, 14.0429221 46.6150989, 14.0429588 46.6151444, 14.0430026 46.6151867, 14.043073 46.6152515, 14.0431075 46.6152803, 14.0431467 46.6153074, 14.0432049 46.6153462, 14.0432631 46.6153818, 14.0433282 46.6154149, 14.0433969 46.6154489)",B83,,,,
"[253865249, 976078698, 976078699, 123870395]",Am Corso,primary,"['30', '50']",False,True,119.21200000000003,"LINESTRING (14.042762 46.6148511, 14.042578 46.6145685, 14.0425259 46.6144896, 14.0424849 46.6144234, 14.0424397 46.614359, 14.0423985 46.6143012, 14.0423518 46.6142434, 14.042302 46.6141878, 14.0422494 46.614134, 14.0422089 46.6141022, 14.0421776 46.6140847, 14.0421439 46.614068, 14.0421402 46.6140663, 14.042072 46.6140356, 14.0419998 46.6140085, 14.0419234 46.6139843)",B83,2,,,
26955266,Dietrichsteinweg,residential,30,False,True,71.697,"LINESTRING (14.040753 46.6148986, 14.0415392 46.6148804, 14.0416912 46.6148829)",,,,,
173089426,Kranzlhofenstraße,residential,30,True,False,128.13,"LINESTRING (14.040753 46.6148986, 14.0407439 46.6146315, 14.0407402 46.6143299, 14.0407449 46.614205, 14.040886 46.6140587, 14.0410633 46.6139319, 14.0411572 46.6138462)",,,,,
26955910,Birkenallee,residential,30,False,False,136.08,"LINESTRING (14.0437303 46.6191682, 14.0440651 46.6179662)",,,,,2.5
26955910,Birkenallee,residential,30,False,False,97.746,"LINESTRING (14.0440651 46.6179662, 14.044293 46.6171012)",,,,,2.5
26955910,Birkenallee,residential,30,False,True,136.08,"LINESTRING (14.0440651 46.6179662, 14.0437303 46.6191682)",,,,,2.5
124123881,Birkenallee,residential,30,False,False,125.526,"LINESTRING (14.0440651 46.6179662, 14.043204 46.6178554, 14.0430436 46.6178228, 14.0424499 46.6178832)",,,,,3.8
124123881,Birkenallee,residential,30,False,True,115.532,"LINESTRING (14.0440651 46.6179662, 14.0450072 46.6180852, 14.0455543 46.6181484)",,,,,3.8
26955910,Birkenallee,residential,30,False,True,97.746,"LINESTRING (14.044293 46.6171012, 14.0440651 46.6179662)",,,,,2.5
124123881,Birkenallee,residential,30,False,False,115.532,"LINESTRING (14.0455543 46.6181484, 14.0450072 46.6180852, 14.0440651 46.6179662)",,,,,3.8
"[124123881, 732735174]",Birkenallee,residential,30,False,True,120.61000000000001,"LINESTRING (14.0455543 46.6181484, 14.0456235 46.6181574, 14.0463216 46.6182162, 14.0464525 46.618212, 14.0465711 46.6181506, 14.0467267 46.6180374, 14.0468176 46.6178416)",,,,,3.8
231297354,Bahnhofstraße,residential,30,False,False,181.617,"LINESTRING (14.0455543 46.6181484, 14.045615 46.6179699, 14.0458536 46.6171229, 14.0460259 46.6166118, 14.0460727 46.616558)",,2,,,
231297354,Bahnhofstraße,residential,30,False,True,103.472,"LINESTRING (14.0455543 46.6181484, 14.0454596 46.6185047, 14.045443 46.6185502, 14.0454035 46.6186728, 14.0453615 46.6188545, 14.0453312 46.6189369, 14.0452868 46.6190601)",,2,,,
124123895,Koschatpromenade,residential,,False,False,11.834,"LINESTRING (14.0424499 46.6178832, 14.0424807 46.6179875)",,,destination,,
124123881,Birkenallee,residential,30,False,True,125.526,"LINESTRING (14.0424499 46.6178832, 14.0430436 46.6178228, 14.043204 46.6178554, 14.0440651 46.6179662)",,,,,3.8
144379949,Koschatpromenade,residential,30,False,True,142.984,"LINESTRING (14.0424499 46.6178832, 14.042234 46.6172541, 14.0420959 46.6168265, 14.0420381 46.6166289)",,,destination,,
833954818,Karawankenplatz,secondary,50,True,False,23.778,"LINESTRING (14.0416879 46.6137058, 14.0418027 46.6136012, 14.0418287 46.6135203)",L52,,,,
833954816,Karawankenplatz,primary,50,False,True,4.72,"LINESTRING (14.0417204 46.6139396, 14.041661 46.6139279)",B83,2,,,
26972316,Karawankenplatz,secondary,50,True,False,26.253,"LINESTRING (14.0417204 46.6139396, 14.0417056 46.6139047, 14.0416949 46.6138689, 14.0416893 46.6137873, 14.0416879 46.6137058)",L52,,,,
833954817,Karawankenplatz,primary,50,False,False,16.292,"LINESTRING (14.0417204 46.6139396, 14.0418233 46.6139596, 14.0419234 46.6139843)",B83,2,,,
26955683,Koschatpromenade,residential,,False,True,121.87299999999999,"LINESTRING (14.0425583 46.6190699, 14.0425299 46.6189567, 14.0425099 46.6188706, 14.0425801 46.6184211, 14.0425756 46.6182404, 14.0425072 46.6180581, 14.0424807 46.6179875)",,,no,,
26972424,Schillerstraße,residential,30,False,False,78.74199999999999,"LINESTRING (14.0425583 46.6190699, 14.0430626 46.6192555, 14.0432632 46.6193186, 14.0433727 46.6193517, 14.0434902 46.6193628)",,2,,,
26972424,Schillerstraße,residential,30,False,True,234.89,"LINESTRING (14.0425583 46.6190699, 14.0420613 46.6188521, 14.0415774 46.6186481, 14.0414343 46.6185878, 14.0412712 46.6185471, 14.0411326 46.6185181, 14.0408293 46.6184708, 14.04022 46.6183751, 14.0397378 46.6182958)",,2,,,
153926626,Seecorso,residential,30,False,False,100.54400000000001,"LINESTRING (14.0430193 46.6124663, 14.0433405 46.6122193, 14.0436398 46.6119881, 14.0436794 46.6119512, 14.0437012 46.6119314, 14.0437229 46.611909, 14.0437376 46.6118917, 14.043821 46.6117574)",,,,,
"[124123906, 72925629, 124123902]",,residential,30,False,False,91.555,"LINESTRING (14.0478215 46.6171685, 14.0477959 46.6172213, 14.0477535 46.6173022, 14.0476538 46.6174924, 14.0476313 46.617534, 14.0475558 46.6176996, 14.0475081 46.6177933, 14.0474552 46.6178972, 14.0474205 46.6179438)",,,,,
253865250,Klagenfurter Straße,primary,50,False,False,90.92599999999999,"LINESTRING (14.0478215 46.6171685, 14.0481384 46.6172559, 14.0489262 46.6174733)",B83,,,,
253865250,Klagenfurter Straße,primary,50,False,True,11.84,"LINESTRING (14.0478215 46.6171685, 14.0477134 46.6171433, 14.0476747 46.6171343)",B83,,,,
26504820,Wiener Straße,residential,30,False,True,194.144,"LINESTRING (14.0408786 46.6169568, 14.0409246 46.6169966, 14.0409582 46.617045, 14.0409681 46.6171149, 14.0409949 46.6173902, 14.0410205 46.6175655, 14.0410813 46.6176448, 14.0412346 46.6177207, 14.0417967 46.6178601, 14.042371 46.6179856, 14.0424807 46.6179875)",,,,,
26504872,Neckheimpromenade,residential,30,False,False,98.184,"LINESTRING (14.0408786 46.6169568, 14.0410865 46.6168319, 14.0413428 46.616725, 14.0415854 46.6166855, 14.0420381 46.6166289)",,,,,
"[144379951, 144379950, 292325311]",Kranzlhofenstraße,residential,30,False,False,15.532,"LINESTRING (14.0408786 46.6169568, 14.0408828 46.6169315, 14.0408617 46.6168387, 14.0408615 46.6168184)",,,,yes,
"[843247895, 292325311]",Kranzlhofenstraße,residential,30,False,True,143.547,"LINESTRING (14.0408786 46.6169568, 14.0408309 46.6170392, 14.0405994 46.6172175, 14.0405612 46.6172557, 14.0404812 46.6173358, 14.0401696 46.6176474, 14.0399496 46.6178374, 14.0398558 46.6180258)",,2,,,
30357068,Bachweg,residential,30,False,False,68.589,"LINESTRING (14.0394473 46.6175447, 14.03954 46.6175239, 14.0395915 46.6174519, 14.0398096 46.6170068)",,,,,
30353710,Unterwinklernstraße,residential,30,False,False,82.551,"LINESTRING (14.0492174 46.6186999, 14.0491819 46.6194419)",,,,,
30353710,Unterwinklernstraße,residential,30,False,True,141.427,"LINESTRING (14.0492174 46.6186999, 14.0492308 46.6181467, 14.049203 46.6180172, 14.0491491 46.6178865, 14.0489929 46.6177056, 14.0489447 46.6176331, 14.0489229 46.6175783, 14.0489235 46.617522, 14.0489262 46.6174733)",,,,,
30355030,Mozartstraße,residential,30,False,False,159.22,"LINESTRING (14.0492174 46.6186999, 14.0508116 46.6189244, 14.0512687 46.6189351)",,,,,
30353710,Unterwinklernstraße,residential,30,False,True,82.551,"LINESTRING (14.0491819 46.6194419, 14.0492174 46.6186999)",,,,,
30357214,Am Sonnrain,residential,30,False,True,91.186,"LINESTRING (14.0491819 46.6194419, 14.0479889 46.6194092)",,,,,
30357522,Adalbert-Stifter-Straße,residential,30,False,False,157.86599999999999,"LINESTRING (14.0491819 46.6194419, 14.0499846 46.6194594, 14.0512474 46.6194959)",,,,,
30354769,Paracelsusweg,residential,30,False,True,64.315,"LINESTRING (14.0406807 46.6181421, 14.0398558 46.6180258)",,,,,
30356336,Flurstraße,residential,30,False,True,62.379,"LINESTRING (14.0512687 46.6189351, 14.0512474 46.6194959)",,,,,
30355030,Mozartstraße,residential,30,False,True,159.22,"LINESTRING (14.0512687 46.6189351, 14.0508116 46.6189244, 14.0492174 46.6186999)",,,,,
30356336,Flurstraße,residential,30,False,False,86.967,"LINESTRING (14.0512687 46.6189351, 14.0514739 46.6182163, 14.0514953 46.6181689)",,,,,
30356336,Flurstraße,residential,30,False,True,86.967,"LINESTRING (14.0514953 46.6181689, 14.0514739 46.6182163, 14.0512687 46.6189351)",,,,,
310357136,Klagenfurter Straße,primary,50,False,False,210.93800000000002,"LINESTRING (14.0514953 46.6181689, 14.0511648 46.618088, 14.0505634 46.6179274, 14.0505322 46.6179199, 14.0504965 46.6179113, 14.0500308 46.6177803, 14.049841 46.6177269, 14.0497272 46.6176961, 14.0495935 46.6176599, 14.0492158 46.6175543, 14.0489262 46.6174733)",B83,,,,
30357068,Bachweg,residential,30,False,True,68.589,"LINESTRING (14.0398096 46.6170068, 14.0395915 46.6174519, 14.03954 46.6175239, 14.0394473 46.6175447)",,,,,
144380115,Friedenstraße,residential,30,False,False,83.304,"LINESTRING (14.0398096 46.6170068, 14.0400524 46.6169629, 14.0403404 46.6168848, 14.0408615 46.6168184)",,,,,
30356336,Flurstraße,residential,30,False,False,62.379,"LINESTRING (14.0512474 46.6194959, 14.0512687 46.6189351)",,,,,
30357522,Adalbert-Stifter-Straße,residential,30,False,True,157.86599999999999,"LINESTRING (14.0512474 46.6194959, 14.0499846 46.6194594, 14.0491819 46.6194419)",,,,,
30357214,Am Sonnrain,residential,30,False,False,91.186,"LINESTRING (14.0479889 46.6194092, 14.0491819 46.6194419)",,,,,
231297354,Bahnhofstraße,residential,30,False,False,103.47200000000001,"LINESTRING (14.0452868 46.6190601, 14.0453312 46.6189369, 14.0453615 46.6188545, 14.0454035 46.6186728, 14.045443 46.6185502, 14.0454596 46.6185047, 14.0455543 46.6181484)",,2,,,
357217889,Bahnhofstraße,unclassified,30,False,True,147.16,"LINESTRING (14.0452868 46.6190601, 14.0452007 46.6191383, 14.0450691 46.6191976, 14.0448863 46.6192461, 14.0444989 46.6192571, 14.0442424 46.6192611, 14.0440638 46.6192652, 14.0438903 46.619272, 14.0437062 46.6192778, 14.0435861 46.6193175, 14.0434902 46.6193628)",,,,,
144379951,Kranzlhofenstraße,residential,30,False,False,117.574,"LINESTRING (14.0408615 46.6168184, 14.0408576 46.6166996, 14.0408035 46.6157618)",,,,,
"[292325311, 144379950, 144379951]",Kranzlhofenstraße,residential,30,False,True,15.532,"LINESTRING (14.0408615 46.6168184, 14.0408617 46.6168387, 14.0408828 46.6169315, 14.0408786 46.6169568)",,,,yes,
144380115,Friedenstraße,residential,30,False,True,83.304,"LINESTRING (14.0408615 46.6168184, 14.0403404 46.6168848, 14.0400524 46.6169629, 14.0398096 46.6170068)",,,,,
"[124123906, 72925629, 124123902]",,residential,30,False,True,91.55500000000002,"LINESTRING (14.0474205 46.6179438, 14.0474552 46.6178972, 14.0475081 46.6177933, 14.0475558 46.6176996, 14.0476313 46.617534, 14.0476538 46.6174924, 14.0477535 46.6173022, 14.0477959 46.6172213, 14.0478215 46.6171685)",,,,,
26972424,Schillerstraße,residential,30,False,False,234.89000000000001,"LINESTRING (14.0397378 46.6182958, 14.04022 46.6183751, 14.0408293 46.6184708, 14.0411326 46.6185181, 14.0412712 46.6185471, 14.0414343 46.6185878, 14.0415774 46.6186481, 14.0420613 46.6188521, 14.0425583 46.6190699)",,2,,,
292325263,Kranzlhofenstraße,residential,30,False,True,135.586,"LINESTRING (14.0397378 46.6182958, 14.039743 46.6183868, 14.0397775 46.6184843, 14.0398567 46.6185993, 14.0398955 46.6186791, 14.0399027 46.6187509, 14.0398637 46.6188486, 14.0398408 46.6188879, 14.0398064 46.6189185, 14.0397299 46.6189653, 14.0396724 46.6189877, 14.0395424 46.6190019, 14.0393462 46.619003, 14.039024 46.6190089)",,,,,
843247895,Kranzlhofenstraße,residential,30,False,False,31.646,"LINESTRING (14.0397378 46.6182958, 14.039747 46.6182132, 14.0398558 46.6180258)",,2,,,
144381171,Wrannpark,residential,30,False,True,252.712,"LINESTRING (14.0476747 46.6171343, 14.0477143 46.6169835, 14.0477889 46.6167385, 14.0477942 46.616698, 14.0477881 46.6166576, 14.0476131 46.6163143, 14.047554 46.6162109, 14.0475387 46.6161784, 14.0475003 46.6160973, 14.0469144 46.6161004, 14.0466733 46.6161156, 14.0465529 46.6161319, 14.046499 46.6161558, 14.0464471 46.6161825, 14.0464013 46.6162236, 14.0463633 46.6162647, 14.0461839 46.6165939)",,,,,
"[253865250, 123870397]",Klagenfurter Straße,primary,"['50', '30']",False,True,129.015,"LINESTRING (14.0476747 46.6171343, 14.0473463 46.6170425, 14.0470243 46.6169361, 14.0468536 46.616872, 14.0467576 46.616836, 14.0467499 46.6168329, 14.0466135 46.6167781, 14.0462792 46.6166359, 14.0461839 46.6165939)",B83,,,,
253865250,Klagenfurter Straße,primary,50,False,False,11.84,"LINESTRING (14.0476747 46.6171343, 14.0477134 46.6171433, 14.0478215 46.6171685)",B83,,,,
